INFO,SDATE,DISCHARGE
HARP INFLOW #5,12/5/1996 0:00:00,29.5
HARP INFLOW #5,12/6/1996 0:00:00,26.7
HARP INFLOW #5,12/7/1996 0:00:00,25.3
HARP INFLOW #5,12/8/1996 0:00:00,24
HARP INFLOW #5,12/9/1996 0:00:00,21.7
HARP INFLOW #5,12/10/1996 0:00:00,19.4
HARP INFLOW #5,12/11/1996 0:00:00,18.2
HARP INFLOW #5,12/12/1996 0:00:00,17.1
HARP INFLOW #5,12/13/1996 0:00:00,51.2
HARP INFLOW #5,12/14/1996 0:00:00,53.2
HARP INFLOW #5,12/15/1996 0:00:00,45.5
HARP INFLOW #5,12/16/1996 0:00:00,40.4
HARP INFLOW #5,12/17/1996 0:00:00,62.3
HARP INFLOW #5,12/18/1996 0:00:00,103
HARP INFLOW #5,12/19/1996 0:00:00,67.2
HARP INFLOW #5,12/20/1996 0:00:00,44.7
HARP INFLOW #5,12/21/1996 0:00:00,34.18
HARP INFLOW #5,12/22/1996 0:00:00,30.38
HARP INFLOW #5,12/23/1996 0:00:00,28.41
HARP INFLOW #5,12/24/1996 0:00:00,42.94
HARP INFLOW #5,12/25/1996 0:00:00,41.85
HARP INFLOW #5,12/26/1996 0:00:00,31.18
HARP INFLOW #5,12/27/1996 0:00:00,26.74
HARP INFLOW #5,12/28/1996 0:00:00,25.95
HARP INFLOW #5,12/29/1996 0:00:00,24.07
HARP INFLOW #5,12/30/1996 0:00:00,21.99
HARP INFLOW #5,12/31/1996 0:00:00,24.07
HARP INFLOW #5,1/1/1997 0:00:00,29.15
HARP INFLOW #5,1/2/1997 0:00:00,30.62
HARP INFLOW #5,1/3/1997 0:00:00,26.39
HARP INFLOW #5,1/4/1997 0:00:00,28.25
HARP INFLOW #5,1/5/1997 0:00:00,48.59
HARP INFLOW #5,1/6/1997 0:00:00,117.2
HARP INFLOW #5,1/7/1997 0:00:00,71.62
HARP INFLOW #5,1/8/1997 0:00:00,52.9
HARP INFLOW #5,1/9/1997 0:00:00,43.38
HARP INFLOW #5,1/10/1997 0:00:00,37.03
HARP INFLOW #5,1/11/1997 0:00:00,30.4
HARP INFLOW #5,1/12/1997 0:00:00,25
HARP INFLOW #5,1/13/1997 0:00:00,21.3
HARP INFLOW #5,1/14/1997 0:00:00,18.5
HARP INFLOW #5,1/15/1997 0:00:00,20.2
HARP INFLOW #5,1/16/1997 0:00:00,19.9
HARP INFLOW #5,1/17/1997 0:00:00,18
HARP INFLOW #5,1/18/1997 0:00:00,15.6
HARP INFLOW #5,1/19/1997 0:00:00,14
HARP INFLOW #5,1/20/1997 0:00:00,13
HARP INFLOW #5,1/21/1997 0:00:00,12.4
HARP INFLOW #5,1/22/1997 0:00:00,67.1
HARP INFLOW #5,1/23/1997 0:00:00,83.36
HARP INFLOW #5,1/24/1997 0:00:00,71.91
HARP INFLOW #5,1/25/1997 0:00:00,60.66
HARP INFLOW #5,1/26/1997 0:00:00,49.3
HARP INFLOW #5,1/27/1997 0:00:00,43.93
HARP INFLOW #5,1/28/1997 0:00:00,34.54
HARP INFLOW #5,1/29/1997 0:00:00,25.78
HARP INFLOW #5,1/30/1997 0:00:00,22.98
HARP INFLOW #5,1/31/1997 0:00:00,21.02
HARP INFLOW #5,2/1/1997 0:00:00,19.26
HARP INFLOW #5,2/2/1997 0:00:00,20.2
HARP INFLOW #5,2/3/1997 0:00:00,19
HARP INFLOW #5,2/4/1997 0:00:00,18.5
HARP INFLOW #5,2/5/1997 0:00:00,18.5
HARP INFLOW #5,2/6/1997 0:00:00,17.6
HARP INFLOW #5,2/7/1997 0:00:00,16.5
HARP INFLOW #5,2/8/1997 0:00:00,15.6
HARP INFLOW #5,2/9/1997 0:00:00,23.7
HARP INFLOW #5,2/10/1997 0:00:00,19.3
HARP INFLOW #5,2/11/1997 0:00:00,14.8
HARP INFLOW #5,2/12/1997 0:00:00,13.7
HARP INFLOW #5,2/13/1997 0:00:00,12.9
HARP INFLOW #5,2/14/1997 0:00:00,12.4
HARP INFLOW #5,2/15/1997 0:00:00,11.9
HARP INFLOW #5,2/16/1997 0:00:00,11.3
HARP INFLOW #5,2/17/1997 0:00:00,11
HARP INFLOW #5,2/18/1997 0:00:00,11.3
HARP INFLOW #5,2/19/1997 0:00:00,15
HARP INFLOW #5,2/20/1997 0:00:00,16.6
HARP INFLOW #5,2/21/1997 0:00:00,98.5
HARP INFLOW #5,2/22/1997 0:00:00,284
HARP INFLOW #5,2/23/1997 0:00:00,121
HARP INFLOW #5,2/24/1997 0:00:00,74.1
HARP INFLOW #5,2/25/1997 0:00:00,56.1
HARP INFLOW #5,2/26/1997 0:00:00,44.3
HARP INFLOW #5,2/27/1997 0:00:00,36.1
HARP INFLOW #5,2/28/1997 0:00:00,30.5
HARP INFLOW #5,3/1/1997 0:00:00,29.4
HARP INFLOW #5,3/2/1997 0:00:00,84.9
HARP INFLOW #5,3/3/1997 0:00:00,49
HARP INFLOW #5,3/4/1997 0:00:00,41
HARP INFLOW #5,3/5/1997 0:00:00,35
HARP INFLOW #5,3/6/1997 0:00:00,31
HARP INFLOW #5,3/7/1997 0:00:00,27.8
HARP INFLOW #5,3/8/1997 0:00:00,24.9
HARP INFLOW #5,3/9/1997 0:00:00,23
HARP INFLOW #5,3/10/1997 0:00:00,21.4
HARP INFLOW #5,3/11/1997 0:00:00,20.1
HARP INFLOW #5,3/12/1997 0:00:00,18.6
HARP INFLOW #5,3/13/1997 0:00:00,17.2
HARP INFLOW #5,3/14/1997 0:00:00,16.8
HARP INFLOW #5,3/15/1997 0:00:00,16.3
HARP INFLOW #5,3/16/1997 0:00:00,15.2
HARP INFLOW #5,3/17/1997 0:00:00,14.2
HARP INFLOW #5,3/18/1997 0:00:00,13.4
HARP INFLOW #5,3/19/1997 0:00:00,12.8
HARP INFLOW #5,3/20/1997 0:00:00,12.4
HARP INFLOW #5,3/21/1997 0:00:00,12.1
HARP INFLOW #5,3/22/1997 0:00:00,11.8
HARP INFLOW #5,3/23/1997 0:00:00,12.5
HARP INFLOW #5,3/24/1997 0:00:00,13.67
HARP INFLOW #5,3/25/1997 0:00:00,16.1
HARP INFLOW #5,3/26/1997 0:00:00,15.6
HARP INFLOW #5,3/27/1997 0:00:00,31.2
HARP INFLOW #5,3/28/1997 0:00:00,51.3
HARP INFLOW #5,3/29/1997 0:00:00,92.6
HARP INFLOW #5,3/30/1997 0:00:00,78.4
HARP INFLOW #5,3/31/1997 0:00:00,69.5
HARP INFLOW #5,4/1/1997 0:00:00,63.6
HARP INFLOW #5,4/2/1997 0:00:00,74.7
HARP INFLOW #5,4/3/1997 0:00:00,104
HARP INFLOW #5,4/4/1997 0:00:00,129
HARP INFLOW #5,4/5/1997 0:00:00,174
HARP INFLOW #5,4/6/1997 0:00:00,417
HARP INFLOW #5,4/7/1997 0:00:00,726
HARP INFLOW #5,4/8/1997 0:00:00,399
HARP INFLOW #5,4/9/1997 0:00:00,221
HARP INFLOW #5,4/10/1997 0:00:00,143
HARP INFLOW #5,4/11/1997 0:00:00,107
HARP INFLOW #5,4/12/1997 0:00:00,82.8
HARP INFLOW #5,4/13/1997 0:00:00,67.8
HARP INFLOW #5,4/14/1997 0:00:00,69
HARP INFLOW #5,4/15/1997 0:00:00,95.4
HARP INFLOW #5,4/16/1997 0:00:00,147
HARP INFLOW #5,4/17/1997 0:00:00,195
HARP INFLOW #5,4/18/1997 0:00:00,193
HARP INFLOW #5,4/19/1997 0:00:00,167
HARP INFLOW #5,4/20/1997 0:00:00,156
HARP INFLOW #5,4/21/1997 0:00:00,196
HARP INFLOW #5,4/22/1997 0:00:00,224
HARP INFLOW #5,4/23/1997 0:00:00,219
HARP INFLOW #5,4/24/1997 0:00:00,210
HARP INFLOW #5,4/25/1997 0:00:00,190
HARP INFLOW #5,4/26/1997 0:00:00,158
HARP INFLOW #5,4/27/1997 0:00:00,151
HARP INFLOW #5,4/28/1997 0:00:00,200
HARP INFLOW #5,4/29/1997 0:00:00,165
HARP INFLOW #5,4/30/1997 0:00:00,119
HARP INFLOW #5,5/1/1997 0:00:00,153
HARP INFLOW #5,5/2/1997 0:00:00,140
HARP INFLOW #5,5/3/1997 0:00:00,189
HARP INFLOW #5,5/4/1997 0:00:00,256
HARP INFLOW #5,5/5/1997 0:00:00,146
HARP INFLOW #5,5/6/1997 0:00:00,309
HARP INFLOW #5,5/7/1997 0:00:00,161
HARP INFLOW #5,5/8/1997 0:00:00,101
HARP INFLOW #5,5/9/1997 0:00:00,96.7
HARP INFLOW #5,5/10/1997 0:00:00,80.4
HARP INFLOW #5,5/11/1997 0:00:00,64.3
HARP INFLOW #5,5/12/1997 0:00:00,54.8
HARP INFLOW #5,5/13/1997 0:00:00,47.8
HARP INFLOW #5,5/14/1997 0:00:00,42.4
HARP INFLOW #5,5/15/1997 0:00:00,47.5
HARP INFLOW #5,5/16/1997 0:00:00,52.1
HARP INFLOW #5,5/17/1997 0:00:00,43.6
HARP INFLOW #5,5/18/1997 0:00:00,36.4
HARP INFLOW #5,5/19/1997 0:00:00,33.3
HARP INFLOW #5,5/20/1997 0:00:00,30.1
HARP INFLOW #5,5/21/1997 0:00:00,26.9
HARP INFLOW #5,5/22/1997 0:00:00,23.7
HARP INFLOW #5,5/23/1997 0:00:00,20.5
HARP INFLOW #5,5/24/1997 0:00:00,18.6
HARP INFLOW #5,5/25/1997 0:00:00,18.5
HARP INFLOW #5,5/26/1997 0:00:00,15.9
HARP INFLOW #5,5/27/1997 0:00:00,13.8
HARP INFLOW #5,5/28/1997 0:00:00,12
HARP INFLOW #5,5/29/1997 0:00:00,10.7
HARP INFLOW #5,5/30/1997 0:00:00,17.2
HARP INFLOW #5,5/31/1997 0:00:00,19.5
HARP INFLOW #5,6/1/1997 0:00:00,16.2
HARP INFLOW #5,6/2/1997 0:00:00,12.5
HARP INFLOW #5,6/3/1997 0:00:00,9.27
HARP INFLOW #5,6/4/1997 0:00:00,7.35
HARP INFLOW #5,6/5/1997 0:00:00,6.23
HARP INFLOW #5,6/6/1997 0:00:00,5.26
HARP INFLOW #5,6/7/1997 0:00:00,4.63
HARP INFLOW #5,6/8/1997 0:00:00,4.16
HARP INFLOW #5,6/9/1997 0:00:00,3.7
HARP INFLOW #5,6/10/1997 0:00:00,3.23
HARP INFLOW #5,6/11/1997 0:00:00,2.46
HARP INFLOW #5,6/12/1997 0:00:00,1.85
HARP INFLOW #5,6/13/1997 0:00:00,1.48
HARP INFLOW #5,6/14/1997 0:00:00,1.08
HARP INFLOW #5,6/15/1997 0:00:00,0.87
HARP INFLOW #5,6/16/1997 0:00:00,2.67
HARP INFLOW #5,6/17/1997 0:00:00,6.38
HARP INFLOW #5,6/18/1997 0:00:00,6.69
HARP INFLOW #5,6/19/1997 0:00:00,3.15
HARP INFLOW #5,6/20/1997 0:00:00,1.67
HARP INFLOW #5,6/21/1997 0:00:00,3.31
HARP INFLOW #5,6/22/1997 0:00:00,10.8
HARP INFLOW #5,6/23/1997 0:00:00,5.69
HARP INFLOW #5,6/24/1997 0:00:00,13.3
HARP INFLOW #5,6/25/1997 0:00:00,12.4
HARP INFLOW #5,6/26/1997 0:00:00,7.11
HARP INFLOW #5,6/27/1997 0:00:00,3.69
HARP INFLOW #5,6/28/1997 0:00:00,1.91
HARP INFLOW #5,6/29/1997 0:00:00,1.13
HARP INFLOW #5,6/30/1997 0:00:00,0.68
HARP INFLOW #5,7/1/1997 0:00:00,0.73
HARP INFLOW #5,7/2/1997 0:00:00,0.84
HARP INFLOW #5,7/3/1997 0:00:00,0.91
HARP INFLOW #5,7/4/1997 0:00:00,1.35
HARP INFLOW #5,7/5/1997 0:00:00,1.06
HARP INFLOW #5,7/6/1997 0:00:00,0.76
HARP INFLOW #5,7/7/1997 0:00:00,3.2
HARP INFLOW #5,7/8/1997 0:00:00,3.29
HARP INFLOW #5,7/9/1997 0:00:00,7.14
HARP INFLOW #5,7/10/1997 0:00:00,4.25
HARP INFLOW #5,7/11/1997 0:00:00,3.92
HARP INFLOW #5,7/12/1997 0:00:00,3.6
HARP INFLOW #5,7/13/1997 0:00:00,3.27
HARP INFLOW #5,7/14/1997 0:00:00,2.94
HARP INFLOW #5,7/15/1997 0:00:00,2.62
HARP INFLOW #5,7/16/1997 0:00:00,2.29
HARP INFLOW #5,7/17/1997 0:00:00,1.96
HARP INFLOW #5,7/18/1997 0:00:00,1.63
HARP INFLOW #5,7/19/1997 0:00:00,1.31
HARP INFLOW #5,7/20/1997 0:00:00,0.98
HARP INFLOW #5,7/21/1997 0:00:00,0.65
HARP INFLOW #5,7/22/1997 0:00:00,0.33
HARP INFLOW #5,7/23/1997 0:00:00,0
HARP INFLOW #5,7/24/1997 0:00:00,0
HARP INFLOW #5,7/25/1997 0:00:00,0
HARP INFLOW #5,7/26/1997 0:00:00,0
HARP INFLOW #5,7/27/1997 0:00:00,0
HARP INFLOW #5,7/28/1997 0:00:00,0
HARP INFLOW #5,7/29/1997 0:00:00,0
HARP INFLOW #5,7/30/1997 0:00:00,0.39
HARP INFLOW #5,7/31/1997 0:00:00,0
HARP INFLOW #5,8/1/1997 0:00:00,0
HARP INFLOW #5,8/2/1997 0:00:00,0
HARP INFLOW #5,8/3/1997 0:00:00,0
HARP INFLOW #5,8/4/1997 0:00:00,0
HARP INFLOW #5,8/5/1997 0:00:00,0
HARP INFLOW #5,8/6/1997 0:00:00,0
HARP INFLOW #5,8/7/1997 0:00:00,0
HARP INFLOW #5,8/8/1997 0:00:00,0
HARP INFLOW #5,8/9/1997 0:00:00,0
HARP INFLOW #5,8/10/1997 0:00:00,0
HARP INFLOW #5,8/11/1997 0:00:00,0
HARP INFLOW #5,8/12/1997 0:00:00,0
HARP INFLOW #5,8/13/1997 0:00:00,0
HARP INFLOW #5,8/14/1997 0:00:00,0
HARP INFLOW #5,8/15/1997 0:00:00,0
HARP INFLOW #5,8/16/1997 0:00:00,0
HARP INFLOW #5,8/17/1997 0:00:00,0
HARP INFLOW #5,8/18/1997 0:00:00,0
HARP INFLOW #5,8/19/1997 0:00:00,0
HARP INFLOW #5,8/20/1997 0:00:00,0
HARP INFLOW #5,8/21/1997 0:00:00,0.04
HARP INFLOW #5,8/22/1997 0:00:00,0.95
HARP INFLOW #5,8/23/1997 0:00:00,0.74
HARP INFLOW #5,8/24/1997 0:00:00,0.54
HARP INFLOW #5,8/25/1997 0:00:00,0.38
HARP INFLOW #5,8/26/1997 0:00:00,0.23
HARP INFLOW #5,8/27/1997 0:00:00,0.17
HARP INFLOW #5,8/28/1997 0:00:00,0.15
HARP INFLOW #5,8/29/1997 0:00:00,0.14
HARP INFLOW #5,8/30/1997 0:00:00,0.14
HARP INFLOW #5,8/31/1997 0:00:00,0.14
HARP INFLOW #5,9/1/1997 0:00:00,0.15
HARP INFLOW #5,9/2/1997 0:00:00,0.15
HARP INFLOW #5,9/3/1997 0:00:00,0.1
HARP INFLOW #5,9/4/1997 0:00:00,0.09
HARP INFLOW #5,9/5/1997 0:00:00,0.07
HARP INFLOW #5,9/6/1997 0:00:00,0.04
HARP INFLOW #5,9/7/1997 0:00:00,0.06
HARP INFLOW #5,9/8/1997 0:00:00,0.07
HARP INFLOW #5,9/9/1997 0:00:00,0.02
HARP INFLOW #5,9/10/1997 0:00:00,0.02
HARP INFLOW #5,9/11/1997 0:00:00,0.03
HARP INFLOW #5,9/12/1997 0:00:00,0.03
HARP INFLOW #5,9/13/1997 0:00:00,0.02
HARP INFLOW #5,9/14/1997 0:00:00,0.01
HARP INFLOW #5,9/15/1997 0:00:00,0
HARP INFLOW #5,9/16/1997 0:00:00,0
HARP INFLOW #5,9/17/1997 0:00:00,0.12
HARP INFLOW #5,9/18/1997 0:00:00,0.5
HARP INFLOW #5,9/19/1997 0:00:00,0.68
HARP INFLOW #5,9/20/1997 0:00:00,1.06
HARP INFLOW #5,9/21/1997 0:00:00,0.91
HARP INFLOW #5,9/22/1997 0:00:00,0.68
HARP INFLOW #5,9/23/1997 0:00:00,0.5
HARP INFLOW #5,9/24/1997 0:00:00,0.45
HARP INFLOW #5,9/25/1997 0:00:00,0.36
HARP INFLOW #5,9/26/1997 0:00:00,0.52
HARP INFLOW #5,9/27/1997 0:00:00,0.3
HARP INFLOW #5,9/28/1997 0:00:00,0.27
HARP INFLOW #5,9/29/1997 0:00:00,1.16
HARP INFLOW #5,9/30/1997 0:00:00,2.05
HARP INFLOW #5,10/1/1997 0:00:00,2.17
HARP INFLOW #5,10/2/1997 0:00:00,1.71
HARP INFLOW #5,10/3/1997 0:00:00,1.62
HARP INFLOW #5,10/4/1997 0:00:00,2.07
HARP INFLOW #5,10/5/1997 0:00:00,8.49
HARP INFLOW #5,10/6/1997 0:00:00,5.86
HARP INFLOW #5,10/7/1997 0:00:00,3.92
HARP INFLOW #5,10/8/1997 0:00:00,2.6
HARP INFLOW #5,10/9/1997 0:00:00,2
HARP INFLOW #5,10/10/1997 0:00:00,4.19
HARP INFLOW #5,10/11/1997 0:00:00,2.91
HARP INFLOW #5,10/12/1997 0:00:00,2.14
HARP INFLOW #5,10/13/1997 0:00:00,1.79
HARP INFLOW #5,10/14/1997 0:00:00,1.49
HARP INFLOW #5,10/15/1997 0:00:00,1.12
HARP INFLOW #5,10/16/1997 0:00:00,0.89
HARP INFLOW #5,10/17/1997 0:00:00,0.77
HARP INFLOW #5,10/18/1997 0:00:00,1.06
HARP INFLOW #5,10/19/1997 0:00:00,1.44
HARP INFLOW #5,10/20/1997 0:00:00,1.67
HARP INFLOW #5,10/21/1997 0:00:00,1.97
HARP INFLOW #5,10/22/1997 0:00:00,2.49
HARP INFLOW #5,10/23/1997 0:00:00,2.1
HARP INFLOW #5,10/24/1997 0:00:00,1.23
HARP INFLOW #5,10/25/1997 0:00:00,1.11
HARP INFLOW #5,10/26/1997 0:00:00,1.15
HARP INFLOW #5,10/27/1997 0:00:00,1.65
HARP INFLOW #5,10/28/1997 0:00:00,1.45
HARP INFLOW #5,10/29/1997 0:00:00,2.96
HARP INFLOW #5,10/30/1997 0:00:00,5.72
HARP INFLOW #5,10/31/1997 0:00:00,9.57
HARP INFLOW #5,11/1/1997 0:00:00,37.6
HARP INFLOW #5,11/2/1997 0:00:00,56.2
HARP INFLOW #5,11/3/1997 0:00:00,48.3
HARP INFLOW #5,11/4/1997 0:00:00,13.58
HARP INFLOW #5,11/5/1997 0:00:00,9.77
HARP INFLOW #5,11/6/1997 0:00:00,7.2
HARP INFLOW #5,11/7/1997 0:00:00,5.5
HARP INFLOW #5,11/8/1997 0:00:00,4.53
HARP INFLOW #5,11/9/1997 0:00:00,3.63
HARP INFLOW #5,11/10/1997 0:00:00,3.22
HARP INFLOW #5,11/11/1997 0:00:00,2.67
HARP INFLOW #5,11/12/1997 0:00:00,2.51
HARP INFLOW #5,11/13/1997 0:00:00,2.25
HARP INFLOW #5,11/14/1997 0:00:00,2.11
HARP INFLOW #5,11/15/1997 0:00:00,1.97
HARP INFLOW #5,11/16/1997 0:00:00,1.81
HARP INFLOW #5,11/17/1997 0:00:00,1.84
HARP INFLOW #5,11/18/1997 0:00:00,1.86
HARP INFLOW #5,11/19/1997 0:00:00,1.94
HARP INFLOW #5,11/20/1997 0:00:00,1.91
HARP INFLOW #5,11/21/1997 0:00:00,1.95
HARP INFLOW #5,11/22/1997 0:00:00,1.65
HARP INFLOW #5,11/23/1997 0:00:00,1.6
HARP INFLOW #5,11/24/1997 0:00:00,1.58
HARP INFLOW #5,11/25/1997 0:00:00,1.54
HARP INFLOW #5,11/26/1997 0:00:00,5.14
HARP INFLOW #5,11/27/1997 0:00:00,5.34
HARP INFLOW #5,11/28/1997 0:00:00,5.6
HARP INFLOW #5,11/29/1997 0:00:00,7.03
HARP INFLOW #5,11/30/1997 0:00:00,5.76
HARP INFLOW #5,12/1/1997 0:00:00,5.14
HARP INFLOW #5,12/2/1997 0:00:00,4.02
HARP INFLOW #5,12/3/1997 0:00:00,3.02
HARP INFLOW #5,12/4/1997 0:00:00,3.32
HARP INFLOW #5,12/5/1997 0:00:00,3.39
HARP INFLOW #5,12/6/1997 0:00:00,3.29
HARP INFLOW #5,12/7/1997 0:00:00,3.14
HARP INFLOW #5,12/8/1997 0:00:00,2.99
HARP INFLOW #5,12/9/1997 0:00:00,2.85
HARP INFLOW #5,12/10/1997 0:00:00,2.41
HARP INFLOW #5,12/11/1997 0:00:00,2.07
HARP INFLOW #5,12/12/1997 0:00:00,2.01
HARP INFLOW #5,12/13/1997 0:00:00,2.17
HARP INFLOW #5,12/14/1997 0:00:00,2.12
HARP INFLOW #5,12/15/1997 0:00:00,2.08
HARP INFLOW #5,12/16/1997 0:00:00,2.04
HARP INFLOW #5,12/17/1997 0:00:00,2.01
HARP INFLOW #5,12/18/1997 0:00:00,1.97
HARP INFLOW #5,12/19/1997 0:00:00,2.06
HARP INFLOW #5,12/20/1997 0:00:00,2.09
HARP INFLOW #5,12/21/1997 0:00:00,1.52
HARP INFLOW #5,12/22/1997 0:00:00,1.05
HARP INFLOW #5,12/23/1997 0:00:00,1.39
HARP INFLOW #5,12/24/1997 0:00:00,1.36
HARP INFLOW #5,12/25/1997 0:00:00,1.36
HARP INFLOW #5,12/26/1997 0:00:00,1.35
HARP INFLOW #5,12/27/1997 0:00:00,1.35
HARP INFLOW #5,12/28/1997 0:00:00,1.36
HARP INFLOW #5,12/29/1997 0:00:00,1.37
HARP INFLOW #5,12/30/1997 0:00:00,1.34
HARP INFLOW #5,12/31/1997 0:00:00,1.11
HARP INFLOW #5,1/1/1998 0:00:00,0.97
HARP INFLOW #5,1/2/1998 0:00:00,0.96
HARP INFLOW #5,1/3/1998 0:00:00,1.68
HARP INFLOW #5,1/4/1998 0:00:00,4.31
HARP INFLOW #5,1/5/1998 0:00:00,10.12
HARP INFLOW #5,1/6/1998 0:00:00,68.25
HARP INFLOW #5,1/7/1998 0:00:00,42.86
HARP INFLOW #5,1/8/1998 0:00:00,41.8
HARP INFLOW #5,1/9/1998 0:00:00,37.6
HARP INFLOW #5,1/10/1998 0:00:00,31.5
HARP INFLOW #5,1/11/1998 0:00:00,31.4
HARP INFLOW #5,1/12/1998 0:00:00,22.7
HARP INFLOW #5,1/13/1998 0:00:00,16.5
HARP INFLOW #5,1/14/1998 0:00:00,13
HARP INFLOW #5,1/15/1998 0:00:00,10.8
HARP INFLOW #5,1/16/1998 0:00:00,10.4
HARP INFLOW #5,1/17/1998 0:00:00,9.82
HARP INFLOW #5,1/18/1998 0:00:00,9.91
HARP INFLOW #5,1/19/1998 0:00:00,8.36
HARP INFLOW #5,1/20/1998 0:00:00,8.06
HARP INFLOW #5,1/21/1998 0:00:00,7.96
HARP INFLOW #5,1/22/1998 0:00:00,9.96
HARP INFLOW #5,1/23/1998 0:00:00,6.54
HARP INFLOW #5,1/24/1998 0:00:00,4.85
HARP INFLOW #5,1/25/1998 0:00:00,4.41
HARP INFLOW #5,1/26/1998 0:00:00,4.08
HARP INFLOW #5,1/27/1998 0:00:00,4.77
HARP INFLOW #5,1/28/1998 0:00:00,7.84
HARP INFLOW #5,1/29/1998 0:00:00,7.59
HARP INFLOW #5,1/30/1998 0:00:00,6.13
HARP INFLOW #5,1/31/1998 0:00:00,4.18
HARP INFLOW #5,2/1/1998 0:00:00,5.87
HARP INFLOW #5,2/2/1998 0:00:00,5.84
HARP INFLOW #5,2/3/1998 0:00:00,4.74
HARP INFLOW #5,2/4/1998 0:00:00,4.09
HARP INFLOW #5,2/5/1998 0:00:00,3.77
HARP INFLOW #5,2/6/1998 0:00:00,3.53
HARP INFLOW #5,2/7/1998 0:00:00,3.53
HARP INFLOW #5,2/8/1998 0:00:00,3.39
HARP INFLOW #5,2/9/1998 0:00:00,3.2
HARP INFLOW #5,2/10/1998 0:00:00,3.1
HARP INFLOW #5,2/11/1998 0:00:00,3.24
HARP INFLOW #5,2/12/1998 0:00:00,6.91
HARP INFLOW #5,2/13/1998 0:00:00,7.6
HARP INFLOW #5,2/14/1998 0:00:00,6.52
HARP INFLOW #5,2/15/1998 0:00:00,5.73
HARP INFLOW #5,2/16/1998 0:00:00,4.71
HARP INFLOW #5,2/17/1998 0:00:00,4.44
HARP INFLOW #5,2/18/1998 0:00:00,4.41
HARP INFLOW #5,2/19/1998 0:00:00,4.41
HARP INFLOW #5,2/20/1998 0:00:00,4.58
HARP INFLOW #5,2/21/1998 0:00:00,4.49
HARP INFLOW #5,2/22/1998 0:00:00,4.23
HARP INFLOW #5,2/23/1998 0:00:00,4.19
HARP INFLOW #5,2/24/1998 0:00:00,4.3
HARP INFLOW #5,2/25/1998 0:00:00,4.45
HARP INFLOW #5,2/26/1998 0:00:00,5.4
HARP INFLOW #5,2/27/1998 0:00:00,6.35
HARP INFLOW #5,2/28/1998 0:00:00,9.21
HARP INFLOW #5,3/1/1998 0:00:00,17.7
HARP INFLOW #5,3/2/1998 0:00:00,29.7
HARP INFLOW #5,3/3/1998 0:00:00,37.6
HARP INFLOW #5,3/4/1998 0:00:00,36.9
HARP INFLOW #5,3/5/1998 0:00:00,34.9
HARP INFLOW #5,3/6/1998 0:00:00,28.6
HARP INFLOW #5,3/7/1998 0:00:00,23.8
HARP INFLOW #5,3/8/1998 0:00:00,21
HARP INFLOW #5,3/9/1998 0:00:00,53.9
HARP INFLOW #5,3/10/1998 0:00:00,102
HARP INFLOW #5,3/11/1998 0:00:00,96.6
HARP INFLOW #5,3/12/1998 0:00:00,64.7
HARP INFLOW #5,3/13/1998 0:00:00,41.4
HARP INFLOW #5,3/14/1998 0:00:00,30.6
HARP INFLOW #5,3/15/1998 0:00:00,23.7
HARP INFLOW #5,3/16/1998 0:00:00,18.7
HARP INFLOW #5,3/17/1998 0:00:00,15.6
HARP INFLOW #5,3/18/1998 0:00:00,13.8
HARP INFLOW #5,3/19/1998 0:00:00,12.8
HARP INFLOW #5,3/20/1998 0:00:00,12
HARP INFLOW #5,3/21/1998 0:00:00,11.5
HARP INFLOW #5,3/22/1998 0:00:00,11.2
HARP INFLOW #5,3/23/1998 0:00:00,10.7
HARP INFLOW #5,3/24/1998 0:00:00,9.84
HARP INFLOW #5,3/25/1998 0:00:00,9.92
HARP INFLOW #5,3/26/1998 0:00:00,32.5
HARP INFLOW #5,3/27/1998 0:00:00,98.6
HARP INFLOW #5,3/28/1998 0:00:00,352
HARP INFLOW #5,3/29/1998 0:00:00,671
HARP INFLOW #5,3/30/1998 0:00:00,524
HARP INFLOW #5,3/31/1998 0:00:00,746
HARP INFLOW #5,4/1/1998 0:00:00,684
HARP INFLOW #5,4/2/1998 0:00:00,527
HARP INFLOW #5,4/3/1998 0:00:00,345
HARP INFLOW #5,4/4/1998 0:00:00,210
HARP INFLOW #5,4/5/1998 0:00:00,143
HARP INFLOW #5,4/6/1998 0:00:00,110
HARP INFLOW #5,4/7/1998 0:00:00,89.5
HARP INFLOW #5,4/8/1998 0:00:00,76.7
HARP INFLOW #5,4/9/1998 0:00:00,68.1
HARP INFLOW #5,4/10/1998 0:00:00,55.1
HARP INFLOW #5,4/11/1998 0:00:00,44.9
HARP INFLOW #5,4/12/1998 0:00:00,40.4
HARP INFLOW #5,4/13/1998 0:00:00,40.7
HARP INFLOW #5,4/14/1998 0:00:00,34.2
HARP INFLOW #5,4/15/1998 0:00:00,32.5
HARP INFLOW #5,4/16/1998 0:00:00,40.7
HARP INFLOW #5,4/17/1998 0:00:00,90
HARP INFLOW #5,4/18/1998 0:00:00,70.4
HARP INFLOW #5,4/19/1998 0:00:00,50.9
HARP INFLOW #5,4/20/1998 0:00:00,38.8
HARP INFLOW #5,4/21/1998 0:00:00,26.7
HARP INFLOW #5,4/22/1998 0:00:00,24
HARP INFLOW #5,4/23/1998 0:00:00,20.5
HARP INFLOW #5,4/24/1998 0:00:00,17.7
