datetime,Measured,MeasuredWC,Modelled
2002-03-28,5.59,5.479,5.5
2002-04-24,5.39,5.284,4.70130684887388
2002-05-20,5.31,5.29,4.82877934123221
2002-06-18,5.88,5.405,4.91676056368759
2002-07-15,6.33,5.683,4.74593861130573
2002-08-12,5.84,5.52,4.56796539129013
2002-09-23,6.82,6.522,4.34699188097708
2002-10-21,5.52,5.63,4.30508160001018
2002-11-18,5.8,5.614,4.30782198047227
2003-01-21,7.66,6.068,4.08681369071863
2003-04-14,5.58,5.494,3.73156995508901
2003-05-13,5.91,5.794,3.86401665281465
2003-06-09,6.15,6.128,3.81566450396588
2003-08-04,7.105,6.235,3.5704203275164
2003-09-02,5.78,5.614,3.38424507215792
2003-09-29,5.73,5.49,3.30237544744581
2003-10-27,5.57,5.708,3.24583781523732
2003-11-25,5.69,5.81,3.38296351200237
2004-02-03,5.6,5.408,3.23429024969399
2004-04-12,5.98,8.256,3.32453811074183
2004-05-10,7.19,6.269,3.36299273365987
2004-06-07,5.69,5.503,3.67112180877383
2004-07-06,6.34,5.811,3.74717359115308
2004-08-03,6.9,6.308,3.77480845254166
2004-10-05,5.885,5.864,3.76781901226125
2004-11-03,5.65,5.594,3.78848255446859
2005-01-31,6.01,5.682,3.8609385922807
2005-04-15,5.83,5.666,4.38539566996108
2005-05-09,5.84,6.024,4.38400935968402
2005-06-06,6.73,6.336,4.34095572983529
2005-07-05,7.77,6.562,4.2886281943757
2005-08-29,7.47,6.334,4.04016890487142
2005-09-26,6.64,6.726,3.92684946338848
2006-04-17,4.64,4.721,3.82979504946025
2006-05-15,4.94,4.84,3.89010218280544
2006-06-12,8.93,5.697,3.92266455879462
2006-07-10,6.29,5.636,3.8788656563885
2006-08-07,5.6,5.366,3.8409199205952
2006-09-06,5.12,4.995,3.80733584296804
2006-10-02,5.17,5,3.85745470495732
2006-10-30,5.21,5.29,3.87303303591716
2006-11-27,4.97,5.016,3.89156321017939
2007-01-03,5.165,5.188,3.90625562005497
2007-02-19,5.19,4.986,3.85002057959633
2007-04-16,4.8,4.709,4.19146543160272
2007-05-14,4.97,5.05,4.31945945654667
2007-06-11,5.13,5.15,4.32435688925304
2007-07-09,5.37,5.215,4.28711820572883
2007-08-06,5.2,5.197,4.19379820897259
2007-09-04,5.21,5.108,4.59244119077008
2007-10-01,5.38,5.41,4.64859741044665
2007-10-29,5.22,5.058,4.7150609514624
2007-11-26,5.055,5.088,4.74390155084406
2008-02-13,5.45,5.11,4.92917904164166
2008-04-14,5.045,4.954,5.45851500963983
2008-07-07,5.3,5.037,6.46542594996141
2008-08-04,5.68,5.396,6.63039753976611
2008-09-29,5.07,5.514,6.63278933317701
2008-10-29,4.63,4.907,6.6664554473916
2009-01-21,6.57,5.812,6.80597135658569
2009-04-15,4.92,4.927,7.54764593512107
2009-05-11,4.48,4.52,7.73727924086932
2009-07-06,5.06,4.875,7.77539280988759
2009-08-05,5.01,5.006,7.65406993876306
2009-09-02,4.94,4.866,7.54556796375121
2009-09-30,5.22,6.554,7.47261169859662
2009-10-28,5.42,5.516,7.48699969551503
2009-12-03,5.025,5.12,7.51577711518563
2010-02-01,5.02,4.252,7.53828730058352
2010-04-13,6.135,6.307,7.84232223028395
2010-05-10,4.61,4.696,7.73022977353598
2010-06-07,5.205,5.109,7.64043992156485
2010-07-05,1.31,4.38,7.61168521631538
2010-08-03,4.63,4.553,7.61626046165826
2010-08-30,4.51,4.874,7.50783971801989
2010-10-05,5.57,4.862,7.44510848210982
2011-04-18,4.24,4.114,7.57763351432899
2011-05-17,4.22,4.217,7.51251085491528
2011-06-13,4.37,4.335,7.2799855911576
2011-07-11,2.76,7.781,7.11292136115874
2012-02-22,4.445,4.403,6.13976426448261
2012-04-17,4.52,4.623,5.98212977096822
2012-06-11,4.63,4.54,5.59583832716053
2012-07-10,4.88,4.485,5.34489780862464
2012-08-06,4.97,4.492,5.1561945455918
2012-09-04,5.13,4.579,4.94913209076864
2012-10-01,4.68,4.712,4.84239767551242
2012-10-29,5.03,5.098,4.78860292404842
2012-11-29,4.59,4.908,4.77310984994681
2013-02-12,5,5,4.51528577157381
2013-04-29,5.84,6.08,4.93592743064725
2013-05-14,6.46,6.297,4.9947513057192
2013-06-10,4.03,4.361,4.96894174809997
2013-07-08,4.17,4.412,5.14317346091347
2013-08-05,4.84,4.788,5.11580948522668
2013-09-04,5.93,5.692,4.93768392827134
2013-09-30,3.8,4.006,4.8411700602876
2013-10-29,4.36,4.248,4.81554868850531
2013-12-02,5.26,5.224,4.90891665234233
2014-02-03,4.76,4.966,4.70165976374501
2014-04-29,4.25,4.683,4.87432929774269
2014-05-14,4.86,4.649,4.94038197665395
2014-06-09,4.96,4.585,4.88881455339069
2014-07-07,5.09,4.477,4.90722468406022
2014-08-04,4.86,4.603,4.77636583002463
2014-09-02,4.67,4.715,4.65821788789877
2014-09-28,4.49,4.402,4.54842486179677
2014-10-30,4.51,4.298,4.51083684336738
