datetime,Measured,Modelled
2002-04-24,0.0404684223123928,0.110788194612474
2002-05-06,-0.0036599949512914,0.110143088987685
2002-05-20,-0.0181667619370879,0.10169211518324
2002-06-03,-0.0250391480108256,0.0929598525471295
2002-06-18,-0.0111020390287087,0.092153483356613
2002-07-01,0.197274733290578,0.132985441302007
2002-07-15,0.318812464570905,0.158691071652575
2002-07-26,0.132494274005663,0.171515810055369
2002-08-12,0.0472968945882676,0.193120027818107
2002-08-26,0.0378921767701539,0.171041496916649
2002-09-23,-0.0638912241258646,0.154891227087596
2002-10-21,-0.167983520209145,0.0926950355500282
2003-04-14,0.0584189929772235,0.0911468261837007
2003-04-28,0.0478092689590223,0.0692293383483724
2003-05-13,-0.00979638661514712,0.0605928341756125
2003-05-27,0.0514368822980835,0.059162065190224
2003-06-09,0.0608377485363173,0.061740175017108
2003-06-23,0.125331877357768,0.0828183887217164
2003-07-07,-0.00160102666881379,0.0617441078056344
2003-07-24,-0.00915359204372251,0.0522601754260157
2003-08-04,0.0946143948733874,0.0696936831716397
2003-08-18,0.125755403127519,0.0872330919801191
2003-09-02,-0.0760990864204148,0.0795523928625572
2003-09-29,-0.145570719086387,0.0642241513567353
2004-04-12,0.185728987598839,0.0384523083952261
2004-04-28,0.00627339127736154,0.0269305662245492
2004-05-10,-0.00765391546580224,0.023529080577042
2004-05-24,-0.0160504479108821,0.0268760135114755
2004-06-07,-0.00126101444707233,0.0226690433521231
2004-06-21,0.0180273077375904,0.0229226554071912
2004-07-19,0.169635411475035,0.0325140805653736
2004-08-03,0.114778077677351,0.0328026805738311
2004-08-16,0.0261937174885639,0.034223489994473
2004-09-07,-0.0217341537129366,0.0272098431193668
2004-10-05,-0.00835060384644864,0.0202047153455185
2005-04-15,0.146132310133019,0.10185693023932
2005-04-25,-0.0711279755314105,0.037018566561125
2005-05-09,0.0102524290640684,-0.0279848071720767
2005-05-23,0.00678410998496942,-0.00337398014690917
2005-06-06,0.0740429383262902,-0.0039852778326179
2005-06-20,0.10761756150689,0.113241414671589
2005-07-05,0.323465094439061,0.174826135050846
2005-07-18,0.799611766527379,0.211127932426375
2005-08-01,0.0755008398937945,0.0788522803335766
2005-08-15,-0.123809256855207,0.105836598362885
2005-08-29,0.0606787888445149,0.0393206807680725
2005-09-26,-0.0998630227625839,0.0378181168859505
2006-04-17,0.0305735913576371,0.0204188962479405
2006-05-02,0.0266923406710455,0.0033963563905748
2006-05-15,-0.0177581586310199,-0.0084806619710827
2006-05-30,0.0369672620239341,0.0711024019443569
2006-06-12,0.0459143875335145,0.044103960492174
2006-06-26,0.0464966393977152,0.0849488642458206
2006-07-10,0.0668836314474326,0.0288319830821149
2006-07-24,0.00801395913545319,0.0820257012127133
2006-08-07,-0.00102173417040197,0.0543695494098123
2006-08-21,-0.064495138082614,0.0510310605255507
2006-09-06,0.0316640787941211,0.0792203403198121
2006-10-02,-0.117304612676063,0.118974288706739
2007-04-16,0.0568766086806367,0.181084845417777
2007-04-30,0.116944801923523,0.0751512255935909
2007-05-14,-0.00613970681473018,-0.0358552329661571
2007-05-29,-0.000745913539247515,-0.00996350611412366
2007-06-11,0.00635184590446748,0.0407594499825425
2007-06-25,0.126370928331945,0.121773549092331
2007-07-09,0.14999430158232,0.0501491218367982
2007-07-23,0.120133099776515,0.114565662407182
2007-08-06,-0.0306039062927347,0.115847349762222
2007-08-20,-0.137274975199527,0.0730151278400054
2007-09-04,0.0728022363033452,0.0621765588612838
2007-10-01,-0.130345521175385,0.198204499077159
2008-04-14,0.412878541599239,-0.00969908561881096
2008-04-28,0.175804478286177,0.0548859601278999
