datetime,Measured,Modelled
2008-05-12,0.072946157990464,0.000832586833939408
2008-05-28,0.017173988168591,-0.0159425231465065
2008-06-09,0.0118238981739418,-0.00836663248261776
2008-06-23,0.443830254811914,0.15685246485098
2008-07-07,0.769646568220303,0.173988416279273
2008-07-21,0.26288430079208,0.278638712534743
2008-08-04,-0.00254034952197873,0.16213996820768
2008-08-18,-0.0148827113226514,0.316742006274422
2008-09-05,-0.176960954969587,0.118830997382948
2008-09-29,-0.0828128789336993,0.129959728425717
2009-04-15,-0.00188149151554676,0.0642167807885184
2009-04-27,0.0966662792000699,0.0712225333396958
2009-05-11,0.0727194783264979,0.00731400417300785
2009-05-28,0.0199675175476563,-0.0212098298243396
2009-06-09,-0.0172399490481909,-0.0171122936658365
2009-06-23,0.0424839640199295,0.00765042201048425
2009-07-06,0.491455706221807,0.0958433229681718
2009-07-20,1.33017812287277,0.584798501192493
2009-08-05,0.370327695129479,0.266990780969485
2009-08-19,0.359285083139467,0.203610618981149
2009-09-02,0.134262412109689,0.261884275235539
2009-09-30,-0.245627273432322,0.0429409676583593
2010-04-13,0.18773756652467,0.46821390947085
2010-04-26,0.191516875819437,0.163802637602448
2010-05-10,-0.0406924101117861,-0.0109209843064578
2010-05-24,0.000314055415097837,-0.0437865964903608
2010-06-07,0.172820310338179,0.100137871852571
2010-06-21,0.107642087375429,0.0963540690653671
2010-07-05,0.120587355932797,0.319743203350476
2010-07-19,0.158802114673267,0.338121070260823
2010-08-03,-0.0568764255286252,0.160844532822037
2010-08-16,-0.191214522429853,0.307091018322641
2010-08-30,-0.141468362619139,0.252746162949683
2010-10-05,-0.24200576931771,0.138046068623639
2011-04-18,0.0779722616557627,0.249128071369789
2011-05-02,0.0117063444197829,0.123794944201805
2011-05-17,-0.0662002506779796,-0.0174885445859716
2011-05-31,-0.0594516515933329,-0.0816008209238173
2011-06-13,0.025798052086658,-0.039613137233169
2011-06-27,0.0176889837198546,-0.0122655042975377
2011-07-11,0.193426376174912,0.0940465282732919
2011-07-25,0.169643223291349,0.150388032609532
2011-08-04,0.0328506421550313,0.0463045827634199
2011-08-22,0.0823653909334927,0.145486306953513
2011-09-12,0.299128921340201,0.136702570586412
2011-10-03,-0.108234300642549,0.240687593984963
2012-04-17,-0.0204555114737157,-0.0822259240055623
2012-05-01,-0.034919711302561,-0.0594397191583068
2012-05-14,0.00240930568281838,-0.0259319291091691
2012-05-29,-0.0177184208684534,-0.0288254132505852
2012-06-11,0.117015187005868,0.0726669236163265
2012-06-25,0.219750509748317,0.221873884417485
2012-07-10,0.0889840326052173,0.0889514564663466
2012-07-23,-0.0126902250498523,0.130565034075882
2012-08-06,-0.0294174033055481,0.152865909082175
2012-08-20,-0.0684073151054212,0.189006493402569
2012-09-04,-0.0344982546953791,0.121827488469034
2012-10-01,0.0471480851729343,0.318980728614144
2013-04-29,0.301232688453135,0.172205641126258
2013-05-14,0.162234661797875,0.133853637440153
2013-05-28,0.0238036757074309,-0.0527019075228538
2013-06-10,0.0212265557893877,-0.0354271561985186
2013-06-24,0.224921528024451,0.203887189503281
2013-07-08,-0.198792913496315,0.323912612444626
2013-07-22,0.140699669020344,0.457741991735583
2013-08-05,-0.125996732646096,0.158757916718184
2013-08-21,0.0527974594732607,0.141603090088824
2013-09-04,-0.118787316429886,0.172867014624402
2013-09-30,-0.0892778087252434,0.132951121037673
2014-04-29,-0.0232478725707553,0.162175451807683
2014-05-14,0.344729436868338,0.502894575472645
2014-05-28,0.539529189550818,0.303819198328691
2014-06-09,0.0307905253327031,0.0821593243027961
2014-06-23,0.198108483789339,0.184851642377511
2014-07-07,0.160177466368687,0.221172574197714
2014-07-21,0.211488216258541,0.151883089989916
2014-08-04,0.314847758962937,0.172584970855718
2014-08-20,0.0997459628534201,0.140661379127989
2014-09-02,-0.0136838874599241,0.138172734818306
2014-09-28,0.154807137821878,0.0454722734772441
