DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
0.00151717966174869,0.033866382068535,5.39193184545539e-09,1
0.00161199872867675,0.0186197207072484,0.999999954840684,0
0.00160912404065724,0.0191892707633204,0.999999950696534,5.55111512312578e-17
0.00161221859121818,0.0192945486147493,0.999999771247228,0
0.00161357324326544,0.0186365363707963,0.999999946622783,0
0.00148006364551512,0.0251233406185325,3.32380828416134e-09,1
0.00142683670326809,0.0219331142274352,1.96574687638673e-08,1
0.00145450914741797,0.0261879920478653,0.999999994827838,0
0.00123762962615761,0.0621745636513594,0.999999966530137,0
0.00139663392216667,0.0240355932314561,0.999999650306428,0
0.00131745944413677,0.0448888238791523,0.999999991723235,5.55111512312578e-17
0.00155423990563112,0.018612285604972,0.999999966468995,1.66533453693773e-16
0.00160789561720385,0.0186196563742158,0.999999949751296,0
0.00135772468908742,0.0449431756315565,0.99999951711738,0
0.0014029452822683,0.0233904652799555,0.999999996863986,0
0.0012823424944507,0.0201283681689699,0.99999958844094,1
0.00117899864519491,0.215006362318001,0.999999987334631,0
0.00160556713702585,0.0184716348833831,0.999999930525411,0
0.0012567572743279,0.0204303838460007,0.999999999508622,1
0.00146229110993297,0.0284411597277108,0.999999997943669,0
0.00142102232821238,0.041325172243374,2.0497118224938e-08,1
0.00122032691778305,0.0388324820232714,0.999999718838867,1
0.00147426882347481,0.0182582819956155,1.64429793114707e-08,1
0.00133546901511344,0.507122610799932,3.18081994077346e-09,0
0.0012561711782565,0.140111773272972,0.999999995769132,0
0.0013642631581051,0.0450621308012473,3.43082222631352e-08,1
0.00140219619354486,0.0380334897632978,1.34970384313426e-08,1
0.00125230413159079,0.0232372054200743,0.999999999925561,1
0.00146583403914388,0.0241030842740871,5.04920871780001e-09,1
0.00161431597743165,0.0186478724509189,0.99999992548598,0
0.0016059850317713,0.0185094061218221,0.999999947522081,0
0.00121030846132783,1.36487734199065,0.999999991308742,0
0.00144545683240829,0.0502375465452386,3.92823890082994e-09,0
0.00120806559614692,0.0250299593182056,0.999999997757105,1
0.00140919359921994,0.0338104520155968,0.999999837358619,0
0.00160954474024946,0.0185657425334487,0.999999919047976,0
0.00148318149033962,0.0264500900698948,2.81626788556366e-09,1
0.00152502245004441,0.0206596224656824,0.999999360254777,0
0.00162008285305278,0.0197311538657664,0.999999922146105,0
0.00140859614942544,0.0191749166075095,6.6403718079755e-09,1
0.00147491201716149,0.0277334402028167,1.66141749413651e-07,1
0.00139437064831412,0.0280897311340958,0.99999997906654,0
0.00122944438430295,0.0925526268777809,0.999999996609868,0
0.00122618810768082,1.37922335797388,0.999999993395215,0
0.0016097023835575,0.0185822957761288,0.999999941056714,0
0.00157904787500497,0.0182528824139417,0.999999888922336,0
0.00121368344810754,0.0198277962589208,0.999999996870214,1
0.00145648681538737,0.0270066062346252,0.999999993702319,1.33226762955019e-15
0.00159555251436231,0.0188198274928563,0.999999941770736,0
0.0015488424817686,0.0160966135023721,0.999999995759142,0
0.00154669931571259,0.0222219293080067,1.21672682484864e-08,1
0.00160301272210664,0.0190970724091482,0.999999945643951,5.55111512312578e-17
0.00130658234294099,0.0426614310086985,0.999999958956873,0
0.00158905256143647,0.0180143728593219,0.999999769207324,0
0.00153259975373007,0.0224881954432006,2.96011492539883e-08,1
0.00159427124133709,0.0183070247947461,0.999999705276125,0
0.0016089989910129,0.0185807890374373,0.999999954133958,0
0.00154040971554307,0.0222356453547814,7.34531724333465e-09,1
0.00118822577885702,0.205865760475026,0.999999999571338,0
0.00120654502425036,0.135216889037472,4.93175394966627e-09,0
0.0013891525081408,0.0127484947859486,0.99999999979618,1
0.00153369631228578,0.0170241602825021,0.999999921680219,0
0.00184930321505897,0.013475696466207,2.76770056872877e-09,1
0.00142277716944677,0.0215679356835866,5.09142727977974e-09,1
0.00156877367834783,0.0219010053695547,2.005186028331e-08,1
0.0015872289236351,0.0192849460253892,9.58800006056748e-08,1
0.0012069161677071,0.625980531831144,0.999999998387441,1
0.00141625997180257,0.0234390279956268,0.999999995529419,0
0.00117549440489005,1.68541395684748,0.999999998973207,1
0.00112954631762936,1.64840635665111,0.99999999615431,1
0.00322654487373401,0.00157328373840855,0.999999999939698,1
0.00138263748670563,0.042102608712852,2.36308519419026e-08,1
0.00144052866492812,0.0512057031145685,5.83558490419023e-09,1
0.00131734404697479,0.0566442541694924,3.2796930726775e-09,1
0.00161400357603817,0.0185447987636398,0.99999991627668,0
0.00162225959741258,0.0187955215527188,0.999999861102976,0
0.00161220121949565,0.0185514968735577,0.999999948329257,0
0.00160739205756437,0.018532093931716,0.999999958738183,0
0.00138636091905169,0.0286108550056891,0.999999998225159,0
0.00158513707072935,0.0183849565686474,0.999999827849469,0
0.00162135703038935,0.0189552731380782,0.99999994670328,0
0.00160842131533475,0.0185164085467345,0.999999885115451,0
0.00162027285830248,0.0187976393126081,0.999999951202346,0
0.00161859641695398,0.0188338498239284,0.999999902735958,9.99200722162641e-16
0.00127994462706775,0.776645981614909,0.999999985227273,1
0.00135229007667725,0.0247701604538933,1.72402037090791e-09,1
0.00140944608860869,0.0277739533468353,0.99999999667352,0
0.00162492164895309,0.0190332181108887,0.999999959100949,5.55111512312578e-17
0.00139955772325394,0.0352284135957553,0.999999989209387,0
0.0016112013856613,0.0185578375668643,0.999999930088853,0
0.00134535891569161,0.0331306764696361,0.999999999580594,0
0.00134843858430257,0.0285101354182866,0.999999998748002,0
0.00163358377782788,0.0209502986039976,1.46631725095325e-08,1
0.00161257487947899,0.0185430310857776,0.999999870062968,0
0.00160705590574568,0.0185362886956065,0.999999945006319,0
0.00160678471820467,0.0185267610447619,0.999999905278177,0
0.00155539246732024,0.0289926962885281,0.999999762844021,0
0.00136931040656741,0.0321861796837248,0.999999996794283,0
0.00162334502038615,0.020393198198418,0.999999659731478,0
0.00114673581391689,0.100878378835879,0.999999998794417,0
