"","Date","Source","Sink","Pipe","Net"
"1",2004-05-21,-568910.133647801,680784.86,-21684.942536409,1249694.9936478
"2",2004-05-22,-667892.463722281,685419.313168172,-80342.1121097994,1353311.77689045
"3",2004-05-23,-798520.169158748,691824.576704297,-131878.746849842,1490344.74586304
"4",2004-05-24,-1057309.2024567,700609.181656644,-211328.130100787,1757918.38411334
"5",2004-05-25,-553762.494318156,712345.29631723,-304027.195445956,1266107.79063539
"6",2004-05-26,-516355.256958476,726454.089627321,-407469.367318323,1242809.3465858
"7",2004-05-27,-750282.062191868,744093.437633483,-430260.060649082,1494375.49982535
"8",2004-05-28,-489915.16433593,763134.514423748,-423769.102186614,1253049.67875968
"9",2004-05-29,-452418.014706366,781367.23049168,-413830.641419896,1233785.24519805
"10",2004-05-30,-531421.251654234,798640.340684731,-361310.727239526,1330061.59233896
"11",2004-05-31,-1498413.92101113,814326.887846857,-322141.25844615,2312740.80885799
"12",2004-06-01,-569115.072758481,828517.492268871,-281638.627982613,1397632.56502735
"13",2004-06-02,-581092.172366691,841437.613054433,-245363.012398214,1422529.78542112
"14",2004-06-03,-500693.627054014,853058.495608598,-187209.344022675,1353752.12266261
"15",2004-06-04,-434330.78199344,863743.711463926,-135063.918018353,1298074.49345737
"16",2004-06-05,-379920.282979436,873427.147185089,-104966.553987083,1253347.43016452
"17",2004-06-06,-693372.327614157,881525.506174821,-42037.6059475818,1574897.83378898
"18",2004-06-07,-327160.771828332,888122.459406549,14330.4539308595,1215283.23123488
"19",2004-06-08,-315669.560221754,893120.602119076,81759.7141188111,1208790.16234083
"20",2004-06-09,-463087.339797939,896053.660807786,160225.940289847,1359141.00060572
"21",2004-06-10,-412601.465693185,896859.210070269,222915.756776899,1309460.67576345
"22",2004-06-11,-260959.036124812,895178.991054449,238088.690696915,1156138.02717926
"23",2004-06-12,-480497.498127777,892306.897770446,228351.71610464,1372804.39589822
"24",2004-06-13,-233543.176950766,889901.419544667,245470.162474213,1123444.59649543
"25",2004-06-14,-452896.86469815,887871.634084054,270521.024918316,1340768.4987822
"26",2004-06-15,-210279.807173243,886019.913177428,269228.914507781,1096299.72035067
"27",2004-06-16,-43165.0880287315,884616.170060546,213567.618745089,927781.258089278
"28",2004-06-17,21704.1861132252,883429.926098217,197429.649527648,861725.739984992
"29",2004-06-18,59966.1780882536,882831.72397789,167357.370889834,822865.545889637
"30",2004-06-19,81117.9819156866,882020.729375312,142294.111592939,800902.747459626
"31",2004-06-20,121899.047071839,880938.206494054,114377.724738141,759039.159422215
"32",2004-06-21,134987.278429515,880156.526618878,113475.211588985,745169.248189363
"33",2004-06-22,168692.942056111,879213.882353598,95204.4756444553,710520.940297487
"34",2004-06-23,-8901.00991229585,878116.131034936,93899.6040176402,887017.140947232
"35",2004-06-24,17932.504395777,877250.606034507,89701.3191337842,859318.10163873
"36",2004-06-25,137264.677674726,875839.378670252,79024.6534204323,738574.700995526
