Date,DOCtotal_conc_gm3,DOCR_conc_gm3,DOCL_conc_gm3,NPPin_gm2y,FlowIn_gm2y,FlowOut_gm2y,respOut_gm2y,leachIn_gm2y,DOC_flowOut_gm2y,DOC_respOut_gm2y,DOCload_g,DOCalloch_g,DOCautoch_g,DOCout_g
2009-03-18,2.69666291621229,2.61714498477405,0.0795179314382382,0,10.5584024060369,3.29505206512177,22.5019250757606,18.5186844399053,288690817.571605,3677110771.86442,1280905.42300247,465119.321333333,0,1136409.85054314
2009-03-19,2.69727843689254,2.61786394952008,0.0794144873724608,0,10.5584024060369,3.29580416976058,22.4628239032307,18.6002544428981,288836004.517483,3678100305.41385,1284498.7492439,465119.321333333,0,1134720.49530309
2009-03-20,2.69791646068236,2.61858322675188,0.0793332339304761,0,10.5461834073429,3.29658377094603,22.4287197201718,18.6879384271397,288981225.806395,3679088336.60393,1287823.13692232,464581.049333333,0,1133252.47899639
2009-03-21,2.69857489910296,2.61930051658185,0.0792743825211108,0,11.4732834073429,3.29738831676616,22.3996440168121,18.7814417097268,289126482.537204,3680075086.94954,1332782.80865031,505421.709333333,0,1132007.07641535
2009-03-22,2.69943016140048,2.62019203975373,0.079238121646747,0,10.533964408649,3.2984333616558,22.3759452805631,18.880937614384,289271785.304388,3681060793.31711,1295786.8756941,464042.777333333,0,1131009.1347623
2009-03-23,2.70013207984312,2.62090746168844,0.0792246181546784,0,10.533964408649,3.29929103570918,22.3570164373684,18.9861254437929,289417125.853876,3682045665.83026,1300420.61571894,464042.777333333,0,1130213.06262908
2009-03-24,2.70085712814099,2.62162310971669,0.079234018424298,0,16.0021421767523,3.44849953267481,22.3088321651265,19.0971739868453,289569039.344248,3683028415.7272,1546196.998889,704927.244,0,1134663.38731219
2009-03-25,2.70261017457856,2.6233394565714,0.0792707180071613,0,22.0723109331011,3.90129502124603,22.3028974072217,19.2264247049706,289740899.406294,3684010904.18585,1819294.16527275,972330.650666667,0,1154348.52070502
2009-03-26,2.70544270285959,2.62611356521182,0.079329137647762,0,12.4145756473247,3.90538385676669,22.303673828524,19.3765846722261,289912939.589946,3684993426.84747,1400465.93637824,546887.566666667,0,1154562.84526517
2009-03-27,2.70649019819347,2.62707867520066,0.0794115229928111,0,12.4145756473247,3.9068959462161,22.3064969344264,19.5229185426765,290085046.384245,3685976073.8727,1406912.24405761,546887.566666667,0,1154753.81952836
2009-03-28,2.70756433992913,2.62804737287571,0.0795169670534216,0,12.4001403615482,3.90844650050798,22.314412707688,19.6699554810698,290257221.483647,3686959069.604,1412753.61932453,546251.662666667,0,1155170.83070845
2009-03-29,2.7086615883124,2.62901632709457,0.0796452612178305,0,11.9286419317122,3.7612792530074,22.3273572704135,19.8135373794937,290422913.563398,3687942635.5699,1398308.22231474,525481.188,0,1149258.04564407
2009-03-30,2.70972248956738,2.62992630375608,0.0797961858113004,0,11.7064640549785,3.762752432934,22.3451643521934,19.954300634648,290588670.539752,3688926985.97433,1394721.74094385,515693.796,0,1150107.38078922
2009-03-31,2.71076449517903,2.63079550193073,0.079968993248301,0,11.9526465024774,3.91306601606412,22.3676901805225,20.0881850399819,290761049.138306,3689912328.68779,1411464.46677042,526538.638666667,0,1157721.31201347
2009-04-01,2.71184538753142,2.6316838530519,0.0801615344795189,0,25.151848432531,4.36672310416802,22.3945567945489,20.2228815307518,290953412.263763,3690898854.9308,1998850.09062911,1107990.60533333,0,1178889.36846978
2009-04-02,2.71533824736714,2.63496718571948,0.0803710616476641,0,16.2189989244771,4.37234744831921,22.4293937169292,20.3833049808579,291146023.153137,3691886915.81183,1612406.69724351,714480.229333333,0,1180671.77040008
2009-04-03,2.71717734714948,2.63657740186641,0.0805999452830738,0,14.2823422032879,4.37530884115795,22.4654409153591,20.5438307901036,291338764.497951,3692876564.64602,1534164.48098833,629166.521333333,0,1182390.1790001
2009-04-04,2.71867583152495,2.63782872595684,0.0808471055681142,0,14.5721854820988,4.3777217612948,22.5048026308693,20.7083171971879,291531612.136855,3693867947.44465,1554178.63720617,641934.713333333,0,1184230.43753865
2009-04-05,2.72025173287363,2.63913928603354,0.0811124468400953,0,14.3398303124158,4.230871690266,22.5481955419475,20.8713011875366,291717990.728383,3694861241.79018,1551122.69421297,631698.990666667,0,1179672.93705962
2009-04-06,2.72183403054069,2.64043832451867,0.0813957060220211,0,14.6197885585754,4.23333267515362,22.5954263867879,21.0324877271492,291904477.731352,3695856616.75148,1570556.02848812,644031.726666667,0,1181861.96426564
2009-04-07,2.72348978532091,2.64179356863836,0.0816962166825426,0,13.8787464705517,4.08634243488141,22.646460404107,21.1914772610566,292084489.512203,3696854239.8661,1544915.4174809,611387.3,0,1177634.89547423
2009-04-08,2.72505432292507,2.64304086248883,0.0820134604362476,0,13.1219046503721,3.93369379078519,22.7008829657953,21.3405117474548,292257776.806619,3697854260.4064,1518140.25550865,578046.862666667,0,1173307.83470975
2009-04-09,2.72652323634997,2.64417557106167,0.0823476652882972,0,12.9053753637249,3.93581420929212,22.7587279147428,21.473710497636,292431157.509828,3698856829.13555,1514469.3741502,568508.302666667,0,1175949.43236262
2009-04-10,2.72796525994489,2.64526866945739,0.0826965904874969,0,12.6744107913013,3.93789581156103,22.8196222684573,21.6011489045292,292604629.911894,3699862080.38611,1509908.83383358,558333.838666667,0,1178723.65262634
2009-04-11,2.72937603900584,2.64631693213894,0.0830591068668927,0,12.4578815046541,3.93993231145226,22.8833059025611,21.7301393909204,292778192.025965,3700870137.03161,1506052.56980806,548795.278666667,0,1181618.7595702
2009-04-12,2.73075805864959,2.64732260170666,0.083435456942934,0,12.3857050757717,3.94192729630289,22.9498292997987,21.8528302097724,292951842.023218,3701881124.16945,1508277.83248291,545615.758666667,0,1184637.13509238
2009-04-13,2.7321366997998,2.64831243392202,0.0838242658777735,0,11.8453252279371,3.79387706817212,23.0189326105237,21.9805360019426,293118970.103708,3702895155.45012,1490098.69237051,521810.916,0,1181159.36116096
2009-04-14,2.73345271622899,2.64922605203021,0.0842266641987799,0,11.7758946414578,3.79570450402203,23.0907498305613,22.0985824184282,293286178.686503,3703912350.4269,1492240.31957783,518752.356,0,1184403.55957744
2009-04-15,2.73476403593725,2.65012362712855,0.084640408808702,0,11.7064640549785,3.79752541795015,23.1648913620618,22.2223066146001,293453467.484298,3704932811.49049,1494632.064647,515693.796,0,1187749.86138579
2009-04-16,2.73607128943501,2.65100549881784,0.0850657906171745,0,11.6370334684993,3.79934068549068,23.241415757733,22.3435109434505,293620836.248359,3705956643.61095,1496912.80438285,512635.236,0,1191200.88452218
2009-04-17,2.73737355777217,2.65187194787858,0.0855016098935865,0,11.56760288202,3.80114903057873,23.3200563816621,22.4606824266738,293788284.673736,3706983940.01249,1499015.88898216,509576.676,0,1194744.82691348
2009-04-18,2.73866968835886,2.65272320670983,0.0859464816490217,0,11.6925779376827,3.80294885271448,23.4005069770777,22.5825490742797,293955812.384977,3708014780.42806,1509889.77322012,515082.084,0,1198368.12681433
2009-04-19,2.73999670490646,2.65359594861341,0.0864007562930512,0,12.2702227895599,3.95526354619345,23.4829041545177,22.7031038745878,294130049.87144,3709049250.60861,1540646.9025557,540528.526666667,0,1208707.66701297
2009-04-20,2.74141069607993,2.65454855170827,0.0868621443716578,0,24.5843748806932,4.41433035955,23.5668482981421,22.8361939889821,294324510.19432,3710087418.70118,2088973.49823427,1082992.22933333,0,1232628.41544392
2009-04-21,2.74505854562243,2.65772936231268,0.0873291833097493,0,23.2513189402326,4.87783809086651,23.6558011183135,22.9839431287351,294539388.985178,3711129505.34825,2036758.29810118,1024268.376,0,1256965.43792988
2009-04-22,2.74838029883312,2.66057969614328,0.0878006026898489,0,15.1245980036072,4.88374068786773,23.7267053386484,23.1415791240066,294754527.797562,3712174715.47192,1685703.73160247,666269.62,0,1260348.93605576
2009-04-23,2.75019222060102,2.66191015961621,0.0882820609848095,0,14.5520284806269,4.88696038641704,23.8151632014854,23.2826304468806,294969808.444283,3713223822.34621,1666694.46820656,641046.756,0,1264387.52101338
