DATE,MONTH,DAYS,ID,YEAR,JULIAN,HOUR,RAIN,PYRANOMETER,LAKE QUANTUM,QUANTUM,AIR TEMP 1M,AIR TEMP 5M,RH 1M,RH 5M,BAROMETER,WIND SP 1M,AIR TC 1M,AIR TC 5M,WIND SP 5M,WIND MAG 5M,WIND DIR 5M,WIND STD 5M,VAPOR PRESS 5M,PYR J CM2 HR,WIND SECTOR,DATE Stowaway,Stowaway 1M,Date Hobo logger,Hobo logger 3 m air,Hobo logger 3 m RH,Hobo logger 3 m PAR,COMMENTS
29-Jan-2003,1,29.04,124,2003,29,0100,0,-0.002,#N/A,#N/A,-22.5,-21.8,59,60,692,3.00,-22,-22,3.5,3.5,154,7.8,1,0,SE,29-Jan-2003 01:00,-23.8,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.08,124,2003,29,0200,0,-0.002,#N/A,#N/A,-22.8,-22.1,58,59,691,3.20,-23,-22,3.7,3.7,161,7.4,1,0,S,29-Jan-2003 02:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.13,124,2003,29,0300,0,-0.002,#N/A,#N/A,-24.0,-23.3,61,62,692,3.03,-24,-23,3.5,3.4,163,9.4,1,0,S,29-Jan-2003 03:00,-25.4,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.17,124,2003,29,0400,0,-0.002,#N/A,#N/A,-24.7,-23.9,62,63,692,2.73,-25,-24,3.1,3.0,169,11.2,1,0,S,29-Jan-2003 04:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.21,124,2003,29,0500,0,-0.002,#N/A,#N/A,-24.5,-23.3,62,61,691,2.55,-24,-23,2.9,2.8,161,11.9,1,0,S,29-Jan-2003 05:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.25,124,2003,29,0600,0,-0.002,#N/A,#N/A,-24.0,-23.1,60,60,691,2.65,-24,-23,3.0,2.9,175,11.2,1,0,S,29-Jan-2003 06:00,-23.1,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.29,124,2003,29,0700,0,-0.002,#N/A,#N/A,-23.0,-22.3,59,60,691,3.00,-23,-22,3.5,3.4,180,11.3,1,0,S,29-Jan-2003 07:00,-22.4,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.33,124,2003,29,0800,0,-0.002,#N/A,#N/A,-22.2,-21.6,58,59,691,3.20,-22,-22,3.8,3.8,178,11.1,1,0,S,29-Jan-2003 08:00,-23.8,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.38,124,2003,29,0900,0,-0.002,#N/A,#N/A,-22.6,-22.1,60,61,691,3.18,-23,-22,3.7,3.7,172,9.8,1,0,S,29-Jan-2003 09:00,-23.8,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.42,124,2003,29,1000,0,-0.002,#N/A,#N/A,-23.4,-22.6,60,61,690,2.80,-23,-23,3.2,3.1,167,14.1,1,0,S,29-Jan-2003 10:00,-22.4,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.46,124,2003,29,1100,0,0.002,#N/A,#N/A,-22.3,-21.4,55,55,690,2.75,-22,-22,3.3,3.1,169,15.3,1,1,S,29-Jan-2003 11:00,-18.2,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.50,124,2003,29,1200,0,0.011,#N/A,#N/A,-17.9,-16.8,45,44,690,3.14,-18,-17,3.9,3.8,166,11.7,1,5,S,29-Jan-2003 12:00,-15.7,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.54,124,2003,29,1300,0,0.036,#N/A,#N/A,-15.3,-14.5,44,43,690,3.21,-15,-15,3.8,3.6,162,19.4,1,14,S,29-Jan-2003 13:00,-15.1,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.58,124,2003,29,1400,0,0.042,#N/A,#N/A,-15.1,-13.4,43,40,690,1.98,-15,-14,2.4,1.9,144,34.4,1,16,SE,29-Jan-2003 14:00,-17.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.63,124,2003,29,1500,0,0.02,#N/A,#N/A,-16.3,-13.8,47,43,690,1.76,-16,-14,2.0,1.9,147,19.3,1,8,SE,29-Jan-2003 15:00,-19.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.67,124,2003,29,1600,0,0.007,#N/A,#N/A,-19.0,-16.8,53,50,690,1.96,-19,-17,2.3,2.2,155,22.2,1,3,SE,29-Jan-2003 16:00,-22.4,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.71,124,2003,29,1700,0,0,#N/A,#N/A,-21.4,-19.0,59,54,689,1.82,-21,-19,2.1,1.6,162,39.4,1,1,S,29-Jan-2003 17:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.75,124,2003,29,1800,0,-0.002,#N/A,#N/A,-21.6,-19.9,58,55,689,1.85,-22,-20,2.2,2.0,157,20.7,1,0,SE,29-Jan-2003 18:00,-20.9,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.79,124,2003,29,1900,0,-0.002,#N/A,#N/A,-20.4,-19.5,56,56,689,2.54,-20,-20,3.1,3.0,165,12.0,1,0,S,29-Jan-2003 19:00,-20.9,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.83,124,2003,29,2000,0,-0.002,#N/A,#N/A,-20.3,-19.5,57,57,689,2.05,-20,-20,2.4,2.3,169,18.5,1,0,S,29-Jan-2003 20:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.88,124,2003,29,2100,0,-0.002,#N/A,#N/A,-21.1,-20.1,58,57,689,2.37,-21,-20,2.7,2.6,169,19.3,1,0,S,29-Jan-2003 21:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.92,124,2003,29,2200,0,-0.002,#N/A,#N/A,-21.1,-20.0,59,58,689,2.22,-21,-20,2.6,2.6,168,14.0,1,0,S,29-Jan-2003 22:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
29-Jan-2003,1,29.96,124,2003,29,2300,0,-0.002,#N/A,#N/A,-21.2,-20.4,59,59,688,2.37,-21,-21,2.9,2.8,165,13.5,1,0,S,29-Jan-2003 23:00,-20.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.00,124,2003,29,2400,0,-0.002,#N/A,#N/A,-20.8,-20.0,59,59,688,2.64,-21,-20,3.1,3.0,161,11.2,1,0,S,30-Jan-2003 00:00,-20.2,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.04,124,2003,30,0100,0,-0.002,#N/A,#N/A,-19.8,-19.1,57,58,688,3.25,-20,-19,3.9,3.9,161,10.1,1,0,S,30-Jan-2003 01:00,-19.6,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.08,124,2003,30,0200,0,-0.002,#N/A,#N/A,-19.2,-18.7,56,57,688,3.63,-19,-19,4.2,4.1,164,10.6,1,0,S,30-Jan-2003 02:00,-19.6,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.13,124,2003,30,0300,0,-0.002,#N/A,#N/A,-19.2,-18.6,56,57,688,3.07,-19,-19,3.7,3.6,169,9.9,1,0,S,30-Jan-2003 03:00,-20.2,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.17,124,2003,30,0400,0,-0.002,#N/A,#N/A,-19.3,-18.5,56,56,688,2.80,-19,-19,3.4,3.4,170,8.7,1,0,S,30-Jan-2003 04:00,-20.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.21,124,2003,30,0500,0,-0.002,#N/A,#N/A,-19.9,-19.3,56,57,687,2.73,-20,-19,3.3,3.2,172,10.5,1,0,S,30-Jan-2003 05:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.25,124,2003,30,0600,0,-0.002,#N/A,#N/A,-20.7,-20.0,59,59,687,2.88,-21,-20,3.4,3.4,160,10.8,1,0,S,30-Jan-2003 06:00,-20.2,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.29,124,2003,30,0700,0,-0.002,#N/A,#N/A,-19.7,-19.1,57,58,687,2.86,-20,-19,3.3,3.3,166,11.6,1,0,S,30-Jan-2003 07:00,-19.6,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.33,124,2003,30,0800,0,-0.002,#N/A,#N/A,-18.9,-18.5,58,58,687,3.08,-19,-19,3.6,3.4,166,17.2,1,0,S,30-Jan-2003 08:00,-18.2,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.38,124,2003,30,0900,0,-0.002,#N/A,#N/A,-17.5,-17.2,56,57,687,3.35,-17,-17,3.9,3.8,172,8.6,1,0,S,30-Jan-2003 09:00,-18.2,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.42,124,2003,30,1000,0,-0.002,#N/A,#N/A,-17.5,-17.1,57,58,687,3.25,-17,-17,3.8,3.7,168,13.5,1,0,S,30-Jan-2003 10:00,-18.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.46,124,2003,30,1100,0,0.001,#N/A,#N/A,-17.8,-17.4,59,60,687,2.41,-18,-17,2.8,2.7,171,17.3,1,1,S,30-Jan-2003 11:00,-18.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.50,124,2003,30,1200,0,0.012,#N/A,#N/A,-17.9,-17.4,60,61,687,2.59,-18,-17,3.0,2.9,171,12.5,1,5,S,30-Jan-2003 12:00,-19.6,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.54,124,2003,30,1300,0,0.032,#N/A,#N/A,-18.7,-18.1,59,60,687,2.70,-19,-18,3.1,3.1,174,12.6,1,12,S,30-Jan-2003 13:00,-18.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.58,124,2003,30,1400,0,0.066,#N/A,#N/A,-18.2,-17.8,60,61,687,2.72,-18,-18,3.0,3.0,169,10.4,1,24,S,30-Jan-2003 14:00,-18.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.63,124,2003,30,1500,0,0.021,#N/A,#N/A,-17.9,-17.6,64,65,687,2.43,-18,-18,2.8,2.7,167,13.4,1,8,S,30-Jan-2003 15:00,-18.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.67,124,2003,30,1600,0,0.009,#N/A,#N/A,-18.1,-17.7,63,65,687,2.49,-18,-18,2.8,2.7,161,11.4,1,4,S,30-Jan-2003 16:00,-18.9,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.71,124,2003,30,1700,0,0,#N/A,#N/A,-17.8,-17.5,62,63,687,2.04,-18,-17,2.3,2.3,170,13.9,1,1,S,30-Jan-2003 17:00,-20.2,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.75,124,2003,30,1800,0,-0.002,#N/A,#N/A,-19.0,-18.3,66,66,687,1.94,-19,-18,2.2,1.4,142,50.1,1,0,SE,30-Jan-2003 18:00,-23.1,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.79,124,2003,30,1900,0,-0.002,#N/A,#N/A,-21.8,-20.9,70,70,687,1.73,-22,-21,1.9,1.5,162,38.3,1,0,S,30-Jan-2003 19:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.83,124,2003,30,2000,0,-0.002,#N/A,#N/A,-23.9,-22.6,71,72,687,1.67,-24,-23,1.7,1.6,176,23.9,1,0,S,30-Jan-2003 20:00,-25.4,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.88,124,2003,30,2100,0,-0.002,#N/A,#N/A,-24.8,-24.1,70,72,687,3.00,-25,-24,3.4,3.4,166,9.1,1,0,S,30-Jan-2003 21:00,-26.3,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.92,124,2003,30,2200,0,-0.002,#N/A,#N/A,-25.2,-24.5,69,71,687,2.60,-25,-25,2.9,2.8,171,12.5,1,0,S,30-Jan-2003 22:00,-26.3,#N/A,#N/A,#N/A,#N/A,#N/A
30-Jan-2003,1,30.96,124,2003,30,2300,0,-0.002,#N/A,#N/A,-25.0,-24.3,68,70,687,2.01,-25,-24,2.3,2.2,172,11.6,1,0,S,30-Jan-2003 23:00,-26.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.00,124,2003,30,2400,0,-0.002,#N/A,#N/A,-25.3,-24.6,69,70,687,2.50,-25,-25,2.8,2.7,172,11.5,1,0,S,31-Jan-2003 00:00,-25.4,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.04,124,2003,31,0100,0,-0.002,#N/A,#N/A,-24.9,-24.1,69,71,687,1.89,-25,-24,2.2,2.0,187,20.6,1,0,S,31-Jan-2003 01:00,-27.2,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.08,124,2003,31,0200,0,-0.002,#N/A,#N/A,-26.6,-25.6,71,72,687,1.04,-27,-26,1.1,0.9,177,29.8,1,0,S,31-Jan-2003 02:00,-28.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.13,124,2003,31,0300,0,-0.002,#N/A,#N/A,-26.9,-25.9,70,71,687,1.92,-27,-26,2.3,2.2,171,11.9,0,0,S,31-Jan-2003 03:00,-29.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.17,124,2003,31,0400,0,-0.002,#N/A,#N/A,-27.9,-27.0,71,72,687,1.98,-28,-27,2.3,2.2,176,10.7,0,0,S,31-Jan-2003 04:00,-29.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.21,124,2003,31,0500,0,-0.002,#N/A,#N/A,-28.2,-27.4,71,73,687,1.70,-28,-28,2.0,2.0,174,10.9,0,0,S,31-Jan-2003 05:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.25,124,2003,31,0600,0,-0.002,#N/A,#N/A,-28.9,-28.0,72,74,687,1.26,-29,-28,1.4,1.4,182,11.2,0,0,S,31-Jan-2003 06:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.29,124,2003,31,0700,0,-0.002,#N/A,#N/A,-29.2,-28.4,72,74,687,1.58,-29,-29,1.8,1.7,185,17.7,0,0,S,31-Jan-2003 07:00,-29.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.33,124,2003,31,0800,0,-0.002,#N/A,#N/A,-28.6,-27.8,71,73,687,1.64,-29,-28,1.9,1.9,172,12.4,0,0,S,31-Jan-2003 08:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.38,124,2003,31,0900,0,-0.002,#N/A,#N/A,-29.4,-28.6,71,74,687,0.95,-30,-29,1.0,1.0,182,16.4,0,0,S,31-Jan-2003 09:00,-31.2,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.42,124,2003,31,1000,0,-0.002,#N/A,#N/A,-29.8,-29.0,72,74,687,1.32,-30,-29,1.5,1.5,185,11.3,0,0,S,31-Jan-2003 10:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.46,124,2003,31,1100,0,0.001,#N/A,#N/A,-29.7,-28.9,72,74,687,1.71,-30,-29,1.9,1.9,183,10.7,0,1,S,31-Jan-2003 11:00,-31.2,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.50,124,2003,31,1200,0,0.008,#N/A,#N/A,-30.1,-29.2,72,75,687,1.21,-30,-30,1.2,1.2,177,10.4,0,4,S,31-Jan-2003 12:00,-31.2,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.54,124,2003,31,1300,0,0.039,#N/A,#N/A,-29.8,-29.1,70,73,687,1.55,-30,-30,1.7,1.6,175,17.8,0,15,S,31-Jan-2003 13:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.58,124,2003,31,1400,0,0.061,#N/A,#N/A,-29.0,-28.3,68,72,687,1.72,-29,-29,1.9,1.8,174,15.7,0,23,S,31-Jan-2003 14:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.63,124,2003,31,1500,0,0.034,#N/A,#N/A,-28.7,-27.8,71,73,687,1.52,-29,-28,1.6,1.4,177,27.0,0,13,S,31-Jan-2003 15:00,-31.2,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.67,124,2003,31,1600,0,0.007,#N/A,#N/A,-29.5,-28.5,71,73,686,0.91,-30,-29,0.7,0.3,186,58.1,0,3,S,31-Jan-2003 16:00,-32.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.71,124,2003,31,1700,0,0,#N/A,#N/A,-30.5,-29.4,72,75,686,1.24,-31,-30,1.2,1.1,170,27.4,0,1,S,31-Jan-2003 17:00,-32.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.75,124,2003,31,1800,0,-0.002,#N/A,#N/A,-31.1,-30.1,72,75,686,1.53,-31,-31,1.5,1.5,170,13.4,0,0,S,31-Jan-2003 18:00,-32.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.79,124,2003,31,1900,0,-0.002,#N/A,#N/A,-31.6,-30.7,72,76,686,1.64,-32,-31,1.7,1.7,167,11.8,0,0,S,31-Jan-2003 19:00,-32.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.83,124,2003,31,2000,0,-0.002,#N/A,#N/A,-31.4,-30.5,72,74,686,1.82,-32,-31,2.0,1.9,178,19.4,0,0,S,31-Jan-2003 20:00,-32.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.88,124,2003,31,2100,0,-0.002,#N/A,#N/A,-31.0,-30.4,72,75,686,1.18,-31,-31,1.3,1.1,189,32.2,0,0,S,31-Jan-2003 21:00,-32.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.92,124,2003,31,2200,0,-0.002,#N/A,#N/A,-31.1,-30.2,73,76,685,0.72,-31,-31,0.6,0.3,163,57.0,0,0,S,31-Jan-2003 22:00,-32.3,#N/A,#N/A,#N/A,#N/A,#N/A
31-Jan-2003,1,31.96,124,2003,31,2300,0,-0.002,#N/A,#N/A,-30.9,-30.1,71,74,685,1.49,-31,-31,1.6,1.5,159,26.0,0,0,S,31-Jan-2003 23:00,-31.2,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,1,32.00,124,2003,31,2400,0,-0.002,#N/A,#N/A,-30.4,-29.8,71,73,685,1.21,-31,-30,1.3,1.1,172,26.1,0,0,S,01-Feb-2003 00:00,-31.2,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.04,124,2003,32,0100,0,-0.002,#N/A,#N/A,-30.4,-29.6,72,75,685,0.83,-31,-30,0.7,0.2,172,68.0,0,0,S,01-Feb-2003 01:00,-31.2,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.08,124,2003,32,0200,0,-0.002,#N/A,#N/A,-30.2,-29.4,71,73,685,2.22,-31,-30,2.6,2.5,169,7.1,0,0,S,01-Feb-2003 02:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.13,124,2003,32,0300,0,-0.002,#N/A,#N/A,-29.2,-28.5,69,71,685,1.96,-30,-29,2.3,2.2,182,14.7,0,0,S,01-Feb-2003 03:00,-30.1,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.17,124,2003,32,0400,0,-0.002,#N/A,#N/A,-28.9,-27.9,70,70,685,1.32,-29,-28,1.5,1.2,177,35.1,0,0,S,01-Feb-2003 04:00,-29.1,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.21,124,2003,32,0500,0,-0.002,#N/A,#N/A,-28.5,-27.6,69,70,685,1.41,-29,-28,1.6,1.3,183,31.6,0,0,S,01-Feb-2003 05:00,-29.1,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.25,124,2003,32,0600,0,-0.002,#N/A,#N/A,-28.4,-27.6,71,73,685,1.04,-29,-28,1.0,0.3,167,69.9,0,0,S,01-Feb-2003 06:00,-27.2,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.29,124,2003,32,0700,0,-0.002,#N/A,#N/A,-26.9,-26.2,71,71,684,1.38,-27,-27,1.4,1.3,159,22.0,0,0,S,01-Feb-2003 07:00,-26.3,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.33,124,2003,32,0800,0,-0.002,#N/A,#N/A,-25.6,-24.8,69,70,684,2.26,-26,-25,2.6,2.5,171,9.2,1,0,S,01-Feb-2003 08:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.38,124,2003,32,0900,0,-0.002,#N/A,#N/A,-24.4,-23.6,67,67,684,2.23,-25,-24,2.5,2.4,184,14.4,1,0,S,01-Feb-2003 09:00,-23.8,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.42,124,2003,32,1000,0,-0.002,#N/A,#N/A,-23.0,-22.3,68,68,684,2.00,-23,-23,2.4,2.3,169,12.5,1,0,S,01-Feb-2003 10:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.46,124,2003,32,1100,0,0.003,#N/A,#N/A,-23.8,-22.8,68,68,684,1.56,-24,-23,1.9,1.7,174,25.5,1,2,S,01-Feb-2003 11:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.50,124,2003,32,1200,0,0.014,#N/A,#N/A,-24.0,-23.3,67,68,684,2.17,-24,-24,2.5,2.5,173,9.5,1,6,S,01-Feb-2003 12:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.54,124,2003,32,1300,0,0.018,#N/A,#N/A,-24.0,-23.4,68,69,684,1.12,-24,-24,1.4,1.2,185,28.2,1,7,S,01-Feb-2003 13:00,-24.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.58,124,2003,32,1400,0,0.024,#N/A,#N/A,-23.9,-23.4,70,72,685,1.37,-24,-24,1.6,1.5,174,21.3,1,9,S,01-Feb-2003 14:00,-23.1,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.63,124,2003,32,1500,0,0.031,#N/A,#N/A,-22.1,-21.6,70,71,684,1.31,-22,-22,1.6,1.5,180,20.1,1,12,S,01-Feb-2003 15:00,-23.1,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.67,124,2003,32,1600,0,0.014,#N/A,#N/A,-22.2,-21.6,73,74,684,1.10,-22,-22,1.3,0.9,186,44.5,1,6,S,01-Feb-2003 16:00,-22.4,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.71,124,2003,32,1700,0,0,#N/A,#N/A,-21.8,-21.2,74,75,684,0.78,-22,-22,0.9,0.4,186,59.2,1,1,S,01-Feb-2003 17:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.75,124,2003,32,1800,0,-0.002,#N/A,#N/A,-20.9,-20.3,73,74,684,0.98,-21,-21,1.2,1.0,176,29.6,1,0,S,01-Feb-2003 18:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.79,124,2003,32,1900,0,-0.002,#N/A,#N/A,-21.2,-20.5,69,69,684,2.34,-21,-21,2.6,2.5,170,15.4,1,0,S,01-Feb-2003 19:00,-22.4,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.83,124,2003,32,2000,0,-0.002,#N/A,#N/A,-21.8,-20.7,66,66,684,2.46,-22,-21,2.9,2.9,170,8.9,1,0,S,01-Feb-2003 20:00,-23.1,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.88,124,2003,32,2100,0,-0.002,#N/A,#N/A,-22.7,-22.0,71,72,685,1.94,-23,-22,2.3,2.3,174,10.1,1,0,S,01-Feb-2003 21:00,-21.6,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.92,124,2003,32,2200,0,-0.002,#N/A,#N/A,-21.3,-20.8,74,75,685,1.57,-21,-21,1.9,1.7,174,22.1,1,0,S,01-Feb-2003 22:00,-18.2,#N/A,#N/A,#N/A,#N/A,#N/A
01-Feb-2003,2,32.96,124,2003,32,2300,0,-0.002,#N/A,#N/A,-17.6,-17.3,72,73,685,2.63,-18,-17,3.1,3.0,173,11.0,1,0,S,01-Feb-2003 23:00,-16.9,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.00,124,2003,32,2400,0,-0.002,#N/A,#N/A,-16.2,-15.7,72,73,685,1.59,-16,-16,1.9,1.8,162,15.2,1,0,S,02-Feb-2003 00:00,-17.6,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.04,124,2003,33,0100,0,-0.002,#N/A,#N/A,-16.7,-16.2,75,77,685,1.89,-17,-16,2.3,2.2,175,11.5,1,0,S,02-Feb-2003 01:00,-18.2,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.08,124,2003,33,0200,0,-0.002,#N/A,#N/A,-17.3,-16.8,72,74,685,2.51,-17,-17,3.1,3.0,177,14.2,1,0,S,02-Feb-2003 02:00,-18.2,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.13,124,2003,33,0300,0,-0.002,#N/A,#N/A,-17.6,-17.0,74,76,685,1.61,-18,-17,2.1,2.0,174,20.0,1,0,S,02-Feb-2003 03:00,-15.7,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.17,124,2003,33,0400,0,-0.002,#N/A,#N/A,-15.7,-15.1,73,75,685,3.13,-16,-15,3.8,3.7,176,13.6,1,0,S,02-Feb-2003 04:00,-15.7,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.21,124,2003,33,0500,0,-0.002,#N/A,#N/A,-15.5,-14.9,73,75,685,4.44,-15,-15,5.3,5.2,173,8.1,1,0,S,02-Feb-2003 05:00,-15.1,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.25,124,2003,33,0600,0,-0.002,#N/A,#N/A,-14.5,-14.0,73,74,685,5.09,-14,-14,6.1,6.0,180,9.0,1,0,S,02-Feb-2003 06:00,-14.6,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.29,124,2003,33,0700,0,-0.002,#N/A,#N/A,-14.1,-13.6,71,73,685,4.79,-14,-14,5.7,5.6,178,8.2,1,0,S,02-Feb-2003 07:00,-14.0,#N/A,#N/A,#N/A,#N/A,#N/A
02-Feb-2003,2,33.33,124,2003,33,0800,0,-0.002,#N/A,#N/A,-13.7,-13.2,70,72,685,3.83,-14,-13,4.6,4.5,177,12.1,2,0,S,02-Feb-2003 08:00,-12.9,#N/A,#N/A,#N/A,#N/A,#N/A
