"date","fit","se.pred","Flow"
1991-01-01,5.68693598505955,1.15910706851392,0.0034
1991-01-02,5.9,1.20253361778619,0.00259
1991-01-03,6.04022421510138,1.23111401315688,0.00207
1991-01-04,6.1,1.24329746923657,0.0018
1991-01-05,6.1512991225787,1.25375321829823,0.00165
1991-01-06,6.19831345540569,1.26333564469522,0.00152
1991-01-07,6.3,1.28406132068695,0.00132
1991-01-08,6.25768801985723,1.27543732432139,0.0012
1991-01-09,6.2,1.26367939496176,0.00111
1991-01-10,6.32119127925343,1.2883805114846,0.00108
1991-01-11,6.5,1.32482517213733,0.00099
1991-01-12,6.51430390926876,1.32774058430028,0.00096
1991-01-13,6.49197350369559,1.32318921762223,0.00097
1991-01-14,6.6,1.34520709786252,0.00085
1991-01-15,6.7087386018016,1.36737011891633,0.00079
1991-01-16,6.8,1.3859709493129,0.00075
1991-01-17,6.76791669900472,1.37943175473385,0.00072
1991-01-18,6.7,1.36558902358771,0.00072
1991-01-19,23.9,4.87128024832033,0.00073
1991-01-20,12.5355071122203,2.55497774888861,0.00074
1991-01-21,6.6,1.34520709786252,0.00073
1991-01-22,6.59221582724524,1.34362053355332,7e-04
1991-01-23,6.6,1.34520709786252,0.00066
1991-01-24,6.68308252366438,1.3621409161264,0.00063
1991-01-25,6.8,1.3859709493129,0.00058
1991-01-26,6.79795088707963,1.38555330063944,0.00056
1991-01-27,6.76608197373061,1.37905780239122,0.00056
1991-01-28,6.8,1.3859709493129,0.00052
1991-01-29,6.80728873771146,1.38745653441955,0.00049
1991-01-30,6.8,1.3859709493129,0.00047
1991-01-31,6.97524395428963,1.42168904191409,0.00045
1991-02-01,7.2,1.46749865221366,0.00041
1991-02-02,7.24666277144558,1.47700942363101,4e-04
1991-02-03,7.27268241498857,1.4823127280519,4e-04
1991-02-04,7.3,1.48788057793885,4e-04
1991-02-05,7.19166703539116,1.46580023355638,0.00039
1991-02-06,7,1.42673480076328,0.00042
1991-02-07,6.3389945976825,1.29200917062343,0.00045
1991-02-08,5.7,1.16176976633581,0.00051
1991-02-09,6.17782012472907,1.2591587092581,0.00054
1991-02-10,6.7144727140311,1.36853884141194,0.00056
1991-02-11,7.3,1.48788057793885,0.00058
1991-02-12,7.32456938818185,1.4928882923892,0.00059
1991-02-13,7.4,1.50826250366404,0.00057
1991-02-14,7.29816531594242,1.48750663399694,0.00055
