"date","fit","se.pred","Flow"
1991-01-01,3.51933490171848,0.619775768130869,4.42
1991-01-02,3.42519230904971,0.603132314774945,3.66
1991-01-03,3.34878674862696,0.589651047604149,3.15
1991-01-04,3.29268979703842,0.57976154336391,2.84
1991-01-05,3.24205027895968,0.570840176343882,2.59
1991-01-06,3.1968571133632,0.562881743775599,2.39
1991-01-07,3.15128814144009,0.554862102912932,2.2
1991-01-08,3.12070683078048,0.549475847795277,2.1
1991-01-09,3.0836776115388,0.542960771475133,1.97
1991-01-10,3.0475447828554,0.536605410854222,1.85
1991-01-11,2.99893651856512,0.528066205186105,1.68
1991-01-12,2.96199119140359,0.521573523256041,1.57
1991-01-13,2.93393243600747,0.516639290113349,1.5
1991-01-14,2.91325295244214,0.512998624005746,1.46
1991-01-15,2.89782524814252,0.510278430387542,1.44
1991-01-16,2.88779115347416,0.508503227968134,1.44
1991-01-17,2.86743601997728,0.504921490483375,1.4
1991-01-18,2.855152045134,0.502753435174761,1.39
1991-01-19,2.84572789726234,0.501086451953389,1.39
1991-01-20,2.81467964853367,0.495635208834103,1.31
1991-01-21,2.76450450237616,0.486838033495045,1.17
1991-01-22,2.74961482618754,0.484216779763078,1.15
1991-01-23,2.75045680400324,0.484348572515667,1.18
1991-01-24,2.72977519813228,0.480714847264858,1.14
1991-01-25,2.68553344095048,0.472960105174494,1.03
1991-01-26,2.65655903537109,0.467877198052157,0.97
1991-01-27,2.64172476420338,0.465268551181565,0.95
1991-01-28,2.62319823842833,0.462014507871544,0.92
1991-01-29,2.60457802050174,0.458744579484233,0.89
1991-01-30,2.58983963300896,0.456154106640838,0.87
1991-01-31,2.58712183172058,0.455666442915128,0.88
1991-02-01,2.55637985648678,0.45027778489123,0.82
1991-02-02,2.51975573836492,0.443860711303128,0.75
1991-02-03,2.50923530803099,0.44200967843937,0.74
1991-02-04,2.53822851686752,0.447069149692151,0.82
1991-02-05,2.57914803752276,0.454212591463412,0.94
1991-02-06,2.58432385982818,0.455105973451948,0.97
1991-02-07,2.61900804560005,0.461157532949816,1.09
1991-02-08,2.61997188048618,0.461314460469739,1.11
1991-02-09,2.61173353583597,0.459863183728873,1.1
1991-02-10,2.60367797391132,0.458444178542967,1.09
