"date","fit","se.pred","Flow"
1991-01-01,3.18520456982871,0.505595754070098,0.00442
1991-01-02,3.1,0.492071012475531,0.00366
1991-01-03,3.18938847288455,0.506259875816158,0.00315
1991-01-04,3.3,0.523817529409436,0.00284
1991-01-05,3.12141705608595,0.495470597144066,0.00259
1991-01-06,2.95681539160059,0.469342949499398,0.00239
1991-01-07,2.8,0.444451237074673,0.0022
1991-01-08,2.80306043546295,0.444937027905921,0.0021
1991-01-09,2.8,0.444451237074673,0.00197
1991-01-10,2.8556829633539,0.453289937769896,0.00185
1991-01-11,2.9,0.460324495541626,0.00168
1991-01-12,2.85845169936105,0.453729426392578,0.00157
1991-01-13,2.82561881831937,0.448517778322687,0.0015
1991-01-14,2.8,0.444451237074673,0.00146
1991-01-15,2.79742360321855,0.44404227895442,0.00144
1991-01-16,2.8,0.444451237074673,0.00144
1991-01-17,2.64207563042189,0.419383493709234,0.0014
1991-01-18,2.5,0.396831461673815,0.00139
1991-01-19,2.51869039363389,0.399798236163814,0.00139
1991-01-20,2.51814673740594,0.39971194020558,0.00131
1991-01-21,2.5,0.396831461673815,0.00117
1991-01-22,2.54224542266598,0.403537186804043,0.00115
1991-01-23,2.6,0.412704720140768,0.00118
1991-01-24,2.61145492947501,0.414522990703543,0.00114
1991-01-25,2.6,0.412704720140768,0.00103
1991-01-26,2.52391487694302,0.400627531903035,0.00097
1991-01-27,2.46294803160367,0.390950106963172,0.00095
1991-01-28,2.4,0.380958203206863,0.00092
1991-01-29,2.34776658857846,0.372667058805814,0.00089
1991-01-30,2.3,0.36508494473991,0.00087
1991-01-31,2.41102477687481,0.382708194535607,0.00088
1991-02-01,2.5,0.396831461673815,0.00082
1991-02-02,2.50254790941871,0.397235897921351,0.00075
1991-02-03,2.53089823645748,0.401736018608441,0.00074
1991-02-04,2.6,0.412704720140768,0.00082
1991-02-05,2.61824805890779,0.415601281696403,0.00094
1991-02-06,2.6,0.412704720140768,0.00097
1991-02-07,2.51424354450593,0.399092376308098,0.00109
1991-02-08,2.4,0.380958203206863,0.00111
1991-02-09,2.52742532585238,0.401184754531768,0.0011
1991-02-10,2.66177653571977,0.422510669327496,0.00109
1991-02-11,2.8,0.444451237074673,0.00107
1991-02-12,2.69305234866117,0.427475159953325,0.00106
1991-02-13,2.6,0.412704720140768,0.00108
1991-02-14,2.71777463656106,0.431399392610619,0.00112
1991-02-15,2.8,0.444451237074673,0.00104
1991-02-16,2.68121297215036,0.425595865118889,0.00094
1991-02-17,2.58343367338866,0.41007510429927,0.00089
1991-02-18,2.5,0.396831461673815,0.00087
1991-02-19,2.68231822264205,0.425771304386142,0.00228
1991-02-20,2.6,0.412704720140768,0.00275
1991-02-21,2.59365551379323,0.411697643446768,0.00227
1991-02-22,2.6,0.412704720140768,0.00195
1991-02-23,2.65538668336733,0.421496391547937,0.00179
1991-02-24,2.7360640178325,0.434302513371842,0.00176
1991-02-25,2.8,0.444451237074673,0.00164
1991-02-26,2.70434286924035,0.429267333467123,0.00157
1991-02-27,2.6,0.412704720140768,0.00145
1991-02-28,2.54849311214783,0.40452889870371,0.00139
1991-03-01,2.5,0.396831461673815,0.00134
1991-03-02,3.3556218647763,0.532646531769517,0.0129
1991-03-03,3.61341190039131,0.573566210424736,0.0212
1991-03-04,3.4,0.539690787876389,0.0104
1991-03-05,3.15138925194722,0.500228161261347,0.00712
1991-03-06,3.1,0.492071012475531,0.00812
1991-03-07,3.49142621701632,0.554203107609946,0.0201
1991-03-08,3.3,0.523817529409436,0.0105
1991-03-09,3.15896890991025,0.501431299960729,0.0072
1991-03-10,3.07145815018102,0.487540490882515,0.00567
1991-03-11,3,0.476197754008579,0.00465
1991-03-12,2.90427391455828,0.461002905046119,0.00427
1991-03-13,2.8,0.444451237074673,0.00379
1991-03-14,2.6514873201937,0.420877435552821,0.0036
1991-03-15,2.5,0.396831461673815,0.0033
1991-03-16,2.52883869701172,0.401409102588986,0.00362
1991-03-17,2.68203057750257,0.425725645729684,0.00588
1991-03-18,2.8,0.444451237074673,0.00846
1991-03-19,2.91132109667882,0.462121522478749,0.00828
1991-03-20,3,0.476197754008579,0.0075
1991-03-21,3.39005900543587,0.538112828115038,0.00775
1991-03-22,3.7,0.587310563277247,0.00596
1991-03-23,3.6286002057205,0.575977089386389,0.00567
1991-03-24,4.03534650034837,0.640540980037424,0.016
1991-03-25,3.9,0.619057080211152,0.0133
1991-03-26,3.04084754485588,0.482681590380957,0.00888
1991-03-27,3,0.476197754008579,0.0501
1991-03-28,3.42406977592562,0.543511445621479,0.138
1991-03-29,2.86877817375248,0.455368574363254,0.0179
1991-03-30,2.8,0.444451237074673,0.0108
1991-03-31,2.83786591600655,0.450461791793272,0.00855
1991-04-01,2.9,0.460324495541626,0.00728
1991-04-02,2.85919901785876,0.453848050189291,0.00636
1991-04-03,2.9,0.460324495541626,0.00706
1991-04-04,3.07028945062665,0.487354980181548,0.014
1991-04-05,3.2,0.507944270942484,0.0248
1991-04-06,3.13946070090197,0.498334711522572,0.0305
1991-04-07,3.1,0.492071012475531,0.04
1991-04-08,3.4,0.539690787876389,0.0325
1991-04-09,3.34250402238211,0.530564302741,0.0269
1991-04-10,3.3,0.523817529409436,0.0232
1991-04-11,3.16256267511492,0.502001747600361,0.0127
1991-04-12,3.1,0.492071012475531,0.00863
1991-04-13,3.04322433350623,0.48305886418664,0.00714
1991-04-14,2.99769446715553,0.475831790821135,0.00609
1991-04-15,3.1,0.492071012475531,0.00784
1991-04-16,3.41510860897622,0.542089016429946,0.015
