datetime,wtr,DO_con
2012-06-29,22.09,9.08
2012-06-30,22.45,9.03
2012-07-01,23.34,8.95
2012-07-02,23.84,8.94
2012-07-03,24.22,8.8
2012-07-04,25.31,8.69
2012-07-05,25.26,8.69
2012-07-06,25.36,8.67
2012-07-07,24.67,8.73
2012-07-08,24.79,8.72
2012-07-09,24.72,8.73
2012-07-10,25.16,8.68
2012-07-11,25.11,8.73
2012-07-12,25.22,8.7
2012-07-13,25.13,8.67
2012-07-14,25.11,8.64
2012-07-15,25.67,8.6
2012-07-16,25.68,8.56
2012-07-17,25.34,8.51
2012-07-18,24.9,8.53
2012-07-19,24.74,8.57
2012-07-20,24.69,8.6
2012-07-21,24.98,8.56
2012-07-22,25.3,8.54
2012-07-23,25.49,8.49
2012-07-24,25.93,8.45
2012-07-25,25.27,8.45
2012-07-26,24.95,8.43
2012-07-27,24.58,8.48
2012-07-28,24.94,8.5
2012-07-29,24.87,8.58
2012-07-30,24.69,8.57
2012-07-31,24.78,8.52
2012-08-01,24.5,8.55
2012-08-02,24.67,8.55
2012-08-03,24.76,8.54
2012-08-04,24.35,8.56
2012-08-05,23.71,8.6
2012-08-06,23.48,8.65
2012-08-07,23.54,8.69
2012-08-08,23.16,8.66
2012-08-09,22.73,8.68
2012-08-10,22.25,8.8
2012-08-11,22.01,8.84
2012-08-12,22.22,8.84
2012-08-13,22.1,8.92
2012-08-14,22.32,8.94
2012-08-15,22.12,8.99
2012-08-16,21.85,8.93
2012-08-17,21.35,8.92
2012-08-18,21.12,8.98
2012-08-19,21.05,9.01
2012-08-20,20.91,9.06
2012-08-21,21.04,9.1
2012-08-22,21.16,9.11
2012-08-23,21.18,9.09
2012-08-24,21.27,9.07
2012-08-25,21.44,9.08
2012-08-26,21.61,9.08
2012-08-27,21.76,9.07
2012-08-28,22.19,9.07
2012-08-29,22,9.12
2012-08-30,21.99,9.06
2012-08-31,22.11,9.01
2012-09-01,22.17,9.02
2012-09-02,21.91,9.03
2012-09-03,22.2,8.99
2012-09-04,22.3,8.97
2012-09-05,22.24,8.93
2012-09-06,21.84,8.98
2012-09-07,21.5,8.99
2012-09-08,20.94,8.99
2012-09-09,20.56,8.99
2012-09-10,20.35,9.06
2012-09-11,20.05,9.07
2012-09-12,19.69,9.02
2012-09-13,19.25,9.04
2012-09-14,19.02,9.13
2012-09-15,18.87,9.19
2012-09-16,18.71,9.23
2012-09-17,18.47,9.24
2012-09-18,17.88,9.27
2012-09-19,17.1,9.33
2012-09-20,16.59,9.4
2012-09-21,16.18,9.46
2012-09-22,15.75,9.53
2012-09-23,15.28,9.64
2012-09-24,14.88,9.7
2012-09-25,14.9,9.76
2012-09-26,14.66,9.75
2012-09-27,14.92,9.73
2012-09-28,14.76,9.83
2012-09-29,14.79,9.89
2012-09-30,14.97,9.86
2012-10-01,14.76,9.95
2012-10-02,15,9.97
2012-10-03,15.12,10
2012-10-04,14.61,9.99
2012-10-05,13.67,9.83
2012-10-06,12.9,9.86
2012-10-07,12.45,9.97
2012-10-08,12.06,9.94
2012-10-09,11.73,9.97
2012-10-10,11.29,10.04
2012-10-11,10.91,10.1
2012-10-12,10.7,10.17
2012-10-13,10.47,10.1
2012-10-14,10.38,10.1
2012-10-15,10.27,10.07
2012-10-16,10.09,10.16
2012-10-17,10.15,10.2
2012-10-18,10.18,10.19
2012-10-19,10.12,10.25
2012-10-20,10.18,10.27
2012-10-21,10.08,10.29
2012-10-22,10.12,10.37
2012-10-23,10.08,10.42
2012-10-24,10.38,10.53
2012-10-25,10.31,10.5
2012-10-26,9.85,10.43
2012-10-27,9.5,10.25
2012-10-28,9.34,10.1
2012-10-29,9.29,10.08
2012-10-30,8.93,9.92
2012-10-31,8.56,10.22
2012-11-01,8.27,10.32
2012-11-02,8.02,10.3
2012-11-03,7.94,10.13
2012-11-04,7.8,10.2
2012-11-05,7.61,10.24
2012-11-06,7.44,10.34
2012-11-07,7.34,10.36
2012-11-08,7.2,10.51
2012-11-09,7.11,10.56
2012-11-11,7.02,10.73
2012-11-12,6.73,10.96
2012-11-13,6.41,11.1
2012-11-14,6.27,11.18
2012-11-15,6.05,11.59
2013-06-07,13.44,11.9
2013-06-08,13.39,11.95
2013-06-09,13.62,11.91
2013-06-10,14.72,11.68
2013-06-11,15.68,11.51
2013-06-12,16.64,11.26
2013-06-13,15.71,11.23
2013-06-14,17.47,10.68
2013-06-15,17.41,10.62
2013-06-16,17.31,10.58
2013-06-17,17.5,10.49
2013-06-18,17.71,10.51
2013-06-19,17.93,10.44
2013-06-20,18.24,10.31
2013-06-21,18.16,10.24
2013-06-22,18.21,10.26
2013-06-23,18.43,10.24
2013-06-24,19.55,10.09
2013-06-25,21.33,9.91
2013-06-26,21.89,9.74
2013-06-27,21.85,9.66
2013-06-28,21.36,9.66
2013-06-29,20.5,9.79
2013-06-30,20.05,9.91
2013-07-01,20.49,9.92
2013-07-02,21.49,9.85
2013-07-03,21.85,9.86
2013-07-04,21.85,9.94
2013-07-05,21.8,10
2013-07-06,21.87,10.17
2013-07-07,22.66,10.13
2013-07-08,23.39,10.23
2013-07-09,23.26,10.46
2013-07-10,22.46,10.63
2013-07-11,22.71,10.7
2013-07-12,22.43,10.83
2013-07-13,22.48,10.87
2013-07-14,22.93,10.78
2013-07-15,23.43,10.74
2013-07-17,14.74,13.99
2013-07-18,24.98,10.7
2013-07-19,24.95,10.62
2013-07-20,24.6,10.57
2013-07-21,23.98,10.68
2013-07-26,10.18,13.86
2013-07-27,20.92,8.6
2013-07-28,20.01,8.67
2013-07-29,20.21,8.76
2013-07-30,19.99,8.8
2013-07-31,19.9,8.85
2013-08-01,19.93,8.84
2013-08-02,20.01,8.85
2013-08-03,19.99,8.88
2013-08-04,20.35,8.88
2013-08-05,19.96,8.93
2013-08-06,20.05,8.92
2013-08-07,20.18,8.92
2013-08-08,20.23,8.93
2013-08-09,20.13,8.96
2013-08-10,20.19,8.99
2013-08-11,20.5,9.02
2013-08-12,20.34,9.15
2013-08-13,19.93,9.3
2013-08-14,19.68,9.44
2013-08-15,19.89,9.53
2013-08-16,20.56,9.55
2013-08-17,20.69,9.6
2013-08-18,20.66,9.72
2013-08-19,20.68,9.85
2013-08-20,20.98,9.95
2013-08-21,21.55,9.95
2013-08-22,21.71,9.98
2013-08-23,21.67,10.02
2013-08-24,21.6,10.06
2013-08-25,21.71,10.13
2013-08-26,22.36,10.15
2013-08-27,22.77,10.22
2013-08-28,23.32,10.24
2013-08-29,23.18,10.35
2013-08-30,22.68,10.41
2013-08-31,22.86,10.42
2013-09-01,22.5,10.5
2013-09-02,21.71,10.56
2013-09-03,21.2,10.69
2013-09-04,20.99,10.73
2013-09-05,21.07,10.73
2013-09-06,20.78,10.81
2013-09-07,21.03,10.78
2013-09-08,20.72,10.82
2013-09-09,20.65,10.83
2013-09-10,20.75,10.82
2013-09-11,20.78,10.81
2013-09-12,20.46,10.86
2013-09-13,19.97,10.91
2013-09-14,19.49,11.02
2013-09-15,19.13,11.06
2013-09-16,18.86,11.17
2013-09-17,18.37,11.27
2013-09-18,18.13,11.3
2013-09-19,18.24,11.28
2013-09-20,18.24,11.25
2013-09-21,17.73,11.34
2013-09-22,17.36,11.41
2013-09-23,17.05,11.52
2013-09-24,17.25,11.52
2013-09-25,17.44,11.5
2013-09-26,17.13,11.57
2013-09-27,16.97,11.61
2013-09-28,16.81,11.63
2013-09-29,16.66,11.62
2013-09-30,16.4,11.69
2013-10-01,16.19,11.72
2013-10-02,16.29,11.71
2013-10-03,15.94,11.76
2013-10-04,15.73,11.74
2013-10-05,15.42,11.77
2013-10-06,15.23,11.81
2013-10-07,14.93,11.86
2013-10-08,14.71,11.95
2013-10-09,14.61,12.02
2013-10-10,14.64,12.03
2013-10-11,14.59,12.07
2013-10-12,14.43,12.1
2013-10-13,14.26,12.14
2013-10-14,13.96,12.18
2013-10-15,13.66,12.22
2013-10-16,13.34,12.26
2013-10-17,13.05,12.31
2013-10-18,12.77,12.37
2013-10-19,12.44,12.44
2013-10-20,12.08,12.55
2013-10-21,11.52,12.66
2013-10-22,10.76,12.85
2013-10-23,10.42,12.92
2013-10-27,8.63,13.38
2013-10-28,8.46,13.39
2013-10-29,8.19,13.37
2013-10-31,8.12,13.43
2013-11-01,8.01,13.46
2013-11-05,7.38,13.44
2013-11-06,7.16,13.42
2013-11-07,6.85,13.51
2013-11-08,6.65,13.61
2013-11-09,6.47,13.48
2013-11-10,6.2,13.75
2013-11-11,5.84,14.05
2013-11-12,5.52,14.27
2013-11-13,5.32,14.41
2013-11-14,5.15,14.58
2013-11-15,5.1,14.56
2013-11-16,5.04,14.64
2013-11-17,5.01,14.68
2013-11-18,4.75,14.9
2013-11-19,4.55,15
