DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
0.000914627215175043,0.221000767213807,1,0.999999999999994
0.00082660597220092,0.0229147465883999,1,3.05311331771918e-15
0.000881189011342551,0.144006422822711,1,2.20379270388094e-14
0.000862794748625421,0.0539111128708966,1,0.999999999999997
0.000895279101085485,0.0601726019956022,1,0.999999999999997
0.000776562408756776,0.0278152737536081,1,0.999999999999997
0.00090208915416447,0.0548772900998782,1,1.18793863634892e-14
0.000874470273446597,0.0472806456850537,1,3.1641356201817e-15
0.000839818357574861,0.0633790786339664,1,0.999999976778907
0.000794977940071077,0.047016557751048,1,0.999999999999997
0.000864524670503433,0.0693938904961068,1,2.83106871279415e-15
0.000857120673287609,0.811957720767952,1,0.999999999999997
0.000906399894785823,0.071316094950365,1,0.999999999999996
0.000835572870506286,0.0250713411834139,1,1.4210854715202e-14
0.00086486357619919,0.108237201684581,1,0.999999999999994
0.000839818357574861,0.0633790786339664,1,0.999999976778907
0.000875074646216336,0.0617721337057533,1,1.99285032920216e-14
0.000813683943503013,0.0270890193474099,1,2.77555756156289e-15
0.000894374075238724,0.0451479280198608,1,0.999999999999994
0.000908118686802691,0.0427571304835381,1,0.999999999999996
0.000895912796158851,0.0275193913650862,1,0.999999999999993
0.000815379811918323,0.0223850420013554,1,6.49480469405717e-15
0.00088946708887875,0.0434061322581801,1,2.16493489801906e-15
0.00086635558975971,0.167347953912382,1,9.32587340685131e-15
0.000887856395258709,0.0601785238087001,1,6.88338275267597e-15
0.000783576990281685,0.0643141466232042,1,0.99999999999999
0.000839818357574861,0.0633790786339664,1,0.999999976778907
0.000901968941659528,0.0604875247186877,1,1.73749903353837e-14
0.000882763473784282,0.049644908943329,1,2.55351295663786e-15
0.000816906204801863,0.0284528738869366,1,1.23234755733392e-14
0.000892455650898011,0.0609710938850938,1,3.33066907387547e-15
0.000903841946205433,0.0348573065731899,1,8.77076189453874e-15
0.000839818357574861,0.0633790786339664,1,0.999999976778907
0.000796780133310714,0.0217137001653792,1,1.72084568816899e-15
0.000906750440952074,0.12681749143263,1,0.999999999999995
0.000885826194256725,0.0708043568138757,1,0.999999999999917
0.000886868433794077,0.830694329257499,1,5.27355936696949e-15
0.000792958124968683,0.0270291142688744,1,2.05391259555654e-15
0.000875191711148719,0.121960137927608,1,6.77236045021345e-15
0.000887950525688458,0.0579586999855398,1,1.88737914186277e-15
0.000839818357574861,0.0633790786339664,1,0.999999976778907
0.000826376358639578,0.0176795960442395,1,0.99999999999999
0.000839818357574861,0.0633790786339664,1,0.999999976778907
0.000861996888578726,0.0611505945269128,1,0.999999999999996
0.000912645746824176,0.0460951983180498,1,0.999999999999988
0.00083523638804142,0.0272186279061088,1,2.16493489801906e-15
0.000876692821275014,0.122215742860302,1,0.999999999999994
0.000903031817490138,0.0371957928601773,1,3.33066907387547e-15
0.000906664147286039,0.0608725679949451,1,4.10782519111308e-15
0.000812921645000227,0.0570632508048059,1,2.38697950294409e-15
0.00084413596220643,0.128602878666021,1,0.999999999999963
0.000883769503524086,0.08350971233524,1,3.61932706027801e-14
0.000909450177553156,0.0618459280334323,1,0.999999999999997
0.000799101133087816,0.0578697455327124,1,0.999999999999973
0.00090949603601493,0.0241264070394058,1,0.999999999999976
