V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122
4.04218312605893,3.73436208535272,3.91742933480215,3.87219456831445,2.95412738571183,4.74661368913765,3.42105772853025,5.23445288983654,3.99331639941007,3.74929184400741,3.71188017422237,4.08112055284316,3.68711292142689,3.63008637205386,4.16188017422237,3.85591539912836,4.25373695419432,3.80403601030286,4.04234191250703,4.11827162087633,3.02710893295726,4.50105772853025,3.575162513704,4.2174680971173,3.43844154484175,3.31412738571183,4.26112055284316,3.58631602762761,3.99931771853765,3.74404969411835,4.44931771853765,4.17342770760964,4.39718905909621,3.90342770760963,3.76903726980084,3.83404969411835,3.05017444287351,4.97252735904448,3.47404969411835,4.20178740482345,3.95094125937466,3.68879614900928,3.96219456831445,4.02827162087632,3.52546169038697,3.66578543998901,4.4991767039332,3.94412738571183,4.3074680971173,3.71501954276992,3.86988764336571,3.76232253093473,3.14779039795691,4.51793376554701,3.45342770760963,4.46404969411835,4.04879614900928,3.50761597443271,4.11661368913765,3.56710893295726,3.74710893295726,3.77094125937466,4.2233298868524,4.01710893295726,14.1659895372369,11.752014176784,14.6784173827955,13.9905114259509,9.98224569145234,12.2882651606465,12.7824359774335,11.0407827996849,7.85335215271721,14.0105114259509,7.81720091430199,11.997903485341,13.1895630238701,8.2081996172983,11.9430459579647,13.6733244794429,11.2759626354161,10.4929786153775,11.7659626354161,10.2298722602678,11.479376163445,12.739376163445,14.267903485341,9.66531910163232,11.40996001096,12.7881689413091,9.84694440090455,11.729346281689,14.3534337841443,14.6330459579647,12.9951626330218,15.0530459579647,14.411612097052,11.3674053071003,12.0095630238701,12.9627804820296,10.8331955568861,8.60500466647759,14.1159673989393,9.8005114259509,11.9195380748678,13.9836217448224,8.29278048202964,10.6891827559318,13.7269444009046,11.4335345768152,9.88934628168901,11.9235345768152,10.5281689413091,10.3171460755489,11.7801693315646,14.267903485341,10.9730459579647,12.0932596764837,12.9228015415249,9.74987226026777,12.6893169270324,14.4467359755231
3.75543311919363,5.04468967274505,3.92354648517426,4.78445288983654,4.35112055284316,4.72742933480215,3.845162513704,4.31988764336571,3.95761597443271,4.09436208535272,4.2233298868524,3.65354648517426,4.37404969411835,4.58094125937466,3.59218312605893,4.34252735904448,4.12631602762761,4.68301305364148,4.41187689351964,4.17430164561854,3.82436208535272,4.81740648357793,3.59017444287351,4.04779039795691,4.13879614900928,4.07501954276992,4.16501954276992,4.01971741799786,4.18436208535272,4.58094125937466,4.05105772853025,4.08430164561854,4.49988764336571,4.37354648517426,4.49234191250703,4.19929184400741,4.14301305364148,4.46404969411835,3.8691767039332,3.98403601030286,3.67591539912836,4.21232253093473,4.76234191250703,3.65354648517426,4.64525065479665,4.76820364416635,3.70546169038697,4.269587053186,3.75543311919363,5.32445288983654,4.41187689351964,3.8633298868524,3.61546169038697,3.97844154484175,4.09740648357793,4.29661368913765,4.12903726980084,4.12718905909621,4.41219456831445,3.71403601030286,4.32105772853025,4.49779039795691,3.92354648517426,3.71188017422237,12.8305114259509,9.99343378414435,12.121612097052,13.5619234893877,10.9184173827955,10.5832596764837,14.1813624032105,14.7230459579647,11.9505114259509,14.0333244794429,14.9450312863803,11.1650046664776,12.7681689413091,14.4636217448224,11.4522456914523,11.9413624032105,10.9427804820296,10.6786694082735,10.3927804820296,14.9730459579647,8.10720091430199,9.77953807486775,13.3284173827955,10.7767854103435,9.50670962858668,10.3667854103435,11.8290846606824,10.1059673989393,10.8867096285867,13.1661667835515,9.47421641908637,13.169376163445,14.9774053071003,10.6634337841443,10.6629786153775,13.8067359755232,14.3695355997322,11.85996001096,15.0530459579647,14.3833244794429,10.4133521527172,12.172014176784,14.3433521527172,11.5593169270324,11.8019234893877,10.8581996172983,11.5890846606824,10.5067096285867,14.6807827996849,10.6001693315646,9.87673597552315,12.1695630238701,10.2082651606465,10.3493169270324,10.5329786153775,10.1681996172983,10.0005114259509,11.2595380748678
3.98353614099518,3.1149413955267,4.05301305364148,4.45740648357793,4.09460107951053,4.10971741799786,4.449587053186,4.79252735904448,3.92710893295726,3.8633298868524,3.71373695419432,3.97793376554701,3.80353614099518,3.26373695419432,4.08931771853765,4.40094125937466,4.13988764336571,3.80353614099518,3.67412738571183,4.29661368913765,3.63931771853765,3.86779039795691,3.89501954276992,4.30232253093473,4.37525065479664,4.19929184400741,3.86017444287351,4.08931771853765,3.62403601030286,3.67903726980084,4.29827162087633,4.65827162087633,3.67412738571183,4.23468967274505,3.88793376554701,3.99008637205386,3.63331639941007,4.04879614900928,3.76591539912836,4.55971741799786,4.28971741799786,4.40234191250703,4.05809529775718,3.82436208535272,4.09740648357793,3.50761597443271,4.08331639941007,4.13711292142689,4.3805181329399,3.8691767039332,3.90342770760963,3.4749413955267,3.41017444287351,3.58591539912836,3.76591539912836,3.88844154484175,4.08342770760963,3.82436208535272,4.05809529775718,4.115162513704,3.59017444287351,3.85469547398703,4.19929184400741,4.68187689351964,11.6781689413091,10.6067854103435,9.91996001096,11.9263026689638,11.7959580040568,10.2081689413091,11.4881996172983,12.8136217448224,9.51243597743346,12.1667854103435,13.8627804820296,14.0963026689638,11.752014176784,13.9327804820296,14.7159895372369,9.39335215271721,12.8601693315646,13.3181689413091,8.15720091430199,8.07953807486775,14.6032596764837,10.4931955568861,5.93827129394054,13.8661667835515,8.81325967648375,10.8227804820296,13.6867096285867,11.027485682323,10.5131955568861,11.517485682323,11.1293169270324,10.3171460755489,11.907903485341,14.5522456914523,12.0874053071003,11.569346281689,12.627485682323,9.45201417678397,11.5991827559318,11.807200914302,14.1804022335202,12.0933244794429,12.0259580040568,14.0342164190864,9.48816894130908,12.419346281689,13.311612097052,10.561612097052,8.17630266896376,14.6829786153775,10.0269444009046,11.6933521527172,14.2559895372369,8.64816894130908,11.3134337841443,13.569346281689,11.6822456914523,12.1274053071003
4.13779039795691,4.1391767039332,3.86779039795691,3.77761597443271,3.76718905909621,4.72460107951053,4.10929184400741,4.46525065479665,4.87445288983654,3.42809529775718,5.04468967274505,3.59094125937466,4.4091767039332,3.27931771853765,4.29578543998901,4.27460107951053,4.13779039795691,4.40234191250703,4.39078243743092,4.60445288983654,4.23187689351964,4.46525065479665,4.23187689351964,4.38661368913765,4.03232253093473,3.22697447175958,4.37354648517426,4.03078243743092,4.44430164561854,3.01436208535272,4.18436208535272,3.67232253093473,4.31879614900928,4.19971741799786,3.98353614099518,4.02661368913765,3.74354648517426,3.5649413955267,3.80403601030286,4.31879614900928,3.84178740482345,3.36342770760963,4.49761597443271,3.51105772853025,4.70252735904448,3.02354648517426,4.03591539912836,4.09740648357793,3.89373695419432,4.04094125937466,3.81008637205386,4.17112055284316,4.19525065479665,3.94412738571183,4.3805181329399,4.13761597443271,4.03232253093473,3.38404969411835,4.37354648517426,3.6891767039332,4.12697447175958,3.59234191250703,4.65827162087633,3.87301305364148,10.8267854103435,14.6719234893877,11.1193169270324,9.40670962858668,13.0695380748678,11.2993169270324,9.65616678355154,10.281612097052,11.2551626330218,10.6729786153775,13.0074053071003,12.662014176784,10.2484173827955,12.7313624032105,13.3263026689638,11.1850046664776,11.6390846606824,14.2251626330218,13.5305114259509,11.8882651606465,14.2881689413091,14.0953191016323,11.1551626330218,13.0750312863803,14.5259626354161,10.1895630238701,11.0398722602678,10.9142164190864,10.5963026689638,11.789376163445,13.6724359774335,10.4233521527172,9.28934628168901,12.5105114259509,10.2082651606465,9.95790348534098,10.5163026689638,10.6081689413091,10.8184173827955,10.532014176784,12.9359673989393,9.32243597743346,11.8733244794429,13.3263026689638,10.7931955568861,10.5528015415249,13.0353191016323,14.6150046664776,12.5432596764837,12.0259580040568,14.1024359774335,10.9807827996849,12.4698722602678,13.91996001096,10.599346281689,11.9393169270324,11.7619234893877,10.5332596764837
3.38354648517426,3.7733298868524,3.95820364416635,4.19525065479665,4.03469547398703,4.25403601030286,4.25353614099518,4.84469547398703,4.025162513704,3.47354648517426,3.67631602762761,2.94178740482345,4.655162513704,3.59879614900928,4.46404969411835,4.31234191250703,3.07844154484175,3.76697447175958,4.08112055284316,4.41468967274505,3.44373695419432,4.21718905909621,4.26331639941007,4.73929184400741,4.15,3.59779039795691,3.9591767039332,3.24219456831445,4.31711292142688,2.98844154484175,4.88252735904448,4.39078243743092,3.56404969411835,4.13820364416635,3.97,3.43844154484175,4.05187689351964,4.31779039795691,3.94412738571183,4.94234191250703,4.27740648357793,3.5033298868524,3.43546169038697,3.38971741799786,4.49761597443271,3.51809529775718,4.40779039795691,3.74710893295726,3.51105772853025,4.21469547398703,3.86879614900928,3.86761597443271,3.21543311919363,4.26008637205386,4.03697447175958,4.3074680971173,4.69445288983654,3.25546169038697,3.95879614900928,3.12578543998901,4.49761597443271,3.94078243743092,4.40761597443271,3.86761597443271,10.1281996172983,7.59278048202964,15.0851626330218,9.63201417678397,11.9234337841443,13.6598722602678,8.15918275593177,11.3432596764837,13.6298722602678,11.4531955568861,10.3267854103435,12.0684173827955,11.569376163445,10.5728015415249,11.7859626354161,14.7051626330218,10.7022456914523,12.0101693315646,12.26996001096,10.0481689413091,11.7659673989393,14.427903485341,13.6669444009046,12.4834337841443,14.497903485341,13.9909800311445,9.87841738279549,13.5430459579647,12.722014176784,9.79956302387011,8.03596263541605,14.6663026689638,10.1071460755489,12.829376163445,14.0934337841443,10.5274053071003,10.8227804820296,15.1490846606824,8.77720091430199,10.1271460755489,11.9886694082735,10.9919234893877,10.9107827996849,11.9959895372369,14.3559895372369,9.68996001096,12.3184173827955,12.2453191016323,10.4595355997322,13.129376163445,14.1261667835515,13.4405114259509,11.9081996172983,14.6784173827955,14.2169444009046,9.73297861537752,12.9432596764837,14.0830459579647
4.62112055284316,4.21718905909621,4.18740648357793,4.63742933480215,4.15546169038697,4.31820364416635,4.11661368913765,4.07501954276992,4.74661368913765,4.49234191250703,4.24,3.67591539912836,4.67820364416635,4.01525065479665,3.94631602762761,4.01404969411835,4.32809529775718,4.16501954276992,3.67697447175958,4.18436208535272,4.655162513704,4.10404969411835,3.7733298868524,4.56827162087633,4.74661368913765,4.45740648357793,4.115162513704,4.1391767039332,4.77187689351964,4.13234191250703,4.14809529775718,3.95761597443271,4.75078243743092,4.71112055284316,3.59711292142689,4.68187689351964,4.50105772853025,3.70546169038697,4.45460107951053,4.385162513704,4.59809529775718,3.61844154484175,3.48543311919363,4.48078243743092,4.565162513704,3.87301305364148,4.5605181329399,3.85697447175958,4.70252735904448,4.16188017422237,3.935162513704,3.97546169038697,5.04468967274505,4.49234191250703,4.05301305364148,4.67234191250703,4.89112055284316,3.89188017422237,3.93578543998901,4.22820364416635,4.81740648357793,3.58631602762761,4.17331639941007,4.12903726980084,13.8371460755489,12.2571460755489,14.5986694082735,14.279346281689,10.0809800311445,13.1795355997322,15.2030459579647,10.362014176784,11.2461667835515,11.5267359755231,10.5028015415249,10.4933244794429,14.5204022335202,10.0905114259509,10.2951626330218,13.0259626354161,10.4567096285867,9.54694440090455,10.2881689413091,10.1805114259509,10.7404022335202,10.8733244794429,12.8742164190864,9.4181996172983,9.71720091430199,12.7759673989393,10.6159626354161,9.92918275593177,13.0353191016323,13.43996001096,12.0798722602678,14.5950312863803,14.6636217448224,10.4133521527172,12.7936217448224,14.7359895372369,10.951612097052,10.979346281689,11.2033521527172,10.4995380748678,10.3209800311445,14.0069444009046,11.2830459579647,10.1422456914523,12.579346281689,10.537485682323,11.6274053071003,9.8609800311445,10.012014176784,10.7386694082735,11.6007827996849,13.3459626354161,9.99343378414435,11.8059673989393,10.8359580040568,8.11720091430199,10.0342164190864,14.2350046664776
3.67591539912836,3.86017444287351,4.48078243743092,3.4974680971173,3.74971741799786,3.85631602762761,4.11178740482345,4.27740648357793,3.95820364416635,3.58591539912836,4.31820364416635,3.4133298868524,4.04879614900928,4.44112055284316,4.2233298868524,3.61844154484175,4.48078243743092,3.76412738571183,4.04094125937466,3.86879614900928,3.40697447175958,4.12903726980084,4.35342770760963,3.2949413955267,3.87301305364148,3.66178740482345,4.03232253093473,3.63331639941007,3.76631602762761,4.39469547398703,4.6,3.98403601030286,3.86017444287351,4.1391767039332,4.19929184400741,3.53501954276992,3.63931771853765,4.54460107951053,4.18436208535272,3.96219456831445,3.62403601030286,3.88793376554701,3.84178740482345,3.63931771853765,4.15,3.70546169038697,4.90460107951053,4.08342770760963,4.35112055284316,3.75178740482345,3.95761597443271,4.05187689351964,3.48578543998901,3.85697447175958,4.4991767039332,3.81008637205386,4.09740648357793,3.85232253093473,3.89188017422237,3.40718905909621,4.20827162087633,3.61844154484175,4.26008637205386,4.13094125937466,12.4659673989393,10.6951626330218,11.9933521527172,14.6295355997322,14.4693169270324,12.0259673989393,14.9450046664776,15.0750046664776,9.0609800311445,12.2353191016323,13.6304022335202,11.1693169270324,8.25503128638029,14.6667359755231,7.81720091430199,11.4898722602678,14.2704022335202,8.78343378414435,11.6419234893877,13.5442164190864,10.7605114259509,9.71243597743346,11.319346281689,10.6595380748678,9.90243597743346,11.7801693315646,13.53996001096,10.6719234893877,12.2386694082735,13.0986694082735,11.2690846606824,12.2228015415249,13.8959673989393,13.3782651606465,11.82996001096,13.5195630238701,14.8084173827955,9.23332447944291,12.2882651606465,12.9627804820296,11.3330459579647,8.44224569145234,14.0542164190864,10.0269444009046,13.0090846606824,13.8661667835515,8.2209800311445,11.6722456914523,14.5313624032105,10.8659673989393,10.8513624032105,12.1419234893877,10.4361667835515,10.6663026689638,11.1553191016323,14.1934337841443,10.5059895372369,11.6867096285867
3.87468967274505,4.59809529775718,3.67903726980084,4.77468967274505,3.15105772853025,4.31761597443271,3.72342770760963,4.14105772853025,4.19929184400741,3.2949413955267,4.04988764336571,4.23187689351964,4.23809529775718,4.23187689351964,4.3191767039332,4.06793376554701,3.66827162087633,4.53342770760963,3.16546169038697,3.77218312605893,3.04631602762761,4.68187689351964,3.56354648517426,3.85591539912836,4.32187689351964,4.15,3.77779039795691,4.10929184400741,4.37971741799786,3.96219456831445,4.37929184400741,4.14809529775718,3.49903726980084,4.4033298868524,3.54342770760963,4.22779039795691,3.04631602762761,4.6,4.16252735904448,4.25353614099518,4.29827162087633,4.18742933480215,4.04820364416635,4.45460107951053,4.40988764336571,4.45460107951053,4.12232253093473,4.13094125937466,3.91460107951053,4.4033298868524,3.44403601030286,4.44430164561854,3.41820364416635,4.6,3.5933298868524,4.50187689351964,4.29827162087633,3.39543311919363,3.9591767039332,3.66178740482345,3.79546169038697,4.10929184400741,4.3191767039332,3.8574680971173,9.98987226026777,10.3098722602678,10.7350312863803,11.7850046664776,12.8309800311445,9.4309800311445,11.3595630238701,14.9774053071003,10.1442164190864,9.9909800311445,13.787903485341,13.6598722602678,12.6063026689638,11.877200914302,16.5174053071003,10.6428015415249,12.3281996172983,14.6663026689638,11.4522456914523,11.2171460755489,11.3859626354161,10.6129786153775,10.3081996172983,14.1133521527172,10.2198722602678,10.1119234893877,12.8433521527172,10.7767854103435,9.49332447944291,10.3701693315646,10.601612097052,10.6729786153775,11.7313624032105,13.3367854103435,10.1559895372369,12.4404022335202,12.5624359774335,10.9184173827955,4.56827129394054,13.9895355997322,13.951612097052,12.0798722602678,13.9898722602678,14.2109800311445,10.8186694082735,12.6471460755489,14.9322456914523,10.4224359774335,11.3636217448224,11.5959895372369,10.8622456914523,10.741612097052,14.2959626354161,11.1213624032105,9.2205114259509,12.9636217448224,11.1095355997322,9.88280154152489
3.47710893295726,3.96301305364148,2.86591539912836,4.78,3.7,4.38578543998901,3.81008637205386,3.68879614900928,3.98353614099518,4.08112055284316,3.90342770760963,4.03469547398703,4.21718905909621,4.96445288983654,4.25373695419432,3.98353614099518,3.5033298868524,4.04988764336571,3.26353614099518,4.31711292142688,3.40232253093473,4.85234191250703,3.80403601030286,3.40697447175958,3.80403601030286,3.95820364416635,3.39543311919363,4.089587053186,4.31761597443271,4.50187689351964,4.36436208535272,4.13988764336571,3.49697447175958,4.02661368913765,3.23094125937466,5.08460107951053,3.3233298868524,4.2174680971173,4.20827162087633,3.40631602762761,3.92404969411835,3.95820364416635,4.20827162087633,3.81331639941007,4.19354648517426,4.58234191250703,4.34188017422237,4.10929184400741,3.72931771853765,3.75578543998901,3.54112055284316,4.67879614900928,3.41761597443271,4.2174680971173,4.31234191250703,3.75661368913765,3.80403601030286,3.87301305364148,3.77017444287351,4.05187689351964,4.2233298868524,4.72460107951053,4.97252735904448,4.31234191250703,11.3134337841443,14.1567359755231,10.8327804820296,10.5459895372369,11.1424359774335,10.8404022335202,10.0105114259509,5.84827129394054,14.3559895372369,9.96670962858668,11.8361667835515,14.0090846606824,9.68934628168901,12.2234337841443,14.4629786153775,14.0028015415249,12.0498722602678,13.7982651606465,14.2971460755489,9.79503128638029,12.3942164190864,7.46827129394054,11.2151626330218,8.19353457681516,14.6663026689638,10.5404022335202,11.9234337841443,13.362014176784,9.11192348938774,13.0574053071003,14.1931955568861,11.4335345768152,9.86421641908637,12.3350046664776,10.521612097052,10.6663026689638,5.84827129394054,13.2895630238701,9.68996001096,12.137903485341,13.0335345768152,9.6205114259509,12.3986694082735,13.8627804820296,14.1750312863803,10.0859580040568,13.7524359774335,14.7304022335202,9.98224569145234,12.3942164190864,12.79996001096,10.209346281689,7.62596739893934,14.6829786153775,10.7222456914523,11.2982651606465,13.43996001096,7.87956302387011
4.49234191250703,4.01404969411835,4.08331639941007,4.30718905909621,3.59017444287351,4.26430164561854,4.40234191250703,4.22761597443271,4.48903726980084,4.04988764336571,4.03591539912836,4.04218312605893,4.39469547398703,3.84578543998901,4.32809529775718,4.04218312605893,3.4749413955267,3.75178740482345,3.94232253093473,4.81740648357793,3.48178740482345,4.44112055284316,3.85718905909621,4.07188017422237,4.475162513704,4.01971741799786,4.65827162087633,4.53342770760963,3.94718905909621,3.58591539912836,4.46971741799786,5.04468967274505,4.03232253093473,3.90008637205386,4.13879614900928,4.30697447175958,3.67232253093473,4.03232253093473,4.12903726980084,3.77218312605893,4.12412738571183,3.67697447175958,4.43353614099518,4.55404969411835,3.57543311919363,4.15,4.67234191250703,4.78,3.89501954276992,3.52844154484175,4.54460107951053,4.9205181329399,3.97,4.39469547398703,4.20661368913765,4.22761597443271,4.33793376554701,3.53373695419432,4.11178740482345,4.61353614099518,3.59218312605893,3.96219456831445,5.05445288983654,4.81742933480215,10.362014176784,11.3636217448224,11.3767854103435,4.51827129394054,10.587485682323,14.2867854103435,9.92201417678397,9.89353457681516,13.3284173827955,10.691612097052,9.91325967648375,10.7607827996849,8.19720091430199,10.3361667835515,11.6007827996849,12.8742164190864,9.26201417678397,12.7313624032105,13.4050312863803,10.8386694082735,10.2169444009046,13.05996001096,14.2231955568861,10.1159580040568,13.7982651606465,14.631612097052,10.347485682323,12.8995380748678,14.8284173827955,11.1863026689638,11.0159673989393,11.5959895372369,9.9405114259509,10.3081996172983,13.849346281689,9.98243597743346,9.67362174482239,12.777485682323,11.3550046664776,9.83016933156461,9.76996001096,11.0195355997322,10.069346281689,11.2634337841443,12.8181996172983,9.0895630238701,12.2067854103435,10.8359580040568,10.1442164190864,11.6390846606824,13.4833521527172,14.2704022335202,9.96720091430199,14.3667854103435,14.7695380748678,10.3871460755489,12.8995380748678,14.647903485341
