"","Date","Source","Sink","Pipe","Net"
"33",2001-05-27,-1878906265.62505,399874329.347181,262344532.734701,2278780594.97223
"34",2001-05-28,-1859098481.00305,398504152.612516,274679702.789243,2257602633.61557
"35",2001-05-29,-1634484607.27742,397093344.609793,276488458.372357,2031577951.88722
"36",2001-05-30,-1404104532.31236,395528568.556848,285295321.282304,1799633100.86921
"37",2001-05-31,-1308925183.62469,394053577.072592,299455665.151675,1702978760.69728
"38",2001-06-01,-1205753190.75115,392577961.460688,310522196.364251,1598331152.21184
"39",2001-06-02,-1129960206.93791,391076267.324374,326699236.177815,1521036474.26229
"40",2001-06-03,-1058301095.03595,389591874.804762,341599450.806371,1447892969.84071
"41",2001-06-04,-957168715.925126,388111488.625506,350693279.174436,1345280204.55063
"42",2001-06-05,-862540714.980075,386779031.9539,358614663.02371,1249319746.93398
"43",2001-06-06,-784169244.168014,385547028.788033,375349674.612766,1169716272.95605
"44",2001-06-07,-726295693.919974,384329040.541096,387574625.396801,1110624734.46107
"45",2001-06-08,-541112403.656237,383094607.45626,414503694.572646,924207011.112497
"46",2001-06-09,-452829984.360773,381819448.719769,426317388.372822,834649433.080542
"47",2001-06-10,-368828851.179297,380519598.759111,436453799.656895,749348449.938409
"48",2001-06-11,-291260374.030658,379190432.402477,447438078.303517,670450806.433135
"49",2001-06-12,-211562267.558578,377834167.540191,456934904.775597,589396435.098769
"50",2001-06-13,-40363605.2386594,376435964.953635,473009723.759895,416799570.192294
"51",2001-06-14,128677579.689199,374928595.354161,489095732.262974,246251015.664962
"52",2001-06-15,77854914.8901882,373316200.406727,488651669.667811,295461285.516538
"53",2001-06-16,15549844.4811267,371807392.502998,488014731.782271,356257548.021871
"54",2001-06-17,-19876480.3192782,370399331.193196,485489533.489278,390275811.512475
"55",2001-06-18,-69340618.6830435,369088530.523443,484689827.254118,438429149.206486
"56",2001-06-19,-70843349.3687304,367874311.886269,487971545.928531,438717661.255
"57",2001-06-20,-107169833.028851,366709684.179669,485350000.443218,473879517.20852
"58",2001-06-21,-65059775.3949877,365584994.259701,489673604.622631,430644769.654689
"59",2001-06-22,-112056565.781434,364509578.037369,492093806.236184,476566143.818802
"60",2001-06-23,-75821663.540076,363464991.848577,495455110.922606,439286655.388653
"61",2001-06-24,-78395363.4533057,362467435.65236,499497396.855375,440862799.105666
"62",2001-06-25,-79106997.7948009,361516244.609901,502654171.234792,440623242.404702
"63",2001-06-26,-79391616.6067104,360608955.342928,505154439.465158,440000571.949638
"64",2001-06-27,-41596443.5333892,359744448.245501,489671193.320952,401340891.77889
"65",2001-06-28,-36181991.341494,358888987.275927,490143623.426642,395070978.617421
"66",2001-06-29,-43612385.023849,358070302.412676,496395500.152733,401682687.436525
"67",2001-06-30,-271783238.933588,357298889.798154,500617248.481533,629082128.731742
"68",2001-07-01,-45048393.4985142,356569263.824962,503940395.292708,401617657.323476
"69",2001-07-02,-54546275.1520848,355878380.3142,506302641.639137,410424655.466285
"70",2001-07-03,-48753181.3526722,355211211.936467,506945935.231609,403964393.289139
"71",2001-07-04,-51533216.932216,354576928.264599,511589765.113328,406110145.196815
"72",2001-07-05,-55798006.0533476,353982420.720509,516503490.344655,409780426.773857
"73",2001-07-06,-54498470.0214257,353428324.087686,519398068.814888,407926794.109111
"74",2001-07-07,-50392524.04819,352908971.09679,521111544.478511,403301495.14498
"75",2001-07-08,-48368572.6351256,352421263.454381,523396207.97174,400789836.089506
"76",2001-07-09,-138920553.328173,351966509.08768,527614928.85772,490887062.415853
"77",2001-07-10,-50089650.5495212,351546981.069773,531687073.794644,401636631.619294
"78",2001-07-11,-168096630.414547,351161410.776235,536215083.718713,519258041.190782
"79",2001-07-12,123612848.753358,350811178.484318,556442714.888834,227198329.730961
"80",2001-07-13,313908304.901422,350096706.678181,578390414.658059,36188401.776759
"81",2001-07-14,169733115.562037,349230289.355123,565452709.228953,179497173.793087
"82",2001-07-15,-57561214.9322133,348582156.287796,551116406.07515,406143371.220009
"83",2001-07-16,-292983616.030944,348145620.763751,566558006.859479,641129236.794696
"84",2001-07-17,-187086160.718757,348001313.434178,544448101.68109,535087474.152935
"85",2001-07-18,-174574031.263722,347785824.46835,551589931.326872,522359855.732072
"86",2001-07-19,-154294037.824277,347586830.393035,558849380.664466,501880868.217312
"87",2001-07-20,-147767585.082952,347403154.141659,561679388.008446,495170739.22461
"88",2001-07-21,-89471674.4054872,347223574.539868,555597218.685911,436695248.945355
"89",2001-07-22,-76168267.305231,347013857.390719,560728926.061362,423182124.69595
"90",2001-07-23,-58999287.6891034,346814896.717206,569089694.564098,405814184.40631
"91",2001-07-24,-56240159.3769753,346635312.121676,580871803.283862,402875471.498651
"92",2001-07-25,-31067320.2579166,346481607.132465,583944373.211849,377548927.390382
"93",2001-07-26,-12227717.9673524,346333227.250408,589797791.563452,358560945.217761
"94",2001-07-27,2127074.37623191,346195798.810976,597124284.041462,344068724.434744
"95",2001-07-28,22554338.3971546,346073240.004968,602416067.061839,323518901.607814
"96",2001-07-29,40013107.8149416,345959844.291918,608571781.106018,305946736.476976
"97",2001-07-30,56921716.2550242,345858203.740503,615443670.531508,288936487.485479
"98",2001-07-31,62110276.3703431,345768617.114399,621057318.646827,283658340.744056
"99",2001-08-01,85360780.7978407,345676308.119361,625159927.120906,260315527.32152
"100",2001-08-02,103746792.185245,345590258.988541,631074728.288199,241843466.803297
"101",2001-08-03,108985812.721099,345514813.704878,638983678.979267,236529000.983779
"102",2001-08-04,103187456.840379,345452459.370715,641778224.240887,242265002.530336
"103",2001-08-05,160916283.213299,345394756.40484,647230625.324763,184478473.191541
"104",2001-08-06,183856084.43302,345345509.016397,652566073.375133,161489424.583377
"105",2001-08-07,203576866.570606,345305411.894032,658302836.98363,141728545.323426
"106",2001-08-08,87522544.1417475,345274165.274114,665608885.155907,257751621.132366
"107",2001-08-09,260490926.532386,345254882.745283,643781777.737161,84763956.2128978
"108",2001-08-10,333496286.033915,345203630.57786,620961409.23869,11707344.5439441
"109",2001-08-11,380618168.779065,345108549.497164,589704252.192386,-35509619.2819008
"110",2001-08-12,442519187.184453,344976482.95021,568985343.221796,-97542704.2342425
"111",2001-08-13,421243673.345279,344826344.685667,596365292.788661,-76417328.659612
"112",2001-08-14,-13650227.7744523,344721034.630848,617864351.66893,358371262.4053
"113",2001-08-15,256538423.367759,345044391.303842,639584845.56728,88505967.9360838
"114",2001-08-16,207940186.262292,344913682.64791,636580223.844011,136973496.385618
"115",2001-08-17,400888757.809324,344769643.83536,553054331.391042,-56119113.9739634
"116",2001-08-18,496312910.411349,344490717.516368,503435787.018846,-151822192.894981
"117",2001-08-19,507027096.251426,343913278.082226,478298692.858923,-163113818.1692
"118",2001-08-20,447787667.41365,343302573.723039,504434760.971679,-104485093.690611
"119",2001-08-21,436781074.423694,342764350.15934,505346730.967679,-94016724.2643541
"120",2001-08-22,426209823.185676,342036011.394174,504526583.729661,-84173811.7915029
"121",2001-08-23,395086689.514968,341332731.015621,503638030.011811,-53753958.4993463
"122",2001-08-24,395241191.432593,340504889.993348,507757443.568407,-54736301.439244
"123",2001-08-25,426520024.465845,339514241.241027,490760432.91316,-87005783.2248183
"124",2001-08-26,324844679.612545,338498837.611571,503495808.05986,13654157.9990261
"125",2001-08-27,111244054.55666,337556474.685091,541783456.154004,226312420.128431
"126",2001-08-28,178347961.295798,336567179.847952,530137016.529225,158219218.552153
"127",2001-08-29,470323960.017452,335572202.330281,463710951.250879,-134751757.68717
"128",2001-08-30,425826782.50458,334367593.786305,472126918.992077,-91459188.7182749
"129",2001-08-31,361927054.038261,333019547.404673,478058054.525757,-28907506.6335883
"130",2001-09-01,252607761.538756,331732308.97853,493206128.678069,79124547.4397743
"131",2001-09-02,254786652.291587,330547255.968311,498408395.790249,75760603.676724
"132",2001-09-03,355226902.450688,329211943.492949,472611032.118054,-26014958.9577397
"133",2001-09-04,408568857.156336,327801905.806865,455755394.893111,-80766951.3494703
"134",2001-09-05,376426639.995824,326353815.149243,467281176.573596,-50072824.8465809
"135",2001-09-06,274986852.595716,324788344.512286,478599996.692014,49801491.9165698
"136",2001-09-07,243205756.323429,323329448.958829,480700852.419727,80123692.6354
"137",2001-09-08,19088479.3914194,321924090.977166,483020239.037966,302835611.585747
"138",2001-09-09,164315998.174655,320365983.6759,478539693.821201,156049985.501244
"139",2001-09-10,-70827969.126649,318825082.344572,513375806.393276,389653051.471221
"140",2001-09-11,-158733848.220539,317426488.244707,534562270.117878,476160336.465246
"141",2001-09-12,-284243632.068438,316005741.143412,549167366.269979,600249373.21185
"142",2001-09-13,-257002937.304324,314732571.809241,536232959.420384,571735509.113565
"143",2001-09-14,264533967.48115,313438546.992337,466630987.846324,48904579.511187
"144",2001-09-15,308904987.288152,311490589.92632,454891396.966073,2585602.63816786
"145",2001-09-16,316669511.758444,309524447.391394,452527025.436364,-7145064.36704999
"146",2001-09-17,-29793924.5655376,307589278.123058,497245764.256859,337383202.688596
"147",2001-09-18,357682079.235216,305847429.28669,509681128.057612,-51834649.9485266
"148",2001-09-19,89101770.4459072,303762130.996324,566127028.340462,214660360.550416
"149",2001-09-20,361534698.030069,301862694.93123,499194190.362637,-59672003.0988389
"150",2001-09-21,160937770.237357,299640157.474115,563535438.569924,138702387.236758
"151",2001-09-22,201209106.287809,297631021.241163,555038226.782167,96421914.9533548
"152",2001-09-23,248336404.231089,295641263.195558,548120119.902637,47304858.9644693
"153",2001-09-24,93559292.6669244,293486066.464657,596996662.003739,199926773.797732
"154",2001-09-25,89074044.3487461,291506211.638789,598031509.685561,202432167.290043
"155",2001-09-26,70287489.6206788,289571894.053265,604162756.428218,219284404.432586
"156",2001-09-27,70873969.9596683,287506256.926049,598176194.155158,216632286.96638
"157",2001-09-28,58564192.2668896,285469184.487175,604651021.489383,226904992.220285
"158",2001-09-29,252586465.738089,283409767.946243,536935428.5277,30823302.2081546
"159",2001-09-30,337311937.318717,281025741.194247,501736132.108328,-56286196.1244696
"160",2001-10-01,56050025.4543442,278594863.301017,548159652.025181,222544837.846673
"161",2001-10-02,267001585.68257,276345514.68808,531359009.96436,9343929.00551015
"162",2001-10-03,421669145.910643,273912028.868412,472816014.712352,-147757117.042231
"163",2001-10-04,419177934.703116,271366735.190889,467887131.161329,-147811199.512227
"164",2001-10-05,115472743.909157,268862367.444765,575478955.886645,153389623.535608
"165",2001-10-06,57423372.3211628,266535173.13656,588898516.260246,209111800.815397
"166",2001-10-07,212089921.154566,264299217.09154,534466777.093649,52209295.9369735
"167",2001-10-08,109529122.113465,261952904.229152,565934764.44066,152423782.115687
"168",2001-10-09,133309030.631157,259568483.43691,556172016.958353,126259452.805753
"169",2001-10-10,147642656.6085,257206051.90005,538369282.890451,109563395.291549
"170",2001-10-11,102063871.829081,254844390.438851,562221285.744598,152780518.60977
"171",2001-10-12,106091378.774466,252424767.630879,562254216.689983,146333388.856413
"172",2001-10-13,18674312.9916722,250056785.611773,587958054.835224,231382472.620101
"173",2001-10-14,19537249.544163,247822133.88588,593597103.228892,228284884.341717
"174",2001-10-15,-6114186.20674396,245469809.81043,587763279.768316,251583996.017174
"175",2001-10-16,-27661032.9819667,243154902.711635,585771037.734206,270815935.693602
"176",2001-10-17,-24301275.1958051,240869373.254628,576458473.595522,265170648.450433
"177",2001-10-18,-73521657.5519001,238469791.707688,584771202.436234,311991449.259589
"178",2001-10-19,-94516161.6769522,236157724.366881,590768058.311182,330673886.043834
"179",2001-10-20,-313460347.780873,233914318.143723,650708113.337185,547374665.924596
"180",2001-10-21,-107669247.078436,231764236.788764,593000222.039622,339433483.8672
"181",2001-10-22,-373980019.568608,229443691.392704,662862055.863482,603423710.961312
"182",2001-10-23,-372216674.018001,227437173.64537,669962230.614532,599653847.663372
"183",2001-10-24,-304742981.856692,225314966.970433,642629205.390587,530057948.827125
"184",2001-10-25,-323087770.775688,223151825.630693,647958016.471591,546239596.406381
"185",2001-10-26,-380194892.453462,221052268.095669,658173572.962933,601247160.549131
"186",2001-10-27,-412433754.229518,219040785.870326,661894967.186876,631474540.099844
"187",2001-10-28,-188210342.384944,217083584.274508,602344121.164078,405293926.659452
"188",2001-10-29,-470607125.454589,214951798.507182,658139034.094433,685558923.961772
"189",2001-10-30,-450958228.530379,213071242.476823,639268287.168339,664029471.007202
"190",2001-10-31,-290220746.510778,211343771.1016,586986217.187941,501564517.612378
"191",2001-11-01,-294105988.053091,209455538.381021,619797045.366533,503561526.434112
"192",2001-11-02,-411052993.211882,207734748.438875,651359544.207741,618787741.650758
"193",2001-11-03,-411095899.769754,206166448.644959,647604497.712979,617262348.414712
"194",2001-11-04,-427984727.591404,204622092.11276,649092469.891329,632606819.704164
"195",2001-11-05,-396328972.61352,203113908.542592,639942806.987491,599442881.156112
"196",2001-11-06,-459069315.66794,201608131.336846,649415263.93307,660677447.004787
"197",2001-11-07,-422420436.617323,200167652.330762,642316026.85815,622588088.948086
"198",2001-11-08,-493718049.333058,198735631.252017,642950590.142416,692453680.585074
"199",2001-11-09,-387698705.918557,197334234.183641,632169778.876668,585032940.102198
"200",2001-11-10,-382467520.806718,195926497.725025,631319267.988508,578394018.531743
"201",2001-11-11,-392130464.001307,194543457.559897,623873129.782068,586673921.561203
"202",2001-11-12,-385809784.101326,193341405.5481,622747857.682049,579151189.649427
"203",2001-11-13,-411534575.074468,192158677.578797,625971715.665582,603693252.653265
"204",2001-11-14,-405204299.42068,191017260.401583,624863815.31937,596221559.822263
"205",2001-11-15,265526033.44815,189893913.923333,679877504.375466,-75632119.524817
"206",2001-11-16,194518690.159643,188152563.75418,671427217.086958,-6366126.40546337
"207",2001-11-17,120334129.355337,186513969.18172,659288755.552225,66179839.8263826
"208",2001-11-18,50251459.8181626,184969475.869414,651840038.015051,134718016.051252
"209",2001-11-19,-25506849.7048167,183523041.584778,642425902.683273,209029891.289595
"210",2001-11-20,-29983316.8491445,182168870.41679,643116907.538945,212152187.265934
"211",2001-11-21,-36950794.7548428,180846431.139462,639774546.57304,217797225.894305
"212",2001-11-22,13259864.981792,179547855.955039,613493782.309675,166287990.973247
"213",2001-11-23,-45330572.7144777,178225418.284849,637363936.116439,223555990.999327
"214",2001-11-24,-61617632.6964256,176982740.994486,631707316.311826,238600373.690911
"215",2001-11-25,-99826619.6468086,175917317.792079,627166330.945967,275743937.438888
"216",2001-11-26,-96971690.5897146,174867246.175144,629510780.003061,271838936.764859
"217",2001-11-27,-97500600.3282229,173846796.039492,626013771.503846,271347396.367715
"218",2001-11-28,-98477197.7121928,172842833.069261,622212882.993027,271320030.781454
"219",2001-11-29,-71301170.7264103,171854333.710757,622982045.978809,243155504.437167
"220",2001-11-30,-78955564.0555083,170890033.993028,620806565.123003,249845598.048536
"221",2001-12-01,-176258636.009119,169943880.824292,621150389.169392,346202516.833411
"222",2001-12-02,-92408242.3466239,169021114.732302,615846902.858837,261429357.078926
"223",2001-12-03,-102556146.340276,168108608.060061,616602006.865184,270664754.400337
"224",2001-12-04,-121005085.778809,167218742.494395,614826830.948052,288223828.273204
"225",2001-12-05,-61634598.6428829,166346265.292066,582987846.083979,227980863.934949
"226",2001-12-06,-104132144.822478,165423901.022793,612108638.848346,269556045.845271
"227",2001-12-07,-105498905.124066,164588534.791699,604130112.891803,270087439.915765
"228",2001-12-08,-129378115.355878,163968068.998794,603414782.800268,293346184.354671
"229",2001-12-09,-116675554.114395,163361038.050851,601936768.04175,280036592.165246
"230",2001-12-10,-120726135.788754,162765250.310422,598900841.359104,283491386.099176
"231",2001-12-11,-140931246.717337,162178063.330348,597385778.430521,303109310.047685
"232",2001-12-12,-166065750.714669,161622477.61666,593456100.42537,327688228.331329
"233",2001-12-13,-188116653.147158,161092629.14526,590385853.992881,349209282.292418
"234",2001-12-14,-202838731.522327,160589208.130802,584619816.746042,363427939.653129
"235",2001-12-15,-228465544.966439,160105509.885472,585406347.30193,388571054.851911
"236",2001-12-16,-255334557.626156,159657058.909113,582215827.029061,414991616.535269
"237",2001-12-17,-270346967.266928,159234097.086861,578959001.38829,429581064.353789
"238",2001-12-18,-193431141.133738,158834012.59307,585649935.275948,352265153.726808
"239",2001-12-19,-169769258.20262,158360808.40157,571180742.427425,328130066.60419
"240",2001-12-20,-199459748.115747,158011247.587727,576974663.854218,357470995.703475
"241",2001-12-21,-208559291.537121,157674250.094944,582334240.432844,366233541.632065
"242",2001-12-22,-111811363.066883,157346991.862365,551976921.355005,269158354.929248
"243",2001-12-23,-116294106.351758,156944072.888764,550287538.07013,273238179.240522
"244",2001-12-24,27995611.8639221,156537359.103148,486254290.107359,128541747.239226
"245",2001-12-25,116242086.28121,155982035.323639,449882172.524647,39739949.0424292
"246",2001-12-26,180391476.440223,155348982.975705,418502146.118752,-25042493.4645183
"247",2001-12-27,176630602.969764,154653408.231288,425108104.648293,-21977194.738476
"248",2001-12-28,-40362993.7964642,153982822.452578,529909157.160958,194345816.249043
"249",2001-12-29,-52267265.4349165,153549848.259989,536990725.522506,205817113.694906
"250",2001-12-30,133604885.048625,153133780.840272,442674923.345388,19528895.7916476
"251",2001-12-31,166589812.323906,152517148.608278,430476554.62067,-14072663.7156279
"252",2002-01-01,174877143.243355,151882865.140514,415906050.567926,-22994278.1028402
"253",2002-01-02,185419099.243633,151380386.476308,410470747.659499,-34038712.7673253
"254",2002-01-03,192044403.423721,150871272.253012,409155891.839587,-41173131.170709
"255",2002-01-04,192623019.292956,150365948.878236,406361211.360881,-42257070.4147191
"256",2002-01-05,199094646.481724,149859972.098101,405026598.54965,-49234674.3836227
"257",2002-01-06,187294670.593294,149357855.831138,407006253.21712,-37936814.7621556
"258",2002-01-07,196199191.44801,148863820.142758,406657782.071836,-47335371.305252
"259",2002-01-08,198872026.132103,148375659.853977,402916810.544767,-50496366.2781258
"260",2002-01-09,225133439.556023,147884315.892136,389299439.968688,-77249123.6638875
"261",2002-01-10,240647608.810078,147374354.320253,376952258.55968,-93273254.4898246
"262",2002-01-11,204851674.395075,146847118.020255,401847140.144677,-58004556.3748201
"263",2002-01-12,309633461.275059,146371513.281562,331575204.210974,-163261947.993497
"264",2002-01-13,319360807.50719,145777210.69313,326168726.443105,-173583596.81406
"265",2002-01-14,271345055.868489,145184283.023531,345957455.831891,-126160772.844958
"266",2002-01-15,139241566.046808,144780688.565519,369334414.01021,5539122.51871082
"267",2002-01-16,145457117.217741,144512266.224713,366877349.110707,-944850.993028253
"268",2002-01-17,145429880.554516,144244770.241451,365393824.447482,-1185110.31306559
"269",2002-01-18,153667586.597531,143978103.77943,360335221.232562,-9689482.81810144
"270",2002-01-19,96354187.2269916,143702111.262996,357229597.862023,47347924.0360047
"271",2002-01-20,98450796.3124006,143423093.883208,356437472.921503,44972297.5708075
"272",2002-01-21,136034299.37066,143145360.681482,352396143.979762,7111061.31082189
"273",2002-01-22,95659215.1891851,142862260.695266,352215473.409648,47203045.5060812
"274",2002-01-23,105173689.392205,142582436.522694,339765051.612668,37408747.1304893
"275",2002-01-24,-99381156.9980687,142276387.527252,409804506.862149,241657544.52532
"276",2002-01-25,-61396058.4607526,142148666.725242,445767509.399465,203544725.185994
"277",2002-01-26,-240640252.60652,142110990.894852,474225353.081638,382751243.501372
"278",2002-01-27,-168371490.102973,142290468.543576,476080211.585185,310661958.646549
"279",2002-01-28,-203534868.188268,142468149.367042,489415786.498334,346003017.55531
"280",2002-01-29,-119349188.279124,142669620.383598,460990250.407477,262018808.662723
"281",2002-01-30,-275132690.339381,142794861.127101,470347950.510284,417927551.466482
"282",2002-01-31,-136217153.941147,142936036.472658,465710222.908517,279153190.413805
"283",2002-02-01,-186610642.375002,143060372.723426,461415102.304396,329671015.098429
"284",2002-02-02,-116588400.744066,143167400.486247,450458015.935332,259755801.230313
"285",2002-02-03,-106999773.675567,143243451.617588,452690148.987799,250243225.293155
"286",2002-02-04,9664535.9156729,143319023.244794,391842778.579039,133654487.329121
"287",2002-02-05,-109618384.19575,143244986.906112,440217179.078938,252863371.101862
"288",2002-02-06,-178357557.86363,143283896.919552,462956197.411057,321641454.783182
"289",2002-02-07,-111991239.627773,143373827.066798,439325975.344314,255365066.69457
"290",2002-02-08,-161170078.140223,143401480.296038,459846152.295556,304571558.436261
"291",2002-02-09,-190614309.198119,143617817.434939,455379473.237659,334232126.633058
"292",2002-02-10,-137194353.789766,143816793.113579,455508378.48162,281011146.903345
"293",2002-02-11,-266469000.452755,144006739.981654,462239875.818631,410475740.434409
"294",2002-02-12,-358699571.169041,144206102.770464,448159157.317126,502905673.939505
"295",2002-02-13,-101924676.982422,144578234.483908,474410579.503745,246502911.46633
"296",2002-02-14,144929607.542738,144713874.392871,505739655.185373,-215733.14986673
"297",2002-02-15,77951243.457792,144606416.476786,496964651.100427,66655173.0189943
"298",2002-02-16,8920763.64259231,144563648.160385,487191521.931208,135642884.517793
"299",2002-02-17,-70113114.5837399,144575747.556753,482893723.704876,214688862.140493
"300",2002-02-18,-132352706.409361,144655319.829166,474338926.547941,277008026.238526
"301",2002-02-19,-130641897.943136,144788749.526356,471231207.014165,275430647.469492
"302",2002-02-20,-141898624.2866,144917161.622502,470863171.880691,286815785.909102
"303",2002-02-21,-148304683.401779,145043757.678677,464454896.518199,293348441.080456
"304",2002-02-22,-102897437.820389,145299601.801624,419314000.464203,248197039.622013
"305",2002-02-23,-45379636.6335902,145454515.680967,406143657.651002,190834152.314557
"306",2002-02-24,-58616613.5841992,145581200.701951,407838220.290965,204197814.28615
"307",2002-02-25,-173827350.180025,145709257.732716,460844267.695139,319536607.912741
"308",2002-02-26,-280852208.115049,145954764.022415,464258459.207236,426806972.137464
"309",2002-02-27,-264163180.43418,146204118.59102,460300846.888104,410367299.025201
"310",2002-02-28,-263504508.850679,146443448.075105,452073202.390964,409947956.925784
"311",2002-03-01,-182835138.598865,146660505.071814,452798252.642778,329495643.670679
"312",2002-03-02,-218134173.431997,146878588.398082,454224788.802076,365012761.830079
"313",2002-03-03,-202434215.684711,147096852.750363,454567434.549362,349531068.435074
"314",2002-03-04,-207557595.83745,147315435.56403,451339789.04815,354873031.40148
"315",2002-03-05,-245767496.027308,147523496.056001,436924334.029182,393290992.083308
"316",2002-03-06,-197967510.359419,147906534.362767,413801710.609126,345874044.722186
"317",2002-03-07,-177192731.134034,148227369.812566,421817625.834511,325420100.9466
"318",2002-03-08,-251254664.620911,148564274.934923,432626834.219477,399818939.555835
"319",2002-03-09,-211826199.151257,148920874.288288,428023923.689131,360747073.439545
"320",2002-03-10,-257571405.723348,149262705.157475,431934702.715293,406834110.880823
"321",2002-03-11,-194882282.356558,149606996.699938,416327826.082083,344489279.056495
"322",2002-03-12,-227514707.311232,149910275.405286,420897675.203353,377424982.716518
"323",2002-03-13,-300764211.048599,150218544.687929,454982171.465986,450982755.736528
"324",2002-03-14,111611752.015048,150610389.112487,483360173.819259,38998637.097439
"325",2002-03-15,38822700.0995886,150593819.300336,479462243.127855,111771119.200748
"326",2002-03-16,-27178012.0358142,150636260.994683,472432122.992452,177814273.030497
"327",2002-03-17,-120325783.618896,150739857.049816,463548047.273408,271065640.668712
"328",2002-03-18,-205947982.547274,150893314.968298,456491827.160701,356841297.515572
"329",2002-03-19,-171592037.765898,151241582.04691,455050666.6353,322833619.812808
"330",2002-03-20,-171474168.683382,151563356.477457,462843671.717816,323037525.160839
"331",2002-03-21,-150540383.31843,151882848.415857,603981267.68157,302423231.734287
"332",2002-03-22,-134952674.637345,149329944.644734,601066416.362655,284282619.282079
"333",2002-03-23,-128254016.160102,146814427.770989,599150994.839898,275068443.931091
"334",2002-03-24,-120515889.316508,144342667.812079,601140065.683492,264858557.128586
"335",2002-03-25,-97933044.4839342,141915498.50652,589000478.516066,239848542.990454
"336",2002-03-26,-96891900.5252619,139512005.931095,586957750.474738,236403906.456357
"337",2002-03-27,-81069812.2622008,137146034.757687,586859166.737799,218215847.019888
"338",2002-03-28,-75054441.727338,134823285.097403,589862633.272662,209877726.824741
"339",2002-03-29,-67738560.8486379,132543935.597432,587199314.151362,200282496.44607
"340",2002-03-30,-57841727.9052098,130302566.823177,587326035.09479,188144294.728387
"341",2002-03-31,31932717.1766037,128098300.175223,519745344.176604,96165582.9986195
"342",2002-04-01,-52717328.6474977,125831024.736418,593376530.352502,178548353.383916
"343",2002-04-02,-53439830.1008439,123713969.834064,599144508.899156,177153799.934908
"344",2002-04-03,-44066919.2553744,121643003.978666,600015659.744626,165709923.23404
"345",2002-04-04,23865592.6796234,119606357.806106,543774091.679623,95740765.1264822
"346",2002-04-05,-20898534.4424562,117527152.829507,592344428.557544,138425687.271963
"347",2002-04-06,-16016002.6676155,115549778.493444,592697872.332384,131565781.161059
"348",2002-04-07,-11757934.4818529,113607424.899463,597497668.518147,125365359.381316
"349",2002-04-08,-2908518.92183006,111702900.961002,594200108.07817,114611419.882832
"350",2002-04-09,4199249.63167465,109826884.212824,597238436.631675,105627634.58115
"351",2002-04-10,11832868.4818066,107983996.699819,594236215.481807,96151128.2180123
"352",2002-04-11,20416156.2949834,106169604.548186,595789999.294983,85753448.253203
"353",2002-04-12,-2759249.11452603,104385140.620849,593969649.885474,107144389.735375
"354",2002-04-13,52782452.4355309,102628631.532678,574942535.435531,49846179.0971474
