Date,DOCtotal_conc_gm3,DOCR_conc_gm3,DOCL_conc_gm3,NPPin_gm2y,FlowIn_gm2y,FlowOut_gm2y,respOut_gm2y,leachIn_gm2y,DOC_flowOut_gm2y,DOC_respOut_gm2y,DOCload_g,DOCalloch_g,DOCautoch_g,DOCout_g
2002-05-09,3.85633391685343,3.828844756923,0.0274891599304391,11.6539802580487,35.5675258433628,14.2707342768943,23.7151100153349,0,90566750345.2266,308626917568.948,730963039.651987,550565811,180397228.651987,588000055.482453
2002-05-10,3.85726831544278,3.82928264277593,0.0279856726668474,11.5049655724729,35.2757759814159,14.2311327056329,24.0212398582391,0,90787040481.6289,308998753199.63,724140245.971157,546049683,178090562.971157,592125767.084594
2002-05-11,3.85813115517406,3.82968163036013,0.0284495248139295,11.5793804541664,35.0913043353982,14.2343160949425,24.5104016781165,0,91007379895.1533,309378160787.25,722436627.564493,543194163,179242464.564493,599747001.144612
2002-05-12,3.8589330481572,3.83003462228671,0.0288984258704904,11.6542766562586,34.5776158681416,14.0434236848777,25.0049901733919,0,91224764398.7685,309765224333.77,715644363.733865,535242547,180401816.733865,604448050.134858
2002-05-13,3.8596598214487,3.83032739055332,0.029332430895371,11.7296572919619,34.0395647814159,13.9598963574735,25.5049415395904,0,91440855945.1239,310160026853.492,708482478.670094,526913811,181568667.670094,610894066.077839
2002-05-14,3.86029765421074,3.83054627894249,0.0297513752682439,12.0890341161798,36.1746708486726,14.1345761975243,26.0101319139728,0,91659651439.6884,310562649443.393,747095706.990181,559964083,187131623.990181,621418084.46564
2002-05-15,3.86111907658018,3.83093540851765,0.0301836680625265,12.1280674383023,41.1373974185841,13.9436231019069,26.3258079852136,0,91875491084.9645,310970158525.904,824520209.428515,636784371,187735838.428515,623348727.786934
2002-05-16,3.86243392286542,3.83183146167197,0.0306024611934437,12.2065125842618,41.6753492769911,14.0561640631588,26.8495614660415,0,92093072802.6544,311385775025.31,834061697.304326,645111571,188950126.304326,633198217.09584
2002-05-17,3.86374675606939,3.8327414031239,0.0310053529454946,12.3251326812224,38.5412311035398,13.4139658777043,27.5905418204447,0,92300713644.323,311812861494.585,787383439.407963,596597139,190786300.407963,634727310.94395
2002-05-18,3.86474450854301,3.83335411596835,0.0313903925746605,12.4048524582657,39.9745841654867,14.0430013126973,28.1277012410356,0,92518091609.8483,312248262897.358,810804977.874524,618784659,192020318.874524,652779368.297509
2002-05-19,3.86577735566443,3.83401844054551,0.0317589151189226,12.44490550115,33.8016214752212,11.9753435136229,28.4507271202402,0,92703463365.6072,312688664563.739,715870897.0315,523230579,192640318.0315,625773422.140621
2002-05-20,3.86636622804934,3.83425026324992,0.0321159647994227,12.5253999767501,30.3543180557522,10.8549826300859,28.9939072891373,0,92871492548.7852,313137474361.503,663754539.407228,469868211,193886328.407228,616838980.9414
2002-05-21,3.86667286568637,3.83421489835511,0.0324579673312595,12.7696959828086,38.1437100557522,13.7694397033767,29.3148929668216,0,93084635930.495,313591252841.674,788111627.720188,590443731,197667896.720188,666921861.881151
2002-05-22,3.86746495565918,3.83465974986867,0.0328052057905092,12.8522912248226,37.4322802221239,13.6427406902538,29.8721597589287,0,93295818080.9058,314053657506.436,778377612.808898,579431187,198946425.808898,673586815.172277
2002-05-23,3.86814986283327,3.83501368468967,0.033136178143604,12.8937889672038,33.3568243353982,12.2633687210988,30.2010765429903,0,93485648309.0543,314521153622.786,715934151.12247,516345363,199588788.12247,657326344.498913
2002-05-24,3.8685329203929,3.8350776265118,0.0334552938811026,12.9771868508854,44.5979261123894,14.0351743744039,30.7641064035921,0,93702905117.8636,314997365132.869,891231200.664391,690351459,200879741.664391,693468318.892266
2002-05-25,3.86982548824762,3.83606894524256,0.0337565430050623,13.0190878588341,39.3247348061947,14.1694625996247,31.0968601374257,0,93922240634.8167,315478727488.421,810253693.30798,608725347,201528346.30798,700697872.505026
2002-05-26,3.87054153936398,3.83649652292353,0.0340450164404549,13.1032961840715,41.7251009088496,13.9344427788623,31.6687613044168,0,94137938173.7223,315968942560.667,848713544.041106,645881699,202831845.041106,705912611.152128
2002-05-27,3.87147487879463,3.83715734611868,0.0343175326759499,13.1456043764302,46.0413405123894,13.5488409778049,32.0001196551927,0,94347666808.0363,316464286878.618,916181475.676249,712694723,203486752.676249,705072952.264208
2002-05-28,3.8728546730653,3.83827653040014,0.0345781426651538,13.2306310189089,43.3213413902655,13.5969031833621,32.5834516554807,0,94558139418.9568,316968660856.298,875393545.511878,670590627,204802918.511878,714846588.601266
2002-05-29,3.87390399958105,3.83908132779342,0.0348226717876283,12.9620674803968,40.3714416238938,11.8059151054531,32.9160079919823,0,94740888515.7947,317478182623.845,825573497.093813,624927795,200645702.093813,692270864.38496
2002-05-30,3.87477525861837,3.83974975043228,0.0350255081860843,13.045906994038,32.0172265300885,11.6571783836407,33.4946649319153,0,94921335249.6784,317996661683.75,697552614.82552,495609123,201943491.82552,698925793.788744
2002-05-31,3.87476628359246,3.83955290356702,0.0352133800254389,13.2955456087641,38.2152030256637,13.6036145075548,33.8121901930956,0,95131911748.22,318520055860.712,797358163.793198,591550403,205807760.793198,733970675.50322
2002-06-01,3.87518058090155,3.83977064390235,0.0354099369991949,13.3815420810954,32.6992568734513,13.1292160607402,34.4016129947608,0,95335144818.7493,319052573979.672,713305518.063531,506166579,207138939.063531,735751189.489261
2002-06-02,3.87503387716674,3.83944237455076,0.0355915026159729,13.4247486795322,26.3370781831858,10.6846576575333,34.724668432491,0,95500537464.681,319590092819.791,615491292.532485,407683539,207807753.532485,702911486.051062
2002-06-03,3.87446250335289,3.83869781255868,0.035764690794209,13.4680947843232,31.3886988557522,12.8672751249404,35.0453821927804,0,95699715833.0533,320132576133.187,694358586.483358,485879859,208478727.483358,741661681.76746
2002-06-04,3.87415333279548,3.83822799737417,0.0359253354213084,13.5552073161858,31.0375608451327,12.84462440793,35.639735652839,0,95898543580.7377,320684259712.47,690271616.743698,480444435,209827181.743698,750511326.968068
2002-06-05,3.87375960919924,3.83768873476592,0.0360708744333242,13.5989746485074,21.2992440451327,8.90816067446219,35.9607131510801,0,96036437026.7945,321240911847.549,540205303.065936,329700627,210504676.065936,694545581.135107
2002-06-06,3.87275084921186,3.83654068248242,0.0362101667294371,13.686933720027,8.44081680265487,3.5666595891722,36.5588774041225,0,96091646962.9008,321806823237.503,342525453.296309,130659219,211866234.296309,621121326.060589
2002-06-07,3.87092996115458,3.8345904514372,0.0363395097173773,13.731126373272,30.278575839823,12.9203612492872,36.8734811427079,0,96291647075.3898,322377604520.945,681246075.353388,468695763,212550312.353388,770781395.930882
2002-06-08,3.87034476298087,3.83389451661671,0.0364502463641607,13.8199402109274,30.395398579646,13.1128321795286,37.4796758624327,0,96494626532.4154,322957769366.486,684429216.895177,470504115,213925101.895177,783144302.567346
