Date,POCtotal_conc_gm3,POCR_conc_gm3,POCL_conc_gm3,NPPin_gm2y,FlowIn_gm2y,FlowOut_gm2y,sedOut_gm2y,leachOut_gm2y,POC_flowOut_gm2y,POC_sedOut_gm2y,POCload_g,POCalloch_g,POCautoch_g,POCout_g
2001-04-25,0,0,0,0,4.92057373816957,0.00283425047318568,4.91773948769639,0,43872.6443109563,76123912.617766,76167785.262077,76167785.262077,0,76167785.262077
2001-04-26,0,0,0,0,0.685512367526881,0.000394855123695483,0.685117512403185,0,49984.7852667905,86729156.3029112,10611355.826101,10611355.826101,0,10611355.826101
2001-04-27,0,0,0,0,8.3318379659119,0.00479913866836526,8.32703882724354,0,124272.822188061,215627154.58764,128972286.32165,128972286.32165,0,128972286.32165
2001-04-28,0,0,0,0,3.95772215525901,0.00227964796142919,3.95544250729758,0,159560.523508814,276855237.234849,61263370.3485299,61263370.3485299,0,61263370.3485299
2001-04-29,0,0,0,0,4.48375402211583,0.00255732229402559,4.4811966998218,0,199146.47134784,346221706.697844,69406055.4108341,69406055.4108341,0,69406055.4108341
2001-04-30,0,0,0,0,10.3010544548963,0.00593340736602025,10.2951210475303,0,290992.366191716,505584539.351395,159454678.548394,159454678.548394,0,159454678.548394
2001-05-01,0,0,0,0,1.84508316950613,0.00106276790563553,1.84402040160049,0,307443.431032375,534128964.746032,28560876.4594784,28560876.4594784,0,28560876.4594784
2001-05-02,0.0000000000000000000973932104173049,0.0000000000000000000973932104173049,0,0,8.16671285485879,0.00470402660439866,8.16200882825439,0,380259.185319642,660472389.073806,126416240.082061,126416240.082061,0,126416240.082061
2001-05-03,-0.0000000000000000000121741513021631,-0.0000000000000000000121741513021631,0,0,1.05634312291019,0.000608453638796269,1.05573466927139,0,389677.714248954,676814583.269377,16351612.7245002,16351612.7245002,0,16351612.7245002
2001-05-04,-0.0000000000000000000973932104173049,-0.0000000000000000000973932104173049,0,0,7.19477542865554,0.00410356132683789,7.1906718673287,0,453198.59506165,788122243.681451,111371181.292887,111371181.292887,0,111371181.292887
2001-05-05,0,0,0,0,3.92933875657485,0.00224110991669116,3.92709764665816,0,487889.748566596,848911563.417392,60824010.8894463,60824010.8894463,0,60824010.8894463
2001-05-06,-0.0000000000000000000973932104173049,-0.0000000000000000000973932104173049,0,0,6.46972209143693,0.00372655992466767,6.46599553151227,0,545574.854249808,949001631.233952,100147752.922243,100147752.922243,0,100147752.922243
2001-05-07,-0.0000000000000000000486966052086525,-0.0000000000000000000486966052086525,0,0,2.90781811769267,0.00167490323579098,2.90614321445688,0,571501.438584654,993987135.786504,45011431.1368866,45011431.1368866,0,45011431.1368866
2001-05-08,-0.0000000000000000000973932104173049,-0.0000000000000000000973932104173049,0,0,8.44565701484955,0.00486469844055334,8.440792316409,0,646804.304856233,1124645975.75284,130734142.832603,130734142.832603,0,130734142.832603
2001-05-09,0,0,0,0,8.81690634160007,0.00502874846400908,8.81187759313606,0,724646.575600483,1261049012.4685,136480878.986412,136480878.986412,0,136480878.986412
2001-05-10,0,0,0,0,8.05431719858041,0.00459380350337857,8.04972339507703,0,795756.136680179,1385654319.81696,124676416.909532,124676416.909532,0,124676416.909532
2001-05-11,0.00000000000000000019478642083461,0.00000000000000000019478642083461,0,0,8.96776945732453,0.00511479368577757,8.96265466363875,0,874930.340309339,1524391302.96643,138816157.353106,138816157.353106,0,138816157.353106
2001-05-12,0,0,0,0,7.41407393075479,0.00422863887250579,7.40984529188228,0,940387.352993332,1639091647.89557,114765801.941821,114765801.941821,0,114765801.941821
2001-05-13,0,0,0,0,0.761978147227665,0.000434596477383497,0.761543550750282,0,947114.668328173,1650879924.77705,11795004.1968118,11795004.1968118,0,11795004.1968118
2001-05-14,0,0,0,0,6.92839646997699,0.00395163130428806,6.92444483867271,0,1008283.75564112,1758066536.66335,107247780.973616,107247780.973616,0,107247780.973616
2001-05-15,0.0000000000000000000973932104173049,0.0000000000000000000973932104173049,0,0,7.48949583287274,0.00427165597620789,7.48522417689653,0,1074406.64951941,1873933705.42901,115933291.659537,115933291.659537,0,115933291.659537
2001-05-16,0,0,0,0,9.42411782863422,0.00537507332155514,9.41874275531267,0,1157609.83929143,2019730682.32631,145880180.087078,145880180.087078,0,145880180.087078
2001-05-17,0.0000000000000000000243483026043262,0.0000000000000000000243483026043262,0,24.619381947257,1.98183542896497,0.0150218639301018,26.5861949409257,0.000000571366122873828,1390140.06177109,2431270412.23379,411772268.974395,30677726.5031564,381094542.471238,411772268.974395
2001-05-18,-0.000000000000000000365224539064894,0.0000000000000000000243483026043262,-0.00000000000000000038957284166922,25.4502527059997,2.09464441428372,0.0155547654326307,27.5293417642019,0.000000590648954792562,1630919.30750907,2857409538.17281,426379914.327675,32423947.7827481,393955966.544927,426379914.327675
2001-05-19,0,0,0,26.4085980670661,30.1408126994537,0.0322531227524809,56.5171570308805,0.000000612886751744844,2130179.9747735,3732264160.70562,875353892.687224,466563265.073735,408790627.613489,875353892.687224
2001-05-20,-0.000000000000000000779145683338439,-0.00000000000000000038957284166922,-0.00000000000000000038957284166922,26.6652307819128,25.380535777863,0.0293905505278734,52.0163753904018,0.000000618846141630897,2585129.59253373,4537449149.62554,805639948.117077,392876786.698427,412763161.41865,805639948.117078
2001-05-21,-0.00000000000000000019478642083461,-0.00000000000000000019478642083461,0,26.8377032662035,15.3421036038642,0.0238191850560383,42.1559870621628,0.000000622848879590068,2953837.52559295,5190000730.17682,652920298.125706,237487357.155707,415432940.969999,652920298.125706
2001-05-22,0.00000000000000000038957284166922,0.00000000000000000038957284166922,0,27.0985059272143,26.7832014436388,0.030731590274576,53.8509751516805,0.000000628898029069588,3429545.70381584,6023584318.14119,834059305.87759,414589282.62071,419470023.256879,834059305.87759
2001-05-23,-0.00000000000000000038957284166922,0,-0.00000000000000000038957284166922,27.2737808639309,2.37646243920555,0.0169111034745418,29.6333315666961,0.000000632965783304541,3691320.31924368,6482292053.35169,458969519.623893,36786336.3877023,422183183.23619,458969519.623893
2001-05-24,0,0,0,28.1782372942921,17.8264677125006,0.0264987100839126,45.9782056427562,0.00000065395257637641,4101505.83150151,7194009483.16422,712127625.447613,275943952.261995,436183673.185618,712127625.447613
2001-05-25,-0.00000000000000000038957284166922,0,-0.00000000000000000038957284166922,28.3604960052265,3.02631923975647,0.0179015623891385,31.3689130244077,0.000000658186104024679,4378612.20821009,7679583068.33656,485850701.737408,46845763.5743124,439004938.163095,485850701.737408
2001-05-26,0.00000000000000000038957284166922,0,0.00000000000000000038957284166922,28.6360968177247,10.1094701970682,0.0220986481044371,38.7234677021062,0.000000664582206018479,4720687.1720185,8279001130.0267,599760146.941314,156489059.214891,443271087.726423,599760146.941314
2001-05-27,-0.00000000000000000038957284166922,-0.00000000000000000038957284166922,0,29.7825291674593,20.2664567261997,0.0285455863073481,50.0204396161632,0.000000691188434684601,5162557.20663909,9053290126.82484,774730877.531981,313713645.213776,461017232.318205,774730877.531981
2001-05-28,0,0,0,29.9751645448158,3.95305934420112,0.0191594676079154,33.909063725746,0.0000006956630180712,5459135.26687121,9578183852.9905,525190314.994371,61191192.5883187,463999122.406052,525190314.994371
2001-05-29,0,0,0,30.2664563368139,11.9416729233756,0.0218568590296059,42.1862716987036,0.000000702456253738716,5797467.4682884,10231204223.1211,653358713.205672,184850553.47143,468508159.734242,653358713.205672
2001-05-30,0,0,0,31.1526639036481,8.69221786356,0.0204980822343115,39.824382961947,0.000000723026756772596,6114766.54944966,10847663849.7923,616776936.944454,134550769.668805,482226167.275648,616776936.944454
2001-05-31,-0.00000000000000000038957284166922,0,-0.00000000000000000038957284166922,31.4553983650533,13.0177685635892,0.0227786328871221,44.4503875657008,0.000000730054615306611,6467367.30509963,11535731492.9326,688420255.196795,201507924.340491,486912330.856304,688420255.196795
2001-06-01,-0.000000000000000000486966052086525,-0.0000000000000000000973932104173049,-0.00000000000000000038957284166922,31.6588539715224,4.79523141274321,0.0184654952977052,36.4356191541871,0.00000073478080851535,6753203.05422849,12099734912.7166,564289266.907126,74227554.745203,490061712.161923,564289266.907125
