DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.000942015854155493,0.0263358196921673,1,1
0.00166444100064608,0.00104846609664347,1,0.863211479711614
0.00100397610352295,0.0137892182970314,0.827800634406385,1
0.000907627246033763,0.141117162848613,1,1
0.000922985543866193,0.0753993600437679,1,0.999999884990608
0.000826767200130782,0.15652317355047,1,5.18488948693337e-08
0.00092829956087848,0.302570447851428,1,1
0.000935403672997205,0.0789325572445146,1,1
0.000937938239625383,0.0644544335135466,1,0
0.0034400680981443,0.00136237619553796,1,0
0.00105292658722673,0.0188739935526743,1,0
0.00105300562481183,0.0194199670508473,1,1.44081358557205e-07
0.000916365380489697,1.19300782372238,1,0.0290495713842519
0.00192298190314246,3e-04,0.999999981826573,1
0.000981791154020294,0.822808025806569,0.737843330647084,0.310592544388052
0.00103959961383224,0.0205338274455472,0.37314599492571,1
0.00103112104372932,1.06464292498763,0.444308596704945,1
0.000886465488095843,0.0250194232398564,1,0
0.000910967311833507,0.251020909626698,0.999999989513273,1
0.00100569734875712,0.0257579603046377,1,2.20543595061773e-06
