DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
0.000963529874961606,0.282028100457999,0.99999970970201,2.03429613860466e-06
0.00202147259516969,3e-04,0.999998067926365,0.999999207354606
0.00226346301282025,3e-04,0.999999864888947,0.99999997346428
0.00107330017401511,0.0148795952694333,0.999999951982691,1.03388878718474e-07
0.00102588958466211,0.0271532642936005,1,0
0.000946588212593999,0.0131793377993047,1,0.230333817936908
0.000937812898431633,0.426275229475942,1,0.85867491544608
0.00106171982572653,0.0306507411683207,0,1
0.000896328269132983,0.293509297848375,1,1
0.000875895724831072,0.0451210995374378,1,0
0.000992547588753694,0.0306507411683207,0.570634862399648,0.977869676044116
0.000909675846453105,0.199670452736492,1,1
0.00232893387037318,3e-04,1,1
0.000983123531130878,0.0176816992654268,0.999999979880809,0
0.000911765519195041,0.101595185560639,1,1
0.000876646403048923,0.182701814282531,1,0.999999495838879
0.0009254489532569,0.113300306036329,0.999999968619758,3.77506024568084e-07
0.000850679319915226,0.0458261117524811,1,1
0.00103703703731762,0.0228431211374321,0.999985993646274,0.00425000722374548
0.00100127336335823,0.0382325259467336,1,0
0.00094189841593675,0.0264107247786863,0.999972453412994,0.999995606858736
0.00160292842216312,0.00105175307534581,0.999190810617991,0.900981546311171
0.000942012048458759,0.237349353012627,0.533556830736178,0.996904833874016
