DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.000916499399093924,2.26569623528673,1,6.97154936779793e-09
0.00202642387689439,3e-04,1,1
0.00112671674743698,1.67541196491821,0.135687736550789,0.954868901445326
0.000893399423966007,2.34241250969228,0.987328327686845,0
0.000930203853478985,2.36968753466478,1,0
0.000912917320411709,0.0237548731977451,1,0.419626738000575
0.00091304501666225,2.348463744802,1,0
0.000959625869410916,0.0442365649929798,1,0.297912356331827
0.000932378397735942,0.115897178475139,1,1
0.000868158803689674,0.065206555492089,1,6.41054691376816e-07
0.000872061523378727,2.41171781992613,1,1
0.000904559205285553,2.38021639247221,1,0
0.000937921409523761,2.39525395956847,1,1
0.000937897503081446,0.0185193445615633,1,0.238003415275068
0.000976912071096902,0.0142656466646898,1,1
0.00090679624116103,0.14195432112061,1,1
0.00229657742605905,3e-04,1,1
0.00348939395719767,0.00131890869913001,1,0
0.000908867479082969,0.132171308795821,1,1
0.000933602419768343,2.35187157292241,0.984893656276185,0
