DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.000929780469985983,0.0740564290888343,1,1
0.00199335581282324,3e-04,1,1
0.000936074901895989,0.0918294443823977,1,0
0.00095424196696815,0.0716688699504861,0.999999972965258,1
0.000989230821983357,0.0184756154669948,1,1
0.000850804732386594,0.0765109578002212,1,1.21215952624423e-07
0.00105431950774732,0.0189700730942944,1,0
0.000850679319915226,0.0458261117524811,1,1
0.000924302312928809,0.0549486113331139,1,1
0.00193917373129225,3e-04,0.999999994244261,1
0.000933089108045658,0.059168847287308,1,1
0.000971905657916911,0.0306507411683207,1,0.972192659002533
0.00100498359035397,0.0300700431874071,1,0
0.0010053684156176,0.00629520813201397,0.810356916361025,1
0.000952442298608453,0.170578580958516,1,0
0.000967865600690104,0.0426323916719995,1,0
0.00105730242307227,1.5006633008599,0.323773217663412,0.668686246427027
0.00200420904556054,3e-04,1,1
0.00095384988548643,0.354024904714892,0.643025109598613,1
0.000911280575175718,2.39230743987579,0.949991850529519,0.480634818868125
