datetime,Measured,Modelled
2002-04-24,0.0404684223123928,0.0920595684114347
2002-05-06,-0.0036599949512914,0.101674060246946
2002-05-20,-0.0181667619370879,0.107156975606121
2002-06-03,-0.0250391480108256,0.111611241942161
2002-06-18,-0.0111020390287087,0.123680892971657
2002-07-01,0.197274733290578,0.165142920481974
2002-07-15,0.318812464570905,0.18148992612209
2002-07-26,0.132494274005663,0.190621382277889
2002-08-12,0.0472968945882676,0.204200219177329
2002-08-26,0.0378921767701539,0.183385272531175
2002-09-23,-0.0638912241258646,0.169794711067488
2002-10-21,-0.167983520209145,0.117912161858984
2003-04-14,0.0584189929772235,0.0945320830115156
2003-04-28,0.0478092689590223,0.0786365265588082
2003-05-13,-0.00979638661514712,0.0773267997224017
2003-05-27,0.0514368822980835,0.0846238195888897
2003-06-09,0.0608377485363173,0.0894997825852619
2003-06-23,0.125331877357768,0.109907280717396
2003-07-07,-0.00160102666881379,0.0927670125687159
2003-07-24,-0.00915359204372251,0.0914327474975681
2003-08-04,0.0946143948733874,0.108618651838544
2003-08-18,0.125755403127519,0.120688994655454
2003-09-02,-0.0760990864204148,0.110918298654276
2003-09-29,-0.145570719086387,0.0960566483756661
2004-04-12,0.185728987598839,0.0557297973994461
2004-04-28,0.00627339127736154,0.0468022128702326
2004-05-10,-0.00765391546580224,0.0465207872624184
2004-05-24,-0.0160504479108821,0.0503856129567265
2004-06-07,-0.00126101444707233,0.0454885056819115
2004-06-21,0.0180273077375904,0.046857943487594
2004-07-19,0.169635411475035,0.0522826184917699
2004-08-03,0.114778077677351,0.0506364131096021
2004-08-16,0.0261937174885639,0.0513552953594878
2004-09-07,-0.0217341537129366,0.0449878960049852
2004-10-05,-0.00835060384644864,0.0391732646234351
2005-04-15,0.146132310133019,0.110091212803593
2005-04-25,-0.0711279755314105,0.0612394923008849
2005-05-09,0.0102524290640684,0.0108028899743714
2005-05-23,0.00678410998496942,0.0290929436568243
2005-06-06,0.0740429383262902,0.0255625575428829
2005-06-20,0.10761756150689,0.120976439038765
2005-07-05,0.323465094439061,0.17885911602699
2005-07-18,0.799611766527379,0.208236831065667
2005-08-01,0.0755008398937945,0.0999939399875108
2005-08-15,-0.123809256855207,0.123818899711775
2005-08-29,0.0606787888445149,0.0698546561727977
2005-09-26,-0.0998630227625839,0.066724806062996
2006-04-17,0.0305735913576371,0.0414248560442267
2006-05-02,0.0266923406710455,0.0292989025169121
2006-05-15,-0.0177581586310199,0.0175402504717118
2006-05-30,0.0369672620239341,0.0839493488673734
2006-06-12,0.0459143875335145,0.0660431253355071
2006-06-26,0.0464966393977152,0.10256316531948
2006-07-10,0.0668836314474326,0.0599433270982311
2006-07-24,0.00801395913545319,0.103738541262427
2006-08-07,-0.00102173417040197,0.0831790465506717
2006-08-21,-0.064495138082614,0.080233169465732
2006-09-06,0.0316640787941211,0.105253047843558
2006-10-02,-0.117304612676063,0.142286916825115
2007-04-16,0.0568766086806367,0.172902891352682
2007-04-30,0.116944801923523,0.0947451584625609
