Name,In.Out,sampledate,TOC.mg.L
Borgviksån Borgvik,Inflow,7/16/2012 0:00,7.4
Borgviksån Borgvik,Inflow,8/15/2012 0:00,8.6
Borgviksån Borgvik,Inflow,9/17/2012 0:00,8.5
Borgviksån Borgvik,Inflow,10/15/2012 0:00,7.5
Borgviksån Borgvik,Inflow,11/14/2012 0:00,7.7
Borgviksån Borgvik,Inflow,12/17/2012 0:00,8.5
Borgviksån Borgvik,Inflow,1/15/2013 0:00,7.6
Borgviksån Borgvik,Inflow,2/13/2013 0:00,8.5
Borgviksån Borgvik,Inflow,3/18/2013 0:00,7.9
Borgviksån Borgvik,Inflow,4/15/2013 0:00,9.9
Borgviksån Borgvik,Inflow,5/15/2013 0:00,8.2
Borgviksån Borgvik,Inflow,6/17/2013 0:00,7.6
Borgviksån Borgvik,Inflow,7/15/2013 0:00,7.7
Borgviksån Borgvik,Inflow,8/14/2013 0:00,9.7
Borgviksån Borgvik,Inflow,9/16/2013 0:00,7.7
Borgviksån Borgvik,Inflow,10/15/2013 0:00,7.5
Borgviksån Borgvik,Inflow,11/13/2013 0:00,7.6
Borgviksån Borgvik,Inflow,12/16/2013 0:00,7.4
Borgviksån Borgvik,Inflow,1/15/2014 0:00,7.1
Borgviksån Borgvik,Inflow,2/17/2014 0:00,8.1
Borgviksån Borgvik,Inflow,3/17/2014 0:00,7.2
Borgviksån Borgvik,Inflow,4/15/2014 0:00,7.4
Borgviksån Borgvik,Inflow,5/14/2014 0:00,7.8
Borgviksån Borgvik,Inflow,6/16/2014 0:00,7.7
Borgviksån Borgvik,Inflow,7/15/2014 0:00,7.9
Borgviksån Borgvik,Inflow,8/13/2014 0:00,8.5
Borgviksån Borgvik,Inflow,9/15/2014 0:00,7.9
Borgviksån Borgvik,Inflow,10/15/2014 0:00,11.5
Borgviksån Borgvik,Inflow,11/17/2014 0:00,7.4
Borgviksån Borgvik,Inflow,12/15/2014 0:00,8.6
Norsälven Norsbron,Inflow,1/17/2000 0:00,8.1
Norsälven Norsbron,Inflow,2/14/2000 0:00,6.5
Norsälven Norsbron,Inflow,3/14/2000 0:00,6
Norsälven Norsbron,Inflow,4/17/2000 0:00,7.9
Norsälven Norsbron,Inflow,5/17/2000 0:00,7.1
Norsälven Norsbron,Inflow,6/13/2000 0:00,7.2
Norsälven Norsbron,Inflow,7/17/2000 0:00,8.1
Norsälven Norsbron,Inflow,8/15/2000 0:00,7
Norsälven Norsbron,Inflow,9/13/2000 0:00,6.9
Norsälven Norsbron,Inflow,10/16/2000 0:00,7.4
Norsälven Norsbron,Inflow,11/14/2000 0:00,8.3
Norsälven Norsbron,Inflow,11/30/2000 0:00,7.6
Norsälven Norsbron,Inflow,12/12/2000 0:00,7.9
Norsälven Norsbron,Inflow,1/16/2001 0:00,9
Norsälven Norsbron,Inflow,2/14/2001 0:00,10.5
Norsälven Norsbron,Inflow,3/13/2001 0:00,12.1
Norsälven Norsbron,Inflow,4/17/2001 0:00,9.4
Norsälven Norsbron,Inflow,5/17/2001 0:00,15.7
Norsälven Norsbron,Inflow,6/12/2001 0:00,7.8
Norsälven Norsbron,Inflow,7/16/2001 0:00,17
Norsälven Norsbron,Inflow,8/15/2001 0:00,9.4
Norsälven Norsbron,Inflow,9/17/2001 0:00,39.5
Norsälven Norsbron,Inflow,10/15/2001 0:00,15.9
Norsälven Norsbron,Inflow,11/14/2001 0:00,37.6
Norsälven Norsbron,Inflow,12/17/2001 0:00,8.3
Norsälven Norsbron,Inflow,1/15/2002 0:00,8.2
Norsälven Norsbron,Inflow,2/13/2002 0:00,7.5
Norsälven Norsbron,Inflow,3/13/2002 0:00,10.9
Norsälven Norsbron,Inflow,4/15/2002 0:00,11.6
Norsälven Norsbron,Inflow,5/15/2002 0:00,7.7
Norsälven Norsbron,Inflow,6/17/2002 0:00,9.7
Norsälven Norsbron,Inflow,7/15/2002 0:00,9.3
Norsälven Norsbron,Inflow,8/14/2002 0:00,7.3
Norsälven Norsbron,Inflow,9/16/2002 0:00,7.5
Norsälven Norsbron,Inflow,10/16/2002 0:00,6.9
Norsälven Norsbron,Inflow,11/13/2002 0:00,7.4
Norsälven Norsbron,Inflow,12/16/2002 0:00,6.6
Norsälven Norsbron,Inflow,1/15/2003 0:00,7
Norsälven Norsbron,Inflow,2/17/2003 0:00,6.7
Norsälven Norsbron,Inflow,3/17/2003 0:00,8
Norsälven Norsbron,Inflow,4/14/2003 0:00,26.1
Norsälven Norsbron,Inflow,5/14/2003 0:00,17.7
Norsälven Norsbron,Inflow,6/16/2003 0:00,7.1
Norsälven Norsbron,Inflow,7/14/2003 0:00,7.8
Norsälven Norsbron,Inflow,8/18/2003 0:00,6.8
Norsälven Norsbron,Inflow,9/15/2003 0:00,7.9
Norsälven Norsbron,Inflow,10/15/2003 0:00,7
Norsälven Norsbron,Inflow,11/17/2003 0:00,12.7
Norsälven Norsbron,Inflow,12/15/2003 0:00,6.6
Norsälven Norsbron,Inflow,1/14/2004 0:00,7.5
Norsälven Norsbron,Inflow,2/16/2004 0:00,7.1
Norsälven Norsbron,Inflow,3/16/2004 0:00,7.4
Norsälven Norsbron,Inflow,4/14/2004 0:00,34.6
Norsälven Norsbron,Inflow,5/17/2004 0:00,6.1
Norsälven Norsbron,Inflow,6/15/2004 0:00,7.1
Norsälven Norsbron,Inflow,7/14/2004 0:00,6.8
Norsälven Norsbron,Inflow,8/17/2004 0:00,6.1
Norsälven Norsbron,Inflow,9/15/2004 0:00,5.9
Norsälven Norsbron,Inflow,10/13/2004 0:00,9.8
Norsälven Norsbron,Inflow,11/16/2004 0:00,7.3
Norsälven Norsbron,Inflow,12/15/2004 0:00,6.8
Norsälven Norsbron,Inflow,1/17/2005 0:00,6.9
Norsälven Norsbron,Inflow,2/16/2005 0:00,7.5
Norsälven Norsbron,Inflow,3/15/2005 0:00,7
Norsälven Norsbron,Inflow,4/13/2005 0:00,7.8
Norsälven Norsbron,Inflow,5/17/2005 0:00,7.1
Norsälven Norsbron,Inflow,6/15/2005 0:00,7
Norsälven Norsbron,Inflow,7/13/2005 0:00,6.6
Norsälven Norsbron,Inflow,8/16/2005 0:00,5.7
Norsälven Norsbron,Inflow,9/14/2005 0:00,10.5
Norsälven Norsbron,Inflow,10/17/2005 0:00,11.9
Norsälven Norsbron,Inflow,11/15/2005 0:00,9.8
Norsälven Norsbron,Inflow,12/14/2005 0:00,6.9
Norsälven Norsbron,Inflow,1/16/2006 0:00,23.3
Norsälven Norsbron,Inflow,2/15/2006 0:00,6.6
Norsälven Norsbron,Inflow,3/15/2006 0:00,12.5
Norsälven Norsbron,Inflow,4/12/2006 0:00,13.9
Norsälven Norsbron,Inflow,5/15/2006 0:00,8.4
Norsälven Norsbron,Inflow,6/14/2006 0:00,12.6
Norsälven Norsbron,Inflow,7/17/2006 0:00,7.4
Norsälven Norsbron,Inflow,8/15/2006 0:00,9.1
Norsälven Norsbron,Inflow,9/13/2006 0:00,6.9
Norsälven Norsbron,Inflow,10/16/2006 0:00,7.6
Norsälven Norsbron,Inflow,11/15/2006 0:00,13.1
Norsälven Norsbron,Inflow,12/13/2006 0:00,10
Norsälven Norsbron,Inflow,1/15/2007 0:00,10.1
Norsälven Norsbron,Inflow,2/14/2007 0:00,10
Norsälven Norsbron,Inflow,3/14/2007 0:00,14.4
Norsälven Norsbron,Inflow,4/16/2007 0:00,11.4
Norsälven Norsbron,Inflow,5/14/2007 0:00,11
Norsälven Norsbron,Inflow,6/13/2007 0:00,8.8
Norsälven Norsbron,Inflow,7/16/2007 0:00,8.8
Norsälven Norsbron,Inflow,8/15/2007 0:00,8
Norsälven Norsbron,Inflow,9/17/2007 0:00,8.3
Norsälven Norsbron,Inflow,10/15/2007 0:00,9.4
Norsälven Norsbron,Inflow,11/14/2007 0:00,16.9
Norsälven Norsbron,Inflow,12/17/2007 0:00,8.1
Norsälven Norsbron,Inflow,1/15/2008 0:00,11.3
Norsälven Norsbron,Inflow,2/13/2008 0:00,9.5
Norsälven Norsbron,Inflow,3/17/2008 0:00,9.4
Norsälven Norsbron,Inflow,4/15/2008 0:00,8
Norsälven Norsbron,Inflow,5/14/2008 0:00,7.8
Norsälven Norsbron,Inflow,6/16/2008 0:00,27.6
Norsälven Norsbron,Inflow,7/15/2008 0:00,9
Norsälven Norsbron,Inflow,8/13/2008 0:00,8.6
Norsälven Norsbron,Inflow,9/15/2008 0:00,11
Norsälven Norsbron,Inflow,10/15/2008 0:00,9
Norsälven Norsbron,Inflow,11/17/2008 0:00,11.5
Norsälven Norsbron,Inflow,12/15/2008 0:00,14.7
Norsälven Norsbron,Inflow,1/14/2009 0:00,14.1
Norsälven Norsbron,Inflow,2/16/2009 0:00,16.6
Norsälven Norsbron,Inflow,3/16/2009 0:00,11.8
Norsälven Norsbron,Inflow,4/15/2009 0:00,11.5
Norsälven Norsbron,Inflow,5/13/2009 0:00,14.2
Norsälven Norsbron,Inflow,6/15/2009 0:00,12.1
Norsälven Norsbron,Inflow,7/15/2009 0:00,12
Norsälven Norsbron,Inflow,8/17/2009 0:00,9.1
Norsälven Norsbron,Inflow,9/15/2009 0:00,8.8
Norsälven Norsbron,Inflow,10/14/2009 0:00,10.6
Norsälven Norsbron,Inflow,11/16/2009 0:00,10.1
Norsälven Norsbron,Inflow,12/15/2009 0:00,10.1
Norsälven Norsbron,Inflow,1/13/2010 0:00,10.1
Norsälven Norsbron,Inflow,2/15/2010 0:00,9.7
Norsälven Norsbron,Inflow,3/15/2010 0:00,11.3
Norsälven Norsbron,Inflow,4/14/2010 0:00,11.7
Norsälven Norsbron,Inflow,5/17/2010 0:00,12.3
Norsälven Norsbron,Inflow,6/15/2010 0:00,10
Norsälven Norsbron,Inflow,7/14/2010 0:00,11.6
Norsälven Norsbron,Inflow,8/16/2010 0:00,15.6
Norsälven Norsbron,Inflow,9/15/2010 0:00,11.8
Norsälven Norsbron,Inflow,10/13/2010 0:00,11.1
Norsälven Norsbron,Inflow,11/15/2010 0:00,13.6
Norsälven Norsbron,Inflow,12/15/2010 0:00,9.4
Norsälven Norsbron,Inflow,1/17/2011 0:00,11.5
Norsälven Norsbron,Inflow,2/15/2011 0:00,9.3
Norsälven Norsbron,Inflow,3/15/2011 0:00,9.2
Norsälven Norsbron,Inflow,4/13/2011 0:00,9.3
Norsälven Norsbron,Inflow,5/16/2011 0:00,15.7
Norsälven Norsbron,Inflow,6/15/2011 0:00,10.7
Norsälven Norsbron,Inflow,7/13/2011 0:00,13.8
Norsälven Norsbron,Inflow,8/15/2011 0:00,11.1
Norsälven Norsbron,Inflow,9/14/2011 0:00,9.8
Norsälven Norsbron,Inflow,10/17/2011 0:00,9.3
Norsälven Norsbron,Inflow,11/15/2011 0:00,9.8
Norsälven Norsbron,Inflow,12/14/2011 0:00,10.2
Norsälven Norsbron,Inflow,1/16/2012 0:00,9.6
Norsälven Norsbron,Inflow,2/15/2012 0:00,15.4
Norsälven Norsbron,Inflow,3/14/2012 0:00,11.6
Norsälven Norsbron,Inflow,4/16/2012 0:00,9.9
Norsälven Norsbron,Inflow,5/15/2012 0:00,20.2
Norsälven Norsbron,Inflow,6/13/2012 0:00,15.5
Norsälven Norsbron,Inflow,7/16/2012 0:00,9.7
Norsälven Norsbron,Inflow,8/15/2012 0:00,10.6
Norsälven Norsbron,Inflow,9/17/2012 0:00,10.7
Norsälven Norsbron,Inflow,10/15/2012 0:00,10.2
Norsälven Norsbron,Inflow,11/14/2012 0:00,9.9
Norsälven Norsbron,Inflow,12/17/2012 0:00,10.7
Norsälven Norsbron,Inflow,1/15/2013 0:00,9
Norsälven Norsbron,Inflow,2/13/2013 0:00,9.2
Norsälven Norsbron,Inflow,3/18/2013 0:00,9.5
Norsälven Norsbron,Inflow,4/15/2013 0:00,9.6
Norsälven Norsbron,Inflow,5/15/2013 0:00,9.4
Norsälven Norsbron,Inflow,6/17/2013 0:00,9.5
Norsälven Norsbron,Inflow,7/15/2013 0:00,9.4
Norsälven Norsbron,Inflow,8/14/2013 0:00,9.6
Norsälven Norsbron,Inflow,9/16/2013 0:00,8.7
Norsälven Norsbron,Inflow,10/15/2013 0:00,8.5
Norsälven Norsbron,Inflow,11/13/2013 0:00,9.9
Norsälven Norsbron,Inflow,12/16/2013 0:00,11.3
Norsälven Norsbron,Inflow,1/15/2014 0:00,8.9
Norsälven Norsbron,Inflow,2/17/2014 0:00,11
Norsälven Norsbron,Inflow,3/17/2014 0:00,9.2
Norsälven Norsbron,Inflow,4/15/2014 0:00,10.3
Norsälven Norsbron,Inflow,5/14/2014 0:00,9.5
Norsälven Norsbron,Inflow,6/16/2014 0:00,8.7
Norsälven Norsbron,Inflow,7/15/2014 0:00,9
Norsälven Norsbron,Inflow,8/13/2014 0:00,9.9
Norsälven Norsbron,Inflow,9/15/2014 0:00,8.5
Norsälven Norsbron,Inflow,10/15/2014 0:00,8.9
Norsälven Norsbron,Inflow,11/17/2014 0:00,8.8
Norsälven Norsbron,Inflow,12/15/2014 0:00,9.5
Klarälven Almar,Inflow,1/17/2000 0:00,8.8
Klarälven Almar,Inflow,2/14/2000 0:00,6.5
Klarälven Almar,Inflow,3/14/2000 0:00,5
Klarälven Almar,Inflow,4/17/2000 0:00,6.2
Klarälven Almar,Inflow,5/17/2000 0:00,6.6
Klarälven Almar,Inflow,6/13/2000 0:00,6.8
Klarälven Almar,Inflow,7/17/2000 0:00,9
Klarälven Almar,Inflow,8/15/2000 0:00,6.4
Klarälven Almar,Inflow,9/13/2000 0:00,5.8
Klarälven Almar,Inflow,10/16/2000 0:00,9.3
Klarälven Almar,Inflow,11/14/2000 0:00,9.8
Klarälven Almar,Inflow,12/12/2000 0:00,8.8
Klarälven Almar,Inflow,1/16/2001 0:00,10.2
Klarälven Almar,Inflow,2/14/2001 0:00,7.4
Klarälven Almar,Inflow,3/13/2001 0:00,6.9
Klarälven Almar,Inflow,4/17/2001 0:00,8.9
Klarälven Almar,Inflow,5/17/2001 0:00,12.9
Klarälven Almar,Inflow,6/12/2001 0:00,4.9
Klarälven Almar,Inflow,7/16/2001 0:00,42.3
Klarälven Almar,Inflow,8/15/2001 0:00,9.1
Klarälven Almar,Inflow,9/17/2001 0:00,13.5
Klarälven Almar,Inflow,10/15/2001 0:00,13.8
Klarälven Almar,Inflow,11/14/2001 0:00,9.2
Klarälven Almar,Inflow,12/17/2001 0:00,13.5
Klarälven Almar,Inflow,1/15/2002 0:00,12.9
Klarälven Almar,Inflow,2/13/2002 0:00,10.7
Klarälven Almar,Inflow,3/13/2002 0:00,15.6
Klarälven Almar,Inflow,4/15/2002 0:00,7.4
Klarälven Almar,Inflow,5/15/2002 0:00,6.2
Klarälven Almar,Inflow,6/17/2002 0:00,9.9
Klarälven Almar,Inflow,7/15/2002 0:00,11.9
Klarälven Almar,Inflow,8/14/2002 0:00,6.4
Klarälven Almar,Inflow,9/16/2002 0:00,8
Klarälven Almar,Inflow,10/16/2002 0:00,5.1
Klarälven Almar,Inflow,11/13/2002 0:00,6.9
Klarälven Almar,Inflow,12/16/2002 0:00,6.5
Klarälven Almar,Inflow,1/15/2003 0:00,6.1
Klarälven Almar,Inflow,2/17/2003 0:00,5
Klarälven Almar,Inflow,3/17/2003 0:00,5.7
Klarälven Almar,Inflow,4/14/2003 0:00,20.1
Klarälven Almar,Inflow,5/14/2003 0:00,15.5
Klarälven Almar,Inflow,6/16/2003 0:00,7.8
Klarälven Almar,Inflow,7/14/2003 0:00,7
Klarälven Almar,Inflow,8/18/2003 0:00,4.9
Klarälven Almar,Inflow,9/15/2003 0:00,6
Klarälven Almar,Inflow,10/15/2003 0:00,7.8
Klarälven Almar,Inflow,11/17/2003 0:00,8
Klarälven Almar,Inflow,12/15/2003 0:00,30.6
Klarälven Almar,Inflow,1/14/2004 0:00,6.9
Klarälven Almar,Inflow,2/16/2004 0:00,7.8
Klarälven Almar,Inflow,3/16/2004 0:00,5.8
Klarälven Almar,Inflow,4/14/2004 0:00,8
Klarälven Almar,Inflow,5/17/2004 0:00,6
Klarälven Almar,Inflow,6/15/2004 0:00,4.8
Klarälven Almar,Inflow,7/14/2004 0:00,9
Klarälven Almar,Inflow,8/17/2004 0:00,7
Klarälven Almar,Inflow,9/15/2004 0:00,6.6
Klarälven Almar,Inflow,10/13/2004 0:00,10.9
Klarälven Almar,Inflow,11/16/2004 0:00,8.3
Klarälven Almar,Inflow,12/15/2004 0:00,7.3
Klarälven Almar,Inflow,1/17/2005 0:00,7.9
Klarälven Almar,Inflow,2/16/2005 0:00,7.2
Klarälven Almar,Inflow,3/15/2005 0:00,6.7
Klarälven Almar,Inflow,4/13/2005 0:00,8.2
Klarälven Almar,Inflow,5/17/2005 0:00,7.8
Klarälven Almar,Inflow,6/15/2005 0:00,5.5
Klarälven Almar,Inflow,7/13/2005 0:00,4.1
Klarälven Almar,Inflow,8/16/2005 0:00,7.4
Klarälven Almar,Inflow,9/14/2005 0:00,7.1
Klarälven Almar,Inflow,10/17/2005 0:00,6.2
Klarälven Almar,Inflow,11/15/2005 0:00,10.7
Klarälven Almar,Inflow,12/14/2005 0:00,8.2
Klarälven Almar,Inflow,1/16/2006 0:00,7.4
Klarälven Almar,Inflow,2/15/2006 0:00,5.8
Klarälven Almar,Inflow,3/15/2006 0:00,12.2
Klarälven Almar,Inflow,4/12/2006 0:00,8.4
Klarälven Almar,Inflow,5/15/2006 0:00,9.3
Klarälven Almar,Inflow,6/14/2006 0:00,16.4
Klarälven Almar,Inflow,7/17/2006 0:00,4.3
Klarälven Almar,Inflow,8/15/2006 0:00,5.5
Klarälven Almar,Inflow,9/13/2006 0:00,7
Klarälven Almar,Inflow,10/16/2006 0:00,11.9
Klarälven Almar,Inflow,11/15/2006 0:00,11.6
Klarälven Almar,Inflow,12/13/2006 0:00,11.9
Klarälven Almar,Inflow,1/15/2007 0:00,11.9
Klarälven Almar,Inflow,2/14/2007 0:00,9.6
Klarälven Almar,Inflow,3/14/2007 0:00,8.7
Klarälven Almar,Inflow,4/16/2007 0:00,6.1
Klarälven Almar,Inflow,5/14/2007 0:00,9.4
Klarälven Almar,Inflow,6/13/2007 0:00,8.4
Klarälven Almar,Inflow,7/16/2007 0:00,4.3
Klarälven Almar,Inflow,8/15/2007 0:00,4.7
Klarälven Almar,Inflow,9/17/2007 0:00,4.9
Klarälven Almar,Inflow,10/15/2007 0:00,9.6
Klarälven Almar,Inflow,11/14/2007 0:00,12.5
Klarälven Almar,Inflow,12/17/2007 0:00,14.2
Klarälven Almar,Inflow,1/15/2008 0:00,10.5
Klarälven Almar,Inflow,2/13/2008 0:00,13.7
Klarälven Almar,Inflow,3/17/2008 0:00,9.4
Klarälven Almar,Inflow,4/15/2008 0:00,9.3
Klarälven Almar,Inflow,5/14/2008 0:00,8
Klarälven Almar,Inflow,6/16/2008 0:00,6.6
Klarälven Almar,Inflow,7/15/2008 0:00,5.1
Klarälven Almar,Inflow,8/13/2008 0:00,8.4
Klarälven Almar,Inflow,9/15/2008 0:00,9.4
Klarälven Almar,Inflow,10/15/2008 0:00,25
Klarälven Almar,Inflow,11/17/2008 0:00,18.5
Klarälven Almar,Inflow,12/15/2008 0:00,9.3
Klarälven Almar,Inflow,1/14/2009 0:00,10.7
Klarälven Almar,Inflow,2/16/2009 0:00,9.3
Klarälven Almar,Inflow,3/16/2009 0:00,15.5
Klarälven Almar,Inflow,4/15/2009 0:00,12.4
Klarälven Almar,Inflow,5/13/2009 0:00,9.3
Klarälven Almar,Inflow,6/15/2009 0:00,6.3
Klarälven Almar,Inflow,7/15/2009 0:00,11.6
Klarälven Almar,Inflow,8/17/2009 0:00,9.9
Klarälven Almar,Inflow,9/15/2009 0:00,10.7
Klarälven Almar,Inflow,10/14/2009 0:00,20.3
Klarälven Almar,Inflow,11/16/2009 0:00,8.6
Klarälven Almar,Inflow,12/15/2009 0:00,10.8
Klarälven Almar,Inflow,1/13/2010 0:00,20.4
Klarälven Almar,Inflow,2/15/2010 0:00,8.5
Klarälven Almar,Inflow,3/15/2010 0:00,9.9
Klarälven Almar,Inflow,4/14/2010 0:00,10.1
Klarälven Almar,Inflow,5/17/2010 0:00,9.3
Klarälven Almar,Inflow,6/15/2010 0:00,10.1
Klarälven Almar,Inflow,7/14/2010 0:00,6.1
Klarälven Almar,Inflow,8/16/2010 0:00,13
Klarälven Almar,Inflow,9/15/2010 0:00,9.3
Klarälven Almar,Inflow,10/13/2010 0:00,10.6
Klarälven Almar,Inflow,11/15/2010 0:00,9.9
Klarälven Almar,Inflow,12/15/2010 0:00,9.3
Klarälven Almar,Inflow,1/17/2011 0:00,8.3
Klarälven Almar,Inflow,2/15/2011 0:00,8.1
Klarälven Almar,Inflow,3/15/2011 0:00,10.6
Klarälven Almar,Inflow,4/13/2011 0:00,11.2
Klarälven Almar,Inflow,5/16/2011 0:00,6.8
Klarälven Almar,Inflow,6/15/2011 0:00,7.1
Klarälven Almar,Inflow,7/13/2011 0:00,7.6
Klarälven Almar,Inflow,8/15/2011 0:00,9.5
Klarälven Almar,Inflow,9/14/2011 0:00,11.7
Klarälven Almar,Inflow,10/17/2011 0:00,9.4
Klarälven Almar,Inflow,11/15/2011 0:00,9.1
Klarälven Almar,Inflow,12/14/2011 0:00,9
Klarälven Almar,Inflow,1/16/2012 0:00,9.8
Klarälven Almar,Inflow,2/15/2012 0:00,7.7
Klarälven Almar,Inflow,3/14/2012 0:00,7.4
Klarälven Almar,Inflow,4/16/2012 0:00,9.1
Klarälven Almar,Inflow,5/15/2012 0:00,9.8
Klarälven Almar,Inflow,6/13/2012 0:00,5.3
Klarälven Almar,Inflow,7/16/2012 0:00,9.5
Klarälven Almar,Inflow,8/15/2012 0:00,9.8
Klarälven Almar,Inflow,9/17/2012 0:00,7.2
Klarälven Almar,Inflow,10/15/2012 0:00,9.6
Klarälven Almar,Inflow,11/14/2012 0:00,10
Klarälven Almar,Inflow,12/17/2012 0:00,10.5
Klarälven Almar,Inflow,1/15/2013 0:00,7.8
Klarälven Almar,Inflow,2/13/2013 0:00,7.4
Klarälven Almar,Inflow,3/18/2013 0:00,7.3
Klarälven Almar,Inflow,4/15/2013 0:00,6.8
Klarälven Almar,Inflow,5/15/2013 0:00,9.3
Klarälven Almar,Inflow,6/17/2013 0:00,5.6
Klarälven Almar,Inflow,7/15/2013 0:00,5.8
Klarälven Almar,Inflow,8/14/2013 0:00,5.2
Klarälven Almar,Inflow,9/16/2013 0:00,5
Klarälven Almar,Inflow,10/15/2013 0:00,4.3
Klarälven Almar,Inflow,11/13/2013 0:00,9.2
Klarälven Almar,Inflow,12/16/2013 0:00,8
Klarälven Almar,Inflow,1/15/2014 0:00,9.7
Klarälven Almar,Inflow,2/17/2014 0:00,8.1
Klarälven Almar,Inflow,3/17/2014 0:00,8.2
Klarälven Almar,Inflow,4/15/2014 0:00,8.6
Klarälven Almar,Inflow,5/14/2014 0:00,8.4
Klarälven Almar,Inflow,6/16/2014 0:00,5.3
Klarälven Almar,Inflow,7/15/2014 0:00,5.7
Klarälven Almar,Inflow,8/13/2014 0:00,5.7
Klarälven Almar,Inflow,9/15/2014 0:00,6.5
Klarälven Almar,Inflow,10/15/2014 0:00,9.7
Klarälven Almar,Inflow,11/17/2014 0:00,11.8
Klarälven Almar,Inflow,12/15/2014 0:00,9.4
Alsterälven Alster,Inflow,1/17/2000 0:00,8.6
Alsterälven Alster,Inflow,2/14/2000 0:00,7.9
Alsterälven Alster,Inflow,3/14/2000 0:00,6.7
Alsterälven Alster,Inflow,4/17/2000 0:00,8.9
Alsterälven Alster,Inflow,5/17/2000 0:00,8.2
Alsterälven Alster,Inflow,6/13/2000 0:00,8.1
Alsterälven Alster,Inflow,7/17/2000 0:00,9.2
Alsterälven Alster,Inflow,8/15/2000 0:00,8
Alsterälven Alster,Inflow,9/13/2000 0:00,8
Alsterälven Alster,Inflow,10/16/2000 0:00,8.4
Alsterälven Alster,Inflow,11/14/2000 0:00,9.5
Alsterälven Alster,Inflow,11/30/2000 0:00,9.6
Alsterälven Alster,Inflow,12/12/2000 0:00,8.9
Alsterälven Alster,Inflow,1/16/2001 0:00,11.1
Alsterälven Alster,Inflow,2/14/2001 0:00,18.6
Alsterälven Alster,Inflow,3/13/2001 0:00,10.7
Alsterälven Alster,Inflow,4/17/2001 0:00,11.2
Alsterälven Alster,Inflow,5/17/2001 0:00,177.7
Alsterälven Alster,Inflow,6/12/2001 0:00,9.9
Alsterälven Alster,Inflow,7/16/2001 0:00,8.2
Alsterälven Alster,Inflow,8/15/2001 0:00,8
Alsterälven Alster,Inflow,9/17/2001 0:00,78
Alsterälven Alster,Inflow,10/15/2001 0:00,8
Alsterälven Alster,Inflow,11/14/2001 0:00,8.5
Alsterälven Alster,Inflow,12/17/2001 0:00,27.7
Alsterälven Alster,Inflow,1/15/2002 0:00,14.1
Alsterälven Alster,Inflow,2/13/2002 0:00,8.5
Alsterälven Alster,Inflow,3/13/2002 0:00,12.2
Alsterälven Alster,Inflow,4/15/2002 0:00,17.1
Alsterälven Alster,Inflow,5/15/2002 0:00,16.8
Alsterälven Alster,Inflow,6/17/2002 0:00,8.9
Alsterälven Alster,Inflow,7/15/2002 0:00,14.3
Alsterälven Alster,Inflow,8/14/2002 0:00,7.3
Alsterälven Alster,Inflow,9/16/2002 0:00,9.9
Alsterälven Alster,Inflow,10/16/2002 0:00,7.7
Alsterälven Alster,Inflow,11/13/2002 0:00,8.4
Alsterälven Alster,Inflow,12/16/2002 0:00,7.8
Alsterälven Alster,Inflow,1/15/2003 0:00,7.4
Alsterälven Alster,Inflow,2/17/2003 0:00,7.2
Alsterälven Alster,Inflow,3/17/2003 0:00,8.4
Alsterälven Alster,Inflow,4/14/2003 0:00,31
Alsterälven Alster,Inflow,5/14/2003 0:00,12.1
Alsterälven Alster,Inflow,6/16/2003 0:00,9.5
Alsterälven Alster,Inflow,7/14/2003 0:00,9.7
Alsterälven Alster,Inflow,8/18/2003 0:00,6.7
Alsterälven Alster,Inflow,9/15/2003 0:00,17.2
Alsterälven Alster,Inflow,10/15/2003 0:00,23
Alsterälven Alster,Inflow,11/17/2003 0:00,9.6
Alsterälven Alster,Inflow,12/15/2003 0:00,8
Alsterälven Alster,Inflow,1/14/2004 0:00,7.8
Alsterälven Alster,Inflow,2/16/2004 0:00,6.7
Alsterälven Alster,Inflow,3/16/2004 0:00,7.6
Alsterälven Alster,Inflow,4/14/2004 0:00,7.3
Alsterälven Alster,Inflow,5/17/2004 0:00,6.3
Alsterälven Alster,Inflow,6/15/2004 0:00,40.5
Alsterälven Alster,Inflow,7/14/2004 0:00,28.6
Alsterälven Alster,Inflow,8/17/2004 0:00,25.8
Alsterälven Alster,Inflow,9/15/2004 0:00,6.3
Alsterälven Alster,Inflow,10/13/2004 0:00,7.1
Alsterälven Alster,Inflow,11/16/2004 0:00,7.7
Alsterälven Alster,Inflow,12/15/2004 0:00,7.2
Alsterälven Alster,Inflow,1/17/2005 0:00,7.8
Alsterälven Alster,Inflow,2/16/2005 0:00,9.6
Alsterälven Alster,Inflow,3/15/2005 0:00,18.3
Alsterälven Alster,Inflow,4/13/2005 0:00,21.6
Alsterälven Alster,Inflow,5/17/2005 0:00,9.7
Alsterälven Alster,Inflow,6/15/2005 0:00,10.6
Alsterälven Alster,Inflow,7/13/2005 0:00,9
Alsterälven Alster,Inflow,8/16/2005 0:00,6.8
Alsterälven Alster,Inflow,9/14/2005 0:00,10.9
Alsterälven Alster,Inflow,10/17/2005 0:00,10.3
Alsterälven Alster,Inflow,11/15/2005 0:00,21.1
Alsterälven Alster,Inflow,12/14/2005 0:00,7.8
Alsterälven Alster,Inflow,1/16/2006 0:00,11.8
Alsterälven Alster,Inflow,2/15/2006 0:00,7.4
Alsterälven Alster,Inflow,3/15/2006 0:00,17.7
