agency_cd,datetime,tz_cd,NorthCreek,Allequash,Stevenson,Mann,Sum_SW_ft3s,Sum_SW_m3s
USGS,6/7/2015 22:30,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 22:45,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 23:00,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 23:15,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 23:30,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/7/2015 23:45,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 0:00,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/8/2015 0:15,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/8/2015 0:30,CDT,4.5,14,1.9,3.74,24.14,0.683162
USGS,6/8/2015 0:45,CDT,4.4,14,1.8,3.74,23.94,0.677502
USGS,6/8/2015 1:00,CDT,4.4,14,1.8,3.74,23.94,0.677502
USGS,6/8/2015 1:15,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 1:30,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 1:45,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 2:00,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 2:15,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 2:30,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 2:45,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 3:00,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 3:15,CDT,4.6,14,1.8,3.74,24.14,0.683162
USGS,6/8/2015 3:30,CDT,4.6,14,1.8,3.74,24.14,0.683162
USGS,6/8/2015 3:45,CDT,4.6,14,1.8,3.74,24.14,0.683162
USGS,6/8/2015 4:00,CDT,4.6,14,1.8,3.74,24.14,0.683162
USGS,6/8/2015 4:15,CDT,4.6,14,1.8,3.74,24.14,0.683162
USGS,6/8/2015 4:30,CDT,4.6,14,1.8,3.74,24.14,0.683162
USGS,6/8/2015 4:45,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 5:00,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 5:15,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 5:30,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 5:45,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 6:00,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/8/2015 6:15,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 6:30,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 6:45,CDT,4.5,14,1.8,3.74,24.04,0.680332
USGS,6/8/2015 7:00,CDT,4.5,14,1.7,3.74,23.94,0.677502
USGS,6/8/2015 7:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 7:30,CDT,4.4,14,1.8,3.74,23.94,0.677502
USGS,6/8/2015 7:45,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 8:00,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 8:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 8:30,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 8:45,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 9:00,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 9:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 9:30,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 9:45,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 10:00,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 10:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 10:30,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 10:45,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 11:00,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 11:15,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 11:30,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 11:45,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 12:00,CDT,4.4,14,1.7,3.74,23.84,0.674672
USGS,6/8/2015 12:15,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 12:30,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 12:45,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 13:00,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/8/2015 13:15,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 13:30,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 13:45,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 14:00,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 14:15,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 14:30,CDT,4.3,13,1.7,3.74,22.74,0.643542
USGS,6/8/2015 14:45,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 15:00,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 15:15,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 15:30,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 15:45,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 16:00,CDT,4.3,14,1.7,3.74,23.74,0.671842
USGS,6/8/2015 16:15,CDT,4.2,14,1.7,3.74,23.64,0.669012
USGS,6/8/2015 16:30,CDT,4.2,14,1.7,3.74,23.64,0.669012
USGS,6/8/2015 16:45,CDT,4.2,13,1.7,3.74,22.64,0.640712
USGS,6/8/2015 17:00,CDT,4.2,14,1.6,3.74,23.54,0.666182
USGS,6/8/2015 17:15,CDT,4.2,14,1.6,3.74,23.54,0.666182
USGS,6/8/2015 17:30,CDT,4.2,14,1.6,3.74,23.54,0.666182
USGS,6/8/2015 17:45,CDT,4.1,14,1.6,3.74,23.44,0.663352
USGS,6/8/2015 18:00,CDT,4.1,14,1.6,3.74,23.44,0.663352
USGS,6/8/2015 18:15,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/8/2015 18:30,CDT,4.1,14,1.6,3.74,23.44,0.663352
USGS,6/8/2015 18:45,CDT,4.1,14,1.6,3.74,23.44,0.663352
USGS,6/8/2015 19:00,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/8/2015 19:15,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/8/2015 19:30,CDT,4.1,13,1.6,3.74,22.44,0.635052
USGS,6/8/2015 19:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 20:00,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 20:15,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 20:30,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 20:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 21:00,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 21:15,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 21:30,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 21:45,CDT,4,13,1.6,3.74,22.34,0.632222
USGS,6/8/2015 22:00,CDT,4,13,1.7,3.74,22.44,0.635052
USGS,6/8/2015 22:15,CDT,4,13,1.7,3.74,22.44,0.635052
USGS,6/8/2015 22:30,CDT,4,13,1.7,3.74,22.44,0.635052
USGS,6/8/2015 22:45,CDT,4,13,1.7,3.74,22.44,0.635052
USGS,6/8/2015 23:00,CDT,4,13,1.7,3.74,22.44,0.635052
USGS,6/8/2015 23:15,CDT,4,13,1.8,3.74,22.54,0.637882
USGS,6/8/2015 23:30,CDT,4,13,1.9,3.74,22.64,0.640712
USGS,6/8/2015 23:45,CDT,4,13,1.9,3.74,22.64,0.640712
USGS,6/9/2015 0:00,CDT,4,13,2,3.74,22.74,0.643542
USGS,6/9/2015 0:15,CDT,4,13,2.1,3.74,22.84,0.646372
USGS,6/9/2015 0:30,CDT,4,13,2.2,3.74,22.94,0.649202
USGS,6/9/2015 0:45,CDT,4,13,2.3,3.74,23.04,0.652032
USGS,6/9/2015 1:00,CDT,4,13,2.6,3.74,23.34,0.660522
USGS,6/9/2015 1:15,CDT,4,13,2.7,3.74,23.44,0.663352
USGS,6/9/2015 1:30,CDT,4,13,2.9,3.74,23.64,0.669012
USGS,6/9/2015 1:45,CDT,4,13,3,3.74,23.74,0.671842
USGS,6/9/2015 2:00,CDT,4,13,3,3.74,23.74,0.671842
USGS,6/9/2015 2:15,CDT,3.9,13,3.2,3.74,23.84,0.674672
USGS,6/9/2015 2:30,CDT,4,13,3.3,3.74,24.04,0.680332
USGS,6/9/2015 2:45,CDT,3.9,13,3.4,3.74,24.04,0.680332
USGS,6/9/2015 3:00,CDT,4,13,3.5,3.74,24.24,0.685992
USGS,6/9/2015 3:15,CDT,3.9,13,3.6,3.74,24.24,0.685992
USGS,6/9/2015 3:30,CDT,3.9,13,3.8,3.74,24.44,0.691652
USGS,6/9/2015 3:45,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 4:00,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 4:15,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 4:30,CDT,3.9,13,4,3.74,24.64,0.697312
USGS,6/9/2015 4:45,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 5:00,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 5:15,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 5:30,CDT,3.9,13,4.2,3.74,24.84,0.702972
USGS,6/9/2015 5:45,CDT,3.9,13,4.2,3.74,24.84,0.702972
USGS,6/9/2015 6:00,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 6:15,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 6:30,CDT,3.9,13,4.2,3.74,24.84,0.702972
USGS,6/9/2015 6:45,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 7:00,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 7:15,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 7:30,CDT,3.9,13,4.1,3.74,24.74,0.700142
USGS,6/9/2015 7:45,CDT,3.9,13,4,3.74,24.64,0.697312
USGS,6/9/2015 8:00,CDT,3.9,13,4,3.74,24.64,0.697312
USGS,6/9/2015 8:15,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 8:30,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 8:45,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 9:00,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 9:15,CDT,3.9,13,3.9,3.74,24.54,0.694482
USGS,6/9/2015 9:30,CDT,3.9,13,3.8,3.74,24.44,0.691652
USGS,6/9/2015 9:45,CDT,3.9,13,3.6,3.74,24.24,0.685992
USGS,6/9/2015 10:00,CDT,3.9,13,3.6,3.74,24.24,0.685992
USGS,6/9/2015 10:15,CDT,3.9,13,3.6,3.74,24.24,0.685992
USGS,6/9/2015 10:30,CDT,3.9,13,3.5,3.74,24.14,0.683162
USGS,6/9/2015 10:45,CDT,3.9,13,3.5,3.74,24.14,0.683162
USGS,6/9/2015 11:00,CDT,3.9,13,3.4,3.74,24.04,0.680332
USGS,6/9/2015 11:15,CDT,3.9,13,3.4,3.74,24.04,0.680332
USGS,6/9/2015 11:30,CDT,3.9,13,3.3,3.74,23.94,0.677502
USGS,6/9/2015 11:45,CDT,3.9,13,3.2,3.74,23.84,0.674672
USGS,6/9/2015 12:00,CDT,3.9,13,3.2,3.74,23.84,0.674672
USGS,6/9/2015 12:15,CDT,3.9,13,3.1,3.74,23.74,0.671842
USGS,6/9/2015 12:30,CDT,3.9,13,3.1,3.74,23.74,0.671842
USGS,6/9/2015 12:45,CDT,3.9,13,3,3.74,23.64,0.669012
USGS,6/9/2015 13:00,CDT,3.9,13,3,3.74,23.64,0.669012
USGS,6/9/2015 13:15,CDT,3.9,13,3,3.74,23.64,0.669012
USGS,6/9/2015 13:30,CDT,3.9,13,3,3.74,23.64,0.669012
USGS,6/9/2015 13:45,CDT,3.9,13,2.9,3.74,23.54,0.666182
USGS,6/9/2015 14:00,CDT,3.9,13,2.9,3.74,23.54,0.666182
USGS,6/9/2015 14:15,CDT,3.9,13,2.8,3.74,23.44,0.663352
USGS,6/9/2015 14:30,CDT,3.9,13,2.8,3.74,23.44,0.663352
USGS,6/9/2015 14:45,CDT,3.9,13,2.7,3.74,23.34,0.660522
USGS,6/9/2015 15:00,CDT,3.9,13,2.7,3.74,23.34,0.660522
USGS,6/9/2015 15:15,CDT,3.9,13,2.6,3.74,23.24,0.657692
USGS,6/9/2015 15:30,CDT,3.9,13,2.6,3.74,23.24,0.657692
USGS,6/9/2015 15:45,CDT,3.9,13,2.4,3.74,23.04,0.652032
USGS,6/9/2015 16:00,CDT,3.9,13,2.4,3.74,23.04,0.652032
USGS,6/9/2015 16:15,CDT,3.9,13,2.4,3.74,23.04,0.652032
USGS,6/9/2015 16:30,CDT,3.9,13,2.3,3.74,22.94,0.649202
USGS,6/9/2015 16:45,CDT,3.9,13,2.3,3.74,22.94,0.649202
USGS,6/9/2015 17:00,CDT,3.9,13,2.2,3.74,22.84,0.646372
USGS,6/9/2015 17:15,CDT,3.8,13,2.2,3.74,22.74,0.643542
USGS,6/9/2015 17:30,CDT,3.8,13,2.2,3.74,22.74,0.643542
USGS,6/9/2015 17:45,CDT,3.8,13,2.1,3.74,22.64,0.640712
USGS,6/9/2015 18:00,CDT,3.8,13,2.1,3.74,22.64,0.640712
USGS,6/9/2015 18:15,CDT,3.8,13,2.1,3.74,22.64,0.640712
USGS,6/9/2015 18:30,CDT,3.8,13,2.1,3.74,22.64,0.640712
USGS,6/9/2015 18:45,CDT,3.8,13,2.1,3.74,22.64,0.640712
USGS,6/9/2015 19:00,CDT,3.8,13,2.1,3.74,22.64,0.640712
USGS,6/9/2015 19:15,CDT,3.8,13,2,3.74,22.54,0.637882
USGS,6/9/2015 19:30,CDT,3.8,13,2,3.74,22.54,0.637882
USGS,6/9/2015 19:45,CDT,3.8,13,2,3.74,22.54,0.637882
USGS,6/9/2015 20:00,CDT,3.8,13,2,3.74,22.54,0.637882
USGS,6/9/2015 20:15,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 20:30,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 20:45,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 21:00,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 21:15,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 21:30,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 21:45,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 22:00,CDT,3.8,13,1.9,3.74,22.44,0.635052
USGS,6/9/2015 22:15,CDT,3.8,13,1.8,3.74,22.34,0.632222
USGS,6/9/2015 22:30,CDT,3.8,13,1.8,3.74,22.34,0.632222
USGS,6/9/2015 22:45,CDT,3.8,13,1.8,3.74,22.34,0.632222
USGS,6/9/2015 23:00,CDT,3.8,13,1.8,3.74,22.34,0.632222
USGS,6/9/2015 23:15,CDT,3.8,13,1.8,3.74,22.34,0.632222
USGS,6/9/2015 23:30,CDT,3.9,13,1.8,3.74,22.44,0.635052
USGS,6/9/2015 23:45,CDT,3.9,13,1.8,3.74,22.44,0.635052
USGS,6/10/2015 0:00,CDT,3.9,13,1.7,3.74,22.34,0.632222
USGS,6/10/2015 0:15,CDT,3.9,13,1.7,3.74,22.34,0.632222
USGS,6/10/2015 0:30,CDT,3.8,13,1.7,3.74,22.24,0.629392
USGS,6/10/2015 0:45,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 1:00,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 1:15,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 1:30,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 1:45,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 2:00,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 2:15,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 2:30,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 2:45,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 3:00,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 3:15,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 3:30,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 3:45,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 4:00,CDT,3.9,14,1.9,3.74,23.54,0.666182
USGS,6/10/2015 4:15,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 4:30,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 4:45,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 5:00,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 5:15,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 5:30,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 5:45,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 6:00,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 6:15,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 6:30,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 6:45,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 7:00,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 7:15,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 7:30,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 7:45,CDT,3.9,14,1.8,3.74,23.44,0.663352
USGS,6/10/2015 8:00,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 8:15,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 8:30,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 8:45,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 9:00,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 9:15,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 9:30,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 9:45,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 10:00,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 10:15,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 10:30,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 10:45,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 11:00,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 11:15,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 11:30,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 11:45,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 12:00,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 12:15,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 12:30,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 12:45,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 13:00,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 13:15,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 13:30,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 13:45,CDT,3.9,14,1.7,3.74,23.34,0.660522
USGS,6/10/2015 14:00,CDT,3.8,14,1.7,3.74,23.24,0.657692
USGS,6/10/2015 14:15,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 14:30,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 14:45,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 15:00,CDT,3.8,13,1.6,3.74,22.14,0.626562
USGS,6/10/2015 15:15,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 15:30,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 15:45,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 16:00,CDT,3.8,13,1.6,3.74,22.14,0.626562
USGS,6/10/2015 16:15,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 16:30,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 16:45,CDT,3.8,13,1.6,3.74,22.14,0.626562
USGS,6/10/2015 17:00,CDT,3.8,14,1.6,3.74,23.14,0.654862
USGS,6/10/2015 17:15,CDT,3.7,13,1.6,3.74,22.04,0.623732
USGS,6/10/2015 17:30,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 17:45,CDT,3.7,13,1.6,3.74,22.04,0.623732
USGS,6/10/2015 18:00,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 18:15,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 18:30,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 18:45,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 19:00,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 19:15,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 19:30,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 19:45,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 20:00,CDT,3.7,13,1.6,3.74,22.04,0.623732
USGS,6/10/2015 20:15,CDT,3.7,14,1.6,3.74,23.04,0.652032
USGS,6/10/2015 20:30,CDT,3.6,14,1.6,3.74,22.94,0.649202
USGS,6/10/2015 20:45,CDT,3.6,14,1.6,3.74,22.94,0.649202
USGS,6/10/2015 21:00,CDT,3.6,14,1.6,3.74,22.94,0.649202
USGS,6/10/2015 21:15,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 21:30,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 21:45,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 22:00,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 22:15,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 22:30,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 22:45,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 23:00,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 23:15,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 23:30,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/10/2015 23:45,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 0:00,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 0:15,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 0:30,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 0:45,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 1:00,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 1:15,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 1:30,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 1:45,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 2:00,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 2:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 2:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 2:45,CDT,3.6,13,1.6,3.74,21.94,0.620902
USGS,6/11/2015 3:00,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 3:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 3:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 3:45,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 4:00,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 4:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 4:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 4:45,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 5:00,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 5:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 5:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 5:45,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 6:00,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 6:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 6:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 6:45,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 7:00,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 7:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 7:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 7:45,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 8:00,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 8:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 8:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 8:45,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 9:00,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 9:15,CDT,3.6,13,1.5,3.74,21.84,0.618072
USGS,6/11/2015 9:30,CDT,3.6,13,1.5,3.74,21.84,0.618072
