Date_Time,Julian_Time,Water_Temp_C,Conductivity_umScm,Stage_mm,Q_m3sec
06/11/09 21:30,162.90,6.377,37.45,700.1,4.288
06/11/09 22:00,162.92,6.324,37.49,700.1,4.288
06/11/09 22:30,162.94,6.249,37.5,696.9,4.222
06/11/09 23:00,162.96,6.161,37.5,695.5,4.194
06/11/09 23:30,162.98,6.081,37.58,690.4,4.093
06/11/09 23:59,163.00,6.016,37.6,689.6,4.076
06/12/09 00:30,163.02,5.995,37.65,686.0,4.006
06/12/09 01:00,163.04,5.958,37.63,681.3,3.915
06/12/09 01:30,163.06,5.916,37.64,679.0,3.870
06/12/09 02:00,163.08,5.876,37.63,674.3,3.779
06/12/09 02:30,163.10,5.831,37.69,674.3,3.779
06/12/09 03:00,163.13,5.783,37.75,673.5,3.764
06/12/09 03:30,163.15,5.729,37.88,668.4,3.667
06/12/09 04:00,163.17,5.687,37.85,668.0,3.659
06/12/09 04:30,163.19,5.649,37.84,666.5,3.632
06/12/09 05:00,163.21,5.663,37.9,664.3,3.590
06/12/09 05:30,163.23,5.645,38.09,661.0,3.529
06/12/09 06:00,163.25,5.659,38.03,653.1,3.383
06/12/09 06:30,163.27,5.775,38.09,653.1,3.383
06/12/09 07:00,163.29,5.924,38.1,652.5,3.371
06/12/09 07:30,163.31,6.05,38.01,650.5,3.336
06/12/09 08:00,163.33,6.204,38.03,648.6,3.301
06/12/09 08:30,163.35,6.372,38.02,646.1,3.255
06/12/09 09:00,163.38,6.524,38.08,644.4,3.225
06/12/09 09:30,163.40,6.662,37.98,642.5,3.191
06/12/09 10:00,163.42,6.807,37.97,638.9,3.127
06/12/09 10:30,163.44,6.878,37.93,635.5,3.066
06/12/09 11:00,163.46,7.06,37.9,635.5,3.066
06/12/09 11:30,163.48,7.22,37.92,633.7,3.035
06/12/09 12:00,163.50,7.38,38,631.4,2.994
06/12/09 12:30,163.52,7.56,38.04,629.7,2.964
06/12/09 13:00,163.54,7.68,38.27,627.1,2.920
06/12/09 13:30,163.56,7.77,38.22,621.4,3.188
06/12/09 14:00,163.58,7.9,38.33,621.4,3.188
06/12/09 14:30,163.60,8.04,38.31,621.4,3.188
06/12/09 15:00,163.63,8.07,38.3,619.2,3.136
06/12/09 15:30,163.65,8.08,38.3,618.8,3.127
06/12/09 16:00,163.67,7.99,38.31,617.3,3.094
06/12/09 16:30,163.69,7.83,38.26,615.4,3.050
06/12/09 17:00,163.71,7.78,38.27,614.3,3.025
06/12/09 17:30,163.73,7.67,38.33,607.3,2.870
06/12/09 18:00,163.75,7.58,38.33,603.8,2.795
06/12/09 18:30,163.77,7.52,38.39,603.8,2.795
06/12/09 19:00,163.79,7.46,38.37,603.8,2.795
06/12/09 19:30,163.81,7.51,38.49,603.8,2.795
06/12/09 20:00,163.83,7.48,38.43,603.8,2.795
06/12/09 20:30,163.85,7.39,38.65,602.9,2.775
06/12/09 21:00,163.88,7.3,38.61,600.2,2.718
06/12/09 21:30,163.90,7.2,38.67,599.8,2.710
06/12/09 22:00,163.92,7.11,38.7,599.0,2.692
06/12/09 22:30,163.94,7.05,38.79,597.9,2.669
06/12/09 23:00,163.96,6.994,38.85,594.8,2.605
06/12/09 23:30,163.98,6.976,38.93,593.9,2.586
06/12/09 23:59,164.00,6.935,39.08,592.9,2.565
06/13/09 00:30,164.02,6.94,39.53,591.7,2.540
06/13/09 01:00,164.04,6.98,39.56,589.6,2.499
06/13/09 01:30,164.06,7.01,39.6,587.5,2.455
06/13/09 02:00,164.08,6.989,39.62,583.7,2.380
06/13/09 02:30,164.10,6.969,39.67,583.7,2.380
06/13/09 03:00,164.13,6.946,39.76,583.7,2.380
06/13/09 03:30,164.15,6.927,39.68,582.8,2.362
06/13/09 04:00,164.17,6.909,39.71,581.4,2.334
06/13/09 04:30,164.19,6.906,39.72,579.6,2.299
06/13/09 05:00,164.21,6.902,39.65,577.2,2.253
06/13/09 05:30,164.23,6.905,39.65,576.6,2.242
06/13/09 06:00,164.25,6.935,39.72,575.4,2.218
06/13/09 06:30,164.27,6.982,39.7,574.4,2.199
06/13/09 07:00,164.29,7.06,39.77,570.0,2.117
06/13/09 07:30,164.31,7.13,39.68,568.5,2.089
06/13/09 08:00,164.33,7.2,39.71,568.5,2.089
06/13/09 08:30,164.35,7.3,39.75,568.3,2.085
06/13/09 09:00,164.38,7.45,39.83,566.1,2.046
06/13/09 09:30,164.40,7.62,39.84,566.1,2.046
06/13/09 10:00,164.42,7.82,39.96,562.7,1.983
06/13/09 10:30,164.44,7.91,39.89,562.7,1.983
06/13/09 11:00,164.46,7.94,39.94,559.3,1.923
06/13/09 11:30,164.48,7.94,39.81,559.1,1.920
06/13/09 12:00,164.50,8.13,40.07,559.1,1.920
06/13/09 12:30,164.52,8.11,39.98,558.7,1.913
06/13/09 13:00,164.54,8.4,40.01,554.1,1.833
06/13/09 13:30,164.56,8.72,40.11,552.1,1.798
06/13/09 14:00,164.58,8.79,40.27,552.1,1.798
06/13/09 14:30,164.60,8.76,40.46,552.1,1.798
06/13/09 15:00,164.63,8.77,40.37,552.1,1.798
06/13/09 15:30,164.65,8.68,40.57,552.1,1.798
06/13/09 16:00,164.67,8.56,40.54,551.2,1.783
06/13/09 16:30,164.69,8.52,40.66,549.0,1.747
06/13/09 17:00,164.71,8.39,40.68,548.5,1.738
06/13/09 17:30,164.73,8.3,40.78,547.9,1.728
06/13/09 18:00,164.75,8.25,40.86,547.4,1.720
06/13/09 18:30,164.77,8.19,40.96,544.6,1.675
06/13/09 19:00,164.79,8.09,41.13,543.8,1.661
06/13/09 19:30,164.81,8.06,41.19,543.8,1.661
06/13/09 20:00,164.83,7.97,41.17,543.8,1.661
06/13/09 20:30,164.85,7.9,41.2,542.4,1.638
06/13/09 21:00,164.88,7.79,41.19,541.5,1.623
06/13/09 21:30,164.90,7.7,41.26,540.5,1.607
06/13/09 22:00,164.92,7.61,41.39,540.2,1.602
06/13/09 22:30,164.94,7.53,41.42,537.9,1.567
06/13/09 23:00,164.96,7.51,41.5,537.8,1.565
06/13/09 23:30,164.98,7.44,41.51,536.8,1.549
06/13/09 23:59,165.00,7.35,41.41,536.8,1.549
06/14/09 00:30,165.02,7.36,41.44,536.8,1.549
06/14/09 01:00,165.04,7.34,41.58,533.7,1.502
06/14/09 01:30,165.06,7.29,41.72,533.2,1.494
06/14/09 02:00,165.08,7.26,41.81,533.2,1.494
06/14/09 02:30,165.10,7.23,41.85,533.2,1.494
06/14/09 03:00,165.13,7.22,41.88,533.2,1.494
06/14/09 03:30,165.15,7.21,41.86,533.2,1.494
06/14/09 04:00,165.17,7.22,41.85,532.8,1.488
06/14/09 04:30,165.19,7.22,41.94,530.9,1.458
06/14/09 05:00,165.21,7.22,41.92,530.9,1.458
06/14/09 05:30,165.23,7.21,41.89,530.9,1.458
06/14/09 06:00,165.25,7.23,42.07,530.9,1.458
06/14/09 06:30,165.27,7.22,42.08,530.9,1.458
06/14/09 07:00,165.29,7.23,42.12,530.9,1.458
06/14/09 07:30,165.31,7.29,42.09,530.9,1.458
06/14/09 08:00,165.33,7.36,42.1,530.9,1.458
06/14/09 08:30,165.35,7.43,42.18,530.9,1.458
06/14/09 09:00,165.38,7.5,42.13,530.9,1.458
06/14/09 09:30,165.40,7.52,42.11,530.9,1.458
06/14/09 10:00,165.42,7.65,42.3,530.9,1.458
06/14/09 10:30,165.44,7.66,42.65,530.4,1.451
06/14/09 11:00,165.46,7.55,43.01,529.8,1.442
06/14/09 11:30,165.48,7.49,42.69,529.8,1.442
06/14/09 12:00,165.50,7.46,42.68,529.8,1.442
06/14/09 12:30,165.52,7.39,42.46,529.8,1.442
06/14/09 13:00,165.54,7.34,42.41,529.8,1.442
06/14/09 13:30,165.56,7.27,42.26,529.8,1.442
06/14/09 14:00,165.58,7.2,42,529.8,1.442
06/14/09 14:30,165.60,7.15,42.15,529.8,1.442
06/14/09 15:00,165.63,7.12,42.23,529.8,1.442
06/14/09 15:30,165.65,7.1,42.26,529.8,1.442
06/14/09 16:00,165.67,7.13,42.34,529.8,1.442
06/14/09 16:30,165.69,7.13,42.27,529.8,1.442
06/14/09 17:00,165.71,7.1,42.15,529.8,1.442
06/14/09 17:30,165.73,7.08,41.99,529.8,1.442
06/14/09 18:00,165.75,7.05,42.37,534.7,1.516
06/14/09 18:30,165.77,7.01,42.59,539.3,1.589
06/14/09 19:00,165.79,6.97,42.51,545.8,1.693
06/14/09 19:30,165.81,6.941,42.47,552.3,1.802
06/14/09 20:00,165.83,6.902,42.35,560.4,1.943
06/14/09 20:30,165.85,6.865,42.16,570.5,2.126
06/14/09 21:00,165.88,6.829,42.07,577.8,2.265
06/14/09 21:30,165.90,6.784,41.82,585.9,2.423
06/14/09 22:00,165.92,6.722,41.92,596.0,2.628
06/14/09 22:30,165.94,6.662,41.7,604.9,2.819
06/14/09 23:00,165.96,6.619,41.66,614.0,3.018
06/14/09 23:30,165.98,6.576,41.14,625.7,2.895
06/14/09 23:59,166.00,6.528,41.12,636.9,3.091
06/15/09 00:30,166.02,6.494,41.15,644.5,3.227
06/15/09 01:00,166.04,6.469,41.31,654.7,3.413
06/15/09 01:30,166.06,6.453,41.29,666.1,3.625
06/15/09 02:00,166.08,6.442,41.38,673.5,3.764
06/15/09 02:30,166.10,6.441,41.4,678.6,3.862
06/15/09 03:00,166.13,6.43,41.53,685.7,4.000
06/15/09 03:30,166.15,6.413,41.48,694.6,4.177
06/15/09 04:00,166.17,6.391,41.48,701.5,4.314
06/15/09 04:30,166.19,6.376,41.49,705.7,4.401
06/15/09 05:00,166.21,6.396,41.51,713.2,4.554
06/15/09 05:30,166.23,6.407,41.54,720.2,4.700
06/15/09 06:00,166.25,6.417,41.67,724.8,4.796
06/15/09 06:30,166.27,6.427,41.7,724.8,4.796
06/15/09 07:00,166.29,6.432,41.63,724.8,4.796
06/15/09 07:30,166.31,6.436,41.55,727.0,4.844
06/15/09 08:00,166.33,6.457,41.4,728.4,4.872
06/15/09 08:30,166.35,6.502,41.27,728.4,4.872
06/15/09 09:00,166.38,6.537,41.13,728.4,4.872
06/15/09 09:30,166.40,6.572,40.92,728.4,4.872
06/15/09 10:00,166.42,6.612,40.78,728.4,4.872
06/15/09 10:30,166.44,6.735,40.71,728.4,4.872
06/15/09 11:00,166.46,6.871,40.57,728.4,4.872
06/15/09 11:30,166.48,6.951,40.44,728.4,4.872
06/15/09 12:00,166.50,6.94,40.34,728.4,4.872
06/15/09 12:30,166.52,7.08,40.27,728.4,4.872
06/15/09 13:00,166.54,7.3,40.26,728.4,4.872
06/15/09 13:30,166.56,7.45,40.16,728.4,4.872
06/15/09 14:00,166.58,7.62,39.99,728.4,4.872
06/15/09 14:30,166.60,7.8,39.86,728.4,4.872
06/15/09 15:00,166.63,7.84,39.74,728.4,4.872
06/15/09 15:30,166.65,7.89,39.72,727.1,4.846
06/15/09 16:00,166.67,7.92,39.68,723.7,4.773
06/15/09 16:30,166.69,8.03,39.58,720.1,4.698
06/15/09 17:00,166.71,8.08,39.41,714.9,4.590
06/15/09 17:30,166.73,8.15,39.64,713.1,4.552
06/15/09 18:00,166.75,8.21,39.73,711.7,4.522
06/15/09 18:30,166.77,8.25,39.71,708.4,4.455
06/15/09 19:00,166.79,8.25,39.77,703.6,4.358
06/15/09 19:30,166.81,8.22,39.76,703.6,4.358
06/15/09 20:00,166.83,8.18,39.77,701.8,4.321
06/15/09 20:30,166.85,8.13,39.82,699.3,4.271
06/15/09 21:00,166.88,8.06,39.9,696.4,4.212
06/15/09 21:30,166.90,7.98,39.99,692.8,4.141
06/15/09 22:00,166.92,7.89,39.99,689.6,4.076
06/15/09 22:30,166.94,7.8,40,687.4,4.034
06/15/09 23:00,166.96,7.71,40.03,679.7,3.883
06/15/09 23:30,166.98,7.63,40.07,676.6,3.824
06/15/09 23:59,167.00,7.57,40.09,676.2,3.817
06/16/09 00:30,167.02,7.52,40,673.1,3.756
06/16/09 01:00,167.04,7.45,40.08,670.0,3.698
06/16/09 01:30,167.06,7.36,40.13,663.7,3.579
06/16/09 02:00,167.08,7.29,40.21,663.7,3.579
06/16/09 02:30,167.10,7.25,40.28,663.7,3.579
06/16/09 03:00,167.13,7.26,40.38,661.4,3.537
06/16/09 03:30,167.15,7.29,40.45,658.7,3.486
06/16/09 04:00,167.17,7.31,40.45,654.3,3.405
06/16/09 04:30,167.19,7.3,40.49,653.5,3.390
06/16/09 05:00,167.21,7.31,40.49,649.4,3.316
06/16/09 05:30,167.23,7.34,40.45,647.3,3.277
06/16/09 06:00,167.25,7.42,40.35,646.7,3.266
06/16/09 06:30,167.27,7.52,40.31,643.7,3.213
06/16/09 07:00,167.29,7.64,40.24,642.1,3.183
06/16/09 07:30,167.31,7.79,40.41,640.2,3.149
06/16/09 08:00,167.33,8,40.39,634.7,3.052
06/16/09 08:30,167.35,8.22,40.4,633.1,3.025
06/16/09 09:00,167.38,8.41,40.37,633.1,3.025
06/16/09 09:30,167.40,8.58,40.4,630.0,2.969
06/16/09 10:00,167.42,8.75,40.48,629.2,2.955
06/16/09 10:30,167.44,8.91,40.51,627.1,2.920
06/16/09 11:00,167.46,9.08,40.47,624.1,3.249
06/16/09 11:30,167.48,9.25,40.59,621.4,3.188
06/16/09 12:00,167.50,9.32,40.63,621.2,3.183
06/16/09 12:30,167.52,9.2,40.68,620.2,3.159
06/16/09 13:00,167.54,9.13,40.66,618.1,3.110
06/16/09 13:30,167.56,9,40.7,614.3,3.025
06/16/09 14:00,167.58,8.85,40.74,614.3,3.025
06/16/09 14:30,167.60,8.76,40.92,614.3,3.025
06/16/09 15:00,167.63,8.76,40.9,613.4,3.005
06/16/09 15:30,167.65,8.85,40.83,604.9,2.819
06/16/09 16:00,167.67,8.92,40.92,604.9,2.819
06/16/09 16:30,167.69,9.11,40.83,604.9,2.819
06/16/09 17:00,167.71,9.43,40.97,604.9,2.819
06/16/09 17:30,167.73,9.57,40.92,604.9,2.819
06/16/09 18:00,167.75,9.57,40.97,604.9,2.819
06/16/09 18:30,167.77,9.51,41.02,604.5,2.810
06/16/09 19:00,167.79,9.39,41,603.0,2.777
06/16/09 19:30,167.81,9.27,41.11,600.2,2.718
06/16/09 20:00,167.83,9.13,41.04,600.2,2.718
06/16/09 20:30,167.85,9.01,41.23,600.2,2.718
06/16/09 21:00,167.88,8.96,41.37,598.5,2.682
06/16/09 21:30,167.90,8.95,41.53,596.7,2.643
06/16/09 22:00,167.92,8.95,41.58,596.2,2.633
06/16/09 22:30,167.94,8.92,41.63,594.3,2.595
06/16/09 23:00,167.96,8.87,41.77,593.5,2.578
06/16/09 23:30,167.98,8.81,41.7,592.5,2.557
06/16/09 23:59,168.00,8.74,41.85,592.0,2.546
06/17/09 00:30,168.02,8.67,41.92,587.6,2.457
06/17/09 01:00,168.04,8.6,41.89,587.3,2.451
06/17/09 01:30,168.06,8.54,41.92,587.3,2.451
06/17/09 02:00,168.08,8.48,41.99,586.8,2.441
06/17/09 02:30,168.10,8.44,42.05,585.0,2.404
06/17/09 03:00,168.13,8.41,42.11,585.0,2.404
06/17/09 03:30,168.15,8.38,42.01,584.1,2.388
06/17/09 04:00,168.17,8.37,42.08,582.0,2.346
06/17/09 04:30,168.19,8.37,42.12,581.4,2.334
06/17/09 05:00,168.21,8.39,42.16,579.6,2.299
06/17/09 05:30,168.23,8.52,42.16,576.7,2.244
06/17/09 06:00,168.25,8.56,42.03,576.7,2.244
06/17/09 06:30,168.27,8.65,42.11,576.6,2.242
06/17/09 07:00,168.29,8.76,42.16,574.6,2.203
06/17/09 07:30,168.31,8.9,42.25,570.7,2.130
06/17/09 08:00,168.33,9.07,42.25,568.5,2.089
06/17/09 08:30,168.35,9.24,42.13,568.5,2.089
06/17/09 09:00,168.38,9.33,42.2,567.2,2.066
06/17/09 09:30,168.40,9.48,42.25,565.0,2.025
06/17/09 10:00,168.42,9.44,42.28,565.0,2.025
06/17/09 10:30,168.44,9.67,42.27,565.0,2.025
06/17/09 11:00,168.46,9.61,42.4,565.0,2.025
06/17/09 11:30,168.48,9.67,42.4,564.2,2.011
06/17/09 12:00,168.50,9.94,42.37,563.4,1.996
06/17/09 12:30,168.52,10.18,42.45,562.2,1.974
06/17/09 13:00,168.54,10.23,42.54,560.8,1.950
06/17/09 13:30,168.56,10.8,42.67,560.3,1.941
06/17/09 14:00,168.58,10.54,42.69,556.3,1.872
06/17/09 14:30,168.60,10.55,42.73,554.4,1.838
06/17/09 15:00,168.63,10.67,42.93,554.4,1.838
06/17/09 15:30,168.65,11.01,43.08,554.4,1.838
06/17/09 16:00,168.67,11.06,43.59,554.4,1.838
06/17/09 16:30,168.69,10.57,43.69,554.1,1.833
06/17/09 17:00,168.71,9.93,41.29,553.2,1.817
06/17/09 17:30,168.73,9.11,44.32,553.2,1.817
06/17/09 18:00,168.75,9.12,44.93,553.2,1.817
06/17/09 18:30,168.77,8.84,45.76,553.2,1.817
06/17/09 19:00,168.79,8.74,46.66,553.2,1.817
06/17/09 19:30,168.81,8.72,46.9,553.2,1.817
06/17/09 20:00,168.83,8.8,46.34,553.2,1.817
06/17/09 20:30,168.85,8.8,46.75,553.2,1.817
06/17/09 21:00,168.88,8.78,46.42,553.2,1.817
06/17/09 21:30,168.90,8.78,46.08,553.2,1.817
06/17/09 22:00,168.92,8.76,46.29,553.2,1.817
06/17/09 22:30,168.94,8.77,46.49,553.2,1.817
06/17/09 23:00,168.96,8.78,46.64,553.2,1.817
06/17/09 23:30,168.98,8.77,46.76,553.2,1.817
06/17/09 23:59,169.00,8.78,46.72,553.2,1.817
06/18/09 00:30,169.02,8.75,46.76,553.2,1.817
06/18/09 01:00,169.04,8.66,46.63,553.2,1.817
06/18/09 01:30,169.06,8.57,46.63,553.2,1.817
06/18/09 02:00,169.08,8.46,46.57,553.2,1.817
06/18/09 02:30,169.10,8.36,46.51,553.2,1.817
06/18/09 03:00,169.13,8.28,46.55,553.2,1.817
06/18/09 03:30,169.15,8.21,46.42,553.2,1.817
06/18/09 04:00,169.17,8.2,46.38,551.5,1.788
06/18/09 04:30,169.19,8.22,46.39,550.8,1.778
06/18/09 05:00,169.21,8.28,46.31,549.7,1.759
06/18/09 05:30,169.23,8.41,46.22,549.7,1.759
06/18/09 06:00,169.25,8.62,46.25,547.6,1.723
06/18/09 06:30,169.27,8.74,46.23,547.4,1.720
06/18/09 07:00,169.29,8.81,46.3,547.4,1.720
06/18/09 07:30,169.31,8.91,46.73,543.8,1.661
06/18/09 08:00,169.33,9.03,46.32,543.8,1.661
06/18/09 08:30,169.35,9.33,46.45,543.8,1.661
06/18/09 09:00,169.38,9.63,46.29,540.9,1.614
06/18/09 09:30,169.40,9.68,46.22,536.8,1.549
06/18/09 10:00,169.42,9.69,45.87,536.8,1.549
06/18/09 11:00,169.46,9.74,46,536.8,1.549
06/18/09 11:30,169.48,9.79,45.91,536.8,1.549
06/18/09 12:00,169.50,9.77,45.75,536.8,1.549
06/18/09 12:30,169.52,9.71,45.81,536.8,1.549
06/18/09 13:00,169.54,9.63,45.56,536.8,1.549
06/18/09 13:30,169.56,9.61,45.48,536.2,1.540
06/18/09 14:00,169.58,9.6,45.7,535.6,1.530
06/18/09 14:30,169.60,9.54,45.7,535.5,1.529
06/18/09 15:00,169.63,9.59,45.78,533.2,1.494
06/18/09 15:30,169.65,9.57,45.9,533.2,1.494
06/18/09 16:00,169.67,9.57,46.01,530.9,1.458
06/18/09 16:30,169.69,9.56,45.9,529.8,1.442
06/18/09 17:00,169.71,9.61,46.11,529.8,1.442
06/18/09 17:30,169.73,9.78,46.34,529.8,1.442
06/18/09 18:00,169.75,9.75,46.18,529.8,1.442
06/18/09 18:30,169.77,9.56,46.27,527.3,1.405
06/18/09 19:00,169.79,9.41,46.22,526.2,1.389
06/18/09 19:30,169.81,9.35,46.45,526.2,1.389
06/18/09 20:00,169.83,9.25,46.65,526.2,1.389
06/18/09 20:30,169.85,9.14,46.55,525.8,1.383
06/18/09 21:00,169.88,9.02,46.86,522.6,1.337
06/18/09 21:30,169.90,8.91,46.72,522.6,1.337
06/18/09 22:00,169.92,8.8,46.76,522.6,1.337
06/18/09 22:30,169.94,8.69,46.89,522.6,1.337
06/18/09 23:00,169.96,8.59,46.71,520.4,1.305
06/18/09 23:30,169.98,8.51,47.2,518.0,1.270
06/18/09 23:59,170.00,8.42,46.97,518.0,1.270
06/19/09 00:30,170.02,8.36,47.07,518.0,1.270
06/19/09 01:00,170.04,8.29,47.34,518.0,1.270
06/19/09 01:30,170.06,8.23,47.26,518.0,1.270
06/19/09 02:00,170.08,8.16,47.49,518.0,1.270
06/19/09 02:30,170.10,8.11,47.36,518.0,1.270
06/19/09 03:00,170.13,8.09,47.33,515.3,1.234
06/19/09 03:30,170.15,8.06,47.43,513.3,1.206
06/19/09 04:00,170.17,8.02,47.25,513.3,1.206
06/19/09 04:30,170.19,8,47.44,513.3,1.206
06/19/09 05:00,170.21,7.97,47.72,513.3,1.206
06/19/09 05:30,170.23,7.92,47.9,512.5,1.195
06/19/09 06:00,170.25,7.87,47.77,510.1,1.163
06/19/09 06:30,170.27,7.87,47.64,509.7,1.158
06/19/09 07:00,170.29,7.88,47.58,509.7,1.158
06/19/09 07:30,170.31,7.88,47.5,509.7,1.158
06/19/09 08:00,170.33,7.93,47.88,509.7,1.158
06/19/09 08:30,170.35,7.98,47.54,508.6,1.143
06/19/09 09:00,170.38,8.07,47.63,507.2,1.125
06/19/09 09:30,170.40,8.1,47.67,506.2,1.113
06/19/09 10:00,170.42,8.12,47.64,506.2,1.113
06/19/09 10:30,170.44,8.15,47.82,503.0,1.071
06/19/09 11:00,170.46,8.23,47.55,502.7,1.067
06/19/09 11:30,170.48,8.31,47.74,502.7,1.067
06/19/09 12:00,170.50,8.37,47.79,502.7,1.067
06/19/09 12:30,170.52,8.43,47.72,502.7,1.067
06/19/09 13:00,170.54,8.46,47.74,502.5,1.064
06/19/09 13:30,170.56,8.45,47.68,501.6,1.053
06/19/09 14:00,170.58,8.46,47.75,500.4,1.039
06/19/09 14:30,170.60,8.44,47.72,499.2,1.024
06/19/09 15:00,170.63,8.41,47.84,499.2,1.024
06/19/09 15:30,170.65,8.38,47.79,498.6,1.016
06/19/09 16:00,170.67,8.32,47.95,498.0,1.009
06/19/09 16:30,170.69,8.27,47.61,496.6,0.991
06/19/09 17:00,170.71,8.22,48.02,495.6,0.980
06/19/09 17:30,170.73,8.16,48.02,495.6,0.980
06/19/09 18:00,170.75,8.09,48.3,495.6,0.980
06/19/09 18:30,170.77,8.03,48.45,495.5,0.979
06/19/09 19:00,170.79,8,48.33,494.4,0.966
06/19/09 19:30,170.81,7.97,48.38,494.2,0.963
06/19/09 20:00,170.83,7.88,48.49,493.3,0.953
06/19/09 20:30,170.85,7.82,48.53,493.3,0.953
06/19/09 21:00,170.88,7.74,48.97,492.6,0.944
06/19/09 21:30,170.90,7.69,48.9,492.1,0.938
06/19/09 22:00,170.92,7.61,48.91,491.8,0.935
06/19/09 22:30,170.94,7.52,48.71,491.0,0.925
06/19/09 23:00,170.96,7.47,49.17,488.9,0.902
06/19/09 23:30,170.98,7.41,49.01,488.6,0.898
06/19/09 23:59,171.00,7.34,49.2,488.6,0.898
06/20/09 00:30,171.02,7.24,49.48,488.6,0.898
06/20/09 01:00,171.04,7.17,49.18,488.6,0.898
06/20/09 01:30,171.06,7.14,49.29,488.2,0.894
06/20/09 02:00,171.08,7.09,49.57,487.4,0.884
06/20/09 02:30,171.10,7.05,49.42,486.3,0.872
06/20/09 03:00,171.13,7.03,49.39,485.1,0.858
06/20/09 03:30,171.15,7.02,49.52,485.1,0.858
06/20/09 04:00,171.17,7.01,49.78,485.1,0.858
06/20/09 04:30,171.19,7.01,51.81,485.1,0.858
06/20/09 05:00,171.21,7.02,50.04,484.8,0.855
06/20/09 05:30,171.23,7.07,52.13,483.8,0.845
06/20/09 06:00,171.25,7.07,49.87,483.8,0.845
06/20/09 06:30,171.27,7.1,50.11,483.8,0.845
06/20/09 07:00,171.29,7.14,50.02,482.7,0.832
06/20/09 07:30,171.31,7.23,49.8,481.5,0.819
06/20/09 08:00,171.33,7.39,50,481.5,0.819
06/20/09 08:30,171.35,7.44,50.14,481.5,0.819
06/20/09 09:00,171.38,7.44,49.91,481.5,0.819
06/20/09 09:30,171.40,7.53,49.93,480.5,0.808
06/20/09 10:00,171.42,7.64,50.07,480.4,0.807
06/20/09 10:30,171.44,7.71,49.97,480.0,0.803
06/20/09 11:00,171.46,7.86,50.03,479.2,0.794
06/20/09 11:30,171.48,8.06,50.16,479.2,0.794
06/20/09 12:00,171.50,8.3,50.16,479.2,0.794
06/20/09 12:30,171.52,8.54,50.23,478.4,0.787
06/20/09 13:00,171.54,8.72,50.06,476.8,0.770
06/20/09 13:30,171.56,8.92,50.12,476.8,0.770
06/20/09 14:00,171.58,9.27,50.25,476.8,0.770
06/20/09 14:30,171.60,9.48,50.37,476.8,0.770
06/20/09 15:00,171.63,9.52,50.21,476.8,0.770
06/20/09 15:30,171.65,9.25,50.08,476.1,0.762
06/20/09 16:00,171.67,9.17,50.06,475.7,0.758
06/20/09 16:30,171.69,9.39,50.16,475.7,0.758
06/20/09 17:00,171.71,9.4,50.53,475.7,0.758
06/20/09 17:30,171.73,9.49,50.4,473.3,0.734
06/20/09 18:00,171.75,9.65,50.39,473.3,0.734
06/20/09 18:30,171.77,9.53,50.6,473.3,0.734
06/20/09 19:00,171.79,9.17,50.64,473.3,0.734
06/20/09 19:30,171.81,8.98,50.63,470.5,0.706
06/20/09 20:00,171.83,8.83,50.77,469.8,0.699
06/20/09 20:30,171.85,8.69,50.84,469.8,0.699
06/20/09 21:00,171.88,8.57,51.01,469.8,0.699
06/20/09 21:30,171.90,8.44,51.09,469.8,0.699
06/20/09 22:00,171.92,8.31,51.01,469.8,0.699
06/20/09 22:30,171.94,8.09,51.15,469.8,0.699
06/20/09 23:00,171.96,7.93,51.01,469.8,0.699
06/20/09 23:30,171.98,7.83,51.27,468.6,0.687
06/20/09 23:59,172.00,7.71,51.24,468.6,0.687
06/21/09 00:30,172.02,7.58,51.19,468.6,0.687
06/21/09 01:00,172.04,7.47,51.19,468.6,0.687
06/21/09 01:30,172.06,7.34,51.34,465.1,0.654
06/21/09 02:00,172.08,7.24,51.42,463.9,0.643
06/21/09 02:30,172.10,7.13,51.47,463.9,0.643
06/21/09 03:00,172.13,7.03,51.53,463.9,0.643
06/21/09 03:30,172.15,6.974,51.48,463.9,0.643
06/21/09 04:00,172.17,6.949,51.55,463.9,0.643
06/21/09 04:30,172.19,6.921,51.49,463.9,0.643
06/21/09 05:00,172.21,6.967,51.5,463.9,0.643
06/21/09 05:30,172.23,7.04,51.77,463.9,0.643
06/21/09 06:00,172.25,7.1,51.52,463.9,0.643
06/21/09 06:30,172.27,7.19,51.73,463.2,0.637
06/21/09 07:00,172.29,7.35,51.69,462.8,0.633
06/21/09 07:30,172.31,7.4,51.88,462.8,0.633
06/21/09 08:00,172.33,7.48,51.6,462.8,0.633
06/21/09 08:30,172.35,7.73,51.84,462.8,0.633
06/21/09 09:00,172.38,8,51.71,462.0,0.626
06/21/09 09:30,172.40,8.27,51.77,459.2,0.601
06/21/09 10:00,172.42,8.35,51.62,459.2,0.601
06/21/09 10:30,172.44,8.57,51.63,459.2,0.601
06/21/09 11:00,172.46,8.69,51.73,459.2,0.601
06/21/09 11:30,172.48,8.97,51.82,459.2,0.601
06/21/09 12:00,172.50,9.11,51.92,459.2,0.601
06/21/09 12:30,172.52,9.12,51.82,459.2,0.601
06/21/09 13:00,172.54,9.11,51.85,459.2,0.601
06/21/09 13:30,172.56,9.36,52,455.0,0.565
06/21/09 14:00,172.58,9.63,52.07,450.9,0.531
