"","Date","Source","Sink","Pipe","Net"
"1",1991-05-01,-14093.5398092696,218135.424,47216.1736957626,232228.96380927
"2",1991-05-02,-13356.7260910768,201288.756493651,48244.8493752294,214645.482584728
"3",1991-05-03,-8159.65681839499,185853.332747394,46437.6568106077,194012.989565789
"4",1991-05-04,-3503.33061252815,171694.648639269,44617.9055723414,175197.979251797
"5",1991-05-05,323.364615937098,158715.292342375,43018.6602805542,158391.927726438
"6",1991-05-06,-3042.53891838931,146809.619542393,44386.388975375,149852.158460782
"7",1991-05-07,-4158.36749054491,135914.034637847,48553.4169607727,140072.402128392
"8",1991-05-08,4785.33738203174,125983.593691228,47334.1710427535,121198.256309196
"9",1991-05-09,6874.45167223248,116873.601590047,49021.1988530563,109999.149917814
"10",1991-05-10,9599.10971418595,108545.91418174,50882.8001091169,98946.8044675536
"11",1991-05-11,10301.948336599,100932.418198471,52680.8237883833,90630.4698618722
"12",1991-05-12,15044.7815618709,93987.6439324617,51897.2177695245,78942.8623705908
"13",1991-05-13,18455.403156642,87620.758792446,51266.5877219223,69165.355635804
"14",1991-05-14,25037.1767768955,81782.501685793,49739.3012552922,56745.3249088975
"15",1991-05-15,25686.7240039269,76431.018035195,50848.7386615383,50744.2940312681
"16",1991-05-16,17016.5673915274,71571.4414983969,51553.1255617124,54554.8741068695
"17",1991-05-17,-29372.0874564335,67196.7910773529,56805.2996801935,96568.8785337864
"18",1991-05-18,-10091.2012673252,63406.7139681196,60330.2199901011,73497.9152354448
"19",1991-05-19,5581.38127294544,60060.8184770424,59951.9278644034,54479.437204097
"20",1991-05-20,19761.8457982078,56945.0643518565,59564.8603329782,37183.2185536486
"21",1991-05-21,24397.1732274337,54043.7226356408,61427.4941877914,29646.5494082071
"22",1991-05-22,30398.1748696085,51410.9040566551,60447.6203579493,21012.7291870465
"23",1991-05-23,32638.6482025938,49002.610580334,60693.5851226132,16363.9623777402
"24",1991-05-24,32734.9294587939,46787.945672046,60831.9466063272,14053.0162132521
"25",1991-05-25,30550.9164343612,44758.4208751798,60764.084950473,14207.5044408187
"26",1991-05-26,-15264.2152210729,42913.5838743064,63108.698195047,58177.7990953794
"27",1991-05-27,-26816.5471249085,41295.0916877411,70841.3871584042,68111.6388126496
"28",1991-05-28,-21291.95699133,40193.3405832108,68660.2766077815,61485.2975745408
"29",1991-05-29,-12645.6298811812,39133.6884307083,66750.1840097191,51779.3183118895
"30",1991-05-30,-21822.649327946,38092.1674423396,67641.9084043986,59914.8167702856
"31",1991-05-31,-14487.5206515697,37094.8592377178,67414.4270921609,51582.3798892876
"32",1991-06-01,1181.78085038259,36219.48156566,65898.2874427099,35037.7007152774
"33",1991-06-02,14529.2944128891,35317.7080409315,64318.6914056585,20788.4136280424
"34",1991-06-03,727.726067599913,34393.2388285036,64892.9477750632,33665.5127609037
"35",1991-06-04,11440.1141816315,33521.1973274337,64513.177728647,22081.0831458021
"36",1991-06-05,21540.9453596761,32767.6196259205,62652.3107303603,11226.6742662443
"37",1991-06-06,35317.8455291581,31997.595209483,62180.3378300416,-3320.25031967511
"38",1991-06-07,38857.4901980343,31167.9503684673,63741.7651259539,-7689.53982956701
"39",1991-06-08,51321.1118050678,30366.9100779432,63169.8556920211,-20954.2017271246
"40",1991-06-09,53733.2352983856,29516.7943512366,64644.3662359696,-24216.440947149
"41",1991-06-10,60707.5760282449,28703.9135201263,63861.4450762711,-32003.6625081185
"42",1991-06-11,64198.5101030756,27859.5188616887,65231.4225908222,-36338.9912413869
"43",1991-06-12,64417.9825961232,27061.3236073963,66694.3995257295,-37356.6589887269
"44",1991-06-13,73986.8409669059,26299.94140336,65788.1805296128,-47686.899563546
"45",1991-06-14,75330.5269456056,25516.2158032192,67241.1661629271,-49814.3111423864
"46",1991-06-15,76692.8548115528,24770.8485678579,68714.9313150591,-51922.0062436949
"47",1991-06-16,77502.8800700054,24060.6111486962,70209.6140352489,-53442.2689213093
"48",1991-06-17,79475.3787209374,23382.5392778666,71726.9149732059,-56092.8394430708
"49",1991-06-18,80894.1984622601,22733.9117341656,73263.8487743568,-58160.2867280945
"50",1991-06-19,82331.9920884063,22112.2308329765,74822.077693604,-60219.7612554298
"51",1991-06-20,81691.3759539477,21515.2045014813,74169.685006554,-60176.1714524664
"52",1991-06-21,81056.5837193539,20969.5259197355,73523.3572155378,-60087.0577996183
"53",1991-06-22,80427.5689403524,20471.0052647069,72883.0457743694,-59956.5636756455
"54",1991-06-23,79804.2839762761,20015.7916836669,72248.7009650335,-59788.4922926092
"55",1991-06-24,79186.6801619916,19600.3458845804,71620.272069159,-59586.3342774112
"56",1991-06-25,78574.7079640539,19221.4149428314,70997.7075237313,-59353.2930212225
"57",1991-06-26,77968.317122454,18876.0091450714,70380.9550624093,-59092.3079773826
"58",1991-06-27,77367.456779212,18561.3807054707,69769.961843698,-58806.0760737413
"59",1991-06-28,76772.0755949573,18275.0042029682,69164.6745671208,-58497.0713919892
"60",1991-06-29,65189.6018545427,18014.5586003613,68565.0395784344,-47175.0432541814
"61",1991-06-30,74913.4637980413,17777.9107173288,68000.7232002378,-57135.5530807125
"62",1991-07-01,74906.942673337,17563.1000398206,67413.9247841842,-57343.8426335164
"63",1991-07-02,74333.1018218537,17368.3247577572,66831.065796341,-56964.7770640965
"64",1991-07-03,73907.237018566,17191.9289317168,66253.6401568412,-56715.3080868492
"65",1991-07-04,73057.8775402174,17032.3906973216,65681.2153077501,-56025.4868428958
"66",1991-07-05,63077.7474268484,16888.3114234137,65114.8734742511,-46189.4360034348
"67",1991-07-06,72257.2422597422,16758.4057468984,64578.528442258,-55498.8365128437
"68",1991-07-07,71422.8774622395,16641.4924133676,64021.7338589034,-54781.3850488719
"69",1991-07-08,60886.536875982,16536.4858583467,63470.8518084641,-44350.0510176353
"70",1991-07-09,71818.7187808977,16442.3884692811,64107.5582247085,-55376.3303116167
"71",1991-07-10,61456.0571878003,16356.9254076763,64720.8183661876,-45099.131780124
"72",1991-07-11,72825.5557744336,16279.3631758274,65366.8787945221,-56546.1925986062
"73",1991-07-12,73462.6992197353,16209.0271421347,65987.7471094611,-57253.6720776005
"74",1991-07-13,72675.3538979076,16145.2967775281,66611.8926434804,-56530.0571203795
"75",1991-07-14,74179.2019834021,16087.6012770493,67243.2405673037,-58091.6007063528
"76",1991-07-15,74969.9747751825,16035.4155354519,67875.4852147129,-58934.5592397306
"77",1991-07-16,76334.42854266,15988.2564481896,68510.5459290412,-60346.1720944704
"78",1991-07-17,74987.4049293286,15945.6795114847,69146.7474673772,-59041.7254178439
"79",1991-07-18,77646.362589436,15907.2756972908,69791.8316378161,-61739.0868921452
"80",1991-07-19,78303.8428171609,15872.6685809242,70434.2629292275,-62431.1742362366
"81",1991-07-20,78964.1739951479,15841.5117009306,71079.7329603945,-63122.6622942173
"82",1991-07-21,64923.0347345333,15813.4861324102,71728.203620654,-49109.5486021231
"83",1991-07-22,22376.9619860497,15788.2982565411,72423.9351816289,-6588.66372950861
"84",1991-07-23,73485.0706173648,15765.6777104348,70877.6674179629,-57719.39290693
"85",1991-07-24,75930.2739562036,15770.1276175177,69221.3457989356,-60160.1463386859
"86",1991-07-25,68546.9186002152,15797.0388540823,67600.7518454139,-52749.8797461329
"87",1991-07-26,73633.064074453,15842.2197151343,66042.8321923593,-57790.8443593187
"88",1991-07-27,72879.2559733634,15901.8619283449,64510.9053407745,-56977.3940450185
"89",1991-07-28,71298.1927131547,15972.5093339279,63020.6031261535,-55325.6833792268
"90",1991-07-29,51474.7430524271,16051.0290343703,61573.0838387379,-35423.7140180568
"91",1991-07-30,52715.3468527077,16134.5848292445,60351.566857645,-36580.7620234632
"92",1991-07-31,64397.6313559568,16194.3273286601,59234.3675473787,-48203.3040272968
"93",1991-08-01,65080.4494195249,16216.0791814584,58108.9242747745,-48864.3702380665
"94",1991-08-02,64500.1845729688,16203.31860391,57003.9724220087,-48296.8659690587
"95",1991-08-03,58234.0660413529,16159.2389192473,55922.3340052554,-42074.8271221056
"96",1991-08-04,55289.3179495566,16086.7716511317,54877.386973867,-39202.5462984249
"97",1991-08-05,60938.968862703,15988.6077517004,53860.0748565432,-44950.3611110026
"98",1991-08-06,59743.9947549484,15867.2171153131,52849.4898483035,-43876.7776396353
"99",1991-08-07,60029.3675444312,15724.866516943,52863.892928585,-44304.5010274882
"100",1991-08-08,60171.6189772295,15616.7259713456,52878.2980705056,-44554.8930058839
"101",1991-08-09,58886.2532613172,15540.1095802517,52893.0293509879,-43346.1436810655
"102",1991-08-10,47468.3330589049,15492.5485119408,52911.4903218289,-31975.7845469641
