"","Date","DOC_conc_gm3","NPPin_gm2y","FlowIn_gm2y","FlowOut_gm2y","respOut_gm2y","leachIn_gm2y","DOC_out_g","DOC_FlowOut_cum_g","DOC_RespOut_cum_g","DOC_in_g","DOC_in_alloch_g","DOC_in_autoch_g"
"1748",1996-02-11,2.62741073165082,3.15777016071048,27.7845077052396,9.28641354254304,23.2957427196749,1.2318441704348,63718.2003834827,32784700.3226497,120305923.40378,60511.227234836,54335.84,6175.387234836
"1749",1996-02-12,2.62731482318454,3.1376909559887,18.8055077052396,9.28607456026312,23.2873825246595,1.21135807819473,63701.1881293637,32802860.3227076,120351464.591852,42912.480012013,36776.36,6136.12001201296
"1750",1996-02-13,2.62510091016208,3.11759022454112,16.7002073409919,8.11846842420985,23.2602582744003,1.19225902625242,61364.7537464874,32818736.9330122,120396952.735293,38756.0106911711,32659.2,6096.81069117111
"1751",1996-02-14,2.62266375370717,3.09746756626095,16.5369442420846,8.1109311986322,23.231171634932,1.17251045945693,61293.1315139674,32834598.8033946,120442383.996425,38397.378489855,32339.92,6057.45848985497
"1752",1996-02-15,2.62018745896012,3.07732257296069,14.0493807789297,6.94566251379376,23.201754762495,1.15377074595693,58956.7847994929,32848181.8551819,120487757.729437,33493.2626098064,27475.2,6018.06260980641
"1753",1996-02-16,2.6173981333408,3.0571548281422,14.0493807789297,6.93826849535181,23.1695834483828,1.13403458549113,58879.410184761,32861750.4471051,120533068.547699,33453.8222365148,27475.2,5978.6222365148
"1754",1996-02-17,2.61460872813993,3.03696390675811,14.3413807789297,6.930874265953,23.1374297615223,1.11561500957291,58802.0696296216,32875304.5787518,120578316.485682,33985.3765387505,28046.24,5939.13653875052
"1755",1996-02-18,2.61188817789483,3.01674937496437,11.4869151022695,5.76971879924988,23.1059035191416,1.09839077651008,56469.6416736105,32886587.9356803,120623502.770427,28363.604668081,22464,5899.604668081
"1756",1996-02-19,2.60876822525694,2.99651078986344,11.4869151022695,5.76282675481247,23.0708630500862,1.07980348547761,56387.6377609224,32897857.8144134,120668620.529455,28324.0257583686,22464,5860.02575836856
"1757",1996-02-20,2.60564900283432,2.97624769923778,11.8519151022695,5.75593632343676,23.035849228045,1.0624268332795,56305.6891141033,32909114.2181057,120713669.814876,28998.1989252491,23177.8,5820.39892524912
"1758",1996-02-21,2.60261657605438,2.95595964127304,12.1439151022695,5.74923762555694,23.0016226736375,1.04614953059623,56225.6550179863,32920357.5217142,120758652.166286,29529.5632655909,23748.84,5780.72326559095
"1759",1996-02-22,2.59965380868258,2.93564614427058,11.6329151022695,5.74269280685162,22.9680312363831,1.03087059671441,56147.1638960573,32931588.0261677,120803568.825728,28490.5178569324,22749.52,5740.99785693244
"1760",1996-02-23,2.59657199876018,2.91530672634878,17.5072981227235,6.88306202462042,22.9334076610756,1.01649840478407,58309.5782510954,32945048.6554093,120848417.774738,39938.781756898,34237.56,5701.22175689797
"1761",1996-02-24,2.59460289833899,2.89494089513256,52.4041003082096,13.7556845618412,22.9086285120495,1.00514163907539,71701.3333483374,32971949.4982593,120893218.265236,108143.714002591,102482.32,5661.39400259075
"1762",1996-02-25,2.59921925076285,2.87454814743059,40.6539024936957,18.3735451481216,22.9419894068302,1.00589873416003,80797.3385351357,33007881.1051818,120938083.996849,85124.9536099615,79503.44,5621.51360996153
"1763",1996-02-26,2.59997583335596,2.8541279688995,37.4650154104791,18.3788933327461,22.9412691641068,1.0178552743933,80806.3890143935,33043823.1711021,120982948.319943,78848.7795731519,73267.2,5581.57957315195
"1764",1996-02-27,2.59997979069553,2.83367983369455,36.8311283272625,18.3789213066684,22.9339082427001,1.02747885975054,80792.0485817512,33079765.2917287,121027798.247898,77569.1508638114,72027.56,5541.59086381143
"1765",1996-02-28,2.59983393214148,2.81320320410604,35.7747453068086,17.2292721106781,22.9252286126768,1.0349890790354,78526.8016885774,33113459.1394893,121072631.201826,75463.226430386,69961.68,5501.546430386
"1766",1996-02-29,2.59970898819896,2.79269753018065,30.1579792659008,14.9313182190243,22.9167365601682,1.03910191709259,74016.2780859934,33142659.0708447,121117447.548557,64438.8851973779,58977.44,5461.44519737794
"1767",1996-03-01,2.59880210020636,2.7721622493271,26.727265620622,13.7779472735401,22.901356894967,1.03794814559563,71730.6501793984,33169603.4510197,121162233.818561,57689.5660645745,52268.28,5421.28606457447
"1768",1996-03-02,2.59735843967041,2.75159678590519,31.472265620622,13.7702934861495,22.8812561023102,1.03315066072764,71676.3728664179,33196532.8633222,121206980.779125,66928.7479062442,61547.68,5381.06790624418
"1769",1996-03-03,2.59703065378763,2.7310005507974,30.596265620622,13.7685556791,22.870992944078,1.02830024895278,71652.9035814369,33223458.8771406,121251707.668888,65175.3495702991,59834.56,5340.78957029913
"1770",1996-03-04,2.59649380365052,2.71037294096217,24.4452434855702,12.6185670287357,22.8588934747754,1.02340270522303,69380.3049517979,33248135.9542505,121296410.89673,53105.9698774214,47805.52,5300.44987742136
