RESV,STATION,COLLECT,ZSP,TEMP,PH,DO,FSPCON,SITE,TempFlag,pHFlag,DOFlag,FSpConFlag,Reviewed
WDC,4,07MAY2007,14,5.9,7.47,12.8,71,4WDC,,,,,
WDC,4,07MAY2007,15,5.1,7.49,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,16,4.9,7.5,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,17,4.9,7.5,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,18,4.8,7.5,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,19,4.8,7.47,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,20,4.8,7.45,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,21,4.7,7.45,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,22,4.7,7.48,12.8,72,4WDC,,,,,
WDC,4,07MAY2007,23,4.6,7.48,12.7,72,4WDC,,,,,
WDC,4,07MAY2007,24,4.6,7.48,12.7,73,4WDC,,,,,
WDC,4,07MAY2007,25,4.6,7.44,12.7,73,4WDC,,,,,
WDC,4,07MAY2007,26,4.6,7.43,12.7,73,4WDC,,,,,
WDC,4,07MAY2007,27,4.6,7.42,12.7,73,4WDC,,,,,
WDC,4,07MAY2007,28,4.5,7.42,12.6,73,4WDC,,,,,
WDC,4,07MAY2007,29,4.4,7.48,12.4,73,4WDC,,,,,
NN,1,24APR2007,0,3.9,6.45,12.0,26,1NN,,,,,
NN,1,24APR2007,1,3.9,6.43,12.0,26,1NN,,,,,
NN,1,24APR2007,2,3.8,6.39,12.0,26,1NN,,,,,
NN,1,24APR2007,3,3.8,6.43,12.0,26,1NN,,,,,
NN,1,24APR2007,4,3.8,6.42,12.0,26,1NN,,,,,
NN,1,24APR2007,5,3.8,6.43,12.0,26,1NN,,,,,
NN,1,24APR2007,6,3.8,6.45,12.0,26,1NN,,,,,
NN,1,24APR2007,7,3.8,6.44,12.0,26,1NN,,,,,
NN,1,24APR2007,8,3.8,6.43,12.0,26,1NN,,,,,
NN,1,24APR2007,9,3.8,6.44,12.0,26,1NN,,,,,
NN,1,24APR2007,10,3.8,6.43,12.0,26,1NN,,,,,
NN,1,24APR2007,11,3.8,6.46,12.0,26,1NN,,,,,
NN,1,24APR2007,12,3.8,6.47,12.0,26,1NN,,,,,
NN,1,24APR2007,13,3.8,6.47,12.0,26,1NN,,,,,
NN,1,24APR2007,14,3.8,6.48,12.0,26,1NN,,,,,
NN,1,24APR2007,15,3.8,6.45,12.0,26,1NN,,,,,
NN,1,24APR2007,16,3.8,6.47,12.0,26,1NN,,,,,
NN,1,24APR2007,17,3.8,6.48,12.0,26,1NN,,,,,
NN,1,24APR2007,18,3.8,6.47,12.0,26,1NN,,,,,
NN,1,24APR2007,19,3.8,6.52,12.0,26,1NN,,,,,
NN,1,24APR2007,20,3.8,6.5,12.0,26,1NN,,,,,
NN,1,24APR2007,21,3.8,6.53,12.0,26,1NN,,,,,
NN,1,24APR2007,22,3.8,6.56,12.0,26,1NN,,,,,
NN,1,24APR2007,23,3.8,6.6,12.0,26,1NN,,,,,
NN,1,24APR2007,24,3.8,6.62,12.0,26,1NN,,,,,
NN,1,24APR2007,25,3.8,6.68,12.0,26,1NN,,,,,
NN,1,24APR2007,26,3.8,7.07,12.0,26,1NN,,,,,
NN,2,24APR2007,0,3.7,6.44,12.0,25,2NN,,,,,
NN,2,24APR2007,1,3.6,6.44,12.0,25,2NN,,,,,
NN,2,24APR2007,2,3.7,6.39,12.0,25,2NN,,,,,
NN,2,24APR2007,3,3.7,6.4,12.0,25,2NN,,,,,
NN,2,24APR2007,4,3.6,6.41,12.0,25,2NN,,,,,
NN,2,24APR2007,5,3.6,6.41,12.0,26,2NN,,,,,
NN,2,24APR2007,6,3.6,6.43,12.0,25,2NN,,,,,
NN,2,24APR2007,7,3.6,6.43,12.0,25,2NN,,,,,
NN,2,24APR2007,8,3.6,6.41,12.0,25,2NN,,,,,
NN,2,24APR2007,9,3.6,6.42,12.0,25,2NN,,,,,
NN,2,24APR2007,10,3.6,6.39,12.0,25,2NN,,,,,
NN,2,24APR2007,11,3.6,6.4,12.0,25,2NN,,,,,
NN,2,24APR2007,12,3.6,6.41,12.0,25,2NN,,,,,
NN,2,24APR2007,13,3.6,6.4,12.0,25,2NN,,,,,
NN,2,24APR2007,14,3.6,6.36,12.0,25,2NN,,,,,
NN,2,24APR2007,15,3.6,6.36,12.0,25,2NN,,,,,
NN,2,24APR2007,16,3.6,6.37,12.0,25,2NN,,,,,
NN,2,24APR2007,17,3.6,6.36,12.0,25,2NN,,,,,
NN,2,24APR2007,18,3.6,6.36,12.0,25,2NN,,,,,
NN,2,24APR2007,19,3.6,6.37,12.0,25,2NN,,,,,
NN,2,24APR2007,20,3.6,6.34,12.0,25,2NN,,,,,
NN,2,24APR2007,21,3.6,6.3,12.0,25,2NN,,,,,
NN,2,24APR2007,22,3.6,6.34,12.0,25,2NN,,,,,
NN,2,24APR2007,23,3.6,6.33,12.0,25,2NN,,,,,
NN,2,24APR2007,24,3.6,6.33,12.0,25,2NN,,,,,
NN,2,24APR2007,25,3.6,6.32,12.0,25,2NN,,,,,
NN,2,24APR2007,26,3.6,6.33,12.0,25,2NN,,,,,
NN,2,24APR2007,27,3.6,6.33,12.0,25,2NN,,,,,
NN,2,24APR2007,28,3.6,6.33,12.0,25,2NN,,,,,
NN,2,24APR2007,29,3.6,6.32,12.0,25,2NN,,,,,
NN,2,24APR2007,30,3.6,6.29,12.0,25,2NN,,,,,
NN,2,24APR2007,31,3.6,6.32,12.0,25,2NN,,,,,
NN,2,24APR2007,32,3.6,6.33,12.0,25,2NN,,,,,
NN,2,24APR2007,33,3.6,6.32,12.0,25,2NN,,,,,
NN,2,24APR2007,34,3.6,6.32,12.0,25,2NN,,,,,
NN,2,24APR2007,35,3.6,6.32,11.9,25,2NN,,,,,
NN,2,24APR2007,36,3.6,6.32,11.9,25,2NN,,,,,
NN,2,24APR2007,37,3.6,6.33,11.9,25,2NN,,,,,
NN,2,24APR2007,38,3.6,6.32,11.9,25,2NN,,,,,
NN,2,24APR2007,39,3.6,6.31,12.0,25,2NN,,,,,
NN,2,24APR2007,40,3.6,6.33,11.9,25,2NN,,,,,
NN,2,24APR2007,41,3.6,6.34,11.9,25,2NN,,,,,
NN,2,24APR2007,42,3.6,6.34,11.9,25,2NN,,,,,
NN,2,24APR2007,43,3.6,6.35,11.9,25,2NN,,,,,
NN,2,24APR2007,44,3.6,6.4,11.9,25,2NN,,,,,
WDC,4,10APR2007,0,1.8,7.26,12.6,-110,4WDC,,,,,
WDC,4,10APR2007,1,2.2,7.29,12.5,-110,4WDC,,,,,
WDC,4,10APR2007,2,2.2,7.27,12.5,-110,4WDC,,,,,
WDC,4,10APR2007,3,2.2,7.25,12.5,-110,4WDC,,,,,
WDC,4,10APR2007,4,2.2,7.21,12.5,-110,4WDC,,,,,
WDC,4,10APR2007,5,2.2,7.2,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,6,2.2,7.2,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,7,2.2,7.17,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,8,2.2,7.15,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,9,2.2,7.16,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,10,2.2,7.15,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,11,2.2,7.13,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,12,2.2,7.14,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,13,2.2,7.15,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,14,2.2,7.15,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,15,2.3,7.13,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,16,2.3,7.14,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,17,2.3,7.13,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,18,2.3,7.12,12.4,-110,4WDC,,,,,
WDC,4,10APR2007,19,2.3,7.11,12.3,-110,4WDC,,,,,
WDC,4,10APR2007,20,2.3,7.1,12.3,-110,4WDC,,,,,
WDC,4,10APR2007,21,2.5,7.08,12.2,-110,4WDC,,,,,
WDC,4,10APR2007,22,2.6,7.1,12.2,-110,4WDC,,,,,
WDC,4,10APR2007,23,2.5,7.09,12.2,-110,4WDC,,,,,
WDC,4,10APR2007,24,2.6,7.1,12.2,-110,4WDC,,,,,
WDC,4,10APR2007,25,2.9,7.07,12.0,-110,4WDC,,,,,
WDC,4,10APR2007,26,3.0,7.09,12.0,-110,4WDC,,,,,
WDC,4,10APR2007,27,3.2,7.1,11.8,-110,4WDC,,,,,
WDC,4,10APR2007,28,3.4,7.13,11.8,-110,4WDC,,,,,
WDC,4,10APR2007,29,3.4,7.14,11.9,-110,4WDC,,,,,
WDC,4,10APR2007,30,3.4,7.18,12.0,-110,4WDC,,,,,
WDC,4,10APR2007,31,3.4,7.2,12.5,-110,4WDC,,,,,
WDC,4,24JUL2006,0,25.7,9.35,9.7,76,4WDC,,,,,
WDC,4,24JUL2006,1,25.6,9.35,9.6,76,4WDC,,,,,
WDC,4,24JUL2006,2,24.7,9.34,9.5,76,4WDC,,,,,
WDC,4,24JUL2006,3,24.6,8.98,8.7,72,4WDC,,,,,
WDC,4,24JUL2006,4,21.2,6.75,5.4,74,4WDC,,,,,
WDC,4,24JUL2006,5,20.4,6.76,5.5,92,4WDC,,,,,
WDC,4,24JUL2006,6,19.3,6.73,5.7,98,4WDC,,,,,
WDC,4,24JUL2006,7,18.0,6.71,6.0,79,4WDC,,,,,
WDC,4,24JUL2006,8,17.5,6.68,6.2,74,4WDC,,,,,
WDC,4,24JUL2006,9,16.9,6.67,6.2,64,4WDC,,,,,
WDC,4,24JUL2006,10,16.4,6.71,6.2,58,4WDC,,,,,
WDC,4,24JUL2006,11,15.7,6.7,6.4,58,4WDC,,,,,
WDC,4,24JUL2006,12,15.2,6.73,6.5,61,4WDC,,,,,
WDC,4,24JUL2006,13,14.7,6.72,6.5,62,4WDC,,,,,
WDC,4,24JUL2006,14,14.0,6.71,6.6,67,4WDC,,,,,
WDC,4,24JUL2006,15,13.2,6.72,6.8,70,4WDC,,,,,
WDC,4,24JUL2006,16,12.3,6.74,7.0,73,4WDC,,,,,
WDC,4,24JUL2006,17,10.4,6.74,7.4,76,4WDC,,,,,
WDC,4,24JUL2006,18,9.4,6.75,7.6,79,4WDC,,,,,
WDC,4,24JUL2006,19,8.4,6.73,7.8,81,4WDC,,,,,
WDC,4,24JUL2006,20,7.7,6.72,7.9,82,4WDC,,,,,
WDC,4,24JUL2006,21,7.2,6.72,7.9,83,4WDC,,,,,
WDC,4,24JUL2006,22,6.9,6.74,7.9,83,4WDC,,,,,
WDC,4,24JUL2006,23,6.7,6.75,7.9,83,4WDC,,,,,
WDC,4,24JUL2006,24,6.3,6.78,8.0,84,4WDC,,,,,
WDC,4,24JUL2006,25,6.2,6.81,8.1,84,4WDC,,,,,
WDC,4,24JUL2006,26,6.1,6.84,8.2,83,4WDC,,,,,
WDC,4,24JUL2006,27,6.1,6.9,8.1,84,4WDC,,,,,
WDC,4,24JUL2006,28,6.0,6.95,8.0,84,4WDC,,,,,
WDC,4,24JUL2006,29,6.0,7.03,7.7,84,4WDC,,,,,
WDC,4,24JUL2006,30,6.0,7.1,7.7,86,4WDC,,,,,
NN,1,12DEC2006,0,6.3,6.64,12.4,25,1NN,,,,,
NN,1,12DEC2006,3,6.3,6.59,12.4,25,1NN,,,,,
NN,1,12DEC2006,5,6.3,6.59,12.3,25,1NN,,,,,
NN,1,12DEC2006,10,6.3,6.57,12.7,25,1NN,,,,,
NN,1,12DEC2006,14,6.3,6.56,12.4,25,1NN,,,,,
NN,1,12DEC2006,15,6.3,6.61,12.5,25,1NN,,,,,
NN,1,12DEC2006,20,6.3,6.63,12.4,25,1NN,,,,,
NN,1,12DEC2006,25,6.2,6.68,12.3,25,1NN,,,,,
NN,1,12DEC2006,26,6.2,6.72,12.4,26,1NN,,,,,
NN,1,12DEC2006,28,6.1,6.85,12.7,25,1NN,,,,,
NN,2,12DEC2006,0,6.2,6.74,12.3,9,2NN,,,,,
NN,2,12DEC2006,3,6.3,6.54,12.2,25,2NN,,,,,
NN,2,12DEC2006,5,6.3,6.53,12.0,25,2NN,,,,,
NN,2,12DEC2006,10,6.3,6.53,12.0,25,2NN,,,,,
NN,2,12DEC2006,15,6.3,6.53,11.9,25,2NN,,,,,
NN,2,12DEC2006,16,6.3,6.52,12.1,25,2NN,,,,,
NN,2,12DEC2006,20,6.3,6.52,12.1,25,2NN,,,,,
NN,2,12DEC2006,25,6.2,6.52,12.1,25,2NN,,,,,
NN,2,12DEC2006,28,6.1,6.53,12.2,25,2NN,,,,,
NN,2,12DEC2006,30,6.1,6.52,12.2,25,2NN,,,,,
NN,2,12DEC2006,35,5.8,6.5,12.5,24,2NN,,,,,
NN,2,12DEC2006,40,5.3,6.48,12.9,24,2NN,,,,,
NN,2,12DEC2006,42,5.3,6.48,13.0,24,2NN,,,,,
WDC,4,11DEC2006,0,7.3,7.44,11.9,70,4WDC,,,,,
WDC,4,11DEC2006,3,7.2,7.42,11.9,70,4WDC,,,,,
WDC,4,11DEC2006,5,7.2,7.41,11.9,70,4WDC,,,,,
WDC,4,11DEC2006,10,7.1,7.38,11.9,70,4WDC,,,,,
WDC,4,11DEC2006,15,7.0,7.38,11.9,70,4WDC,,,,,
WDC,4,11DEC2006,20,6.9,7.36,12.0,71,4WDC,,,,,
WDC,4,11DEC2006,25,6.5,7.31,12.4,71,4WDC,,,,,
WDC,4,11DEC2006,28,6.0,7.3,12.4,73,4WDC,,,,,
WDC,4,11DEC2006,30,6.0,7.32,12.3,73,4WDC,,,,,
NN,1,28NOV2006,0,8.1,6.78,11.3,24,1NN,,,,,
NN,1,28NOV2006,3,8.1,6.77,11.3,24,1NN,,,,,
NN,1,28NOV2006,5,8.1,6.75,11.4,24,1NN,,,,,
NN,1,28NOV2006,10,8.0,6.72,11.2,24,1NN,,,,,
NN,1,28NOV2006,15,8.0,6.7,11.1,24,1NN,,,,,
NN,1,28NOV2006,16,8.0,6.69,11.0,24,1NN,,,,,
NN,1,28NOV2006,20,8.0,6.6,10.7,24,1NN,,,,,
NN,1,28NOV2006,25,7.5,6.46,10.1,24,1NN,,,,,
NN,1,28NOV2006,29,7.3,6.48,9.9,24,1NN,,,,,
NN,1,28NOV2006,30,7.2,6.55,10.2,24,1NN,,,,,
NN,1,28NOV2006,31,7.2,6.77,10.1,24,1NN,,,,,
NN,2,28NOV2006,0,8.1,6.76,11.3,24,2NN,,,,,
NN,2,28NOV2006,3,8.0,6.73,11.4,24,2NN,,,,,
NN,2,28NOV2006,5,8.0,6.74,11.3,24,2NN,,,,,
NN,2,28NOV2006,10,8.0,6.7,11.3,24,2NN,,,,,
NN,2,28NOV2006,15,8.0,6.64,11.3,24,2NN,,,,,
NN,2,28NOV2006,16,8.0,6.64,11.3,24,2NN,,,,,
NN,2,28NOV2006,20,8.0,6.61,11.2,24,2NN,,,,,
NN,2,28NOV2006,25,7.9,6.54,11.1,24,2NN,,,,,
NN,2,28NOV2006,29,7.2,6.47,11.1,23,2NN,,,,,
NN,2,28NOV2006,30,7.1,6.43,10.7,23,2NN,,,,,
NN,2,28NOV2006,35,6.7,6.14,6.9,28,2NN,,,,,
NN,2,28NOV2006,40,6.1,6.12,5.9,29,2NN,,,,,
NN,2,28NOV2006,42,6.1,6.11,5.7,30,2NN,,,,,
NN,2,28NOV2006,44,6.0,6.1,5.7,30,2NN,,,,,
WDC,4,13NOV2006,0,10.6,7.34,10.9,77,4WDC,,,,,
WDC,4,13NOV2006,3,10.5,7.28,10.7,77,4WDC,,,,,
WDC,4,13NOV2006,5,10.5,7.26,10.7,77,4WDC,,,,,
WDC,4,13NOV2006,10,10.5,7.24,10.8,77,4WDC,,,,,
WDC,4,13NOV2006,15,10.4,7.2,10.8,77,4WDC,,,,,
WDC,4,13NOV2006,20,10.0,7.16,10.9,77,4WDC,,,,,
WDC,4,13NOV2006,25,9.1,7.13,11.2,79,4WDC,,,,,
WDC,4,13NOV2006,28,8.7,7.09,11.0,80,4WDC,,,,,
WDC,4,13NOV2006,30,8.1,7.04,10.3,82,4WDC,,,,,
NN,1,14NOV2006,0,9.5,6.81,12.5,25,1NN,,,,,
NN,1,14NOV2006,3,9.3,6.75,12.2,25,1NN,,,,,
NN,1,14NOV2006,5,9.2,6.7,12.1,25,1NN,,,,,
NN,1,14NOV2006,10,9.0,6.67,12.0,25,1NN,,,,,
NN,1,14NOV2006,14,8.8,6.64,12.0,25,1NN,,,,,
NN,1,14NOV2006,15,8.8,6.64,12.0,25,1NN,,,,,
NN,1,14NOV2006,20,8.7,6.58,11.9,24,1NN,,,,,
NN,1,14NOV2006,25,8.2,6.48,11.9,24,1NN,,,,,
NN,1,14NOV2006,26,8.2,6.46,11.9,24,1NN,,,,,
NN,1,14NOV2006,27,8.2,6.43,11.7,24,1NN,,,,,
NN,1,14NOV2006,28,8.0,6.38,11.6,25,1NN,,,,,
NN,2,14NOV2006,0,9.4,6.77,11.9,25,2NN,,,,,
NN,2,14NOV2006,3,9.2,6.73,11.9,25,2NN,,,,,
NN,2,14NOV2006,5,9.1,6.72,11.9,25,2NN,,,,,
NN,2,14NOV2006,10,9.0,6.69,11.8,25,2NN,,,,,
NN,2,14NOV2006,15,8.8,6.63,11.8,24,2NN,,,,,
NN,2,14NOV2006,16,8.7,6.6,11.7,24,2NN,,,,,
NN,2,14NOV2006,17,8.6,6.57,11.6,24,2NN,,,,,
NN,2,14NOV2006,20,8.4,6.53,11.6,24,2NN,,,,,
NN,2,14NOV2006,25,8.3,6.41,11.3,24,2NN,,,,,
NN,2,14NOV2006,26,8.3,6.39,11.1,24,2NN,,,,,
NN,2,14NOV2006,27,8.2,6.38,11.0,24,2NN,,,,,
NN,2,14NOV2006,28,8.1,6.35,10.8,24,2NN,,,,,
NN,2,14NOV2006,29,7.6,6.23,9.6,25,2NN,,,,,
NN,2,14NOV2006,30,7.4,6.18,9.2,26,2NN,,,,,
NN,2,14NOV2006,31,6.9,6.13,7.6,28,2NN,,,,,
NN,2,14NOV2006,32,6.6,6.11,7.1,29,2NN,,,,,
NN,2,14NOV2006,33,6.4,6.09,6.9,29,2NN,,,,,
NN,2,14NOV2006,34,6.3,6.07,7.0,30,2NN,,,,,
NN,2,14NOV2006,35,6.3,6.06,7.0,29,2NN,,,,,
NN,2,14NOV2006,36,6.1,6.06,7.0,30,2NN,,,,,
NN,2,14NOV2006,37,6.1,6.07,7.0,30,2NN,,,,,
NN,2,14NOV2006,38,6.1,6.07,7.0,30,2NN,,,,,
NN,2,14NOV2006,39,6.0,6.08,7.1,30,2NN,,,,,
NN,2,14NOV2006,40,5.9,6.09,7.0,30,2NN,,,,,
NN,2,14NOV2006,44,5.9,6.11,6.8,30,2NN,,,,,
NN,2,14NOV2006,45,5.9,6.12,6.8,30,2NN,,,,,
NN,2,14NOV2006,46,5.9,6.15,6.8,30,2NN,,,,,
WDC,4,30OCT2006,0,11.6,7.28,9.8,79,4WDC,,,,,
WDC,4,30OCT2006,3,11.6,7.29,9.8,79,4WDC,,,,,
WDC,4,30OCT2006,5,11.6,7.29,9.8,79,4WDC,,,,,
WDC,4,30OCT2006,10,11.5,7.29,9.8,79,4WDC,,,,,
WDC,4,30OCT2006,15,11.5,7.28,9.9,79,4WDC,,,,,
WDC,4,30OCT2006,20,11.4,7.29,9.9,79,4WDC,,,,,
WDC,4,30OCT2006,21,11.4,7.3,9.8,79,4WDC,,,,,
WDC,4,30OCT2006,25,11.2,7.28,10.1,79,4WDC,,,,,
WDC,4,30OCT2006,28,9.8,7.28,10.6,74,4WDC,,,,,
WDC,4,30OCT2006,30,9.8,7.29,10.5,73,4WDC,,,,,
WDC,4,23OCT2006,0,13.6,7.24,8.9,81,4WDC,,,,,
WDC,4,23OCT2006,1,13.6,7.23,8.8,81,4WDC,,,,,
WDC,4,23OCT2006,2,13.6,7.2,8.8,81,4WDC,,,,,
WDC,4,23OCT2006,3,13.6,7.19,8.9,81,4WDC,,,,,
WDC,4,23OCT2006,5,13.6,7.19,8.8,81,4WDC,,,,,
WDC,4,23OCT2006,10,13.6,7.17,8.8,81,4WDC,,,,,
WDC,4,23OCT2006,15,13.6,7.17,8.8,81,4WDC,,,,,
WDC,4,23OCT2006,20,13.6,7.17,8.8,81,4WDC,,,,,
WDC,4,23OCT2006,22,13.5,7.14,8.8,81,4WDC,,,,,
WDC,4,23OCT2006,24,12.6,7.16,9.0,82,4WDC,,,,,
WDC,4,23OCT2006,25,12.0,7.14,9.2,82,4WDC,,,,,
WDC,4,23OCT2006,27,11.1,7.13,9.5,80,4WDC,,,,,
WDC,4,23OCT2006,29,11.0,7.15,9.4,80,4WDC,,,,,
NN,1,24OCT2006,0,11.8,6.66,10.0,26,1NN,,,,,
NN,1,24OCT2006,1,11.8,6.67,10.1,26,1NN,,,,,
NN,1,24OCT2006,2,11.8,6.69,10.1,26,1NN,,,,,
NN,1,24OCT2006,3,11.8,6.67,10.1,26,1NN,,,,,
NN,1,24OCT2006,4,11.8,6.67,10.2,26,1NN,,,,,
NN,1,24OCT2006,5,11.8,6.68,10.1,26,1NN,,,,,
NN,1,24OCT2006,6,11.8,6.67,10.0,26,1NN,,,,,
NN,1,24OCT2006,7,11.8,6.68,10.1,26,1NN,,,,,
NN,1,24OCT2006,8,11.8,6.67,9.9,26,1NN,,,,,
NN,1,24OCT2006,9,11.8,6.68,10.1,26,1NN,,,,,
NN,1,24OCT2006,10,11.8,6.68,10.1,25,1NN,,,,,
NN,1,24OCT2006,11,11.8,6.65,10.1,26,1NN,,,,,
NN,1,24OCT2006,12,11.8,6.66,10.0,26,1NN,,,,,
NN,1,24OCT2006,13,11.8,6.66,10.1,26,1NN,,,,,
NN,1,24OCT2006,14,11.8,6.66,9.9,26,1NN,,,,,
NN,1,24OCT2006,15,11.8,6.66,10.0,25,1NN,,,,,
NN,1,24OCT2006,16,11.8,6.65,9.9,26,1NN,,,,,
NN,1,24OCT2006,17,11.8,6.62,9.9,25,1NN,,,,,
NN,1,24OCT2006,18,11.8,6.59,9.8,25,1NN,,,,,
NN,1,24OCT2006,19,11.7,6.51,9.6,25,1NN,,,,,
NN,1,24OCT2006,20,11.0,6.27,8.4,25,1NN,,,,,
NN,1,24OCT2006,21,10.8,6.21,7.9,25,1NN,,,,,
NN,1,24OCT2006,22,10.5,6.15,7.6,26,1NN,,,,,
NN,1,24OCT2006,23,9.5,6.08,6.6,27,1NN,,,,,
NN,1,24OCT2006,24,9.3,6.03,6.5,27,1NN,,,,,
NN,1,24OCT2006,25,8.6,6.02,6.4,28,1NN,,,,,
NN,1,24OCT2006,26,8.4,6.03,6.4,28,1NN,,,,,
NN,1,24OCT2006,27,8.0,6.02,6.6,28,1NN,,,,,
NN,1,24OCT2006,28,7.6,6.03,6.8,28,1NN,,,,,
NN,1,24OCT2006,29,7.4,6.05,6.9,29,1NN,,,,,
NN,1,24OCT2006,30,7.2,6.12,7.1,29,1NN,,,,,
NN,2,24OCT2006,0,11.7,6.66,9.9,25,2NN,,,,,
NN,2,24OCT2006,1,11.7,6.65,9.8,25,2NN,,,,,
NN,2,24OCT2006,2,11.7,6.64,9.8,25,2NN,,,,,
NN,2,24OCT2006,3,11.7,6.65,9.8,25,2NN,,,,,
NN,2,24OCT2006,4,11.7,6.64,9.8,25,2NN,,,,,
NN,2,24OCT2006,5,11.7,6.65,9.8,25,2NN,,,,,
NN,2,24OCT2006,6,11.7,6.64,9.8,25,2NN,,,,,
NN,2,24OCT2006,7,11.7,6.64,9.8,25,2NN,,,,,
NN,2,24OCT2006,8,11.7,6.65,9.8,25,2NN,,,,,
NN,2,24OCT2006,9,11.7,6.64,9.8,25,2NN,,,,,
NN,2,24OCT2006,10,11.7,6.66,9.7,25,2NN,,,,,
NN,2,24OCT2006,11,11.7,6.65,9.8,25,2NN,,,,,
NN,2,24OCT2006,12,11.7,6.63,9.8,25,2NN,,,,,
NN,2,24OCT2006,13,11.7,6.61,9.9,25,2NN,,,,,
NN,2,24OCT2006,14,11.7,6.61,9.9,25,2NN,,,,,
NN,2,24OCT2006,15,11.7,6.6,9.9,25,2NN,,,,,
NN,2,24OCT2006,16,11.7,6.59,9.7,25,2NN,,,,,
NN,2,24OCT2006,17,11.7,6.56,9.7,25,2NN,,,,,
NN,2,24OCT2006,18,11.7,6.54,9.8,25,2NN,,,,,
NN,2,24OCT2006,19,11.6,6.51,9.5,25,2NN,,,,,
NN,2,24OCT2006,20,11.2,6.38,8.9,25,2NN,,,,,
NN,2,24OCT2006,21,10.8,6.22,8.3,25,2NN,,,,,
NN,2,24OCT2006,22,10.0,6.07,7.1,26,2NN,,,,,
NN,2,24OCT2006,23,9.6,6.07,6.9,26,2NN,,,,,
NN,2,24OCT2006,24,9.4,6.05,7.0,26,2NN,,,,,
NN,2,24OCT2006,25,9.2,6.09,7.1,26,2NN,,,,,
NN,2,24OCT2006,26,8.9,6.05,6.7,27,2NN,,,,,
NN,2,24OCT2006,27,6.6,6.05,6.9,29,2NN,,,,,
NN,2,24OCT2006,28,6.5,6.03,6.8,29,2NN,,,,,
NN,2,24OCT2006,29,6.5,6.01,6.8,29,2NN,,,,,
NN,2,24OCT2006,30,6.5,6,6.8,29,2NN,,,,,
NN,2,24OCT2006,31,6.4,6.02,6.8,29,2NN,,,,,
NN,2,24OCT2006,32,6.3,6,6.9,29,2NN,,,,,
NN,2,24OCT2006,33,6.0,6.02,7.0,29,2NN,,,,,
NN,2,24OCT2006,34,6.0,6.03,7.1,29,2NN,,,,,
NN,2,24OCT2006,35,5.9,6,7.2,29,2NN,,,,,
NN,2,24OCT2006,36,5.8,6.03,7.2,29,2NN,,,,,
NN,2,24OCT2006,37,5.8,6.04,7.2,29,2NN,,,,,
NN,2,24OCT2006,38,5.8,6.01,7.1,29,2NN,,,,,
NN,2,24OCT2006,39,5.8,6.02,7.2,29,2NN,,,,,
NN,2,24OCT2006,40,5.8,6.01,7.1,29,2NN,,,,,
NN,2,24OCT2006,41,5.7,6.05,7.1,30,2NN,,,,,
WDC,4,10OCT2006,0,16.9,-110,8.8,77,4WDC,,,,,
WDC,4,10OCT2006,1,16.5,-110,8.9,77,4WDC,,,,,
WDC,4,10OCT2006,2,16.3,-110,8.6,77,4WDC,,,,,
WDC,4,10OCT2006,3,16.1,-110,8.3,81,4WDC,,,,,
WDC,4,10OCT2006,4,16.1,-110,8.4,83,4WDC,,,,,
WDC,4,10OCT2006,5,16.1,-110,8.4,83,4WDC,,,,,
WDC,4,10OCT2006,6,16.1,-110,8.2,83,4WDC,,,,,
WDC,4,10OCT2006,7,16.1,-110,8.2,82,4WDC,,,,,
WDC,4,10OCT2006,8,16.0,-110,8.1,83,4WDC,,,,,
WDC,4,10OCT2006,9,16.0,-110,8.1,83,4WDC,,,,,
WDC,4,10OCT2006,10,16.0,-110,8.2,82,4WDC,,,,,
WDC,4,10OCT2006,11,16.0,-110,8.3,81,4WDC,,,,,
WDC,4,10OCT2006,12,16.0,-110,7.9,81,4WDC,,,,,
WDC,4,10OCT2006,13,15.9,-110,7.8,83,4WDC,,,,,
WDC,4,10OCT2006,14,15.6,-110,6.7,87,4WDC,,,,,
WDC,4,10OCT2006,15,15.4,-110,6.7,88,4WDC,,,,,
WDC,4,10OCT2006,16,15.2,-110,8.1,87,4WDC,,,,,
WDC,4,10OCT2006,17,14.9,-110,8.0,87,4WDC,,,,,
WDC,4,10OCT2006,18,14.9,-110,8.0,87,4WDC,,,,,
WDC,4,10OCT2006,19,14.7,-110,6.7,88,4WDC,,,,,
