site_name,sampledate,doc
HARP INFLOW #3A,3/20/1997 0:00,2.4
HARP INFLOW #3A,3/25/1997 0:00,2.4
HARP INFLOW #3A,4/1/1997 0:00,2.5
HARP INFLOW #3A,4/8/1997 0:00,2.8
HARP INFLOW #3A,4/15/1997 0:00,2.5
HARP INFLOW #3A,4/21/1997 0:00,2.7
HARP INFLOW #3A,4/29/1997 0:00,2.8
HARP INFLOW #3A,5/5/1997 0:00,2.9
HARP INFLOW #3A,5/12/1997 0:00,3
HARP INFLOW #3A,5/20/1997 0:00,3.1
HARP INFLOW #3A,5/26/1997 0:00,2.8
HARP INFLOW #3A,6/2/1997 0:00,3.4
HARP INFLOW #3A,6/9/1997 0:00,3.2
HARP INFLOW #3A,6/17/1997 0:00,3.3
HARP INFLOW #3A,6/23/1997 0:00,2.4
HARP INFLOW #3A,7/3/1997 0:00,2
HARP INFLOW #3A,7/8/1997 0:00,1.7
HARP INFLOW #3A,7/14/1997 0:00,1.8
HARP INFLOW #3A,7/22/1997 0:00,1.7
HARP INFLOW #3A,7/28/1997 0:00,1.5
HARP INFLOW #3A,8/5/1997 0:00,1.7
HARP INFLOW #3A,8/11/1997 0:00,2.3
HARP INFLOW #3A,8/18/1997 0:00,1.9
HARP INFLOW #3A,8/25/1997 0:00,1.8
HARP INFLOW #3A,9/2/1997 0:00,1.6
HARP INFLOW #3A,9/9/1997 0:00,1.3
HARP INFLOW #3A,9/15/1997 0:00,1.3
HARP INFLOW #3A,9/22/1997 0:00,1.2
HARP INFLOW #3A,9/29/1997 0:00,2.2
HARP INFLOW #3A,10/7/1997 0:00,2.5
HARP INFLOW #3A,10/15/1997 0:00,4.9
HARP INFLOW #3A,10/20/1997 0:00,2.6
HARP INFLOW #3A,10/28/1997 0:00,4
HARP INFLOW #3A,11/4/1997 0:00,3
HARP INFLOW #3A,11/10/1997 0:00,2.3
HARP INFLOW #3A,11/17/1997 0:00,1.8
HARP INFLOW #3A,11/25/1997 0:00,1.8
HARP INFLOW #3A,12/2/1997 0:00,1.9
HARP INFLOW #3A,12/8/1997 0:00,1.8
HARP INFLOW #3A,12/16/1997 0:00,1.9
HARP INFLOW #3A,1/7/1998 0:00,3.1
HARP INFLOW #3A,1/14/1998 0:00,2.5
HARP INFLOW #3A,1/21/1998 0:00,2.2
HARP INFLOW #3A,1/26/1998 0:00,2.2
HARP INFLOW #3A,2/3/1998 0:00,2.1
HARP INFLOW #3A,2/11/1998 0:00,2
HARP INFLOW #3A,2/17/1998 0:00,2.3
HARP INFLOW #3A,2/25/1998 0:00,2
HARP INFLOW #3A,3/4/1998 0:00,2.8
HARP INFLOW #3A,3/9/1998 0:00,3.4
HARP INFLOW #3A,3/16/1998 0:00,2.7
HARP INFLOW #3A,3/23/1998 0:00,2.5
HARP INFLOW #3A,3/31/1998 0:00,3.7
HARP INFLOW #3A,4/6/1998 0:00,3.2
HARP INFLOW #3A,4/14/1998 0:00,3
HARP INFLOW #3A,4/20/1998 0:00,3.3
HARP INFLOW #3A,4/23/1998 0:00,3
HARP INFLOW #3A,4/27/1998 0:00,2.6
HARP INFLOW #3A,4/30/1998 0:00,2.8
HARP INFLOW #3A,5/4/1998 0:00,2.9
HARP INFLOW #3A,5/7/1998 0:00,2.7
HARP INFLOW #3A,5/11/1998 0:00,3.1
HARP INFLOW #3A,5/14/1998 0:00,2.3
HARP INFLOW #3A,5/19/1998 0:00,2.3
HARP INFLOW #3A,5/21/1998 0:00,2.4
HARP INFLOW #3A,5/25/1998 0:00,1.9
HARP INFLOW #3A,5/28/1998 0:00,1.8
HARP INFLOW #3A,6/1/1998 0:00,1.9
HARP INFLOW #3A,6/4/1998 0:00,1.6
HARP INFLOW #3A,6/8/1998 0:00,1.5
HARP INFLOW #3A,6/11/1998 0:00,1.6
HARP INFLOW #3A,6/15/1998 0:00,2.1
HARP INFLOW #3A,6/18/1998 0:00,2.2
HARP INFLOW #3A,6/29/1998 0:00,2.4
HARP INFLOW #3A,7/2/1998 0:00,2.2
HARP INFLOW #3A,7/6/1998 0:00,1.9
HARP INFLOW #3A,7/10/1998 0:00,1.9
HARP INFLOW #3A,7/13/1998 0:00,2.2
HARP INFLOW #3A,7/23/1998 0:00,2.5
HARP INFLOW #3A,7/28/1998 0:00,2.1
HARP INFLOW #3A,7/30/1998 0:00,3.3
HARP INFLOW #3A,8/11/1998 0:00,2.4
HARP INFLOW #3A,8/24/1998 0:00,3.4
HARP INFLOW #3A,9/1/1998 0:00,2.5
HARP INFLOW #3A,9/8/1998 0:00,2.4
HARP INFLOW #3A,9/14/1998 0:00,2.2
HARP INFLOW #3A,9/28/1998 0:00,3.8
HARP INFLOW #3A,11/13/1998 0:00,3.4
HARP INFLOW #3A,11/16/1998 0:00,2.8
HARP INFLOW #3A,11/23/1998 0:00,2.9
HARP INFLOW #3A,11/26/1998 0:00,4
HARP INFLOW #3A,11/30/1998 0:00,2.6
HARP INFLOW #3A,12/3/1998 0:00,3.4
HARP INFLOW #3A,12/7/1998 0:00,4.1
HARP INFLOW #3A,12/14/1998 0:00,2.7
HARP INFLOW #3A,1/5/1999 0:00,2.2
HARP INFLOW #3A,1/11/1999 0:00,2.2
HARP INFLOW #3A,1/19/1999 0:00,2.1
HARP INFLOW #3A,1/25/1999 0:00,4.7
HARP INFLOW #3A,1/28/1999 0:00,3.9
HARP INFLOW #3A,2/2/1999 0:00,3.5
HARP INFLOW #3A,2/4/1999 0:00,3.5
HARP INFLOW #3A,2/9/1999 0:00,3.1
HARP INFLOW #3A,2/15/1999 0:00,3.1
HARP INFLOW #3A,2/23/1999 0:00,3
HARP INFLOW #3A,3/1/1999 0:00,3.1
HARP INFLOW #3A,3/8/1999 0:00,2.6
HARP INFLOW #3A,3/15/1999 0:00,2.5
HARP INFLOW #3A,3/25/1999 0:00,3
HARP INFLOW #3A,3/30/1999 0:00,3.6
HARP INFLOW #3A,4/9/1999 0:00,3.4
HARP INFLOW #3A,4/13/1999 0:00,3
HARP INFLOW #3A,4/23/1999 0:00,3.1
HARP INFLOW #3A,4/26/1999 0:00,2.6
HARP INFLOW #3A,5/4/1999 0:00,2.9
HARP INFLOW #3A,5/14/1999 0:00,2.5
HARP INFLOW #3A,5/19/1999 0:00,3.9
HARP INFLOW #3A,6/2/1999 0:00,3.9
HARP INFLOW #3A,6/8/1999 0:00,3.2
HARP INFLOW #3A,6/21/1999 0:00,2.2
HARP INFLOW #3A,6/29/1999 0:00,3.1
HARP INFLOW #3A,7/8/1999 0:00,4.3
HARP INFLOW #3A,7/13/1999 0:00,3.9
HARP INFLOW #3A,8/3/1999 0:00,2
HARP INFLOW #3A,8/16/1999 0:00,2.2
HARP INFLOW #3A,8/27/1999 0:00,1.9
HARP INFLOW #3A,9/14/1999 0:00,1.8
HARP INFLOW #3A,9/23/1999 0:00,1.7
HARP INFLOW #3A,9/30/1999 0:00,4.5
HARP INFLOW #3A,10/20/1999 0:00,3.9
HARP INFLOW #3A,10/26/1999 0:00,4.4
HARP INFLOW #3A,11/2/1999 0:00,4.2
HARP INFLOW #3A,11/10/1999 0:00,3.8
HARP INFLOW #3A,11/18/1999 0:00,3.3
HARP INFLOW #3A,11/26/1999 0:00,4.3
HARP INFLOW #3A,1/6/2000 0:00,2.9
HARP INFLOW #3A,1/18/2000 0:00,2.7
HARP INFLOW #3A,1/27/2000 0:00,2.4
HARP INFLOW #3A,2/10/2000 0:00,2.3
HARP INFLOW #3A,2/24/2000 0:00,2.5
HARP INFLOW #3A,3/3/2000 0:00,2.9
HARP INFLOW #3A,3/7/2000 0:00,2.8
HARP INFLOW #3A,3/16/2000 0:00,3
HARP INFLOW #3A,3/24/2000 0:00,2.7
HARP INFLOW #3A,3/28/2000 0:00,3.2
HARP INFLOW #3A,4/7/2000 0:00,3.2
HARP INFLOW #3A,4/13/2000 0:00,2.7
HARP INFLOW #3A,4/20/2000 0:00,2.8
HARP INFLOW #3A,5/4/2000 0:00,3
HARP INFLOW #3A,5/17/2000 0:00,3.2
HARP INFLOW #3A,5/26/2000 0:00,3.1
HARP INFLOW #3A,5/30/2000 0:00,2.9
HARP INFLOW #3A,6/8/2000 0:00,2.5
HARP INFLOW #3A,6/14/2000 0:00,3.4
HARP INFLOW #3A,6/21/2000 0:00,3.1
HARP INFLOW #3A,7/4/2000 0:00,3.4
HARP INFLOW #3A,7/13/2000 0:00,3.1
HARP INFLOW #3A,7/20/2000 0:00,2.6
HARP INFLOW #3A,7/27/2000 0:00,2.2
HARP INFLOW #3A,8/3/2000 0:00,5.4
HARP INFLOW #3A,8/17/2000 0:00,3.8
HARP INFLOW #3A,8/24/2000 0:00,3.4
HARP INFLOW #3A,9/7/2000 0:00,1.9
HARP INFLOW #3A,9/13/2000 0:00,2.8
HARP INFLOW #3A,10/12/2000 0:00,2.4
HARP INFLOW #3A,10/18/2000 0:00,3.3
HARP INFLOW #3A,10/23/2000 0:00,2.5
HARP INFLOW #3A,11/8/2000 0:00,2.2
HARP INFLOW #3A,11/16/2000 0:00,3.1
HARP INFLOW #3A,12/14/2000 0:00,2.5
HARP INFLOW #3A,1/8/2001 0:00,2.7
HARP INFLOW #3A,1/16/2001 0:00,2.6
HARP INFLOW #3A,1/26/2001 0:00,2.1
HARP INFLOW #3A,2/5/2001 0:00,2.4
HARP INFLOW #3A,2/22/2001 0:00,2.5
HARP INFLOW #3A,3/1/2001 0:00,2.8
HARP INFLOW #3A,3/7/2001 0:00,2.6
HARP INFLOW #3A,3/16/2001 0:00,2.6
HARP INFLOW #3A,3/30/2001 0:00,2.9
HARP INFLOW #3A,4/11/2001 0:00,3.6
HARP INFLOW #3A,4/24/2001 0:00,3.2
HARP INFLOW #3A,4/30/2001 0:00,2.8
HARP INFLOW #3A,5/11/2001 0:00,3.6
HARP INFLOW #3A,5/18/2001 0:00,3.2
HARP INFLOW #3A,5/25/2001 0:00,4.2
HARP INFLOW #3A,6/1/2001 0:00,3.7
HARP INFLOW #3A,6/8/2001 0:00,3.4
HARP INFLOW #3A,6/21/2001 0:00,2.2
HARP INFLOW #3A,6/29/2001 0:00,2.9
HARP INFLOW #3A,7/5/2001 0:00,3.2
HARP INFLOW #3A,7/12/2001 0:00,3.2
HARP INFLOW #3A,7/19/2001 0:00,3.8
HARP INFLOW #3A,7/24/2001 0:00,2.7
HARP INFLOW #3A,9/21/2001 0:00,3.3
HARP INFLOW #3A,9/28/2001 0:00,2.6
HARP INFLOW #3A,10/19/2001 0:00,5.3
HARP INFLOW #3A,10/31/2001 0:00,4.5
HARP INFLOW #3A,11/9/2001 0:00,3.1
HARP INFLOW #3A,11/16/2001 0:00,3
HARP INFLOW #3A,11/22/2001 0:00,4
HARP INFLOW #3A,12/6/2001 0:00,4.2
HARP INFLOW #3A,12/13/2001 0:00,2.8
HARP INFLOW #3A,12/27/2001 0:00,2
HARP INFLOW #4,1/2/1991 0:00,6.4
HARP INFLOW #4,1/3/1991 0:00,6.9
HARP INFLOW #4,1/4/1991 0:00,6.3
HARP INFLOW #4,1/7/1991 0:00,6.1
HARP INFLOW #4,1/8/1991 0:00,6
HARP INFLOW #4,1/9/1991 0:00,5.6
HARP INFLOW #4,1/11/1991 0:00,5.8
HARP INFLOW #4,1/14/1991 0:00,5.5
HARP INFLOW #4,1/15/1991 0:00,5.6
HARP INFLOW #4,1/16/1991 0:00,5.6
HARP INFLOW #4,1/18/1991 0:00,5.5
HARP INFLOW #4,1/21/1991 0:00,5.3
HARP INFLOW #4,1/22/1991 0:00,5.8
HARP INFLOW #4,1/23/1991 0:00,5.2
HARP INFLOW #4,1/25/1991 0:00,5.2
HARP INFLOW #4,1/28/1991 0:00,5.3
HARP INFLOW #4,1/29/1991 0:00,5.3
HARP INFLOW #4,1/30/1991 0:00,5.3
HARP INFLOW #4,2/1/1991 0:00,5.7
HARP INFLOW #4,2/4/1991 0:00,5.8
HARP INFLOW #4,2/5/1991 0:00,5.3
HARP INFLOW #4,2/6/1991 0:00,5.3
HARP INFLOW #4,2/8/1991 0:00,5.3
HARP INFLOW #4,2/11/1991 0:00,6
HARP INFLOW #4,2/12/1991 0:00,5.9
HARP INFLOW #4,2/13/1991 0:00,6.1
HARP INFLOW #4,2/15/1991 0:00,6.3
HARP INFLOW #4,2/18/1991 0:00,5.2
HARP INFLOW #4,2/19/1991 0:00,5
HARP INFLOW #4,2/20/1991 0:00,6
HARP INFLOW #4,2/22/1991 0:00,6.3
HARP INFLOW #4,2/25/1991 0:00,5.9
HARP INFLOW #4,2/26/1991 0:00,5.6
HARP INFLOW #4,2/27/1991 0:00,5.6
HARP INFLOW #4,3/1/1991 0:00,5.3
HARP INFLOW #4,3/4/1991 0:00,6.7
HARP INFLOW #4,3/4/1991 0:00,6.7
HARP INFLOW #4,3/6/1991 0:00,5.9
HARP INFLOW #4,3/8/1991 0:00,6.3
HARP INFLOW #4,3/11/1991 0:00,6.2
HARP INFLOW #4,3/12/1991 0:00,5.9
HARP INFLOW #4,3/13/1991 0:00,5.8
HARP INFLOW #4,3/15/1991 0:00,5.1
HARP INFLOW #4,3/18/1991 0:00,5.1
HARP INFLOW #4,3/19/1991 0:00,5.4
HARP INFLOW #4,3/20/1991 0:00,5.1
HARP INFLOW #4,3/22/1991 0:00,5.2
HARP INFLOW #4,3/25/1991 0:00,5
HARP INFLOW #4,3/26/1991 0:00,5.3
HARP INFLOW #4,3/27/1991 0:00,5.3
HARP INFLOW #4,3/30/1991 0:00,5.5
HARP INFLOW #4,4/1/1991 0:00,5.4
HARP INFLOW #4,4/3/1991 0:00,5.4
HARP INFLOW #4,4/3/1991 0:00,5.4
HARP INFLOW #4,4/5/1991 0:00,4.9
HARP INFLOW #4,4/7/1991 0:00,4.7
HARP INFLOW #4,4/8/1991 0:00,4.4
HARP INFLOW #4,4/8/1991 0:00,4.5
HARP INFLOW #4,4/10/1991 0:00,4.3
HARP INFLOW #4,4/12/1991 0:00,4.4
HARP INFLOW #4,4/15/1991 0:00,4.3
HARP INFLOW #4,4/16/1991 0:00,4.7
HARP INFLOW #4,4/17/1991 0:00,4.5
HARP INFLOW #4,4/19/1991 0:00,4.2
HARP INFLOW #4,4/22/1991 0:00,4.5
HARP INFLOW #4,4/23/1991 0:00,4.5
HARP INFLOW #4,4/24/1991 0:00,4.3
HARP INFLOW #4,4/26/1991 0:00,4.2
HARP INFLOW #4,4/29/1991 0:00,4.5
HARP INFLOW #4,4/30/1991 0:00,4.6
HARP INFLOW #4,5/1/1991 0:00,4.5
HARP INFLOW #4,5/3/1991 0:00,4.4
HARP INFLOW #4,5/6/1991 0:00,4.5
HARP INFLOW #4,5/7/1991 0:00,4.7
HARP INFLOW #4,5/8/1991 0:00,4.3
HARP INFLOW #4,5/10/1991 0:00,4.2
HARP INFLOW #4,5/13/1991 0:00,4.8
HARP INFLOW #4,5/14/1991 0:00,5
HARP INFLOW #4,5/15/1991 0:00,4.9
HARP INFLOW #4,5/17/1991 0:00,8.2
HARP INFLOW #4,5/21/1991 0:00,5.2
HARP INFLOW #4,5/22/1991 0:00,5.5
HARP INFLOW #4,5/22/1991 0:00,5.3
HARP INFLOW #4,5/24/1991 0:00,5.6
HARP INFLOW #4,5/27/1991 0:00,7.2
HARP INFLOW #4,5/28/1991 0:00,6.5
HARP INFLOW #4,5/29/1991 0:00,6.3
HARP INFLOW #4,5/31/1991 0:00,7.2
HARP INFLOW #4,6/3/1991 0:00,6.7
HARP INFLOW #4,6/4/1991 0:00,7.2
HARP INFLOW #4,6/5/1991 0:00,6.4
HARP INFLOW #4,6/7/1991 0:00,6.4
HARP INFLOW #4,6/10/1991 0:00,5.9
HARP INFLOW #4,6/11/1991 0:00,6.5
HARP INFLOW #4,6/12/1991 0:00,6.4
HARP INFLOW #4,6/14/1991 0:00,5.7
HARP INFLOW #4,6/17/1991 0:00,6.7
HARP INFLOW #4,6/18/1991 0:00,6.3
HARP INFLOW #4,6/19/1991 0:00,6.1
HARP INFLOW #4,6/21/1991 0:00,5.5
HARP INFLOW #4,6/24/1991 0:00,5.1
HARP INFLOW #4,6/25/1991 0:00,4.9
HARP INFLOW #4,6/26/1991 0:00,4.7
HARP INFLOW #4,6/28/1991 0:00,4.8
HARP INFLOW #4,7/2/1991 0:00,5.8
HARP INFLOW #4,7/3/1991 0:00,5.1
HARP INFLOW #4,7/3/1991 0:00,5.2
HARP INFLOW #4,7/5/1991 0:00,5.6
HARP INFLOW #4,7/8/1991 0:00,6.9
HARP INFLOW #4,7/9/1991 0:00,7
HARP INFLOW #4,7/10/1991 0:00,5.7
HARP INFLOW #4,7/12/1991 0:00,6.5
HARP INFLOW #4,7/15/1991 0:00,5.4
HARP INFLOW #4,7/16/1991 0:00,4.7
HARP INFLOW #4,7/17/1991 0:00,4.5
HARP INFLOW #4,7/19/1991 0:00,5
HARP INFLOW #4,7/22/1991 0:00,8.2
HARP INFLOW #4,7/23/1991 0:00,15.8
HARP INFLOW #4,7/24/1991 0:00,10.5
HARP INFLOW #4,7/26/1991 0:00,9.1
HARP INFLOW #4,7/29/1991 0:00,6.5
HARP INFLOW #4,7/30/1991 0:00,15.3
HARP INFLOW #4,7/31/1991 0:00,10.5
HARP INFLOW #4,8/2/1991 0:00,7.6
HARP INFLOW #4,8/6/1991 0:00,7.8
HARP INFLOW #4,8/7/1991 0:00,6.7
HARP INFLOW #4,8/7/1991 0:00,6.9
HARP INFLOW #4,8/9/1991 0:00,5.6
HARP INFLOW #4,8/12/1991 0:00,7.8
HARP INFLOW #4,8/13/1991 0:00,6.4
HARP INFLOW #4,8/14/1991 0:00,5.8
HARP INFLOW #4,8/16/1991 0:00,5.6
HARP INFLOW #4,8/19/1991 0:00,10.2
HARP INFLOW #4,8/20/1991 0:00,8
HARP INFLOW #4,8/21/1991 0:00,6.4
HARP INFLOW #4,8/23/1991 0:00,6.4
HARP INFLOW #4,8/26/1991 0:00,4.8
HARP INFLOW #4,8/27/1991 0:00,4.6
HARP INFLOW #4,8/28/1991 0:00,4.4
HARP INFLOW #4,8/30/1991 0:00,4.1
HARP INFLOW #4,9/4/1991 0:00,3.5
HARP INFLOW #4,9/4/1991 0:00,8.1
HARP INFLOW #4,9/4/1991 0:00,7.9
HARP INFLOW #4,9/6/1991 0:00,5.4
HARP INFLOW #4,9/9/1991 0:00,2.9
HARP INFLOW #4,9/10/1991 0:00,3.5
HARP INFLOW #4,9/11/1991 0:00,4.3
HARP INFLOW #4,9/13/1991 0:00,5
HARP INFLOW #4,9/16/1991 0:00,12.3
HARP INFLOW #4,9/17/1991 0:00,10.3
HARP INFLOW #4,9/18/1991 0:00,8.3
HARP INFLOW #4,9/20/1991 0:00,7.4
HARP INFLOW #4,9/23/1991 0:00,11.5
HARP INFLOW #4,9/24/1991 0:00,9.7
HARP INFLOW #4,9/25/1991 0:00,8.1
HARP INFLOW #4,9/27/1991 0:00,10
HARP INFLOW #4,9/30/1991 0:00,7.9
HARP INFLOW #4,10/1/1991 0:00,8.6
HARP INFLOW #4,10/2/1991 0:00,8.4
HARP INFLOW #4,10/4/1991 0:00,9.6
HARP INFLOW #4,10/7/1991 0:00,9
HARP INFLOW #4,10/8/1991 0:00,8.2
HARP INFLOW #4,10/9/1991 0:00,7.2
HARP INFLOW #4,10/15/1991 0:00,8.4
HARP INFLOW #4,10/16/1991 0:00,7.7
HARP INFLOW #4,10/18/1991 0:00,6.6
HARP INFLOW #4,10/21/1991 0:00,7
HARP INFLOW #4,10/22/1991 0:00,6.3
HARP INFLOW #4,10/23/1991 0:00,5.7
HARP INFLOW #4,10/25/1991 0:00,9.3
HARP INFLOW #4,10/28/1991 0:00,8.4
HARP INFLOW #4,10/29/1991 0:00,8
HARP INFLOW #4,10/30/1991 0:00,8.1
HARP INFLOW #4,11/1/1991 0:00,7.6
HARP INFLOW #4,11/4/1991 0:00,8.4
HARP INFLOW #4,11/5/1991 0:00,9.2
HARP INFLOW #4,11/6/1991 0:00,9.3
HARP INFLOW #4,11/8/1991 0:00,8.4
HARP INFLOW #4,11/12/1991 0:00,7.1
HARP INFLOW #4,11/13/1991 0:00,7.2
HARP INFLOW #4,11/13/1991 0:00,7
HARP INFLOW #4,11/15/1991 0:00,8.6
HARP INFLOW #4,11/18/1991 0:00,8.7
HARP INFLOW #4,11/19/1991 0:00,8.4
HARP INFLOW #4,11/20/1991 0:00,8.2
HARP INFLOW #4,11/22/1991 0:00,8
HARP INFLOW #4,11/25/1991 0:00,8
HARP INFLOW #4,11/26/1991 0:00,9.1
HARP INFLOW #4,11/27/1991 0:00,8.4
HARP INFLOW #4,11/29/1991 0:00,8.5
HARP INFLOW #4,12/2/1991 0:00,8.7
HARP INFLOW #4,12/3/1991 0:00,8.4
HARP INFLOW #4,12/4/1991 0:00,7.5
HARP INFLOW #4,12/6/1991 0:00,7.6
HARP INFLOW #4,12/9/1991 0:00,7.8
HARP INFLOW #4,12/10/1991 0:00,8.4
HARP INFLOW #4,12/11/1991 0:00,7.7
HARP INFLOW #4,12/13/1991 0:00,7.6
HARP INFLOW #4,12/16/1991 0:00,6.9
HARP INFLOW #4,12/17/1991 0:00,6.5
HARP INFLOW #4,12/18/1991 0:00,6.7
HARP INFLOW #4,12/20/1991 0:00,6
HARP INFLOW #4,12/30/1991 0:00,5.8
HARP INFLOW #4,12/31/1991 0:00,5.8
HARP INFLOW #4,1/3/1992 0:00,5.8
HARP INFLOW #4,1/6/1992 0:00,6.4
HARP INFLOW #4,1/7/1992 0:00,6.5
HARP INFLOW #4,1/8/1992 0:00,6.6
HARP INFLOW #4,1/10/1992 0:00,6.5
HARP INFLOW #4,1/13/1992 0:00,5.9
HARP INFLOW #4,1/15/1992 0:00,6.7
HARP INFLOW #4,1/17/1992 0:00,6.3
HARP INFLOW #4,1/17/1992 0:00,6.3
HARP INFLOW #4,1/20/1992 0:00,6
HARP INFLOW #4,1/21/1992 0:00,5.8
HARP INFLOW #4,1/22/1992 0:00,5.7
HARP INFLOW #4,1/24/1992 0:00,6.6
HARP INFLOW #4,1/27/1992 0:00,5.6
HARP INFLOW #4,1/28/1992 0:00,5.7
HARP INFLOW #4,1/29/1992 0:00,5.5
HARP INFLOW #4,1/31/1992 0:00,5.6
HARP INFLOW #4,2/3/1992 0:00,5.5
HARP INFLOW #4,2/4/1992 0:00,5.4
HARP INFLOW #4,2/5/1992 0:00,5.3
HARP INFLOW #4,2/7/1992 0:00,5.4
HARP INFLOW #4,2/10/1992 0:00,5.1
HARP INFLOW #4,2/11/1992 0:00,5.2
HARP INFLOW #4,2/12/1992 0:00,5.5
HARP INFLOW #4,2/14/1992 0:00,5.1
HARP INFLOW #4,2/17/1992 0:00,5.6
HARP INFLOW #4,2/18/1992 0:00,8.7
HARP INFLOW #4,2/19/1992 0:00,5.4
HARP INFLOW #4,2/21/1992 0:00,6.4
HARP INFLOW #4,2/24/1992 0:00,5.6
HARP INFLOW #4,2/25/1992 0:00,5.6
HARP INFLOW #4,2/26/1992 0:00,5.7
HARP INFLOW #4,2/28/1992 0:00,5.7
HARP INFLOW #4,3/2/1992 0:00,5.1
HARP INFLOW #4,3/3/1992 0:00,5.7
HARP INFLOW #4,3/4/1992 0:00,5.5
HARP INFLOW #4,3/6/1992 0:00,5.3
HARP INFLOW #4,3/9/1992 0:00,7
HARP INFLOW #4,3/10/1992 0:00,8.4
HARP INFLOW #4,3/11/1992 0:00,8.4
HARP INFLOW #4,3/13/1992 0:00,7.6
HARP INFLOW #4,3/16/1992 0:00,7.9
HARP INFLOW #4,3/17/1992 0:00,8.2
HARP INFLOW #4,3/18/1992 0:00,8
HARP INFLOW #4,3/20/1992 0:00,7.7
HARP INFLOW #4,3/23/1992 0:00,6.8
HARP INFLOW #4,3/24/1992 0:00,6.6
HARP INFLOW #4,3/25/1992 0:00,6.2
HARP INFLOW #4,3/27/1992 0:00,7.3
HARP INFLOW #4,3/30/1992 0:00,6.3
HARP INFLOW #4,3/31/1992 0:00,7.4
HARP INFLOW #4,4/1/1992 0:00,6.8
HARP INFLOW #4,4/3/1992 0:00,6.6
HARP INFLOW #4,4/6/1992 0:00,5.9
HARP INFLOW #4,4/7/1992 0:00,5.8
HARP INFLOW #4,4/8/1992 0:00,5.2
HARP INFLOW #4,4/10/1992 0:00,4.9
HARP INFLOW #4,4/13/1992 0:00,5.1
HARP INFLOW #4,4/14/1992 0:00,5.2
HARP INFLOW #4,4/15/1992 0:00,5.2
HARP INFLOW #4,4/21/1992 0:00,4.3
HARP INFLOW #4,4/22/1992 0:00,4.8
HARP INFLOW #4,4/22/1992 0:00,4.6
HARP INFLOW #4,4/24/1992 0:00,5
HARP INFLOW #4,4/27/1992 0:00,4.6
HARP INFLOW #4,4/28/1992 0:00,4.7
HARP INFLOW #4,4/29/1992 0:00,4.6
HARP INFLOW #4,5/1/1992 0:00,4.8
HARP INFLOW #4,5/4/1992 0:00,5
HARP INFLOW #4,5/5/1992 0:00,4.6
HARP INFLOW #4,5/6/1992 0:00,4.9
HARP INFLOW #4,5/8/1992 0:00,4.8
HARP INFLOW #4,5/11/1992 0:00,4.9
HARP INFLOW #4,5/12/1992 0:00,5.1
HARP INFLOW #4,5/13/1992 0:00,5.4
HARP INFLOW #4,5/15/1992 0:00,4.7
HARP INFLOW #4,5/20/1992 0:00,4.9
HARP INFLOW #4,5/20/1992 0:00,5.1
HARP INFLOW #4,5/22/1992 0:00,5
HARP INFLOW #4,5/25/1992 0:00,4.7
HARP INFLOW #4,5/26/1992 0:00,4.4
HARP INFLOW #4,5/27/1992 0:00,4.4
HARP INFLOW #4,5/29/1992 0:00,4.1
HARP INFLOW #4,6/1/1992 0:00,4.5
HARP INFLOW #4,6/2/1992 0:00,4.2
HARP INFLOW #4,6/3/1992 0:00,4.4
HARP INFLOW #4,6/5/1992 0:00,4.8
HARP INFLOW #4,6/8/1992 0:00,5.5
HARP INFLOW #4,6/9/1992 0:00,5.6
HARP INFLOW #4,6/10/1992 0:00,4.6
HARP INFLOW #4,6/12/1992 0:00,5.1
HARP INFLOW #4,6/15/1992 0:00,4.8
HARP INFLOW #4,6/16/1992 0:00,4.7
HARP INFLOW #4,6/17/1992 0:00,4.4
HARP INFLOW #4,6/19/1992 0:00,9.5
HARP INFLOW #4,6/22/1992 0:00,6.6
HARP INFLOW #4,6/23/1992 0:00,5.8
HARP INFLOW #4,6/24/1992 0:00,5.7
HARP INFLOW #4,6/26/1992 0:00,5.1
HARP INFLOW #4,6/29/1992 0:00,5
HARP INFLOW #4,6/30/1992 0:00,6.3
HARP INFLOW #4,7/3/1992 0:00,6
HARP INFLOW #4,7/6/1992 0:00,6.4
HARP INFLOW #4,7/7/1992 0:00,6.5
HARP INFLOW #4,7/8/1992 0:00,6
HARP INFLOW #4,7/10/1992 0:00,7.7
HARP INFLOW #4,7/13/1992 0:00,10.5
HARP INFLOW #4,7/14/1992 0:00,7.7
HARP INFLOW #4,7/15/1992 0:00,7.1
HARP INFLOW #4,7/17/1992 0:00,6.9
HARP INFLOW #4,7/20/1992 0:00,8.6
HARP INFLOW #4,7/21/1992 0:00,7.5
HARP INFLOW #4,7/22/1992 0:00,6.6
HARP INFLOW #4,7/24/1992 0:00,5.9
HARP INFLOW #4,7/28/1992 0:00,6.4
HARP INFLOW #4,7/30/1992 0:00,5.8
HARP INFLOW #4,8/4/1992 0:00,6.4
HARP INFLOW #4,8/10/1992 0:00,8.2
HARP INFLOW #4,8/17/1992 0:00,10
HARP INFLOW #4,8/24/1992 0:00,5.4
HARP INFLOW #4,8/31/1992 0:00,8.1
HARP INFLOW #4,9/8/1992 0:00,10.6
HARP INFLOW #4,9/14/1992 0:00,6.7
HARP INFLOW #4,9/21/1992 0:00,9.7
HARP INFLOW #4,9/28/1992 0:00,10.8
HARP INFLOW #4,10/5/1992 0:00,8.2
