Date,DOC3,DOC3a,DOC4,DOC5,DOC6,DOC6a
1/14/1994 0:00,5.114285714,2.157142857,4.914285714,7.428571429,4.014285714,7.128571429
1/15/1994 0:00,5.042857143,2.171428571,5.142857143,7.385714286,4.042857143,7.185714286
1/16/1994 0:00,4.971428571,2.185714286,5.371428571,7.342857143,4.071428571,7.242857143
1/17/1994 0:00,4.9,2.2,5.6,7.3,4.1,7.3
1/18/1994 0:00,4.842857143,2.171428571,5.514285714,7.328571429,4.042857143,7.314285714
1/19/1994 0:00,4.785714286,2.142857143,5.428571429,7.357142857,3.985714286,7.328571429
1/20/1994 0:00,4.728571429,2.114285714,5.342857143,7.385714286,3.928571429,7.342857143
1/21/1994 0:00,4.671428571,2.085714286,5.257142857,7.414285714,3.871428571,7.357142857
1/22/1994 0:00,4.614285714,2.057142857,5.171428571,7.442857143,3.814285714,7.371428571
1/23/1994 0:00,4.557142857,2.028571429,5.085714286,7.471428571,3.757142857,7.385714286
1/24/1994 0:00,4.5,2,5,7.5,3.7,7.4
1/25/1994 0:00,4.528571429,2.028571429,5.042857143,7.5,3.742857143,7.4
1/26/1994 0:00,4.557142857,2.057142857,5.085714286,7.5,3.785714286,7.4
1/27/1994 0:00,4.585714286,2.085714286,5.128571429,7.5,3.828571429,7.4
1/28/1994 0:00,4.614285714,2.114285714,5.171428571,7.5,3.871428571,7.4
1/29/1994 0:00,4.642857143,2.142857143,5.214285714,7.5,3.914285714,7.4
1/30/1994 0:00,4.671428571,2.171428571,5.257142857,7.5,3.957142857,7.4
1/31/1994 0:00,4.7,2.2,5.3,7.5,4,7.4
2/1/1994 0:00,4.514285714,2.171428571,5.185714286,7.442857143,3.985714286,7.342857143
2/2/1994 0:00,4.328571429,2.142857143,5.071428571,7.385714286,3.971428571,7.285714286
2/3/1994 0:00,4.142857143,2.114285714,4.957142857,7.328571429,3.957142857,7.228571429
2/4/1994 0:00,3.957142857,2.085714286,4.842857143,7.271428571,3.942857143,7.171428571
2/5/1994 0:00,3.771428571,2.057142857,4.728571429,7.214285714,3.928571429,7.114285714
2/6/1994 0:00,3.585714286,2.028571429,4.614285714,7.157142857,3.914285714,7.057142857
2/7/1994 0:00,3.4,2,4.5,7.1,3.9,7
2/8/1994 0:00,3.342857143,1.985714286,4.414285714,7.057142857,3.871428571,7.028571429
2/9/1994 0:00,3.285714286,1.971428571,4.328571429,7.014285714,3.842857143,7.057142857
2/10/1994 0:00,3.228571429,1.957142857,4.242857143,6.971428571,3.814285714,7.085714286
2/11/1994 0:00,3.171428571,1.942857143,4.157142857,6.928571429,3.785714286,7.114285714
2/12/1994 0:00,3.114285714,1.928571429,4.071428571,6.885714286,3.757142857,7.142857143
2/13/1994 0:00,3.057142857,1.914285714,3.985714286,6.842857143,3.728571429,7.171428571
2/14/1994 0:00,3,1.9,3.9,6.8,3.7,7.2
2/15/1994 0:00,3.5,1.971428571,3.985714286,6.914285714,3.742857143,7.114285714
2/16/1994 0:00,4,2.042857143,4.071428571,7.028571429,3.785714286,7.028571429
2/17/1994 0:00,4.5,2.114285714,4.157142857,7.142857143,3.828571429,6.942857143
2/18/1994 0:00,5,2.185714286,4.242857143,7.257142857,3.871428571,6.857142857
2/19/1994 0:00,5.5,2.257142857,4.328571429,7.371428571,3.914285714,6.771428571
2/20/1994 0:00,6,2.328571429,4.414285714,7.485714286,3.957142857,6.685714286
2/21/1994 0:00,6.5,2.4,4.5,7.6,4,6.6
2/22/1994 0:00,6.2,2.371428571,4.485714286,7.485714286,3.942857143,6.5
2/23/1994 0:00,5.9,2.342857143,4.471428571,7.371428571,3.885714286,6.4
2/24/1994 0:00,5.6,2.314285714,4.457142857,7.257142857,3.828571429,6.3
2/25/1994 0:00,5.3,2.285714286,4.442857143,7.142857143,3.771428571,6.2
2/26/1994 0:00,5,2.257142857,4.428571429,7.028571429,3.714285714,6.1
2/27/1994 0:00,4.7,2.228571429,4.414285714,6.914285714,3.657142857,6
2/28/1994 0:00,4.4,2.2,4.4,6.8,3.6,5.9
3/1/1994 0:00,4.2,2.185714286,4.3,6.8,3.585714286,5.885714286
3/2/1994 0:00,4,2.171428571,4.2,6.8,3.571428571,5.871428571
3/3/1994 0:00,3.8,2.157142857,4.1,6.8,3.557142857,5.857142857
3/4/1994 0:00,3.6,2.142857143,4,6.8,3.542857143,5.842857143
3/5/1994 0:00,3.4,2.128571429,3.9,6.8,3.528571429,5.828571429
3/6/1994 0:00,3.2,2.114285714,3.8,6.8,3.514285714,5.814285714
3/7/1994 0:00,3,2.1,3.7,6.8,3.5,5.8
3/8/1994 0:00,3.7,2.1,3.728571429,6.871428571,3.528571429,5.871428571
3/9/1994 0:00,4.4,2.1,3.757142857,6.942857143,3.557142857,5.942857143
3/10/1994 0:00,5.1,2.1,3.785714286,7.014285714,3.585714286,6.014285714
3/11/1994 0:00,5.8,2.1,3.814285714,7.085714286,3.614285714,6.085714286
3/12/1994 0:00,6.5,2.1,3.842857143,7.157142857,3.642857143,6.157142857
3/13/1994 0:00,7.2,2.1,3.871428571,7.228571429,3.671428571,6.228571429
3/14/1994 0:00,7.9,2.1,3.9,7.3,3.7,6.3
3/15/1994 0:00,7.828571429,2.114285714,3.871428571,7.257142857,3.7,6.3
3/16/1994 0:00,7.757142857,2.128571429,3.842857143,7.214285714,3.7,6.3
3/17/1994 0:00,7.685714286,2.142857143,3.814285714,7.171428571,3.7,6.3
3/18/1994 0:00,7.614285714,2.157142857,3.785714286,7.128571429,3.7,6.3
3/19/1994 0:00,7.542857143,2.171428571,3.757142857,7.085714286,3.7,6.3
3/20/1994 0:00,7.471428571,2.185714286,3.728571429,7.042857143,3.7,6.3
3/21/1994 0:00,7.4,2.2,3.7,7,3.7,6.3
3/22/1994 0:00,7.6,2.285714286,3.814285714,6.971428571,3.742857143,6.157142857
3/23/1994 0:00,7.8,2.371428571,3.928571429,6.942857143,3.785714286,6.014285714
3/24/1994 0:00,8,2.457142857,4.042857143,6.914285714,3.828571429,5.871428571
3/25/1994 0:00,8.2,2.542857143,4.157142857,6.885714286,3.871428571,5.728571429
3/26/1994 0:00,8.4,2.628571429,4.271428571,6.857142857,3.914285714,5.585714286
3/27/1994 0:00,8.6,2.714285714,4.385714286,6.828571429,3.957142857,5.442857143
3/28/1994 0:00,8.8,2.8,4.5,6.8,4,5.3
3/29/1994 0:00,8.614285714,2.828571429,4.471428571,6.657142857,4.1,5.285714286
3/30/1994 0:00,8.428571429,2.857142857,4.442857143,6.514285714,4.2,5.271428571
3/31/1994 0:00,8.242857143,2.885714286,4.414285714,6.371428571,4.3,5.257142857
4/1/1994 0:00,8.057142857,2.914285714,4.385714286,6.228571429,4.4,5.242857143
4/2/1994 0:00,7.871428571,2.942857143,4.357142857,6.085714286,4.5,5.228571429
4/3/1994 0:00,7.685714286,2.971428571,4.328571429,5.942857143,4.6,5.214285714
4/4/1994 0:00,7.5,3,4.3,5.8,4.7,5.2
4/5/1994 0:00,7.157142857,3,4.242857143,5.742857143,4.642857143,5.1
4/6/1994 0:00,6.814285714,3,4.185714286,5.685714286,4.585714286,5
4/7/1994 0:00,6.471428571,3,4.128571429,5.628571429,4.528571429,4.9
4/8/1994 0:00,6.128571429,3,4.071428571,5.571428571,4.471428571,4.8
4/9/1994 0:00,5.785714286,3,4.014285714,5.514285714,4.414285714,4.7
4/10/1994 0:00,5.442857143,3,3.957142857,5.457142857,4.357142857,4.6
4/11/1994 0:00,5.1,3,3.9,5.4,4.3,4.5
4/12/1994 0:00,5.157142857,2.985714286,4,5.4,4.314285714,4.528571429
4/13/1994 0:00,5.214285714,2.971428571,4.1,5.4,4.328571429,4.557142857
4/14/1994 0:00,5.271428571,2.957142857,4.2,5.4,4.342857143,4.585714286
4/15/1994 0:00,5.328571429,2.942857143,4.3,5.4,4.357142857,4.614285714
4/16/1994 0:00,5.385714286,2.928571429,4.4,5.4,4.371428571,4.642857143
4/17/1994 0:00,5.442857143,2.914285714,4.5,5.4,4.385714286,4.671428571
4/18/1994 0:00,5.5,2.9,4.6,5.4,4.4,4.7
4/19/1994 0:00,5.785714286,2.971428571,4.585714286,5.642857143,4.6,4.871428571
4/20/1994 0:00,6.071428571,3.042857143,4.571428571,5.885714286,4.8,5.042857143
4/21/1994 0:00,6.357142857,3.114285714,4.557142857,6.128571429,5,5.214285714
4/22/1994 0:00,6.642857143,3.185714286,4.542857143,6.371428571,5.2,5.385714286
4/23/1994 0:00,6.928571429,3.257142857,4.528571429,6.614285714,5.4,5.557142857
4/24/1994 0:00,7.214285714,3.328571429,4.514285714,6.857142857,5.6,5.728571429
4/25/1994 0:00,7.5,3.4,4.5,7.1,5.8,5.9
4/26/1994 0:00,7.557142857,3.371428571,4.514285714,7.157142857,5.771428571,5.985714286
4/27/1994 0:00,7.614285714,3.342857143,4.528571429,7.214285714,5.742857143,6.071428571
4/28/1994 0:00,7.671428571,3.314285714,4.542857143,7.271428571,5.714285714,6.157142857
4/29/1994 0:00,7.728571429,3.285714286,4.557142857,7.328571429,5.685714286,6.242857143
4/30/1994 0:00,7.785714286,3.257142857,4.571428571,7.385714286,5.657142857,6.328571429
5/1/1994 0:00,7.842857143,3.228571429,4.585714286,7.442857143,5.628571429,6.414285714
5/2/1994 0:00,7.9,3.2,4.6,7.5,5.6,6.5
5/3/1994 0:00,7.942857143,3.228571429,4.642857143,7.628571429,5.585714286,6.542857143
5/4/1994 0:00,7.985714286,3.257142857,4.685714286,7.757142857,5.571428571,6.585714286
5/5/1994 0:00,8.028571429,3.285714286,4.728571429,7.885714286,5.557142857,6.628571429
5/6/1994 0:00,8.071428571,3.314285714,4.771428571,8.014285714,5.542857143,6.671428571
5/7/1994 0:00,8.114285714,3.342857143,4.814285714,8.142857143,5.528571429,6.714285714
5/8/1994 0:00,8.157142857,3.371428571,4.857142857,8.271428571,5.514285714,6.757142857
5/9/1994 0:00,8.2,3.4,4.9,8.4,5.5,6.8
5/10/1994 0:00,8.185714286,3.5,5,8.342857143,5.628571429,6.771428571
5/11/1994 0:00,8.171428571,3.6,5.1,8.285714286,5.757142857,6.742857143
5/12/1994 0:00,8.157142857,3.7,5.2,8.228571429,5.885714286,6.714285714
5/13/1994 0:00,8.142857143,3.8,5.3,8.171428571,6.014285714,6.685714286
5/14/1994 0:00,8.128571429,3.9,5.4,8.114285714,6.142857143,6.657142857
5/15/1994 0:00,8.114285714,4,5.5,8.057142857,6.271428571,6.628571429
5/16/1994 0:00,8.1,4.1,5.6,8,6.4,6.6
5/17/1994 0:00,8.3625,4,5.5125,8.25,6.45,7.1
5/18/1994 0:00,8.625,3.9,5.425,8.5,6.5,7.6
5/19/1994 0:00,8.8875,3.8,5.3375,8.75,6.55,8.1
5/20/1994 0:00,9.15,3.7,5.25,9,6.6,8.6
5/21/1994 0:00,9.4125,3.6,5.1625,9.25,6.65,9.1
5/22/1994 0:00,9.675,3.5,5.075,9.5,6.7,9.6
5/23/1994 0:00,9.9375,3.4,4.9875,9.75,6.75,10.1
5/24/1994 0:00,10.2,3.3,4.9,10,6.8,10.6
5/25/1994 0:00,10.18333333,3.416666667,4.966666667,10.06666667,6.85,10.35
5/26/1994 0:00,10.16666667,3.533333333,5.033333333,10.13333333,6.9,10.1
5/27/1994 0:00,10.15,3.65,5.1,10.2,6.95,9.85
5/28/1994 0:00,10.13333333,3.766666667,5.166666667,10.26666667,7,9.6
5/29/1994 0:00,10.11666667,3.883333333,5.233333333,10.33333333,7.05,9.35
5/30/1994 0:00,10.1,4,5.3,10.4,7.1,9.1
5/31/1994 0:00,10.25714286,3.914285714,5.242857143,10.5,7.1,9.371428571
6/1/1994 0:00,10.41428571,3.828571429,5.185714286,10.6,7.1,9.642857143
6/2/1994 0:00,10.57142857,3.742857143,5.128571429,10.7,7.1,9.914285714
6/3/1994 0:00,10.72857143,3.657142857,5.071428571,10.8,7.1,10.18571429
6/4/1994 0:00,10.88571429,3.571428571,5.014285714,10.9,7.1,10.45714286
6/5/1994 0:00,11.04285714,3.485714286,4.957142857,11,7.1,10.72857143
6/6/1994 0:00,11.2,3.4,4.9,11.1,7.1,11
6/7/1994 0:00,11.35714286,3.357142857,4.928571429,11.3,7.214285714,11.34285714
6/8/1994 0:00,11.51428571,3.314285714,4.957142857,11.5,7.328571429,11.68571429
6/9/1994 0:00,11.67142857,3.271428571,4.985714286,11.7,7.442857143,12.02857143
6/10/1994 0:00,11.82857143,3.228571429,5.014285714,11.9,7.557142857,12.37142857
6/11/1994 0:00,11.98571429,3.185714286,5.042857143,12.1,7.671428571,12.71428571
6/12/1994 0:00,12.14285714,3.142857143,5.071428571,12.3,7.785714286,13.05714286
6/13/1994 0:00,12.3,3.1,5.1,12.5,7.9,13.4
6/14/1994 0:00,13.24285714,3.1,5.285714286,12.97142857,8.842857143,14.65714286
6/15/1994 0:00,14.18571429,3.1,5.471428571,13.44285714,9.785714286,15.91428571
6/16/1994 0:00,15.12857143,3.1,5.657142857,13.91428571,10.72857143,17.17142857
6/17/1994 0:00,16.07142857,3.1,5.842857143,14.38571429,11.67142857,18.42857143
6/18/1994 0:00,17.01428571,3.1,6.028571429,14.85714286,12.61428571,19.68571429
6/19/1994 0:00,17.95714286,3.1,6.214285714,15.32857143,13.55714286,20.94285714
6/20/1994 0:00,18.9,3.1,6.4,15.8,14.5,22.2
6/21/1994 0:00,18.78571429,3.228571429,6.485714286,16.05714286,14.25714286,22.17142857
6/22/1994 0:00,18.67142857,3.357142857,6.571428571,16.31428571,14.01428571,22.14285714
6/23/1994 0:00,18.55714286,3.485714286,6.657142857,16.57142857,13.77142857,22.11428571
6/24/1994 0:00,18.44285714,3.614285714,6.742857143,16.82857143,13.52857143,22.08571429
6/25/1994 0:00,18.32857143,3.742857143,6.828571429,17.08571429,13.28571429,22.05714286
6/26/1994 0:00,18.21428571,3.871428571,6.914285714,17.34285714,13.04285714,22.02857143
6/27/1994 0:00,18.1,4,7,17.6,12.8,22
6/28/1994 0:00,18.1,4.071428571,6.971428571,17.81428571,12.71428571,21.32857143
6/29/1994 0:00,18.1,4.142857143,6.942857143,18.02857143,12.62857143,20.65714286
6/30/1994 0:00,18.1,4.214285714,6.914285714,18.24285714,12.54285714,19.98571429
7/1/1994 0:00,18.1,4.285714286,6.885714286,18.45714286,12.45714286,19.31428571
7/2/1994 0:00,18.1,4.357142857,6.857142857,18.67142857,12.37142857,18.64285714
7/3/1994 0:00,18.1,4.428571429,6.828571429,18.88571429,12.28571429,17.97142857
7/4/1994 0:00,18.1,4.5,6.8,19.1,12.2,17.3
7/5/1994 0:00,18.05714286,4.514285714,6.885714286,18.91428571,12.25714286,17.34285714
7/6/1994 0:00,18.01428571,4.528571429,6.971428571,18.72857143,12.31428571,17.38571429
7/7/1994 0:00,17.97142857,4.542857143,7.057142857,18.54285714,12.37142857,17.42857143
7/8/1994 0:00,17.92857143,4.557142857,7.142857143,18.35714286,12.42857143,17.47142857
7/9/1994 0:00,17.88571429,4.571428571,7.228571429,18.17142857,12.48571429,17.51428571
7/10/1994 0:00,17.84285714,4.585714286,7.314285714,17.98571429,12.54285714,17.55714286
7/11/1994 0:00,17.8,4.6,7.4,17.8,12.6,17.6
7/12/1994 0:00,17.85714286,4.442857143,7.3,17.87142857,12.55714286,17.97142857
7/13/1994 0:00,17.91428571,4.285714286,7.2,17.94285714,12.51428571,18.34285714
7/14/1994 0:00,17.97142857,4.128571429,7.1,18.01428571,12.47142857,18.71428571
7/15/1994 0:00,18.02857143,3.971428571,7,18.08571429,12.42857143,19.08571429
7/16/1994 0:00,18.08571429,3.814285714,6.9,18.15714286,12.38571429,19.45714286
7/17/1994 0:00,18.14285714,3.657142857,6.8,18.22857143,12.34285714,19.82857143
7/18/1994 0:00,18.2,3.5,6.7,18.3,12.3,20.2
7/19/1994 0:00,18.54285714,3.714285714,6.985714286,18.6,12.95714286,20.4
7/20/1994 0:00,18.88571429,3.928571429,7.271428571,18.9,13.61428571,20.6
7/21/1994 0:00,19.22857143,4.142857143,7.557142857,19.2,14.27142857,20.8
7/22/1994 0:00,19.57142857,4.357142857,7.842857143,19.5,14.92857143,21
7/23/1994 0:00,19.91428571,4.571428571,8.128571429,19.8,15.58571429,21.2
7/24/1994 0:00,20.25714286,4.785714286,8.414285714,20.1,16.24285714,21.4
7/25/1994 0:00,20.6,5,8.7,20.4,16.9,21.6
7/26/1994 0:00,20.3625,4.85,8.525,19.925,16.8625,21.75
7/27/1994 0:00,20.125,4.7,8.35,19.45,16.825,21.9
7/28/1994 0:00,19.8875,4.55,8.175,18.975,16.7875,22.05
7/29/1994 0:00,19.65,4.4,8,18.5,16.75,22.2
7/30/1994 0:00,19.4125,4.25,7.825,18.025,16.7125,22.35
7/31/1994 0:00,19.175,4.1,7.65,17.55,16.675,22.5
8/1/1994 0:00,18.9375,3.95,7.475,17.075,16.6375,22.65
8/2/1994 0:00,18.7,3.8,7.3,16.6,16.6,22.8
8/3/1994 0:00,18.43333333,3.716666667,7.233333333,16.83333333,16.41666667,22.33333333
8/4/1994 0:00,18.16666667,3.633333333,7.166666667,17.06666667,16.23333333,21.86666667
8/5/1994 0:00,17.9,3.55,7.1,17.3,16.05,21.4
8/6/1994 0:00,17.63333333,3.466666667,7.033333333,17.53333333,15.86666667,20.93333333
8/7/1994 0:00,17.36666667,3.383333333,6.966666667,17.76666667,15.68333333,20.46666667
8/8/1994 0:00,17.1,3.3,6.9,18,15.5,20
8/9/1994 0:00,16.7,3.214285714,6.8,17.65714286,15.25714286,20.21428571
8/10/1994 0:00,16.3,3.128571429,6.7,17.31428571,15.01428571,20.42857143
8/11/1994 0:00,15.9,3.042857143,6.6,16.97142857,14.77142857,20.64285714
8/12/1994 0:00,15.5,2.957142857,6.5,16.62857143,14.52857143,20.85714286
8/13/1994 0:00,15.1,2.871428571,6.4,16.28571429,14.28571429,21.07142857
8/14/1994 0:00,14.7,2.785714286,6.3,15.94285714,14.04285714,21.28571429
8/15/1994 0:00,14.3,2.7,6.2,15.6,13.8,21.5
8/16/1994 0:00,14.68571429,2.742857143,6.371428571,16.12857143,13.62857143,21.52857143
8/17/1994 0:00,15.07142857,2.785714286,6.542857143,16.65714286,13.45714286,21.55714286
8/18/1994 0:00,15.45714286,2.828571429,6.714285714,17.18571429,13.28571429,21.58571429
8/19/1994 0:00,15.84285714,2.871428571,6.885714286,17.71428571,13.11428571,21.61428571
8/20/1994 0:00,16.22857143,2.914285714,7.057142857,18.24285714,12.94285714,21.64285714
8/21/1994 0:00,16.61428571,2.957142857,7.228571429,18.77142857,12.77142857,21.67142857
8/22/1994 0:00,17,3,7.4,19.3,12.6,21.7
8/23/1994 0:00,17.24285714,3.142857143,7.528571429,19.4,13.35714286,21.74285714
8/24/1994 0:00,17.48571429,3.285714286,7.657142857,19.5,14.11428571,21.78571429
8/25/1994 0:00,17.72857143,3.428571429,7.785714286,19.6,14.87142857,21.82857143
8/26/1994 0:00,17.97142857,3.571428571,7.914285714,19.7,15.62857143,21.87142857
8/27/1994 0:00,18.21428571,3.714285714,8.042857143,19.8,16.38571429,21.91428571
8/28/1994 0:00,18.45714286,3.857142857,8.171428571,19.9,17.14285714,21.95714286
8/29/1994 0:00,18.7,4,8.3,20,17.9,22
8/30/1994 0:00,18.175,3.85,8.025,19.7625,17.65,22.0375
8/31/1994 0:00,17.65,3.7,7.75,19.525,17.4,22.075
9/1/1994 0:00,17.125,3.55,7.475,19.2875,17.15,22.1125
9/2/1994 0:00,16.6,3.4,7.2,19.05,16.9,22.15
9/3/1994 0:00,16.075,3.25,6.925,18.8125,16.65,22.1875
9/4/1994 0:00,15.55,3.1,6.65,18.575,16.4,22.225
9/5/1994 0:00,15.025,2.95,6.375,18.3375,16.15,22.2625
9/6/1994 0:00,14.5,2.8,6.1,18.1,15.9,22.3
9/7/1994 0:00,14.3,2.728571429,6.057142857,17.6,15.81428571,22.11428571
9/8/1994 0:00,14.1,2.657142857,6.014285714,17.1,15.72857143,21.92857143
9/9/1994 0:00,13.9,2.585714286,5.971428571,16.6,15.64285714,21.74285714
9/10/1994 0:00,13.7,2.514285714,5.928571429,16.1,15.55714286,21.55714286
9/11/1994 0:00,13.5,2.442857143,5.885714286,15.6,15.47142857,21.37142857
9/12/1994 0:00,13.3,2.371428571,5.842857143,15.1,15.38571429,21.18571429
9/13/1994 0:00,13.1,2.3,5.8,14.6,15.3,21
9/14/1994 0:00,13.26666667,2.383333333,5.933333333,15.13333333,14.96666667,21.26666667
9/15/1994 0:00,13.43333333,2.466666667,6.066666667,15.66666667,14.63333333,21.53333333
9/16/1994 0:00,13.6,2.55,6.2,16.2,14.3,21.8
9/17/1994 0:00,13.76666667,2.633333333,6.333333333,16.73333333,13.96666667,22.06666667
9/18/1994 0:00,13.93333333,2.716666667,6.466666667,17.26666667,13.63333333,22.33333333
9/19/1994 0:00,14.1,2.8,6.6,17.8,13.3,22.6
9/20/1994 0:00,14.32857143,3.028571429,7.085714286,17.97142857,13.37142857,22.34285714
9/21/1994 0:00,14.55714286,3.257142857,7.571428571,18.14285714,13.44285714,22.08571429
9/22/1994 0:00,14.78571429,3.485714286,8.057142857,18.31428571,13.51428571,21.82857143
9/23/1994 0:00,15.01428571,3.714285714,8.542857143,18.48571429,13.58571429,21.57142857
9/24/1994 0:00,15.24285714,3.942857143,9.028571429,18.65714286,13.65714286,21.31428571
9/25/1994 0:00,15.47142857,4.171428571,9.514285714,18.82857143,13.72857143,21.05714286
9/26/1994 0:00,15.7,4.4,10,19,13.8,20.8
9/27/1994 0:00,15.5125,4.275,9.5875,19.1125,13.5875,20.575
9/28/1994 0:00,15.325,4.15,9.175,19.225,13.375,20.35
9/29/1994 0:00,15.1375,4.025,8.7625,19.3375,13.1625,20.125
9/30/1994 0:00,14.95,3.9,8.35,19.45,12.95,19.9
10/1/1994 0:00,14.7625,3.775,7.9375,19.5625,12.7375,19.675
10/2/1994 0:00,14.575,3.65,7.525,19.675,12.525,19.45
10/3/1994 0:00,14.3875,3.525,7.1125,19.7875,12.3125,19.225
10/4/1994 0:00,14.2,3.4,6.7,19.9,12.1,19
10/5/1994 0:00,14.22857143,3.471428571,6.7,19.62857143,11.87142857,18.95714286
10/6/1994 0:00,14.25714286,3.542857143,6.7,19.35714286,11.64285714,18.91428571
10/7/1994 0:00,14.28571429,3.614285714,6.7,19.08571429,11.41428571,18.87142857
10/8/1994 0:00,14.31428571,3.685714286,6.7,18.81428571,11.18571429,18.82857143
10/9/1994 0:00,14.34285714,3.757142857,6.7,18.54285714,10.95714286,18.78571429
10/10/1994 0:00,14.37142857,3.828571429,6.7,18.27142857,10.72857143,18.74285714
10/11/1994 0:00,14.4,3.9,6.7,18,10.5,18.7
10/12/1994 0:00,13.86666667,3.783333333,6.55,17.73333333,10.4,18.41666667
10/13/1994 0:00,13.33333333,3.666666667,6.4,17.46666667,10.3,18.13333333
10/14/1994 0:00,12.8,3.55,6.25,17.2,10.2,17.85
10/15/1994 0:00,12.26666667,3.433333333,6.1,16.93333333,10.1,17.56666667
10/16/1994 0:00,11.73333333,3.316666667,5.95,16.66666667,10,17.28333333
10/17/1994 0:00,11.2,3.2,5.8,16.4,9.9,17
10/18/1994 0:00,11.6625,3.525,6.175,16.6125,10.0875,16.5875
10/19/1994 0:00,12.125,3.85,6.55,16.825,10.275,16.175
10/20/1994 0:00,12.5875,4.175,6.925,17.0375,10.4625,15.7625
10/21/1994 0:00,13.05,4.5,7.3,17.25,10.65,15.35
10/22/1994 0:00,13.5125,4.825,7.675,17.4625,10.8375,14.9375
10/23/1994 0:00,13.975,5.15,8.05,17.675,11.025,14.525
10/24/1994 0:00,14.4375,5.475,8.425,17.8875,11.2125,14.1125
10/25/1994 0:00,14.9,5.8,8.8,18.1,11.4,13.7
10/26/1994 0:00,14.03333333,5.466666667,8.683333333,17.41666667,10.8,12.98333333
10/27/1994 0:00,13.16666667,5.133333333,8.566666667,16.73333333,10.2,12.26666667
10/28/1994 0:00,12.3,4.8,8.45,16.05,9.6,11.55
10/29/1994 0:00,11.43333333,4.466666667,8.333333333,15.36666667,9,10.83333333
10/30/1994 0:00,10.56666667,4.133333333,8.216666667,14.68333333,8.4,10.11666667
10/31/1994 0:00,9.7,3.8,8.1,14,7.8,9.4
11/1/1994 0:00,9.5,3.8375,8.25,13.775,7.75,9.2
11/2/1994 0:00,9.3,3.875,8.4,13.55,7.7,9
11/3/1994 0:00,9.1,3.9125,8.55,13.325,7.65,8.8
11/4/1994 0:00,8.9,3.95,8.7,13.1,7.6,8.6
11/5/1994 0:00,8.7,3.9875,8.85,12.875,7.55,8.4
11/6/1994 0:00,8.5,4.025,9,12.65,7.5,8.2
11/7/1994 0:00,8.3,4.0625,9.15,12.425,7.45,8
11/8/1994 0:00,8.1,4.1,9.3,12.2,7.4,7.8
11/9/1994 0:00,8.016666667,4.016666667,8.916666667,11.86666667,7.25,7.616666667
11/10/1994 0:00,7.933333333,3.933333333,8.533333333,11.53333333,7.1,7.433333333
11/11/1994 0:00,7.85,3.85,8.15,11.2,6.95,7.25
11/12/1994 0:00,7.766666667,3.766666667,7.766666667,10.86666667,6.8,7.066666667
11/13/1994 0:00,7.683333333,3.683333333,7.383333333,10.53333333,6.65,6.883333333
11/14/1994 0:00,7.6,3.6,7,10.2,6.5,6.7
11/15/1994 0:00,7.528571429,3.642857143,6.885714286,10.17142857,6.5,6.742857143
11/16/1994 0:00,7.457142857,3.685714286,6.771428571,10.14285714,6.5,6.785714286
11/17/1994 0:00,7.385714286,3.728571429,6.657142857,10.11428571,6.5,6.828571429
11/18/1994 0:00,7.314285714,3.771428571,6.542857143,10.08571429,6.5,6.871428571
11/19/1994 0:00,7.242857143,3.814285714,6.428571429,10.05714286,6.5,6.914285714
11/20/1994 0:00,7.171428571,3.857142857,6.314285714,10.02857143,6.5,6.957142857
11/21/1994 0:00,7.1,3.9,6.2,10,6.5,7
11/22/1994 0:00,6.914285714,3.742857143,6.257142857,9.714285714,6.228571429,6.857142857
11/23/1994 0:00,6.728571429,3.585714286,6.314285714,9.428571429,5.957142857,6.714285714
11/24/1994 0:00,6.542857143,3.428571429,6.371428571,9.142857143,5.685714286,6.571428571
11/25/1994 0:00,6.357142857,3.271428571,6.428571429,8.857142857,5.414285714,6.428571429
11/26/1994 0:00,6.171428571,3.114285714,6.485714286,8.571428571,5.142857143,6.285714286
11/27/1994 0:00,5.985714286,2.957142857,6.542857143,8.285714286,4.871428571,6.142857143
11/28/1994 0:00,5.8,2.8,6.6,8,4.6,6
11/29/1994 0:00,5.842857143,2.9,6.557142857,7.942857143,4.742857143,5.928571429
11/30/1994 0:00,5.885714286,3,6.514285714,7.885714286,4.885714286,5.857142857
12/1/1994 0:00,5.928571429,3.1,6.471428571,7.828571429,5.028571429,5.785714286
12/2/1994 0:00,5.971428571,3.2,6.428571429,7.771428571,5.171428571,5.714285714
12/3/1994 0:00,6.014285714,3.3,6.385714286,7.714285714,5.314285714,5.642857143
12/4/1994 0:00,6.057142857,3.4,6.342857143,7.657142857,5.457142857,5.571428571
12/5/1994 0:00,6.1,3.5,6.3,7.6,5.6,5.5
12/6/1994 0:00,6.028571429,3.442857143,6.2,7.542857143,5.5,5.5
12/7/1994 0:00,5.957142857,3.385714286,6.1,7.485714286,5.4,5.5
12/8/1994 0:00,5.885714286,3.328571429,6,7.428571429,5.3,5.5
12/9/1994 0:00,5.814285714,3.271428571,5.9,7.371428571,5.2,5.5
12/10/1994 0:00,5.742857143,3.214285714,5.8,7.314285714,5.1,5.5
12/11/1994 0:00,5.671428571,3.157142857,5.7,7.257142857,5,5.5
12/12/1994 0:00,5.6,3.1,5.6,7.2,4.9,5.5
12/13/1994 0:00,5.6,3.057142857,5.542857143,7.157142857,4.871428571,5.471428571
