"","Date","POC_conc_gm3","NPPin_gm2y","FlowIn_gm2y","FlowOut_gm2y","sedOut_gm2y","leachOut_gm2y","POC_out_g","POC_FlowOut_cum_g","POC_SedOut_cum_g","POC_in_g","POC_in_alloch_g","POC_in_autoch_g"
"1",2006-06-26,0.1,51.5458678851613,0.0771524818067754,0.257703486956085,4.62638644918444,4.62638644918444,1038335.57248,28135.57248,505100,5636102.36061282,8423.36,5627679.00061282
"2",2006-06-27,0.109102686177258,49.6487554212795,0.0771524818067754,0.266492134816771,5.04751188900087,5.04751188900087,1131250.43596114,57230.6726784886,1056177.66788133,5428979.26010408,8423.36,5420555.90010408
"3",2006-06-28,0.117611355399477,49.1405488691717,0.0771524818067754,0.308359669380258,5.44115580890355,5.44115580890355,1221776.02957374,90896.7900067167,1650232.62400409,5373494.24338765,8423.36,5365070.88338765
"4",2006-06-29,0.125830951942367,50.4018736787383,0.0771524818067754,0.344008970440982,5.82142610954146,5.82142610954146,1308702.51617131,128455.029656232,2285804.76226498,5511203.26711704,8423.36,5502779.90711704
"5",2006-06-30,0.134151088055901,49.8012957932289,0.0771524818067754,0.363749181190084,6.20634775925167,6.20634775925167,1394907.72954187,168168.467657396,2963401.90803534,5445633.32537033,8423.36,5437209.96537033
"6",2006-07-01,0.142170738809867,47.4606586763635,0.0771524818067754,0.401423894516315,6.5773677950051,6.57736779500509,1480035.49440652,211995.158606643,3681506.30976397,5190087.05384407,8423.36,5181663.69384407
"7",2006-07-02,0.149515921069692,47.5045835026787,0.0771524818067754,0.405410754785075,6.91718431174153,6.91718431174153,1554671.80335338,256257.127314,4436711.22708699,5194882.68214178,8423.36,5186459.32214177
"8",2006-07-03,0.156722832332389,47.2727594658189,0.0771524818067754,0.424952214408745,7.25060387780371,7.25060387780371,1629609.52001409,302652.595106297,5228318.25319789,5169572.57839146,8423.36,5161149.21839146
"9",2006-07-04,0.163731272360854,47.6633614271097,0.0771524818067754,0.38891971304189,7.5748413975798,7.5748413975798,1696474.82178583,345114.103502789,6055324.90989256,5212217.75142554,8423.36,5203794.39142554
"10",2006-07-05,0.170691761233631,47.8122013902308,0.0771524818067754,0.32512767612952,7.89686051158695,7.89686051158695,1759824.98812943,380610.91965008,6917488.99588363,5228467.8131526,8423.36,5220044.4531526
"11",2006-07-06,0.177559001037676,48.2294948117964,0.0771524818067754,0.413807623097062,8.21456556331429,8.21456556331429,1838879.75116868,425789.642336157,7814339.51012493,5274027.10863038,8423.36,5265603.74863038
"12",2006-07-07,0.184359926314773,46.2781013145681,0.0771524818067754,0.35529363865221,8.52920264875307,8.52920264875307,1901194.25371482,464579.920419144,8745541.49794084,5060977.70900147,8423.36,5052554.34900147
"13",2006-07-08,0.190615684491939,45.5495927930574,0.0771524818067754,0.371621079208882,8.81861819735524,8.81861819735524,1966172.52146763,505152.79714921,9708341.32030963,4981440.54576257,8423.36,4973017.18576257
"14",2006-07-09,0.196585330154768,44.8062093685031,0.0771524818067754,0.36563827655823,9.09479707536468,9.09479707536468,2025824.691034,545072.482959746,10701293.8229214,4900279.36913657,8423.36,4891856.00913657
