"","Alloch_gm2y","Autoch_gm2y","R_gm2y","S_gm2y","Out_gm2y","PipeProc_gm2y","dStorage_gm2y","Budget_left_gm2y","Budget_right_gm2y"
"Harp",148.209902503474,164.862709470044,180.793888356553,5.12036613371953,126.113769418351,175.673522222833,NA,313.072611973517,NA
"Monona",64.6555920352045,269.946951924453,79.5968838414299,194.443441248703,62.3618793065929,-114.846557407273,NA,334.602543959658,NA
"Toolik",297.794033371112,57.9435782548561,69.8720747316367,31.3272462202417,253.615577018902,38.544828511395,NA,355.737611625968,NA
"Trout",113.270300191619,148.469670748486,155.832698328558,1.21218979180371,104.121077218698,154.620508536755,NA,261.739970940105,NA
"Vanern",40.9490880749535,134.340373954898,71.8069004829457,90.7607113094214,12.8980015490323,-18.9538108264757,NA,175.289462029851,NA
