"","Alloch_gm2y","Autoch_gm2y","R_gm2y","S_gm2y","Out_gm2y"
"Harp",27.1658071064017,0,4.60528017337641,17.6562402405086,4.2813113332424
"Monona",73.6670862503095,49.787086514119,11.013828567863,44.715306524865,69.3855349080764
"Toolik",63.2987413038148,0,0.883375654594581,38.3559645901755,24.0333704423405
"Trout",56.5539754829036,43.4450500725358,51.6693770845565,2.25540497794158,46.8439859334529
"Vanern",42.8620755682416,59.8909204021344,26.3608388753609,61.3967069323198,14.5665985050317
