year4,start_daynum,end_daynum,duration,med_daynum,med_date,trap,size_fraction,mass_flux,particle_mass_mg,particle_mass_conc_mg_per_l,volume_l,ratio_n,ratio_c,ratio_p,flux_n,flux_c,flux_p,comments
2013,275,303,28,289,10/16/2013,2,<210,712.8,,,,,,,,,,
2013,275,303,28,289,10/16/2013,2,>210,89.5,,,,,,,,,,
2013,275,303,28,289,10/16/2013,2,CYL,173,,,,,,,,,,
2014,147,170,23,158.5,6/7/2014,1,<210,555.7,,,,,,,,,,
2014,147,170,23,158.5,6/7/2014,1,>210,271.6,,,,,,,,,,
2014,147,170,23,158.5,6/7/2014,1,CYL,114.8,,,,,,,,,,
2014,147,170,23,158.5,6/7/2014,2,<210,585.7,,,,,,,,,,
2014,147,170,23,158.5,6/7/2014,2,>210,166.5,,,,,,,,,,
2014,147,170,23,158.5,6/7/2014,2,CYL,158.1,,,,,,,,,,
2014,170,197,27,183.5,7/2/2014,1,<210,444.8,,,,,,,,,,
2014,170,197,27,183.5,7/2/2014,1,>210,354.7,,,,,,,,,,
2014,170,197,27,183.5,7/2/2014,1,CYL,60.4,,,,,,,,,,
2014,170,197,27,183.5,7/2/2014,2,<210,327.3,,,,,,,,,,
2014,170,197,27,183.5,7/2/2014,2,>210,309.5,,,,,,,,,,
2014,170,197,27,183.5,7/2/2014,2,CYL,58.6,,,,,,,,,,
2014,197,226,29,211.5,7/30/2014,1,<210,385,,,,,,,,,,
2014,197,226,29,211.5,7/30/2014,1,>210,126.7,,,,,,,,,,
2014,197,226,29,211.5,7/30/2014,1,CYL,98.1,,,,,,,,,,
2014,197,226,29,211.5,7/30/2014,2,<210,190,,,,,,,,,,
2014,197,226,29,211.5,7/30/2014,2,>210,130.8,,,,,,,,,,
2014,197,226,29,211.5,7/30/2014,2,CYL,78,,,,,,,,,,
2014,226,254,28,240,8/28/2014,1,<210,328.7,,,,,,,,,,
2014,226,254,28,240,8/28/2014,1,>210,56.1,,,,,,,,,,
2014,226,254,28,240,8/28/2014,1,CYL,,,,,,,,,,,
2014,226,254,28,240,8/28/2014,2,<210,372.3,,,,,,,,,,
2014,226,254,28,240,8/28/2014,2,>210,68,,,,,,,,,,
2014,226,254,28,240,8/28/2014,2,CYL,,,,,,,,,,,
2014,254,282,28,268,9/25/2014,1,<210,887.4,,,,,,,,,,
2014,254,282,28,268,9/25/2014,1,>210,19.8,,,,,,,,,,
2014,254,282,28,268,9/25/2014,1,CYL,113.3,,,,,,,,,,
2014,254,282,28,268,9/25/2014,2,<210,991,,,,,,,,,,
2014,254,282,28,268,9/25/2014,2,>210,32.5,,,,,,,,,,
2014,254,282,28,268,9/25/2014,2,CYL,167.2,,,,,,,,,,
2014,282,316,34,299,10/26/2014,1,<210,1417.5,,,,,,,,,,
2014,282,316,34,299,10/26/2014,1,>210,40.3,,,,,,,,,,
2014,282,316,34,299,10/26/2014,1,CYL,61.8,,,,,,,,,,
2014,282,316,34,299,10/26/2014,2,<210,1455.3,,,,,,,,,,
2014,282,316,34,299,10/26/2014,2,>210,42.5,,,,,,,,,,
2014,282,316,34,299,10/26/2014,2,CYL,65.5,,,,,,,,,,
