sampledate,depth,water_temp,secchi_depth,air_temp,wind_speed,chlora,sediment,ph,alk,dic,tic,doc,toc,TP_filtered,TP_unfiltered
6/5/2011,0,15.655,,,,,,,,,,,,,
6/6/2011,0,16.61,,,,,,,,,,,,,
6/7/2011,0,16.371,,,,,,,,,,,,,
6/8/2011,0,17.103,,,,,,,,,,,,,
6/9/2011,0,16.365,,,,,,,,,,,,,
6/10/2011,0,15.477,,,,,,,,,,,,,
6/11/2011,0,15.186,,,,,,,,,,,,,
6/12/2011,0,16.785,,,,,,,,,,,,,
7/5/2011,0,21.338,,,,,,,,,,,,,
7/6/2011,0,22.856,,,,,,,,,,,,,
7/7/2011,0,20.977,,,,,,,,,,,,,
7/8/2011,0,21.732,,,,,,,,,,,,,
7/9/2011,0,21.04,,,,,,,,,,,,,
7/10/2011,0,22.171,,,,,,,,,,,,,
7/11/2011,0,22.598,,,,,,,,,,,,,
7/12/2011,0,21.788,,,,,,,,,,,,,
7/13/2011,0,20.148,,,,,,,,,,,,,
7/14/2011,0,18.921,,,,,,,,,,,,,
7/15/2011,0,19.692,,,,,,,,,,,,,
7/16/2011,0,23.524,,,,,,,,,,,,,
7/17/2011,0,22.558,,,,,,,,,,,,,
7/18/2011,0,24.518,,,,,,,,,,,,,
7/19/2011,0,23.92,,,,,,,,,,,,,
7/20/2011,0,22.551,,,,,,,,,,,,,
7/23/2011,0,23.749,,,,,,,,,,,,,
7/24/2011,0,20.226,,,,,,,,,,,,,
7/25/2011,0,18.792,,,,,,,,,,,,,
7/26/2011,0,19.986,,,,,,,,,,,,,
7/27/2011,0,19.805,,,,,,,,,,,,,
7/28/2011,0,23.848,,,,,,,,,,,,,
7/29/2011,0,22.544,,,,,,,,,,,,,
7/30/2011,0,23.139,,,,,,,,,,,,,
7/31/2011,0,24.151,,,,,,,,,,,,,
8/1/2011,0,23.132,,,,,,,,,,,,,
8/2/2011,0,21.809,,,,,,,,,,,,,
8/3/2011,0,20.214,,,,,,,,,,,,,
8/4/2011,0,,,,,,,,,,,,,,
8/5/2011,0,21.63,,,,,,,,,,,,,
8/6/2011,0,22.299,,,,,,,,,,,,,
8/7/2011,0,21.327,,,,,,,,,,,,,
8/8/2011,0,20.245,,,,,,,,,,,,,
8/9/2011,0,17.578,,,,,,,,,,,,,
8/10/2011,0,16.672,,,,,,,,,,,,,
8/11/2011,0,19.348,,,,,,,,,,,,,
8/12/2011,0,20.597,,,,,,,,,,,,,
8/13/2011,0,19.869,,,,,,,,,,,,,
8/14/2011,0,,,,,,,,,,,,,,
8/15/2011,0,22.985,,,,,,,,,,,,,
8/16/2011,0,24.698,,,,,,,,,,,,,
8/17/2011,0,19.24,,,,,,,,,,,,,
8/18/2011,0,19.176,,,,,,,,,,,,,
8/19/2011,0,19.882,,,,,,,,,,,,,
8/20/2011,0,17.051,,,,,,,,,,,,,
8/21/2011,0,15.909,,,,,,,,,,,,,
8/22/2011,0,22.292,,,,,,,,,,,,,
8/23/2011,0,20.166,,,,,,,,,,,,,
8/24/2011,0,18.329,,,,,,,,,,,,,
8/25/2011,0,16.783,,,,,,,,,,,,,
8/26/2011,0,20.558,,,,,,,,,,,,,
8/27/2011,0,17.901,,,,,,,,,,,,,
8/28/2011,0,17.761,,,,,,,,,,,,,
8/29/2011,0,23,,,,,,,,,,,,,
8/30/2011,0,22.136,,,,,,,,,,,,,
8/31/2011,0,16.764,,,,,,,,,,,,,
9/1/2011,0,24.557,,,,,,,,,,,,,
9/2/2011,0,21.105,,,,,,,,,,,,,
9/3/2011,0,18.417,,,,,,,,,,,,,
9/4/2011,0,14.168,,,,,,,,,,,,,
9/5/2011,0,11.631,,,,,,,,,,,,,
9/6/2011,0,12.19,,,,,,,,,,,,,
9/7/2011,0,20.159,,,,,,,,,,,,,
9/8/2011,0,21.346,,,,,,,,,,,,,
9/9/2011,0,18.75,,,,,,,,,,,,,
9/10/2011,0,,,,,,,,,,,,,,
9/11/2011,0,,,,,,,,,,,,,,
9/12/2011,0,,,,,,,,,,,,,,
9/13/2011,0,,,,,,,,,,,,,,
9/14/2011,0,,,,,,,,,,,,,,
9/15/2011,0,,,,,,,,,,,,,,
9/16/2011,0,,,,,,,,,,,,,,
9/17/2011,0,,,,,,,,,,,,,,
9/18/2011,0,,,,,,,,,,,,,,
9/19/2011,0,,,,,,,,,,,,,,
9/20/2011,0,,,,,,,,,,,,,,
9/21/2011,0,,,,,,,,,,,,,,
9/22/2011,0,,,,,,,,,,,,,,
9/23/2011,0,,,,,,,,,,,,,,
9/24/2011,0,,,,,,,,,,,,,,
9/25/2011,0,,,,,,,,,,,,,,
9/26/2011,0,,,,,,,,,,,,,,
9/27/2011,0,,,,,,,,,,,,,,
9/28/2011,0,,,,,,,,,,,,,,
9/29/2011,0,,,,,,,,,,,,,,
9/30/2011,0,,,,,,,,,,,,,,
10/1/2011,0,,,,,,,,,,,,,,
10/2/2011,0,,,,,,,,,,,,,,
10/3/2011,0,,,,,,,,,,,,,,
10/4/2011,0,,,,,,,,,,,,,,
10/5/2011,0,,,,,,,,,,,,,,
10/6/2011,0,,,,,,,,,,,,,,
10/7/2011,0,21.81,,,,,,,,,,,,,
10/8/2011,0,14.96,,,,,,,,,,,,,
10/9/2011,0,,,,,,,,,,,,,,
10/10/2011,0,,,,,,,,,,,,,,
10/11/2011,0,,,,,,,,,,,,,,
10/12/2011,0,,,,,,,,,,,,,,
10/13/2011,0,,,,,,,,,,,,,,
10/14/2011,0,,,,,,,,,,,,,,
10/15/2011,0,,,,,,,,,,,,,,
10/16/2011,0,4.655,,,,,,,,,,,,,
10/17/2011,0,4.687,,,,,,,,,,,,,
10/18/2011,0,5.119,,,,,,,,,,,,,
10/19/2011,0,4.689,,,,,,,,,,,,,
10/20/2011,0,4.27,,,,,,,,,,,,,
5/22/2012,0,14.486,,,,,,,,,,,,,
5/23/2012,0,14.414,,,,,,,,,,,,,
5/24/2012,0,14.468,,,,,,,,,,,,,
5/25/2012,0,14.553,,,,,,,,,,,,,
5/26/2012,0,14.703,,,,,,,,,,,,,
5/27/2012,0,14.873,,,,,,,,,,,,,
5/28/2012,0,15.539,,,,,,,,,,,,,
5/29/2012,0,15.561,,,,,,,,,,,,,
5/30/2012,0,15.196,,,,,,,,,,,,,
5/31/2012,0,15.316,,,,,,,,,,,,,
6/1/2012,0,15.704,,,,,,,,,,,,,
6/2/2012,0,15.308,,,,,,,,,,,,,
6/3/2012,0,15.858,,,,,,,,,,,,,
6/4/2012,0,17.179,,,,,,,,,,,,,
6/5/2012,0,17.272,,,,,,,,,,,,,
6/6/2012,0,18.165,,,,,,,,,,,,,
6/7/2012,0,18.96,,,,,,,,,,,,,
6/8/2012,0,18.658,,,,,,,,,,,,,
6/9/2012,0,18.718,,,,,,,,,,,,,
6/10/2012,0,18.867,,,,,,,,,,,,,
6/11/2012,0,18.77,,,,,,,,,,,,,
6/12/2012,0,18.416,,,,,,,,,,,,,
6/13/2012,0,18.199,,,,,,,,,,,,,
6/14/2012,0,17.801,,,,,,,,,,,,,
6/15/2012,0,18.404,,,,,,,,,,,,,
6/16/2012,0,18.388,,,,,,,,,,,,,
6/17/2012,0,18.116,,,,,,,,,,,,,
6/18/2012,0,18.373,,,,,,,,,,,,,
6/19/2012,0,18.926,,,,,,,,,,,,,
6/20/2012,0,19.157,,,,,,,,,,,,,
6/21/2012,0,19.229,,,,,,,,,,,,,
6/22/2012,0,19.669,,,,,,,,,,,,,
6/23/2012,0,19.392,,,,,,,,,,,,,
6/24/2012,0,19.417,,,,,,,,,,,,,
6/25/2012,0,20.189,,,,,,,,,,,,,
6/26/2012,0,20.262,,,,,,,,,,,,,
6/27/2012,0,20.504,,,,,,,,,,,,,
6/28/2012,0,21.081,,,,,,,,,,,,,
6/29/2012,0,21.207,,,,,,,,,,,,,
6/30/2012,0,21.547,,,,,,,,,,,,,
7/1/2012,0,22.964,,,,,,,,,,,,,
7/2/2012,0,22.956,,,,,,,,,,,,,
7/3/2012,0,23.327,,,,,,,,,,,,,
7/4/2012,0,24.463,,,,,,,,,,,,,
7/5/2012,0,24.365,,,,,,,,,,,,,
7/6/2012,0,24.444,,,,,,,,,,,,,
7/7/2012,0,23.73,,,,,,,,,,,,,
7/8/2012,0,23.83,,,,,,,,,,,,,
7/9/2012,0,23.756,,,,,,,,,,,,,
7/10/2012,0,24.287,,,,,,,,,,,,,
7/11/2012,0,24.147,,,,,,,,,,,,,
7/12/2012,0,24.273,,,,,,,,,,,,,
7/13/2012,0,24.174,,,,,,,,,,,,,
7/14/2012,0,24.148,,,,,,,,,,,,,
7/15/2012,0,24.734,,,,,,,,,,,,,
7/16/2012,0,24.709,,,,,,,,,,,,,
7/17/2012,0,24.375,,,,,,,,,,,,,
7/18/2012,0,23.891,,,,,,,,,,,,,
7/19/2012,0,23.737,,,,,,,,,,,,,
7/20/2012,0,23.689,,,,,,,,,,,,,
7/21/2012,0,23.996,,,,,,,,,,,,,
7/22/2012,0,24.333,,,,,,,,,,,,,
7/23/2012,0,24.501,,,,,,,,,,,,,
7/24/2012,0,24.956,,,,,,,,,,,,,
7/25/2012,0,24.275,,,,,,,,,,,,,
7/26/2012,0,23.929,,,,,,,,,,,,,
7/27/2012,0,23.558,,,,,,,,,,,,,
7/28/2012,0,23.939,,,,,,,,,,,,,
7/29/2012,0,23.873,,,,,,,,,,,,,
7/30/2012,0,23.68,,,,,,,,,,,,,
7/31/2012,0,23.756,,,,,,,,,,,,,
8/1/2012,0,23.476,,,,,,,,,,,,,
8/2/2012,0,23.648,,,,,,,,,,,,,
8/3/2012,0,23.756,,,,,,,,,,,,,
8/4/2012,0,23.336,,,,,,,,,,,,,
8/5/2012,0,22.687,,,,,,,,,,,,,
8/6/2012,0,22.459,,,,,,,,,,,,,
8/7/2012,0,22.51,,,,,,,,,,,,,
8/8/2012,0,22.113,,,,,,,,,,,,,
8/9/2012,0,21.69,,,,,,,,,,,,,
8/10/2012,0,21.213,,,,,,,,,,,,,
8/11/2012,0,20.961,,,,,,,,,,,,,
8/12/2012,0,21.182,,,,,,,,,,,,,
8/13/2012,0,21.058,,,,,,,,,,,,,
8/14/2012,0,21.264,,,,,,,,,,,,,
8/15/2012,0,21.063,,,,,,,,,,,,,
8/16/2012,0,20.798,,,,,,,,,,,,,
8/17/2012,0,20.279,,,,,,,,,,,,,
8/18/2012,0,20.059,,,,,,,,,,,,,
8/19/2012,0,19.969,,,,,,,,,,,,,
8/20/2012,0,19.832,,,,,,,,,,,,,
8/21/2012,0,19.973,,,,,,,,,,,,,
8/22/2012,0,20.121,,,,,,,,,,,,,
8/23/2012,0,20.141,,,,,,,,,,,,,
8/24/2012,0,20.231,,,,,,,,,,,,,
8/25/2012,0,20.406,,,,,,,,,,,,,
8/26/2012,0,20.568,,,,,,,,,,,,,
8/27/2012,0,20.698,,,,,,,,,,,,,
8/28/2012,0,21.216,,,,,,,,,,,,,
8/29/2012,0,20.96,,,,,,,,,,,,,
8/30/2012,0,20.952,,,,,,,,,,,,,
8/31/2012,0,21.06,,,,,,,,,,,,,
9/1/2012,0,21.107,,,,,,,,,,,,,
9/2/2012,0,20.854,,,,,,,,,,,,,
9/3/2012,0,21.191,,,,,,,,,,,,,
9/4/2012,0,21.257,,,,,,,,,,,,,
9/5/2012,0,21.2,,,,,,,,,,,,,
9/6/2012,0,20.783,,,,,,,,,,,,,
9/7/2012,0,20.45,,,,,,,,,,,,,
9/8/2012,0,19.883,,,,,,,,,,,,,
9/9/2012,0,19.477,,,,,,,,,,,,,
9/10/2012,0,19.271,,,,,,,,,,,,,
9/11/2012,0,18.973,,,,,,,,,,,,,
9/12/2012,0,18.572,,,,,,,,,,,,,
9/13/2012,0,18.08,,,,,,,,,,,,,
9/14/2012,0,17.939,,,,,,,,,,,,,
9/15/2012,0,17.792,,,,,,,,,,,,,
9/16/2012,0,17.612,,,,,,,,,,,,,
9/17/2012,0,17.314,,,,,,,,,,,,,
9/18/2012,0,16.567,,,,,,,,,,,,,
9/19/2012,0,16.134,,,,,,,,,,,,,
9/20/2012,0,15.866,,,,,,,,,,,,,
9/21/2012,0,15.633,,,,,,,,,,,,,
9/22/2012,0,15.407,,,,,,,,,,,,,
9/23/2012,0,14.781,,,,,,,,,,,,,
9/24/2012,0,14.204,,,,,,,,,,,,,
9/25/2012,0,14.217,,,,,,,,,,,,,
9/26/2012,0,13.901,,,,,,,,,,,,,
9/27/2012,0,14.299,,,,,,,,,,,,,
9/28/2012,0,14.037,,,,,,,,,,,,,
9/29/2012,0,14.091,,,,,,,,,,,,,
9/30/2012,0,14.344,,,,,,,,,,,,,
10/1/2012,0,14.08,,,,,,,,,,,,,
10/2/2012,0,14.392,,,,,,,,,,,,,
10/3/2012,0,14.64,,,,,,,,,,,,,
10/4/2012,0,13.883,,,,,,,,,,,,,
10/5/2012,0,12.884,,,,,,,,,,,,,
10/6/2012,0,12.092,,,,,,,,,,,,,
10/7/2012,0,11.65,,,,,,,,,,,,,
10/8/2012,0,11.257,,,,,,,,,,,,,
10/9/2012,0,10.953,,,,,,,,,,,,,
10/10/2012,0,10.503,,,,,,,,,,,,,
10/11/2012,0,10.128,,,,,,,,,,,,,
10/12/2012,0,9.914,,,,,,,,,,,,,
10/13/2012,0,9.674,,,,,,,,,,,,,
10/14/2012,0,9.594,,,,,,,,,,,,,
10/15/2012,0,9.486,,,,,,,,,,,,,
10/16/2012,0,9.322,,,,,,,,,,,,,
10/17/2012,0,9.384,,,,,,,,,,,,,
10/18/2012,0,9.4,,,,,,,,,,,,,
10/19/2012,0,9.344,,,,,,,,,,,,,
10/20/2012,0,9.401,,,,,,,,,,,,,
10/21/2012,0,9.297,,,,,,,,,,,,,
10/22/2012,0,9.342,,,,,,,,,,,,,
10/23/2012,0,9.312,,,,,,,,,,,,,
10/24/2012,0,9.637,,,,,,,,,,,,,
10/25/2012,0,9.517,,,,,,,,,,,,,
10/26/2012,0,9.068,,,,,,,,,,,,,
10/27/2012,0,8.716,,,,,,,,,,,,,
10/28/2012,0,8.518,,,,,,,,,,,,,
10/29/2012,0,8.486,,,,,,,,,,,,,
10/30/2012,0,8.18,,,,,,,,,,,,,
10/31/2012,0,7.835,,,,,,,,,,,,,
11/1/2012,0,7.552,,,,,,,,,,,,,
11/2/2012,0,7.308,,,,,,,,,,,,,
11/3/2012,0,7.197,,,,,,,,,,,,,
11/4/2012,0,7.05,,,,,,,,,,,,,
11/5/2012,0,6.857,,,,,,,,,,,,,
11/6/2012,0,6.691,,,,,,,,,,,,,
11/7/2012,0,6.613,,,,,,,,,,,,,
11/8/2012,0,6.521,,,,,,,,,,,,,
11/9/2012,0,6.434,,,,,,,,,,,,,
11/11/2012,0,6.354,,,,,,,,,,,,,
11/12/2012,0,6.044,,,,,,,,,,,,,
11/13/2012,0,5.696,,,,,,,,,,,,,
11/14/2012,0,5.585,,,,,,,,,,,,,
11/15/2012,0,5.359,,,,,,,,,,,,,
6/7/2013,0,13.291,,,,,,,,,,,,,
6/8/2013,0,13.208,,,,,,,,,,,,,
6/9/2013,0,13.418,,,,,,,,,,,,,
6/10/2013,0,15.425,,,,,,,,,,,,,
6/11/2013,0,15.454,,,,,,,,,,,,,
6/12/2013,0,17.145,,,,,,,,,,,,,
6/13/2013,0,15.28,,,,,,,,,,,,,
6/14/2013,0,17.631,,,,,,,,,,,,,
6/15/2013,0,16.461,,,,,,,,,,,,,
6/16/2013,0,16.404,,,,,,,,,,,,,
6/17/2013,0,16.564,,,,,,,,,,,,,
6/18/2013,0,16.91,,,,,,,,,,,,,
6/19/2013,0,16.952,,,,,,,,,,,,,
6/20/2013,0,17.29,,,,,,,,,,,,,
6/21/2013,0,17.206,,,,,,,,,,,,,
6/22/2013,0,17.247,,,,,,,,,,,,,
6/23/2013,0,17.536,,,,,,,,,,,,,
6/24/2013,0,18.717,,,,,,,,,,,,,
6/25/2013,0,21.182,,,,,,,,,,,,,
6/26/2013,0,20.977,,,,,,,,,,,,,
6/27/2013,0,20.935,,,,,,,,,,,,,
6/28/2013,0,20.426,,,,,,,,,,,,,
6/29/2013,0,19.556,,,,,,,,,,,,,
6/30/2013,0,19.079,,,,,,,,,,,,,
7/1/2013,0,19.541,,,,,,,,,,,,,
7/2/2013,0,20.719,,,,,,,,,,,,,
7/3/2013,0,20.928,,,,,,,,,,,,,
7/4/2013,0,20.92,,,,,,,,,,,,,
7/5/2013,0,20.855,,,,,,,,,,,,,
7/6/2013,0,20.92,,,,,,,,,,,,,
7/7/2013,0,21.748,,,,,,,,,,,,,
7/8/2013,0,22.581,,,,,,,,,,,,,
7/9/2013,0,22.294,,,,,,,,,,,,,
7/10/2013,0,21.476,,,,,,,,,,,,,
7/11/2013,0,21.967,,,,,,,,,,,,,
7/12/2013,0,21.463,,,,,,,,,,,,,
7/13/2013,0,21.506,,,,,,,,,,,,,
7/14/2013,0,21.952,,,,,,,,,,,,,
7/15/2013,0,22.461,,,,,,,,,,,,,
7/16/2013,0,,,,,,,,,,,,,,
7/17/2013,0,,,,,,,,,,,,,,
7/18/2013,0,,,,,,,,,,,,,,
7/19/2013,0,,,,,,,,,,,,,,
7/20/2013,0,,,,,,,,,,,,,,
7/21/2013,0,,,,,,,,,,,,,,
7/22/2013,0,,,,,,,,,,,,,,
7/23/2013,0,,,,,,,,,,,,,,
7/24/2013,0,,,,,,,,,,,,,,
7/25/2013,0,,,,,,,,,,,,,,
7/26/2013,0,12.474,,,,,,,,,,,,,
7/27/2013,0,11.121,,,,,,,,,,,,,
7/28/2013,0,11.598,,,,,,,,,,,,,
7/29/2013,0,17.526,,,,,,,,,,,,,
7/30/2013,0,17.58,,,,,,,,,,,,,
7/31/2013,0,18.524,,,,,,,,,,,,,
8/1/2013,0,17.319,,,,,,,,,,,,,
8/2/2013,0,19.053,,,,,,,,,,,,,
8/3/2013,0,19.034,,,,,,,,,,,,,
8/4/2013,0,19.52,,,,,,,,,,,,,
8/5/2013,0,19.004,,,,,,,,,,,,,
8/6/2013,0,19.11,,,,,,,,,,,,,
8/7/2013,0,19.233,,,,,,,,,,,,,
8/8/2013,0,19.266,,,,,,,,,,,,,
8/9/2013,0,19.178,,,,,,,,,,,,,
8/10/2013,0,19.222,,,,,,,,,,,,,
8/11/2013,0,19.734,,,,,,,,,,,,,
8/12/2013,0,19.382,,,,,,,,,,,,,
8/13/2013,0,18.964,,,,,,,,,,,,,
8/14/2013,0,18.686,,,,,,,,,,,,,
8/15/2013,0,18.913,,,,,,,,,,,,,
8/16/2013,0,20.025,,,,,,,,,,,,,
8/17/2013,0,19.732,,,,,,,,,,,,,
8/18/2013,0,19.702,,,,,,,,,,,,,
8/19/2013,0,19.727,,,,,,,,,,,,,
8/20/2013,0,20.031,,,,,,,,,,,,,
8/21/2013,0,20.596,,,,,,,,,,,,,
8/22/2013,0,20.757,,,,,,,,,,,,,
8/23/2013,0,20.713,,,,,,,,,,,,,
8/24/2013,0,20.661,,,,,,,,,,,,,
8/25/2013,0,20.779,,,,,,,,,,,,,
8/26/2013,0,21.734,,,,,,,,,,,,,
8/27/2013,0,22.026,,,,,,,,,,,,,
8/28/2013,0,22.489,,,,,,,,,,,,,
8/29/2013,0,22.224,,,,,,,,,,,,,
8/30/2013,0,21.724,,,,,,,,,,,,,
8/31/2013,0,22.019,,,,,,,,,,,,,
9/1/2013,0,21.543,,,,,,,,,,,,,
9/2/2013,0,20.749,,,,,,,,,,,,,
9/3/2013,0,20.242,,,,,,,,,,,,,
9/4/2013,0,20.033,,,,,,,,,,,,,
9/5/2013,0,20.268,,,,,,,,,,,,,
9/6/2013,0,19.841,,,,,,,,,,,,,
9/7/2013,0,20.095,,,,,,,,,,,,,
9/8/2013,0,19.75,,,,,,,,,,,,,
9/9/2013,0,19.678,,,,,,,,,,,,,
9/10/2013,0,19.8,,,,,,,,,,,,,
9/11/2013,0,19.819,,,,,,,,,,,,,
9/12/2013,0,19.484,,,,,,,,,,,,,
9/13/2013,0,18.984,,,,,,,,,,,,,
9/14/2013,0,18.471,,,,,,,,,,,,,
9/15/2013,0,18.077,,,,,,,,,,,,,
9/16/2013,0,17.872,,,,,,,,,,,,,
9/17/2013,0,17.363,,,,,,,,,,,,,
9/18/2013,0,17.07,,,,,,,,,,,,,
9/19/2013,0,17.215,,,,,,,,,,,,,
9/20/2013,0,17.21,,,,,,,,,,,,,
9/21/2013,0,16.581,,,,,,,,,,,,,
9/22/2013,0,16.347,,,,,,,,,,,,,
9/23/2013,0,16.189,,,,,,,,,,,,,
9/24/2013,0,16.359,,,,,,,,,,,,,
9/25/2013,0,16.508,,,,,,,,,,,,,
9/26/2013,0,16.223,,,,,,,,,,,,,
9/27/2013,0,16.141,,,,,,,,,,,,,
9/28/2013,0,16.056,,,,,,,,,,,,,
9/29/2013,0,15.981,,,,,,,,,,,,,
9/30/2013,0,15.846,,,,,,,,,,,,,
10/1/2013,0,15.731,,,,,,,,,,,,,
10/2/2013,0,15.81,,,,,,,,,,,,,
10/3/2013,0,15.596,,,,,,,,,,,,,
10/4/2013,0,15.492,,,,,,,,,,,,,
10/5/2013,0,15.296,,,,,,,,,,,,,
10/6/2013,0,14.987,,,,,,,,,,,,,
10/7/2013,0,14.447,,,,,,,,,,,,,
10/8/2013,0,14.184,,,,,,,,,,,,,
10/9/2013,0,14.077,,,,,,,,,,,,,
10/10/2013,0,14.103,,,,,,,,,,,,,
10/11/2013,0,14.05,,,,,,,,,,,,,
10/12/2013,0,13.868,,,,,,,,,,,,,
10/13/2013,0,13.662,,,,,,,,,,,,,
10/14/2013,0,13.327,,,,,,,,,,,,,
10/15/2013,0,13.035,,,,,,,,,,,,,
10/16/2013,0,12.705,,,,,,,,,,,,,
10/17/2013,0,12.41,,,,,,,,,,,,,
10/18/2013,0,12.132,,,,,,,,,,,,,
10/19/2013,0,11.803,,,,,,,,,,,,,
10/20/2013,0,11.419,,,,,,,,,,,,,
10/21/2013,0,10.892,,,,,,,,,,,,,
10/22/2013,0,10.147,,,,,,,,,,,,,
10/23/2013,0,9.812,,,,,,,,,,,,,
10/27/2013,0,8.077,,,,,,,,,,,,,
10/28/2013,0,7.906,,,,,,,,,,,,,
10/29/2013,0,7.606,,,,,,,,,,,,,
10/31/2013,0,7.577,,,,,,,,,,,,,
11/1/2013,0,7.474,,,,,,,,,,,,,
11/5/2013,0,6.837,,,,,,,,,,,,,
11/6/2013,0,6.63,,,,,,,,,,,,,
11/7/2013,0,6.338,,,,,,,,,,,,,
11/8/2013,0,6.138,,,,,,,,,,,,,
11/9/2013,0,5.96,,,,,,,,,,,,,
11/10/2013,0,5.691,,,,,,,,,,,,,
11/11/2013,0,5.354,,,,,,,,,,,,,
11/12/2013,0,5.052,,,,,,,,,,,,,
11/13/2013,0,4.849,,,,,,,,,,,,,
11/14/2013,0,4.683,,,,,,,,,,,,,
11/15/2013,0,4.64,,,,,,,,,,,,,
11/16/2013,0,4.586,,,,,,,,,,,,,
11/17/2013,0,4.559,,,,,,,,,,,,,
11/18/2013,0,4.289,,,,,,,,,,,,,
11/19/2013,0,4.061,,,,,,,,,,,,,
5/25/2014,0,,,,,,,,,,,,,,
5/26/2014,0,,,,,,,,,,,,,,
5/27/2014,0,,,,,,,,,,,,,,
5/28/2014,0,14.574,,,,,,,,,,,,,
5/29/2014,0,16.642,,,,,,,,,,,,,
5/30/2014,0,17.52,,,,,,,,,,,,,
5/31/2014,0,16.221,,,,,,,,,,,,,
6/1/2014,0,16.215,,,,,,,,,,,,,
6/2/2014,0,16.247,,,,,,,,,,,,,
6/3/2014,0,15.825,,,,,,,,,,,,,
6/4/2014,0,16.403,,,,,,,,,,,,,
6/5/2014,0,16.369,,,,,,,,,,,,,
6/6/2014,0,17.478,,,,,,,,,,,,,
6/7/2014,0,16.479,,,,,,,,,,,,,
6/8/2014,0,15.982,,,,,,,,,,,,,
6/9/2014,0,16.244,,,,,,,,,,,,,
6/10/2014,0,16.988,,,,,,,,,,,,,
6/11/2014,0,18.52,,,,,,,,,,,,,
6/12/2014,0,16.393,,,,,,,,,,,,,
6/13/2014,0,15.63,,,,,,,,,,,,,
6/14/2014,0,15.562,,,,,,,,,,,,,
6/15/2014,0,15.103,,,,,,,,,,,,,
6/16/2014,0,15.176,,,,,,,,,,,,,
6/17/2014,0,16.412,,,,,,,,,,,,,
6/18/2014,0,15.979,,,,,,,,,,,,,
6/19/2014,0,16.028,,,,,,,,,,,,,
6/20/2014,0,16.412,,,,,,,,,,,,,
6/21/2014,0,16.577,,,,,,,,,,,,,
6/22/2014,0,17.842,,,,,,,,,,,,,
6/23/2014,0,19.075,,,,,,,,,,,,,
6/24/2014,0,19.337,,,,,,,,,,,,,
6/25/2014,0,18.542,,,,,,,,,,,,,
6/26/2014,0,18.888,,,,,,,,,,,,,
6/27/2014,0,18.951,,,,,,,,,,,,,
6/28/2014,0,19.244,,,,,,,,,,,,,
6/29/2014,0,19.496,,,,,,,,,,,,,
6/30/2014,0,19.301,,,,,,,,,,,,,
7/1/2014,0,18.946,,,,,,,,,,,,,
7/2/2014,0,18.509,,,,,,,,,,,,,
7/3/2014,0,18.51,,,,,,,,,,,,,
7/4/2014,0,18.911,,,,,,,,,,,,,
7/5/2014,0,18.967,,,,,,,,,,,,,
7/6/2014,0,19.095,,,,,,,,,,,,,
7/8/2014,0,19.177,,,,,,,,,,,,,
7/9/2014,0,18.87,,,,,,,,,,,,,
7/10/2014,0,19.194,,,,,,,,,,,,,
7/11/2014,0,19.182,,,,,,,,,,,,,
7/12/2014,0,19.605,,,,,,,,,,,,,
7/13/2014,0,19.377,,,,,,,,,,,,,
7/14/2014,0,19.232,,,,,,,,,,,,,
7/15/2014,0,18.484,,,,,,,,,,,,,
7/16/2014,0,18.335,,,,,,,,,,,,,
7/17/2014,0,18.655,,,,,,,,,,,,,
7/18/2014,0,18.895,,,,,,,,,,,,,
7/19/2014,0,18.884,,,,,,,,,,,,,
7/20/2014,0,19.062,,,,,,,,,,,,,
7/21/2014,0,19.947,,,,,,,,,,,,,
7/22/2014,0,20.189,,,,,,,,,,,,,
7/23/2014,0,20.38,,,,,,,,,,,,,
7/24/2014,0,20.72,,,,,,,,,,,,,
7/25/2014,0,20.171,,,,,,,,,,,,,
7/26/2014,0,20.433,,,,,,,,,,,,,
7/27/2014,0,20.252,,,,,,,,,,,,,
7/28/2014,0,19.63,,,,,,,,,,,,,
7/29/2014,0,19.621,,,,,,,,,,,,,
7/30/2014,0,19.809,,,,,,,,,,,,,
7/31/2014,0,20.167,,,,,,,,,,,,,
8/1/2014,0,20.736,,,,,,,,,,,,,
8/2/2014,0,21.003,,,,,,,,,,,,,
8/3/2014,0,21.266,,,,,,,,,,,,,
8/4/2014,0,21.224,,,,,,,,,,,,,
8/5/2014,0,21.519,,,,,,,,,,,,,
8/6/2014,0,21.623,,,,,,,,,,,,,
8/7/2014,0,21.821,,,,,,,,,,,,,
8/8/2014,0,22.328,,,,,,,,,,,,,
8/9/2014,0,22.619,,,,,,,,,,,,,
8/10/2014,0,22.724,,,,,,,,,,,,,
8/11/2014,0,22.016,,,,,,,,,,,,,
8/12/2014,0,20.559,,,,,,,,,,,,,
8/13/2014,0,20.387,,,,,,,,,,,,,
8/14/2014,0,20.506,,,,,,,,,,,,,
8/15/2014,0,20.497,,,,,,,,,,,,,
8/16/2014,0,20.576,,,,,,,,,,,,,
8/17/2014,0,20.546,,,,,,,,,,,,,
8/18/2014,0,20.014,,,,,,,,,,,,,
8/19/2014,0,19.904,,,,,,,,,,,,,
8/20/2014,0,19.844,,,,,,,,,,,,,
8/21/2014,0,19.709,,,,,,,,,,,,,
8/22/2014,0,19.92,,,,,,,,,,,,,
8/23/2014,0,19.944,,,,,,,,,,,,,
8/24/2014,0,19.93,,,,,,,,,,,,,
