"","datetime","TotOutflow"
"1",2014-05-20,2.7467341202
"2",2014-05-21,2.7467341202
"3",2014-05-22,2.690100427
"4",2014-05-23,2.5768330406
"5",2014-05-24,2.548516194
"6",2014-05-25,2.5768330406
"7",2014-05-26,2.6051498872
"8",2014-05-27,2.5768330406
"9",2014-05-28,2.4918825008
"10",2014-05-29,2.4352488076
"11",2014-05-30,2.3219814212
"12",2014-05-31,2.2087140348
"13",2014-06-01,2.265347728
"14",2014-06-02,2.265347728
"15",2014-06-03,2.265347728
"16",2014-06-04,2.2087140348
"17",2014-06-05,2.123763495
"18",2014-06-06,2.0671298018
"19",2014-06-07,2.0671298018
"20",2014-06-08,2.0388129552
"21",2014-06-09,1.982179262
"22",2014-06-10,1.9255455688
"23",2014-06-11,1.8689118756
"24",2014-06-12,1.8122781824
"25",2014-06-13,1.7556444892
"26",2014-06-14,1.7273276426
"27",2014-06-15,1.840595029
"28",2014-06-16,1.840595029
"29",2014-06-17,1.840595029
"30",2014-06-18,1.840595029
"31",2014-06-19,1.840595029
"32",2014-06-20,1.840595029
"33",2014-06-21,1.8689118756
"34",2014-06-22,1.8972287222
"35",2014-06-23,1.9255455688
"36",2014-06-24,1.9255455688
"37",2014-06-25,1.9255455688
"38",2014-06-26,1.9255455688
"39",2014-06-27,1.9255455688
"40",2014-06-28,2.1520803416
"41",2014-06-29,2.123763495
"42",2014-06-30,2.0671298018
"43",2014-07-01,2.0671298018
"44",2014-07-02,2.0954466484
"45",2014-07-03,2.0104961086
"46",2014-07-04,1.9538624154
"47",2014-07-05,1.8689118756
"48",2014-07-06,1.8689118756
"49",2014-07-07,1.8689118756
"50",2014-07-08,1.9255455688
"51",2014-07-09,1.8689118756
"52",2014-07-10,1.840595029
"53",2014-07-11,1.7839613358
"54",2014-07-12,1.7556444892
"55",2014-07-13,1.7273276426
"56",2014-07-14,1.699010796
"57",2014-07-15,1.6706939494
"58",2014-07-16,1.6140602562
"59",2014-07-17,1.5857434096
"60",2014-07-18,1.5857434096
"61",2014-07-19,1.5291097164
"62",2014-07-20,1.5007928698
"63",2014-07-21,1.5007928698
"64",2014-07-22,1.4724760232
"65",2014-07-23,1.4441591766
"66",2014-07-24,1.3875254834
"67",2014-07-25,1.3592086368
"68",2014-07-26,1.3592086368
"69",2014-07-27,1.3875254834
"70",2014-07-28,1.3308917902
"71",2014-07-29,1.3308917902
"72",2014-07-30,1.3025749436
"73",2014-07-31,1.274258097
"74",2014-08-01,1.2459412504
"75",2014-08-02,1.2176244038
"76",2014-08-03,1.1893075572
"77",2014-08-04,1.1609907106
"78",2014-08-05,1.132673864
"79",2014-08-06,1.1043570174
"80",2014-08-07,1.0760401708
"81",2014-08-08,1.0760401708
"82",2014-08-09,1.0477233242
"83",2014-08-10,1.0194064776
"84",2014-08-11,1.0760401708
"85",2014-08-12,1.0760401708
"86",2014-08-13,1.0477233242
"87",2014-08-14,0.991089631
"88",2014-08-15,0.9627727844
"89",2014-08-16,0.991089631
"90",2014-08-17,0.991089631
"91",2014-08-18,0.991089631
"92",2014-08-19,0.9627727844
"93",2014-08-20,0.9344559378
"94",2014-08-21,0.9344559378
"95",2014-08-22,0.9344559378
"96",2014-08-23,0.9344559378
"97",2014-08-24,0.9344559378
"98",2014-08-25,0.991089631
"99",2014-08-26,0.991089631
"100",2014-08-27,0.9627727844
"101",2014-08-28,0.9344559378
"102",2014-08-29,0.9627727844
"103",2014-08-30,1.0477233242
"104",2014-08-31,1.0194064776
"105",2014-09-01,1.0760401708
"106",2014-09-02,1.0760401708
"107",2014-09-03,1.0760401708
"108",2014-09-04,1.2459412504
"109",2014-09-05,1.274258097
"110",2014-09-06,1.274258097
"111",2014-09-07,1.2459412504
"112",2014-09-08,1.2176244038
"113",2014-09-09,1.1893075572
"114",2014-09-10,1.41584233
"115",2014-09-11,1.4441591766
"116",2014-09-12,1.41584233
"117",2014-09-13,1.41584233
"118",2014-09-14,1.3875254834
"119",2014-09-15,1.3592086368
"120",2014-09-16,1.3308917902
"121",2014-09-17,1.3025749436
"122",2014-09-18,1.274258097
"123",2014-09-19,1.2459412504
"124",2014-09-20,1.2459412504
"125",2014-09-21,1.274258097
"126",2014-09-22,1.2459412504
"127",2014-09-23,1.2459412504
"128",2014-09-24,1.2176244038
"129",2014-09-25,1.2176244038
"130",2014-09-26,1.2176244038
"131",2014-09-27,1.2176244038
"132",2014-09-28,1.2176244038
"133",2014-09-29,1.2459412504
"134",2014-09-30,1.1893075572
"135",2014-10-01,1.1893075572
"136",2014-10-02,1.1609907106
"137",2014-10-03,1.274258097
"138",2014-10-04,1.3308917902
"139",2014-10-05,1.3025749436
"140",2014-10-06,1.2459412504
"141",2014-10-07,1.2176244038
"142",2014-10-08,1.1893075572
"143",2014-10-09,1.1609907106
"144",2014-10-10,1.132673864
"145",2014-10-11,1.132673864
"146",2014-10-12,1.1043570174
"147",2014-10-13,1.1043570174
"148",2014-10-14,1.3025749436
"149",2014-10-15,1.274258097
"150",2014-10-16,1.2459412504
"151",2014-10-17,1.274258097
"152",2014-10-18,1.274258097
"153",2014-10-19,1.2459412504
"154",2014-10-20,1.2459412504
"155",2014-10-21,1.2459412504
"156",2014-10-22,1.2176244038
