sampledate,depth,rep,sta,event,ph,phair,alk,dic,tic,doc,toc,totpf,totpuf,totpuf_sloh,drp_sloh,drsif_sloh
10/11/2007,20,1,2,Chem,6.9,8.02,,13.23,13.19,2.68,3.09,3,8,,,
10/11/2007,21,1,2,Chem,,,,,,,,,,,,
10/11/2007,22,1,2,Chem,,,,,,,,,,,,
10/11/2007,23,1,2,Chem,,,,,,,,,,,,
10/11/2007,24,1,2,Chem,,,,,,,,,,,,
10/11/2007,25,1,2,Chem,,,,,,,,,,,,
10/11/2007,26,1,2,Chem,,,,,,,,,,,,
10/11/2007,27,1,2,Chem,6.86,7.97,,13.85,13.76,2.68,2.83,3,8,,,
10/11/2007,28,1,2,Chem,,,,,,,,,,,,
10/11/2007,29,1,2,Chem,,,,,,,,,,,,
10/11/2007,30,1,2,Chem,,,,,,,,,,,,
10/11/2007,31,1,2,Chem,,,,,,,,,,,,
10/11/2007,32,1,2,Chem,6.93,8.05,,14.92,15.45,2.44,2.78,4,17,,,
2/1/2008,0,1,2,Chem,7.65,7.96,,11.88,12.14,2.9,2.93,8,8,,,
2/1/2008,1,1,2,Chem,,,,,,,,,,,,
2/1/2008,2,1,2,Chem,,,,,,,,,,,,
2/1/2008,3,1,2,Chem,,,,,,,,,,,,
2/1/2008,4,1,2,Chem,,,,,,,,,,,,
2/1/2008,5,1,2,Chem,,,,,,,,,,,,
2/1/2008,6,1,2,Chem,,,,,,,,,,,,
2/1/2008,7,1,2,Chem,,,,,,,,,,,,
2/1/2008,8,1,2,Chem,,,,,,,,,,,,
2/1/2008,9,1,2,Chem,,,,,,,,,,,,
2/1/2008,10,1,2,Chem,7.58,7.97,,11.23,11.38,3.08,2.83,7,9,,,
2/1/2008,11,1,2,Chem,,,,,,,,,,,,
2/1/2008,12,1,2,Chem,,,,,,,,,,,,
2/1/2008,13,1,2,Chem,,,,,,,,,,,,
2/1/2008,14,1,2,Chem,,,,,,,,,,,,
2/1/2008,15,1,2,Chem,,,,,,,,,,,,
2/1/2008,16,1,2,Chem,,,,,,,,,,,,
2/1/2008,17,1,2,Chem,,,,,,,,,,,,
2/1/2008,18,1,2,Chem,,,,,,,,,,,,
2/1/2008,19,1,2,Chem,,,,,,,,,,,,
2/1/2008,20,1,2,Chem,7.43,7.97,,11.34,11.54,2.81,2.79,0,10,,,
2/1/2008,21,1,2,Chem,,,,,,,,,,,,
2/1/2008,22,1,2,Chem,,,,,,,,,,,,
2/1/2008,23,1,2,Chem,,,,,,,,,,,,
2/1/2008,24,1,2,Chem,,,,,,,,,,,,
2/1/2008,25,1,2,Chem,,,,,,,,,,,,
2/1/2008,26,1,2,Chem,,,,,,,,,,,,
2/1/2008,27,1,2,Chem,,,,,,,,,,,,
2/1/2008,28,1,2,Chem,,,,,,,,,,,,
2/1/2008,29,1,2,Chem,,,,,,,,,,,,
2/1/2008,30,1,2,Chem,,,,,,,,,,,,
2/1/2008,31,1,2,Chem,,,,,,,,,,,,
2/1/2008,32,1,2,Chem,6.96,7.97,,13.95,14.19,2.59,2.54,24,33,,,
3/28/2008,0,1,2,Chem,7.58,7.94,,11.88,12.08,2.8,2.94,4,11,,,
3/28/2008,1,1,2,Chem,,,,,,,,,,,,
3/28/2008,2,1,2,Chem,,,,,,,,,,,,
3/28/2008,3,1,2,Chem,,,,,,,,,,,,
3/28/2008,4,1,2,Chem,,,,,,,,,,,,
3/28/2008,5,1,2,Chem,,,,,,,,,,,,
3/28/2008,6,1,2,Chem,,,,,,,,,,,,
3/28/2008,7,1,2,Chem,,,,,,,,,,,,
3/28/2008,8,1,2,Chem,,,,,,,,,,,,
3/28/2008,9,1,2,Chem,,,,,,,,,,,,
3/28/2008,10,1,2,Chem,7.49,7.95,,11.81,11.73,2.79,2.55,6,9,,,
3/28/2008,11,1,2,Chem,,,,,,,,,,,,
3/28/2008,12,1,2,Chem,,,,,,,,,,,,
3/28/2008,13,1,2,Chem,,,,,,,,,,,,
3/28/2008,14,1,2,Chem,,,,,,,,,,,,
3/28/2008,15,1,2,Chem,,,,,,,,,,,,
3/28/2008,16,1,2,Chem,,,,,,,,,,,,
3/28/2008,17,1,2,Chem,,,,,,,,,,,,
3/28/2008,18,1,2,Chem,,,,,,,,,,,,
3/28/2008,19,1,2,Chem,,,,,,,,,,,,
3/28/2008,20,1,2,Chem,7.31,7.94,,12.25,12.18,2.7,2.7,6,8,,,
3/28/2008,21,1,2,Chem,,,,,,,,,,,,
3/28/2008,22,1,2,Chem,,,,,,,,,,,,
3/28/2008,23,1,2,Chem,,,,,,,,,,,,
3/28/2008,24,1,2,Chem,,,,,,,,,,,,
3/28/2008,25,1,2,Chem,,,,,,,,,,,,
3/28/2008,26,1,2,Chem,,,,,,,,,,,,
3/28/2008,27,1,2,Chem,,,,,,,,,,,,
3/28/2008,28,1,2,Chem,,,,,,,,,,,,
3/28/2008,29,1,2,Chem,,,,,,,,,,,,
3/28/2008,30,1,2,Chem,,,,,,,,,,,,
3/28/2008,31,1,2,Chem,,,,,,,,,,,,
3/28/2008,32,1,2,Chem,7,7.92,,14.81,15.27,2.56,2.44,8,38,,,
6/4/2008,0,1,2,Chem,8.22,8.05,,10.19,10.09,2.91,2.91,5,7,,,
6/4/2008,1,1,2,Chem,,,,,,,,,,,,
6/4/2008,2,1,2,Chem,,,,,,,,,,,,
6/4/2008,3,1,2,Chem,,,,,,,,,,,,
6/4/2008,4,1,2,Chem,,,,,,,,,,,,
6/4/2008,5,1,2,Chem,,,,,,,,,,,,
6/4/2008,6,1,2,Chem,,,,,,,,,,,,
6/4/2008,7,1,2,Chem,,,,,,,,,,,,
6/4/2008,8,1,2,Chem,,,,,,,,,,,,
6/4/2008,9,1,2,Chem,,,,,,,,,,,,
6/4/2008,10,1,2,Chem,7.91,8.06,,10.52,10.38,2.82,2.82,5,10,,,
6/4/2008,11,1,2,Chem,,,,,,,,,,,,
6/4/2008,12,1,2,Chem,,,,,,,,,,,,
6/4/2008,13,1,2,Chem,,,,,,,,,,,,
6/4/2008,14,1,2,Chem,,,,,,,,,,,,
6/4/2008,15,1,2,Chem,,,,,,,,,,,,
6/4/2008,16,1,2,Chem,,,,,,,,,,,,
6/4/2008,17,1,2,Chem,,,,,,,,,,,,
6/4/2008,18,1,2,Chem,,,,,,,,,,,,
6/4/2008,19,1,2,Chem,,,,,,,,,,,,
6/4/2008,20,1,2,Chem,7.54,8.07,,10.9,10.9,2.73,2.78,4,7,,,
6/4/2008,21,1,2,Chem,,,,,,,,,,,,
6/4/2008,22,1,2,Chem,,,,,,,,,,,,
6/4/2008,23,1,2,Chem,,,,,,,,,,,,
6/4/2008,24,1,2,Chem,,,,,,,,,,,,
6/4/2008,25,1,2,Chem,,,,,,,,,,,,
6/4/2008,26,1,2,Chem,,,,,,,,,,,,
6/4/2008,27,1,2,Chem,,,,,,,,,,,,
6/4/2008,28,1,2,Chem,,,,,,,,,,,,
6/4/2008,29,1,2,Chem,,,,,,,,,,,,
6/4/2008,30,1,2,Chem,,,,,,,,,,,,
6/4/2008,31,1,2,Chem,,,,,,,,,,,,
6/4/2008,32,1,2,Chem,7.36,8.06,,11.31,11.26,2.76,2.67,5,15,,,
7/3/2008,0,1,2,Chem,8.26,7.97,,10.32,10.41,2.82,2.75,13,14,,,
7/3/2008,1,1,2,Chem,,,,,,,,,,,,
7/3/2008,2,1,2,Chem,,,,,,,,,,,,
7/3/2008,3,1,2,Chem,,,,,,,,,,,,
7/3/2008,4,1,2,Chem,,,,,,,,,,,,
7/3/2008,5,1,2,Chem,8.28,7.97,,10.24,10.42,2.77,2.84,14,17,,,
7/3/2008,6,1,2,Chem,,,,,,,,,,,,
7/3/2008,7,1,2,Chem,,,,,,,,,,,,
7/3/2008,8,1,2,Chem,,,,,,,,,,,,
7/3/2008,9,1,2,Chem,,,,,,,,,,,,
7/3/2008,10,1,2,Chem,8.34,7.96,,10.26,10.43,2.98,2.79,15,26,,,
7/3/2008,11,1,2,Chem,,,,,,,,,,,,
7/3/2008,12,1,2,Chem,,,,,,,,,,,,
7/3/2008,13,1,2,Chem,,,,,,,,,,,,
7/3/2008,14,1,2,Chem,,,,,,,,,,,,
7/3/2008,15,1,2,Chem,7.68,7.73,,10.92,11.04,2.69,2.74,34,25,,,
7/3/2008,16,1,2,Chem,,,,,,,,,,,,
7/3/2008,17,1,2,Chem,,,,,,,,,,,,
7/3/2008,18,1,2,Chem,,,,,,,,,,,,
7/3/2008,19,1,2,Chem,,,,,,,,,,,,
7/3/2008,20,1,2,Chem,7.41,7.52,,11.14,11.28,2.77,2.68,29,35,,,
7/3/2008,21,1,2,Chem,,,,,,,,,,,,
7/3/2008,22,1,2,Chem,,,,,,,,,,,,
7/3/2008,23,1,2,Chem,,,,,,,,,,,,
7/3/2008,24,1,2,Chem,,,,,,,,,,,,
7/3/2008,25,1,2,Chem,,,,,,,,,,,,
7/3/2008,26,1,2,Chem,,,,,,,,,,,,
7/3/2008,27,1,2,Chem,,,,,,,,,,,,
7/3/2008,28,1,2,Chem,,,,,,,,,,,,
7/3/2008,29,1,2,Chem,,,,,,,,,,,,
7/3/2008,30,1,2,Chem,,,,,,,,,,,,
7/3/2008,31,1,2,Chem,,,,,,,,,,,,
7/3/2008,32,1,2,Chem,7.14,7.35,,11.52,12.12,2.73,3.15,24,36,,,
7/31/2008,0,1,2,Chem,8.39,8.25,,10.02,10.2,3.03,3.02,4,6,,,
7/31/2008,1,1,2,Chem,,,,,,,,,,,,
7/31/2008,2,1,2,Chem,,,,,,,,,,,,
7/31/2008,3,1,2,Chem,,,,,,,,,,,,
7/31/2008,4,1,2,Chem,,,,,,,,,,,,
7/31/2008,5,1,2,Chem,,,,,,,,,,,,
7/31/2008,6,1,2,Chem,,,,,,,,,,,,
7/31/2008,7,1,2,Chem,,,,,,,,,,,,
7/31/2008,8,1,2,Chem,8.36,8.22,,10.17,10.12,3.13,2.99,5,0,,,
7/31/2008,9,1,2,Chem,,,,,,,,,,,,
7/31/2008,10,1,2,Chem,8.24,8.22,,10.15,10.09,3.02,3.29,5,9,,,
7/31/2008,11,1,2,Chem,,,,,,,,,,,,
7/31/2008,12,1,2,Chem,,,,,,,,,,,,
7/31/2008,13,1,2,Chem,,,,,,,,,,,,
7/31/2008,14,1,2,Chem,,,,,,,,,,,,
7/31/2008,15,1,2,Chem,7.73,8.22,,10.83,10.67,2.89,2.94,9,10,,,
7/31/2008,16,1,2,Chem,,,,,,,,,,,,
7/31/2008,17,1,2,Chem,,,,,,,,,,,,
7/31/2008,18,1,2,Chem,,,,,,,,,,,,
7/31/2008,19,1,2,Chem,,,,,,,,,,,,
7/31/2008,20,1,2,Chem,7.25,8.18,,12.3,11.77,2.66,2.75,9,9,,,
7/31/2008,21,1,2,Chem,,,,,,,,,,,,
7/31/2008,22,1,2,Chem,,,,,,,,,,,,
7/31/2008,23,1,2,Chem,,,,,,,,,,,,
7/31/2008,24,1,2,Chem,,,,,,,,,,,,
7/31/2008,25,1,2,Chem,,,,,,,,,,,,
7/31/2008,26,1,2,Chem,,,,,,,,,,,,
7/31/2008,27,1,2,Chem,,,,,,,,,,,,
7/31/2008,28,1,2,Chem,,,,,,,,,,,,
7/31/2008,29,1,2,Chem,,,,,,,,,,,,
7/31/2008,30,1,2,Chem,,,,,,,,,,,,
7/31/2008,31,1,2,Chem,,,,,,,,,,,,
7/31/2008,32,1,2,Chem,7.01,8.19,,13.08,13.33,3.03,2.84,15,19,,,
9/25/2008,0,1,2,Chem,7.97,8.01,,10.31,10.21,3.02,2.83,3,5,,,
9/25/2008,1,1,2,Chem,,,,,,,,,,,,
9/25/2008,2,1,2,Chem,,,,,,,,,,,,
9/25/2008,3,1,2,Chem,,,,,,,,,,,,
9/25/2008,4,1,2,Chem,,,,,,,,,,,,
9/25/2008,5,1,2,Chem,,,,,,,,,,,,
9/25/2008,6,1,2,Chem,,,,,,,,,,,,
9/25/2008,7,1,2,Chem,,,,,,,,,,,,
9/25/2008,8,1,2,Chem,,,,,,,,,,,,
9/25/2008,9,1,2,Chem,,,,,,,,,,,,
9/25/2008,10,1,2,Chem,8.04,8.05,,10.68,10.65,2.93,2.86,1,5,,,
9/25/2008,11,1,2,Chem,,,,,,,,,,,,
9/25/2008,12,1,2,Chem,,,,,,,,,,,,
9/25/2008,13,1,2,Chem,,,,,,,,,,,,
9/25/2008,14,1,2,Chem,,,,,,,,,,,,
9/25/2008,15,1,2,Chem,7.35,8.06,,11.63,11.63,2.79,2.58,2,7,,,
9/25/2008,16,1,2,Chem,,,,,,,,,,,,
9/25/2008,17,1,2,Chem,,,,,,,,,,,,
9/25/2008,18,1,2,Chem,,,,,,,,,,,,
9/25/2008,19,1,2,Chem,,,,,,,,,,,,
9/25/2008,20,1,2,Chem,7.1,8.06,,12.45,12.29,2.53,2.5,2,6,,,
9/25/2008,21,1,2,Chem,,,,,,,,,,,,
9/25/2008,22,1,2,Chem,,,,,,,,,,,,
9/25/2008,23,1,2,Chem,,,,,,,,,,,,
9/25/2008,24,1,2,Chem,,,,,,,,,,,,
9/25/2008,25,1,2,Chem,,,,,,,,,,,,
9/25/2008,26,1,2,Chem,,,,,,,,,,,,
9/25/2008,27,1,2,Chem,,,,,,,,,,,,
9/25/2008,28,1,2,Chem,,,,,,,,,,,,
9/25/2008,29,1,2,Chem,,,,,,,,,,,,
9/25/2008,30,1,2,Chem,,,,,,,,,,,,
9/25/2008,31,1,2,Chem,,,,,,,,,,,,
9/25/2008,32,1,2,Chem,6.98,8.03,,15.14,15.39,2.5,2.58,3,13,,,
10/23/2008,0,1,2,Chem,7.64,7.9,,10.74,10.85,2.67,2.71,17,501,,,
10/23/2008,1,1,2,Chem,,,,,,,,,,,,
10/23/2008,2,1,2,Chem,,,,,,,,,,,,
10/23/2008,3,1,2,Chem,,,,,,,,,,,,
10/23/2008,4,1,2,Chem,,,,,,,,,,,,
10/23/2008,5,1,2,Chem,,,,,,,,,,,,
10/23/2008,6,1,2,Chem,,,,,,,,,,,,
10/23/2008,7,1,2,Chem,,,,,,,,,,,,
10/23/2008,8,1,2,Chem,,,,,,,,,,,,
10/23/2008,9,1,2,Chem,,,,,,,,,,,,
10/23/2008,10,1,2,Chem,,,,,,,,,,,,
10/23/2008,11,1,2,Chem,,,,,,,,,,,,
10/23/2008,12,1,2,Chem,,,,,,,,,,,,
10/23/2008,13,1,2,Chem,,,,,,,,,,,,
10/23/2008,14,1,2,Chem,,,,,,,,,,,,
10/23/2008,15,1,2,Chem,7.7,7.96,,10.73,10.88,2.79,2.66,10,15,,,
10/23/2008,16,1,2,Chem,,,,,,,,,,,,
10/23/2008,17,1,2,Chem,,,,,,,,,,,,
10/23/2008,18,1,2,Chem,,,,,,,,,,,,
10/23/2008,19,1,2,Chem,,,,,,,,,,,,
10/23/2008,20,1,2,Chem,7.07,7.96,,12.73,12.73,2.48,2.49,9,13,,,
10/23/2008,21,1,2,Chem,,,,,,,,,,,,
10/23/2008,22,1,2,Chem,,,,,,,,,,,,
10/23/2008,23,1,2,Chem,,,,,,,,,,,,
10/23/2008,24,1,2,Chem,,,,,,,,,,,,
10/23/2008,25,1,2,Chem,,,,,,,,,,,,
10/23/2008,26,1,2,Chem,,,,,,,,,,,,
10/23/2008,27,1,2,Chem,6.94,7.95,,13.87,13.71,2.54,2.43,9,14,,,
10/23/2008,28,1,2,Chem,,,,,,,,,,,,
10/23/2008,29,1,2,Chem,,,,,,,,,,,,
10/23/2008,30,1,2,Chem,,,,,,,,,,,,
10/23/2008,31,1,2,Chem,,,,,,,,,,,,
10/23/2008,32,1,2,Chem,6.96,7.91,,15.22,15.65,2.6,2.45,10,21,,,
1/19/2009,0,1,2,Chem,7.66,7.95,,11.57,11.56,3.1,3.1,14,12,,,
1/19/2009,1,1,2,Chem,,,,,,,,,,,,
1/19/2009,2,1,2,Chem,,,,,,,,,,,,
1/19/2009,3,1,2,Chem,,,,,,,,,,,,
1/19/2009,4,1,2,Chem,,,,,,,,,,,,
1/19/2009,5,1,2,Chem,,,,,,,,,,,,
1/19/2009,6,1,2,Chem,,,,,,,,,,,,
1/19/2009,7,1,2,Chem,,,,,,,,,,,,
1/19/2009,8,1,2,Chem,,,,,,,,,,,,
1/19/2009,9,1,2,Chem,,,,,,,,,,,,
1/19/2009,10,1,2,Chem,7.66,7.99,,11.8,11.79,3.6,2.79,9,9,,,
1/19/2009,11,1,2,Chem,,,,,,,,,,,,
1/19/2009,12,1,2,Chem,,,,,,,,,,,,
1/19/2009,13,1,2,Chem,,,,,,,,,,,,
1/19/2009,14,1,2,Chem,,,,,,,,,,,,
1/19/2009,15,1,2,Chem,,,,,,,,,,,,
1/19/2009,16,1,2,Chem,,,,,,,,,,,,
1/19/2009,17,1,2,Chem,,,,,,,,,,,,
1/19/2009,18,1,2,Chem,,,,,,,,,,,,
1/19/2009,19,1,2,Chem,,,,,,,,,,,,
1/19/2009,20,1,2,Chem,7.57,7.98,,11.82,11.64,3.28,3.07,70,5,,,
1/19/2009,21,1,2,Chem,,,,,,,,,,,,
1/19/2009,22,1,2,Chem,,,,,,,,,,,,
1/19/2009,23,1,2,Chem,,,,,,,,,,,,
1/19/2009,24,1,2,Chem,,,,,,,,,,,,
1/19/2009,25,1,2,Chem,,,,,,,,,,,,
1/19/2009,26,1,2,Chem,,,,,,,,,,,,
1/19/2009,27,1,2,Chem,,,,,,,,,,,,
1/19/2009,28,1,2,Chem,,,,,,,,,,,,
1/19/2009,29,1,2,Chem,,,,,,,,,,,,
1/19/2009,30,1,2,Chem,,,,,,,,,,,,
1/19/2009,31,1,2,Chem,,,,,,,,,,,,
1/19/2009,32,1,2,Chem,6.99,7.94,,14.18,14.63,3.27,3.25,,36,,,
3/23/2009,0,1,2,Chem,7.24,7.57,,4.48,3.35,1.44,1.08,0,7,,,
3/23/2009,1,1,2,Chem,,,,,,,,,,,,
3/23/2009,2,1,2,Chem,,,,,,,,,,,,
3/23/2009,3,1,2,Chem,,,,,,,,,,,,
3/23/2009,4,1,2,Chem,,,,,,,,,,,,
3/23/2009,5,1,2,Chem,,,,,,,,,,,,
3/23/2009,6,1,2,Chem,,,,,,,,,,,,
3/23/2009,7,1,2,Chem,,,,,,,,,,,,
3/23/2009,8,1,2,Chem,,,,,,,,,,,,
3/23/2009,9,1,2,Chem,,,,,,,,,,,,
3/23/2009,10,1,2,Chem,7.49,8.01,,11.16,11.25,2.77,2.76,0,3,,,
3/23/2009,11,1,2,Chem,,,,,,,,,,,,
3/23/2009,12,1,2,Chem,,,,,,,,,,,,
3/23/2009,13,1,2,Chem,,,,,,,,,,,,
3/23/2009,14,1,2,Chem,,,,,,,,,,,,
3/23/2009,15,1,2,Chem,,,,,,,,,,,,
3/23/2009,16,1,2,Chem,,,,,,,,,,,,
3/23/2009,17,1,2,Chem,,,,,,,,,,,,
3/23/2009,18,1,2,Chem,,,,,,,,,,,,
3/23/2009,19,1,2,Chem,,,,,,,,,,,,
3/23/2009,20,1,2,Chem,7.48,8.03,,12.32,1.41,2.81,2.88,8,7,,,
3/23/2009,21,1,2,Chem,,,,,,,,,,,,
3/23/2009,22,1,2,Chem,,,,,,,,,,,,
3/23/2009,23,1,2,Chem,,,,,,,,,,,,
3/23/2009,24,1,2,Chem,,,,,,,,,,,,
3/23/2009,25,1,2,Chem,,,,,,,,,,,,
3/23/2009,26,1,2,Chem,,,,,,,,,,,,
3/23/2009,27,1,2,Chem,,,,,,,,,,,,
3/23/2009,28,1,2,Chem,,,,,,,,,,,,
3/23/2009,29,1,2,Chem,,,,,,,,,,,,
3/23/2009,30,1,2,Chem,,,,,,,,,,,,
3/23/2009,31,1,2,Chem,,,,,,,,,,,,
3/23/2009,32,1,2,Chem,6.93,8.04,,13.62,13.52,2.65,2.59,9,31,,,
5/28/2009,0,1,2,Chem,8.01,8.05,,11.78,12.08,2.61,2.59,0,3,,,
5/28/2009,1,1,2,Chem,,,,,,,,,,,,
5/28/2009,2,1,2,Chem,,,,,,,,,,,,
5/28/2009,3,1,2,Chem,,,,,,,,,,,,
5/28/2009,4,1,2,Chem,,,,,,,,,,,,
5/28/2009,5,1,2,Chem,,,,,,,,,,,,
5/28/2009,6,1,2,Chem,,,,,,,,,,,,
5/28/2009,7,1,2,Chem,,,,,,,,,,,,
5/28/2009,8,1,2,Chem,,,,,,,,,,,,
5/28/2009,9,1,2,Chem,,,,,,,,,,,,
5/28/2009,10,1,2,Chem,7.76,8.07,,12.22,12.25,2.48,2.59,0,10,,,
5/28/2009,11,1,2,Chem,,,,,,,,,,,,
5/28/2009,12,1,2,Chem,,,,,,,,,,,,
5/28/2009,13,1,2,Chem,,,,,,,,,,,,
5/28/2009,14,1,2,Chem,,,,,,,,,,,,
5/28/2009,15,1,2,Chem,,,,,,,,,,,,
5/28/2009,16,1,2,Chem,,,,,,,,,,,,
5/28/2009,17,1,2,Chem,,,,,,,,,,,,
5/28/2009,18,1,2,Chem,,,,,,,,,,,,
5/28/2009,19,1,2,Chem,,,,,,,,,,,,
5/28/2009,20,1,2,Chem,7.69,8.07,,12.12,12.3,3.02,2.51,0,0,,,
5/28/2009,21,1,2,Chem,,,,,,,,,,,,
5/28/2009,22,1,2,Chem,,,,,,,,,,,,
5/28/2009,23,1,2,Chem,,,,,,,,,,,,
5/28/2009,24,1,2,Chem,,,,,,,,,,,,
5/28/2009,25,1,2,Chem,,,,,,,,,,,,
5/28/2009,26,1,2,Chem,,,,,,,,,,,,
5/28/2009,27,1,2,Chem,,,,,,,,,,,,
5/28/2009,28,1,2,Chem,,,,,,,,,,,,
5/28/2009,29,1,2,Chem,,,,,,,,,,,,
5/28/2009,30,1,2,Chem,,,,,,,,,,,,
5/28/2009,31,1,2,Chem,,,,,,,,,,,,
5/28/2009,32,1,2,Chem,7.55,8.07,,11.25,11.57,2.6,2.55,1,2,,,
6/24/2009,0,1,2,Chem,8.12,8.13,,12.39,11.44,2.92,2.84,0,0,,,
6/24/2009,1,1,2,Chem,,,,,,,,,,,,
6/24/2009,2,1,2,Chem,,,,,,,,,,,,
6/24/2009,3,1,2,Chem,8.16,8.14,,12.59,11.92,3.05,2.8,0,0,,,
6/24/2009,4,1,2,Chem,,,,,,,,,,,,
6/24/2009,5,1,2,Chem,8.33,8.12,,11.02,12.01,3.17,2.73,36,6,,,
6/24/2009,6,1,2,Chem,,,,,,,,,,,,
6/24/2009,7,1,2,Chem,,,,,,,,,,,,
6/24/2009,8,1,2,Chem,8.4,8.12,,11.34,11.59,3.17,2.89,0,0,,,
6/24/2009,9,1,2,Chem,,,,,,,,,,,,
6/24/2009,10,1,2,Chem,,,,,,,,,,,,
6/24/2009,11,1,2,Chem,,,,,,,,,,,,
6/24/2009,12,1,2,Chem,,,,,,,,,,,,
6/24/2009,13,1,2,Chem,,,,,,,,,,,,
6/24/2009,14,1,2,Chem,,,,,,,,,,,,
6/24/2009,15,1,2,Chem,,,,,,,,,,,,
6/24/2009,16,1,2,Chem,,,,,,,,,,,,
6/24/2009,17,1,2,Chem,,,,,,,,,,,,
6/24/2009,18,1,2,Chem,,,,,,,,,,,,
6/24/2009,19,1,2,Chem,,,,,,,,,,,,
6/24/2009,20,1,2,Chem,7.45,8.13,,12.57,12.52,3.07,2.62,0,4,,,
6/24/2009,21,1,2,Chem,,,,,,,,,,,,
6/24/2009,22,1,2,Chem,,,,,,,,,,,,
6/24/2009,23,1,2,Chem,,,,,,,,,,,,
6/24/2009,24,1,2,Chem,,,,,,,,,,,,
6/24/2009,25,1,2,Chem,,,,,,,,,,,,
6/24/2009,26,1,2,Chem,,,,,,,,,,,,
6/24/2009,27,1,2,Chem,,,,,,,,,,,,
6/24/2009,28,1,2,Chem,,,,,,,,,,,,
6/24/2009,29,1,2,Chem,,,,,,,,,,,,
6/24/2009,30,1,2,Chem,,,,,,,,,,,,
6/24/2009,31,1,2,Chem,,,,,,,,,,,,
6/24/2009,32,1,2,Chem,7.03,8.15,,14.25,13.33,3.55,2.49,2,9,,,
7/20/2009,0,1,2,Chem,8.47,8.2,,11.03,11.19,3.37,3.07,0,0,,,
7/20/2009,1,1,2,Chem,,,,,,,,,,,,
7/20/2009,2,1,2,Chem,,,,,,,,,,,,
7/20/2009,3,1,2,Chem,,,,,,,,,,,,
7/20/2009,4,1,2,Chem,,,,,,,,,,,,
7/20/2009,5,1,2,Chem,,,,,,,,,,,,
7/20/2009,6,1,2,Chem,,,,,,,,,,,,
7/20/2009,7,1,2,Chem,,,,,,,,,,,,
7/20/2009,8,1,2,Chem,8.5,8.18,,11.53,11.01,3.47,3.04,0,0,,,
7/20/2009,9,1,2,Chem,,,,,,,,,,,,
7/20/2009,10,1,2,Chem,8.55,8.19,,11.19,11.03,3.27,3.24,0,0,,,
7/20/2009,11,1,2,Chem,,,,,,,,,,,,
7/20/2009,12,1,2,Chem,8.22,8.21,,11.46,10.69,3.06,2.95,0,1,,,
7/20/2009,13,1,2,Chem,,,,,,,,,,,,
7/20/2009,14,1,2,Chem,,,,,,,,,,,,
7/20/2009,15,1,2,Chem,,,,,,,,,,,,
7/20/2009,16,1,2,Chem,,,,,,,,,,,,
7/20/2009,17,1,2,Chem,,,,,,,,,,,,
7/20/2009,18,1,2,Chem,,,,,,,,,,,,
7/20/2009,19,1,2,Chem,,,,,,,,,,,,
7/20/2009,20,1,2,Chem,7.38,8.11,,13.06,14.26,2.71,2.75,0,2,,,
7/20/2009,21,1,2,Chem,,,,,,,,,,,,
7/20/2009,22,1,2,Chem,,,,,,,,,,,,
7/20/2009,23,1,2,Chem,,,,,,,,,,,,
7/20/2009,24,1,2,Chem,,,,,,,,,,,,
7/20/2009,25,1,2,Chem,,,,,,,,,,,,
7/20/2009,26,1,2,Chem,,,,,,,,,,,,
7/20/2009,27,1,2,Chem,,,,,,,,,,,,
7/20/2009,28,1,2,Chem,,,,,,,,,,,,
7/20/2009,29,1,2,Chem,,,,,,,,,,,,
7/20/2009,30,1,2,Chem,,,,,,,,,,,,
7/20/2009,31,1,2,Chem,,,,,,,,,,,,
7/20/2009,32,1,2,Chem,7.13,8.17,,14.08,14.24,2.84,2.71,0,5,,,
9/15/2009,0,1,2,Chem,8.37,8.09,,9.35,9.68,2.83,2.78,3,3,,,
9/15/2009,1,1,2,Chem,,,,,,,,,,,,
9/15/2009,2,1,2,Chem,,,,,,,,,,,,
9/15/2009,3,1,2,Chem,,,,,,,,,,,,
9/15/2009,4,1,2,Chem,,,,,,,,,,,,
9/15/2009,5,1,2,Chem,,,,,,,,,,,,
9/15/2009,6,1,2,Chem,,,,,,,,,,,,
9/15/2009,7,1,2,Chem,,,,,,,,,,,,
9/15/2009,8,1,2,Chem,,,,,,,,,,,,
9/15/2009,9,1,2,Chem,,,,,,,,,,,,
9/15/2009,10,1,2,Chem,8.19,8.13,,9.28,9.04,2.8,2.98,3,5,,,
9/15/2009,11,1,2,Chem,,,,,,,,,,,,
9/15/2009,12,1,2,Chem,,,,,,,,,,,,
9/15/2009,13,1,2,Chem,7.78,8.1,,9.28,9.55,2.68,2.69,2,7,,,
9/15/2009,14,1,2,Chem,,,,,,,,,,,,
9/15/2009,15,1,2,Chem,7.43,8.12,,10.52,10.14,2.57,2.84,2,5,,,
9/15/2009,16,1,2,Chem,,,,,,,,,,,,
9/15/2009,17,1,2,Chem,,,,,,,,,,,,
9/15/2009,18,1,2,Chem,,,,,,,,,,,,
9/15/2009,19,1,2,Chem,,,,,,,,,,,,
9/15/2009,20,1,2,Chem,7.06,8.12,,11,11.27,2.45,2.37,2,9,,,
9/15/2009,21,1,2,Chem,,,,,,,,,,,,
9/15/2009,22,1,2,Chem,,,,,,,,,,,,
9/15/2009,23,1,2,Chem,,,,,,,,,,,,
9/15/2009,24,1,2,Chem,,,,,,,,,,,,
9/15/2009,25,1,2,Chem,,,,,,,,,,,,
