sampledate,depth,wtemp,flag_wtemp
2010-06-28,26.00,7.972,"N"
2010-06-28,28.00,7.950,"N"
2010-06-28,30.00,7.896,"N"
2010-06-28,32.00,7.688,"N"
2010-06-29,0.00,20.023,"N"
2010-06-29,1.00,20.172,"N"
2010-06-29,2.00,20.145,"N"
2010-06-29,3.00,20.134,"N"
2010-06-29,4.00,20.193,"N"
2010-06-29,5.00,20.130,"N"
2010-06-29,6.00,20.115,"N"
2010-06-29,7.00,19.174,"N"
2010-06-29,8.00,16.635,"N"
2010-06-29,9.00,14.232,"N"
2010-06-29,10.00,12.383,"N"
2010-06-29,11.00,11.120,"N"
2010-06-29,12.00,10.485,"N"
2010-06-29,13.00,10.061,"N"
2010-06-29,14.00,9.834,"N"
2010-06-29,15.00,9.605,"N"
2010-06-29,16.00,9.479,"N"
2010-06-29,17.00,9.401,"N"
2010-06-29,18.00,9.146,"N"
2010-06-29,19.00,9.033,"N"
2010-06-29,20.00,8.827,"N"
2010-06-29,22.00,8.587,"N"
2010-06-29,24.00,8.336,"N"
2010-06-29,26.00,7.999,"N"
2010-06-29,28.00,7.974,"N"
2010-06-29,30.00,7.923,"N"
2010-06-29,32.00,7.724,"N"
2010-06-30,0.00,20.235,"N"
2010-06-30,1.00,20.278,"N"
2010-06-30,2.00,20.157,"N"
2010-06-30,3.00,20.069,"N"
2010-06-30,4.00,20.106,"N"
2010-06-30,5.00,20.014,"N"
2010-06-30,6.00,19.948,"N"
2010-06-30,7.00,19.364,"N"
2010-06-30,8.00,16.489,"N"
2010-06-30,9.00,14.466,"N"
2010-06-30,10.00,12.380,"N"
2010-06-30,11.00,11.214,"N"
2010-06-30,12.00,10.518,"N"
2010-06-30,13.00,10.096,"N"
2010-06-30,14.00,9.839,"N"
2010-06-30,15.00,9.603,"N"
2010-06-30,16.00,9.470,"N"
2010-06-30,17.00,9.409,"N"
2010-06-30,18.00,9.127,"N"
2010-06-30,19.00,9.038,"N"
2010-06-30,20.00,8.836,"N"
2010-06-30,22.00,8.580,"N"
2010-06-30,24.00,8.326,"N"
2010-06-30,26.00,7.974,"N"
2010-06-30,28.00,7.958,"N"
2010-06-30,30.00,7.944,"N"
2010-06-30,32.00,7.751,"N"
2010-07-01,0.00,20.031,"N"
2010-07-01,1.00,20.163,"N"
2010-07-01,2.00,20.131,"N"
2010-07-01,3.00,20.104,"N"
2010-07-01,4.00,20.146,"N"
2010-07-01,5.00,20.056,"N"
2010-07-01,6.00,20.017,"N"
2010-07-01,7.00,19.398,"N"
2010-07-01,8.00,16.393,"N"
2010-07-01,9.00,14.554,"N"
2010-07-01,10.00,12.416,"N"
2010-07-01,11.00,11.177,"N"
2010-07-01,12.00,10.494,"N"
2010-07-01,13.00,10.082,"N"
2010-07-01,14.00,9.851,"N"
2010-07-01,15.00,9.616,"N"
2010-07-01,16.00,9.490,"N"
2010-07-01,17.00,9.413,"N"
2010-07-01,18.00,9.160,"N"
2010-07-01,19.00,9.080,"N"
2010-07-01,20.00,8.870,"N"
2010-07-01,22.00,8.569,"N"
2010-07-01,24.00,8.340,"N"
2010-07-01,26.00,7.961,"N"
2010-07-01,28.00,7.934,"N"
2010-07-01,30.00,7.939,"N"
2010-07-01,32.00,7.747,"N"
2010-07-02,0.00,20.197,"N"
2010-07-02,1.00,20.334,"N"
2010-07-02,2.00,20.311,"N"
2010-07-02,3.00,20.297,"N"
2010-07-02,4.00,20.350,"N"
2010-07-02,5.00,20.288,"N"
2010-07-02,6.00,20.275,"N"
2010-07-02,7.00,20.214,"N"
2010-07-02,8.00,17.647,"N"
2010-07-02,9.00,14.506,"N"
2010-07-02,10.00,12.464,"N"
2010-07-02,11.00,11.198,"N"
2010-07-02,12.00,10.528,"N"
2010-07-02,13.00,10.107,"N"
2010-07-02,14.00,9.886,"N"
2010-07-02,15.00,9.654,"N"
2010-07-02,16.00,9.517,"N"
2010-07-02,17.00,9.439,"N"
2010-07-02,18.00,9.177,"N"
2010-07-02,19.00,9.082,"N"
2010-07-02,20.00,8.872,"N"
2010-07-02,22.00,8.577,"N"
2010-07-02,24.00,8.341,"N"
2010-07-02,26.00,7.973,"N"
2010-07-02,28.00,7.938,"N"
2010-07-02,30.00,7.918,"N"
2010-07-02,32.00,7.738,"N"
2010-07-03,0.00,20.512,"N"
2010-07-03,1.00,20.642,"N"
2010-07-03,2.00,20.608,"N"
2010-07-03,3.00,20.598,"N"
2010-07-03,4.00,20.642,"N"
2010-07-03,5.00,20.576,"N"
2010-07-03,6.00,20.555,"N"
2010-07-03,7.00,20.504,"N"
2010-07-03,8.00,18.237,"N"
2010-07-03,9.00,14.836,"N"
2010-07-03,10.00,12.630,"N"
2010-07-03,11.00,11.360,"N"
2010-07-03,12.00,10.596,"N"
2010-07-03,13.00,10.156,"N"
2010-07-03,14.00,9.875,"N"
2010-07-03,15.00,9.620,"N"
2010-07-03,16.00,9.495,"N"
2010-07-03,17.00,9.433,"N"
2010-07-03,18.00,9.190,"N"
2010-07-03,19.00,9.069,"N"
2010-07-03,20.00,8.836,"N"
2010-07-03,22.00,8.580,"N"
2010-07-03,24.00,8.346,"N"
2010-07-03,26.00,7.991,"N"
2010-07-03,28.00,7.969,"N"
2010-07-03,30.00,7.938,"N"
2010-07-03,32.00,7.749,"N"
2010-07-04,0.00,20.768,"N"
2010-07-04,1.00,20.905,"N"
2010-07-04,2.00,20.881,"N"
2010-07-04,3.00,20.877,"N"
2010-07-04,4.00,20.920,"N"
2010-07-04,5.00,20.858,"N"
2010-07-04,6.00,20.837,"N"
2010-07-04,7.00,20.814,"N"
2010-07-04,8.00,19.393,"N"
2010-07-04,9.00,15.213,"N"
2010-07-04,10.00,12.876,"N"
2010-07-04,11.00,11.416,"N"
2010-07-04,12.00,10.665,"N"
2010-07-04,13.00,10.163,"N"
2010-07-04,14.00,9.877,"N"
2010-07-04,15.00,9.625,"N"
2010-07-04,16.00,9.498,"N"
2010-07-04,17.00,9.435,"N"
2010-07-04,18.00,9.183,"N"
2010-07-04,19.00,9.091,"N"
2010-07-04,20.00,8.848,"N"
2010-07-04,22.00,8.575,"N"
2010-07-04,24.00,8.351,"N"
2010-07-04,26.00,7.984,"N"
2010-07-04,28.00,7.983,"N"
2010-07-04,30.00,7.916,"N"
2010-07-04,32.00,7.763,"N"
2010-07-05,0.00,21.115,"N"
2010-07-05,1.00,21.153,"N"
2010-07-05,2.00,21.082,"N"
2010-07-05,3.00,21.008,"N"
2010-07-05,4.00,21.000,"N"
2010-07-05,5.00,20.900,"N"
2010-07-05,6.00,20.845,"N"
2010-07-05,7.00,20.601,"N"
2010-07-05,8.00,19.033,"N"
2010-07-05,9.00,15.325,"N"
2010-07-05,10.00,12.851,"N"
2010-07-05,11.00,11.379,"N"
2010-07-05,12.00,10.699,"N"
2010-07-05,13.00,10.178,"N"
2010-07-05,14.00,9.854,"N"
2010-07-05,15.00,9.615,"N"
2010-07-05,16.00,9.501,"N"
2010-07-05,17.00,9.455,"N"
2010-07-05,18.00,9.214,"N"
2010-07-05,19.00,9.094,"N"
2010-07-05,20.00,8.832,"N"
2010-07-05,22.00,8.593,"N"
2010-07-05,24.00,8.332,"N"
2010-07-05,26.00,7.977,"N"
2010-07-05,28.00,7.970,"N"
2010-07-05,30.00,7.932,"N"
2010-07-05,32.00,7.750,"N"
2010-07-06,0.00,22.028,"N"
2010-07-06,1.00,21.461,"N"
2010-07-06,2.00,21.313,"N"
2010-07-06,3.00,21.229,"N"
2010-07-06,4.00,21.229,"N"
2010-07-06,5.00,21.105,"N"
2010-07-06,6.00,20.975,"N"
2010-07-06,7.00,20.659,"N"
2010-07-06,8.00,19.128,"N"
2010-07-06,9.00,15.178,"N"
2010-07-06,10.00,12.889,"N"
2010-07-06,11.00,11.492,"N"
2010-07-06,12.00,10.724,"N"
2010-07-06,13.00,10.224,"N"
2010-07-06,14.00,9.903,"N"
2010-07-06,15.00,9.637,"N"
2010-07-06,16.00,9.495,"N"
2010-07-06,17.00,9.427,"N"
2010-07-06,18.00,9.196,"N"
2010-07-06,19.00,9.092,"N"
2010-07-06,20.00,8.847,"N"
2010-07-06,22.00,8.603,"N"
2010-07-06,24.00,8.361,"N"
2010-07-06,26.00,7.965,"N"
2010-07-06,28.00,7.958,"N"
2010-07-06,30.00,7.935,"N"
2010-07-06,32.00,7.751,"N"
2010-07-07,0.00,22.987,"N"
2010-07-07,1.00,22.192,"N"
2010-07-07,2.00,21.770,"N"
2010-07-07,3.00,21.546,"N"
2010-07-07,4.00,21.420,"N"
2010-07-07,5.00,21.274,"N"
2010-07-07,6.00,21.125,"N"
2010-07-07,7.00,20.777,"N"
2010-07-07,8.00,19.019,"N"
2010-07-07,9.00,15.281,"N"
2010-07-07,10.00,13.045,"N"
2010-07-07,11.00,11.581,"N"
2010-07-07,12.00,10.781,"N"
2010-07-07,13.00,10.221,"N"
2010-07-07,14.00,9.908,"N"
2010-07-07,15.00,9.634,"N"
2010-07-07,16.00,9.499,"N"
2010-07-07,17.00,9.421,"N"
2010-07-07,18.00,9.164,"N"
2010-07-07,19.00,9.083,"N"
2010-07-07,20.00,8.876,"N"
2010-07-07,22.00,8.627,"N"
2010-07-07,24.00,8.332,"N"
2010-07-07,26.00,7.952,"N"
2010-07-07,28.00,7.959,"N"
2010-07-07,30.00,7.925,"N"
2010-07-07,32.00,7.732,"N"
2010-07-08,0.00,22.684,"N"
2010-07-08,1.00,22.810,"N"
2010-07-08,2.00,22.714,"N"
2010-07-08,3.00,22.401,"N"
2010-07-08,4.00,22.041,"N"
2010-07-08,5.00,21.546,"N"
2010-07-08,6.00,21.283,"N"
2010-07-08,7.00,20.909,"N"
2010-07-08,8.00,18.979,"N"
2010-07-08,9.00,15.527,"N"
2010-07-08,10.00,12.993,"N"
2010-07-08,11.00,11.597,"N"
2010-07-08,12.00,10.781,"N"
2010-07-08,13.00,10.248,"N"
2010-07-08,14.00,9.953,"N"
2010-07-08,15.00,9.683,"N"
2010-07-08,16.00,9.521,"N"
2010-07-08,17.00,9.438,"N"
2010-07-08,18.00,9.174,"N"
2010-07-08,19.00,9.087,"N"
2010-07-08,20.00,8.856,"N"
2010-07-08,22.00,8.628,"N"
2010-07-08,24.00,8.340,"N"
2010-07-08,26.00,7.938,"N"
2010-07-08,28.00,7.945,"N"
2010-07-08,30.00,7.921,"N"
2010-07-08,32.00,7.718,"N"
2010-07-09,0.00,22.983,"N"
2010-07-09,1.00,23.141,"N"
2010-07-09,2.00,23.107,"N"
2010-07-09,3.00,23.058,"N"
2010-07-09,4.00,23.036,"N"
2010-07-09,5.00,22.239,"N"
2010-07-09,6.00,21.332,"N"
2010-07-09,7.00,20.703,"N"
2010-07-09,8.00,19.033,"N"
2010-07-09,9.00,15.962,"N"
2010-07-09,10.00,13.061,"N"
2010-07-09,11.00,11.634,"N"
2010-07-09,12.00,10.808,"N"
2010-07-09,13.00,10.268,"N"
2010-07-09,14.00,9.958,"N"
2010-07-09,15.00,9.677,"N"
2010-07-09,16.00,9.516,"N"
2010-07-09,17.00,9.422,"N"
2010-07-09,18.00,9.169,"N"
2010-07-09,19.00,9.092,"N"
2010-07-09,20.00,8.870,"N"
2010-07-09,22.00,8.648,"N"
2010-07-09,24.00,8.362,"N"
2010-07-09,26.00,7.975,"N"
2010-07-09,28.00,7.979,"N"
2010-07-09,30.00,7.937,"N"
2010-07-09,32.00,7.727,"N"
2010-07-10,0.00,23.058,"N"
2010-07-10,1.00,23.191,"N"
2010-07-10,2.00,23.171,"N"
2010-07-10,3.00,23.129,"N"
2010-07-10,4.00,23.158,"N"
2010-07-10,5.00,22.956,"N"
2010-07-10,6.00,21.274,"N"
2010-07-10,7.00,20.575,"N"
2010-07-10,8.00,19.089,"N"
2010-07-10,9.00,15.871,"N"
2010-07-10,10.00,13.277,"N"
2010-07-10,11.00,11.762,"N"
2010-07-10,12.00,10.889,"N"
2010-07-10,13.00,10.328,"N"
2010-07-10,14.00,9.978,"N"
2010-07-10,15.00,9.691,"N"
2010-07-10,16.00,9.533,"N"
2010-07-10,17.00,9.433,"N"
2010-07-10,18.00,9.145,"N"
2010-07-10,19.00,9.058,"N"
2010-07-10,20.00,8.859,"N"
2010-07-10,22.00,8.616,"N"
2010-07-10,24.00,8.329,"N"
2010-07-10,26.00,7.975,"N"
2010-07-10,28.00,7.974,"N"
2010-07-10,30.00,7.957,"N"
2010-07-10,32.00,7.765,"N"
2010-07-11,0.00,22.739,"N"
2010-07-11,1.00,22.878,"N"
2010-07-11,2.00,22.865,"N"
2010-07-11,3.00,22.851,"N"
2010-07-11,4.00,22.898,"N"
2010-07-11,5.00,22.818,"N"
2010-07-11,6.00,22.430,"N"
2010-07-11,7.00,20.716,"N"
2010-07-11,8.00,19.123,"N"
2010-07-11,9.00,15.914,"N"
2010-07-11,10.00,13.305,"N"
2010-07-11,11.00,11.739,"N"
2010-07-11,12.00,10.855,"N"
2010-07-11,13.00,10.312,"N"
2010-07-11,14.00,9.993,"N"
2010-07-11,15.00,9.705,"N"
2010-07-11,16.00,9.549,"N"
2010-07-11,17.00,9.456,"N"
2010-07-11,18.00,9.160,"N"
2010-07-11,19.00,9.059,"N"
2010-07-11,20.00,8.836,"N"
2010-07-11,22.00,8.633,"N"
2010-07-11,24.00,8.382,"N"
2010-07-11,26.00,7.992,"N"
2010-07-11,28.00,7.973,"N"
2010-07-11,30.00,7.954,"N"
2010-07-11,32.00,7.774,"N"
2010-07-12,0.00,22.445,"N"
2010-07-12,1.00,22.571,"N"
2010-07-12,2.00,22.543,"N"
2010-07-12,3.00,22.493,"N"
2010-07-12,4.00,22.493,"N"
2010-07-12,5.00,22.412,"N"
2010-07-12,6.00,22.208,"N"
2010-07-12,7.00,20.928,"N"
2010-07-12,8.00,18.556,"N"
2010-07-12,9.00,15.681,"N"
2010-07-12,10.00,13.197,"N"
2010-07-12,11.00,11.710,"N"
2010-07-12,12.00,10.852,"N"
2010-07-12,13.00,10.305,"N"
2010-07-12,14.00,9.987,"N"
2010-07-12,15.00,9.717,"N"
2010-07-12,16.00,9.561,"N"
2010-07-12,17.00,9.477,"N"
2010-07-12,18.00,9.201,"N"
2010-07-12,19.00,9.072,"N"
2010-07-12,20.00,8.843,"N"
2010-07-12,22.00,8.639,"N"
2010-07-12,24.00,8.377,"N"
2010-07-12,26.00,8.000,"N"
2010-07-12,28.00,7.960,"N"
2010-07-12,30.00,7.942,"N"
2010-07-12,32.00,7.761,"N"
2010-07-13,0.00,22.366,"N"
2010-07-13,1.00,22.492,"N"
2010-07-13,2.00,22.464,"N"
2010-07-13,3.00,22.428,"N"
2010-07-13,4.00,22.418,"N"
2010-07-13,5.00,22.340,"N"
2010-07-13,6.00,22.161,"N"
2010-07-13,7.00,20.622,"N"
2010-07-13,8.00,18.628,"N"
2010-07-13,9.00,15.911,"N"
2010-07-13,10.00,13.386,"N"
2010-07-13,11.00,11.821,"N"
2010-07-13,12.00,10.866,"N"
2010-07-13,13.00,10.309,"N"
2010-07-13,14.00,9.977,"N"
2010-07-13,15.00,9.687,"N"
2010-07-13,16.00,9.540,"N"
2010-07-13,17.00,9.461,"N"
2010-07-13,18.00,9.194,"N"
2010-07-13,19.00,9.095,"N"
2010-07-13,20.00,8.865,"N"
2010-07-13,22.00,8.626,"N"
2010-07-13,24.00,8.409,"N"
2010-07-13,26.00,7.984,"N"
2010-07-13,28.00,7.963,"N"
2010-07-13,30.00,7.948,"N"
2010-07-13,32.00,7.750,"N"
2010-07-14,0.00,22.078,"N"
2010-07-14,1.00,22.216,"N"
2010-07-14,2.00,22.202,"N"
2010-07-14,3.00,22.201,"N"
2010-07-14,4.00,22.231,"N"
2010-07-14,5.00,22.195,"N"
2010-07-14,6.00,22.107,"N"
2010-07-14,7.00,21.016,"N"
2010-07-14,8.00,18.849,"N"
2010-07-14,9.00,15.978,"N"
2010-07-14,10.00,13.334,"N"
2010-07-14,11.00,11.792,"N"
2010-07-14,12.00,10.973,"N"
2010-07-14,13.00,10.380,"N"
2010-07-14,14.00,10.015,"N"
2010-07-14,15.00,9.710,"N"
2010-07-14,16.00,9.554,"N"
2010-07-14,17.00,9.462,"N"
2010-07-14,18.00,9.183,"N"
2010-07-14,19.00,9.089,"N"
2010-07-14,20.00,8.875,"N"
2010-07-14,22.00,8.630,"N"
2010-07-14,24.00,8.405,"N"
2010-07-14,26.00,7.986,"N"
2010-07-14,28.00,7.959,"N"
2010-07-14,30.00,7.944,"N"
2010-07-14,32.00,7.748,"N"
2010-07-15,0.00,21.832,"N"
2010-07-15,1.00,21.957,"N"
2010-07-15,2.00,21.939,"N"
2010-07-15,3.00,21.930,"N"
2010-07-15,4.00,21.959,"N"
2010-07-15,5.00,21.925,"N"
2010-07-15,6.00,21.901,"N"
2010-07-15,7.00,21.855,"N"
2010-07-15,8.00,20.897,"N"
2010-07-15,9.00,15.961,"N"
2010-07-15,10.00,13.410,"N"
2010-07-15,11.00,11.871,"N"
2010-07-15,12.00,10.934,"N"
2010-07-15,13.00,10.343,"N"
2010-07-15,14.00,10.021,"N"
2010-07-15,15.00,9.742,"N"
2010-07-15,16.00,9.577,"N"
2010-07-15,17.00,9.465,"N"
2010-07-15,18.00,9.195,"N"
2010-07-15,19.00,9.116,"N"
2010-07-15,20.00,8.903,"N"
2010-07-15,22.00,8.689,"N"
2010-07-15,24.00,8.411,"N"
2010-07-15,26.00,8.011,"N"
2010-07-15,28.00,7.983,"N"
2010-07-15,30.00,7.955,"N"
2010-07-15,32.00,7.728,"N"
2010-07-16,0.00,21.813,"N"
2010-07-16,1.00,21.935,"N"
2010-07-16,2.00,21.920,"N"
2010-07-16,3.00,21.908,"N"
2010-07-16,4.00,21.939,"N"
2010-07-16,5.00,21.914,"N"
2010-07-16,6.00,21.893,"N"
2010-07-16,7.00,21.882,"N"
2010-07-16,8.00,21.893,"N"
2010-07-16,9.00,15.815,"N"
2010-07-16,10.00,13.340,"N"
2010-07-16,11.00,11.867,"N"
2010-07-16,12.00,10.965,"N"
2010-07-16,13.00,10.369,"N"
2010-07-16,14.00,10.005,"N"
2010-07-16,15.00,9.707,"N"
2010-07-16,16.00,9.541,"N"
2010-07-16,17.00,9.463,"N"
2010-07-16,18.00,9.193,"N"
2010-07-16,19.00,9.109,"N"
2010-07-16,20.00,8.914,"N"
2010-07-16,22.00,8.635,"N"
2010-07-16,24.00,8.348,"N"
2010-07-16,26.00,7.997,"N"
2010-07-16,28.00,7.992,"N"
2010-07-16,30.00,7.950,"N"
2010-07-16,32.00,7.649,"N"
2010-07-17,0.00,22.183,"N"
2010-07-17,1.00,22.286,"N"
2010-07-17,2.00,22.228,"N"
2010-07-17,3.00,22.170,"N"
2010-07-17,4.00,22.147,"N"
2010-07-17,5.00,22.060,"N"
2010-07-17,6.00,22.007,"N"
2010-07-17,7.00,21.954,"N"
2010-07-17,8.00,21.436,"N"
2010-07-17,9.00,15.562,"N"
2010-07-17,10.00,13.376,"N"
2010-07-17,11.00,11.820,"N"
2010-07-17,12.00,10.920,"N"
2010-07-17,13.00,10.331,"N"
2010-07-17,14.00,10.010,"N"
2010-07-17,15.00,9.702,"N"
2010-07-17,16.00,9.547,"N"
2010-07-17,17.00,9.465,"N"
2010-07-17,18.00,9.192,"N"
2010-07-17,19.00,9.103,"N"
2010-07-17,20.00,8.903,"N"
2010-07-17,22.00,8.634,"N"
2010-07-17,24.00,8.348,"N"
2010-07-17,26.00,7.970,"N"
2010-07-17,28.00,7.999,"N"
2010-07-17,30.00,7.953,"N"
2010-07-17,32.00,7.611,"N"
2010-07-18,0.00,22.656,"N"
2010-07-18,1.00,22.485,"N"
2010-07-18,2.00,22.435,"N"
2010-07-18,3.00,22.377,"N"
2010-07-18,4.00,22.340,"N"
2010-07-18,5.00,22.206,"N"
2010-07-18,6.00,22.146,"N"
2010-07-18,7.00,22.067,"N"
2010-07-18,8.00,20.739,"N"
2010-07-18,9.00,15.662,"N"
2010-07-18,10.00,13.204,"N"
2010-07-18,11.00,11.838,"N"
2010-07-18,12.00,10.915,"N"
2010-07-18,13.00,10.328,"N"
2010-07-18,14.00,10.003,"N"
2010-07-18,15.00,9.699,"N"
2010-07-18,16.00,9.523,"N"
2010-07-18,17.00,9.448,"N"
2010-07-18,18.00,9.177,"N"
2010-07-18,19.00,9.095,"N"
2010-07-18,20.00,8.891,"N"
2010-07-18,22.00,8.651,"N"
2010-07-18,24.00,8.373,"N"
2010-07-18,26.00,7.991,"N"
2010-07-18,28.00,8.000,"N"
2010-07-18,30.00,7.950,"N"
2010-07-18,32.00,7.587,"N"
2010-07-19,0.00,22.732,"N"
2010-07-19,1.00,22.786,"N"
2010-07-19,2.00,22.732,"N"
2010-07-19,3.00,22.691,"N"
2010-07-19,4.00,22.611,"N"
2010-07-19,5.00,22.370,"N"
2010-07-19,6.00,22.171,"N"
2010-07-19,7.00,21.990,"N"
2010-07-19,8.00,20.604,"N"
2010-07-19,9.00,15.761,"N"
2010-07-19,10.00,13.215,"N"
2010-07-19,11.00,11.758,"N"
2010-07-19,12.00,10.934,"N"
2010-07-19,13.00,10.377,"N"
2010-07-19,14.00,10.031,"N"
2010-07-19,15.00,9.727,"N"
2010-07-19,16.00,9.549,"N"
2010-07-19,17.00,9.452,"N"
2010-07-19,18.00,9.174,"N"
2010-07-19,19.00,9.076,"N"
2010-07-19,20.00,8.889,"N"
2010-07-19,22.00,8.673,"N"
2010-07-19,24.00,8.393,"N"
2010-07-19,26.00,7.983,"N"
2010-07-19,28.00,8.004,"N"
2010-07-19,30.00,7.956,"N"
2010-07-19,32.00,7.460,"N"
2010-07-20,0.00,22.678,"N"
2010-07-20,1.00,22.742,"N"
2010-07-20,2.00,22.700,"N"
2010-07-20,3.00,22.670,"N"
2010-07-20,4.00,22.630,"N"
2010-07-20,5.00,22.478,"N"
2010-07-20,6.00,22.236,"N"
2010-07-20,7.00,21.991,"N"
2010-07-20,8.00,20.348,"N"
2010-07-20,9.00,15.954,"N"
2010-07-20,10.00,13.244,"N"
2010-07-20,11.00,11.785,"N"
2010-07-20,12.00,10.920,"N"
2010-07-20,13.00,10.353,"N"
2010-07-20,14.00,10.005,"N"
2010-07-20,15.00,9.723,"N"
2010-07-20,16.00,9.572,"N"
2010-07-20,17.00,9.448,"N"
2010-07-20,18.00,9.147,"N"
2010-07-20,19.00,9.062,"N"
2010-07-20,20.00,8.864,"N"
2010-07-20,22.00,8.680,"N"
2010-07-20,24.00,8.393,"N"
2010-07-20,26.00,7.988,"N"
2010-07-20,28.00,8.005,"N"
2010-07-20,30.00,7.954,"N"
2010-07-20,32.00,7.427,"N"
2010-07-21,0.00,22.533,"N"
2010-07-21,1.00,22.681,"N"
2010-07-21,2.00,22.668,"N"
2010-07-21,3.00,22.649,"N"
2010-07-21,4.00,22.675,"N"
2010-07-21,5.00,22.630,"N"
2010-07-21,6.00,22.599,"N"
2010-07-21,7.00,22.418,"N"
2010-07-21,8.00,20.931,"N"
2010-07-21,9.00,15.735,"N"
2010-07-21,10.00,13.224,"N"
2010-07-21,11.00,11.785,"N"
2010-07-21,12.00,10.928,"N"
2010-07-21,13.00,10.349,"N"
2010-07-21,14.00,10.026,"N"
2010-07-21,15.00,9.729,"N"
2010-07-21,16.00,9.569,"N"
2010-07-21,17.00,9.472,"N"
2010-07-21,18.00,9.159,"N"
2010-07-21,19.00,9.061,"N"
2010-07-21,20.00,8.858,"N"
2010-07-21,22.00,8.620,"N"
2010-07-21,24.00,8.389,"N"
2010-07-21,26.00,7.968,"N"
2010-07-21,28.00,7.995,"N"
2010-07-21,30.00,7.944,"N"
2010-07-21,32.00,7.336,"N"
2010-07-22,0.00,22.462,"N"
2010-07-22,1.00,22.627,"N"
2010-07-22,2.00,22.616,"N"
2010-07-22,3.00,22.607,"N"
2010-07-22,4.00,22.637,"N"
2010-07-22,5.00,22.599,"N"
2010-07-22,6.00,22.585,"N"
2010-07-22,7.00,22.536,"N"
2010-07-22,8.00,19.979,"N"
2010-07-22,9.00,15.781,"N"
2010-07-22,10.00,13.287,"N"
2010-07-22,11.00,11.880,"N"
2010-07-22,12.00,10.889,"N"
2010-07-22,13.00,10.324,"N"
2010-07-22,14.00,10.012,"N"
2010-07-22,15.00,9.723,"N"
2010-07-22,16.00,9.560,"N"
2010-07-22,17.00,9.474,"N"
2010-07-22,18.00,9.179,"N"
2010-07-22,19.00,9.057,"N"
2010-07-22,20.00,8.879,"N"
2010-07-22,22.00,8.652,"N"
2010-07-22,24.00,8.381,"N"
2010-07-22,26.00,7.958,"N"
2010-07-22,28.00,8.009,"N"
2010-07-22,30.00,7.948,"N"
2010-07-22,32.00,7.358,"N"
2010-07-23,0.00,22.333,"N"
2010-07-23,1.00,22.475,"N"
2010-07-23,2.00,22.453,"N"
2010-07-23,3.00,22.447,"N"
2010-07-23,4.00,22.471,"N"
2010-07-23,5.00,22.423,"N"
2010-07-23,6.00,22.403,"N"
2010-07-23,7.00,22.395,"N"
2010-07-23,8.00,20.882,"N"
2010-07-23,9.00,16.210,"N"
2010-07-23,10.00,13.287,"N"
2010-07-23,11.00,11.784,"N"
2010-07-23,12.00,10.915,"N"
2010-07-23,13.00,10.339,"N"
2010-07-23,14.00,10.005,"N"
2010-07-23,15.00,9.703,"N"
2010-07-23,16.00,9.533,"N"
2010-07-23,17.00,9.445,"N"
2010-07-23,18.00,9.162,"N"
2010-07-23,19.00,9.057,"N"
2010-07-23,20.00,8.842,"N"
2010-07-23,22.00,8.621,"N"
2010-07-23,24.00,8.360,"N"
2010-07-23,26.00,7.955,"N"
2010-07-23,28.00,7.988,"N"
2010-07-23,30.00,7.943,"N"
2010-07-23,32.00,7.276,"N"
2010-07-24,0.00,22.365,"N"
2010-07-24,1.00,22.517,"N"
2010-07-24,2.00,22.497,"N"
2010-07-24,3.00,22.486,"N"
2010-07-24,4.00,22.507,"N"
2010-07-24,5.00,22.460,"N"
2010-07-24,6.00,22.442,"N"
2010-07-24,7.00,22.390,"N"
2010-07-24,8.00,20.863,"N"
2010-07-24,9.00,16.172,"N"
2010-07-24,10.00,13.401,"N"
2010-07-24,11.00,11.798,"N"
2010-07-24,12.00,10.927,"N"
2010-07-24,13.00,10.347,"N"
2010-07-24,14.00,9.986,"N"
2010-07-24,15.00,9.686,"N"
2010-07-24,16.00,9.530,"N"
2010-07-24,17.00,9.439,"N"
2010-07-24,18.00,9.157,"N"
2010-07-24,19.00,9.071,"N"
2010-07-24,20.00,8.854,"N"
2010-07-24,22.00,8.642,"N"
2010-07-24,24.00,8.366,"N"
2010-07-24,26.00,7.970,"N"
2010-07-24,28.00,7.992,"N"
2010-07-24,30.00,7.945,"N"
2010-07-24,32.00,7.283,"N"
2010-07-25,0.00,22.814,"N"
2010-07-25,1.00,22.762,"N"
2010-07-25,2.00,22.580,"N"
2010-07-25,3.00,22.469,"N"
2010-07-25,4.00,22.449,"N"
2010-07-25,5.00,22.376,"N"
2010-07-25,6.00,22.330,"N"
2010-07-25,7.00,22.298,"N"
2010-07-25,8.00,21.149,"N"
2010-07-25,9.00,16.030,"N"
2010-07-25,10.00,13.389,"N"
2010-07-25,11.00,11.858,"N"
2010-07-25,12.00,10.944,"N"
2010-07-25,13.00,10.391,"N"
2010-07-25,14.00,10.032,"N"
2010-07-25,15.00,9.728,"N"
2010-07-25,16.00,9.560,"N"
2010-07-25,17.00,9.455,"N"
2010-07-25,18.00,9.173,"N"
2010-07-25,19.00,9.053,"N"
2010-07-25,20.00,8.821,"N"
2010-07-25,22.00,8.618,"N"
2010-07-25,24.00,8.384,"N"
2010-07-25,26.00,7.980,"N"
2010-07-25,28.00,7.983,"N"
2010-07-25,30.00,7.938,"N"
2010-07-25,32.00,7.243,"N"
2010-07-26,0.00,23.012,"N"
2010-07-26,1.00,23.157,"N"
