DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
0.002318866,0.03994306,1,4.57E-07
0.002171879,0.050078573,1,0
0.002408682,0.04384427,1,0
0.002624076,0.014263533,1,2.79E-07
0.002517618,0.027585037,0.999988876,0.000222425
0.002561152,0.016110623,0.999999998,0
0.002551593,0.02136715,1,0
0.002983925,0.010901578,0.999843625,0.019365809
0.002461261,0.02649927,1,0
0.002618126,0.013573751,0.999914115,0.012043986
0.002680835,0.016318337,0.999999625,0.000342461
0.00209351,0.037019104,0.999995372,5.54E-05
0.00299862,0.012662856,0.99990688,0.001251903
0.00276161,0.01018588,0.999999992,5.82E-08
0.002904373,0.019794262,1,0
0.002071374,0.065397707,1,0
0.002301002,0.06759113,0.999999971,2.59E-07
0.002499276,0.0129739,1,0
0.002816227,0.020120768,1,0
0.00207738,0.052906411,1,7.34E-07
0.002999007,0.015934727,0.999940338,0.000784208
0.002453757,0.022321294,1,3.59E-08
0.002908965,0.017257114,1,2.26E-07
0.002626808,0.016137557,1,0
0.002998765,0.015219403,0.999977603,0.001057629
0.002376198,0.020428091,1,0
0.002999826,0.012819114,0.999999655,2.74E-05
0.002993171,0.010903213,0.999001174,0.004544409
0.002454226,0.029916299,1,0
0.002337218,0.039824971,1,0
0.002371494,0.114417644,0.999999995,0
0.002990646,0.017388832,0.999551031,0.013289189
0.002477832,0.020919008,0.999964555,0.038148989
0.00235468,0.023447538,1,0
0.00275707,0.021942208,0.999872235,3.60E-07
0.002483434,0.013691695,0.999999982,0
0.002347632,0.034879364,0.999999994,2.96E-07
0.002738452,0.014799864,0.999999997,0
0.002531719,0.030713838,1,0
0.001896389,0.056438929,1,0
0.002120965,0.294587474,0.999942492,0.996772351
0.002676216,0.013083572,1,6.87E-07
0.002998859,0.024363714,0.99964685,0.000850467
0.002703606,0.010550317,0.999999995,2.03E-07
0.002997019,0.015950412,0.999872844,0.001207726
0.002703981,0.012911018,1,0
0.002885742,0.013855601,0.999999996,1.50E-07
0.002688602,0.015650923,1,0
0.002689062,0.019588674,0.999999959,0
0.00227828,0.031671195,0.999999987,0
0.003,0.012624921,1,7.93E-07
0.002641976,0.017338652,1,9.86E-07
0.002961753,0.014458851,1,2.13E-07
0.001980697,0.3,0.999999999,0
0.00270899,0.027646295,1,0
0.002542192,0.022328222,0.999999992,0
0.002649444,0.017575322,0.999999996,1.20E-06
0.002199662,0.027384493,1,1.60E-07
0.002342183,0.032531613,1,1.02E-07
0.002656167,0.017338356,0.999999983,7.54E-08
0.002575677,0.018832787,0.999999993,0
0.002459557,0.015810761,0.999999975,8.24E-07
0.002660333,0.016065373,0.999838206,0.002672941
0.001831489,0.29920872,0.999932756,0.971292584
0.002995527,0.01254864,0.999856003,0.001593007
0.002783626,0.011441765,1,2.11E-08
0.002479453,0.035724135,0.999999987,0
0.001943207,0.046887511,1,0
0.002989579,0.018430136,0.999724608,0.00798576
0.002219923,0.020443558,0.999999966,2.51E-07
0.002999947,0.01453346,0.999998256,1.15E-05
0.002137418,0.04495559,0.999999995,0
0.002575286,0.023818763,0.999805914,0.003862702
0.00210732,0.036115107,0.999999912,1.17E-06
0.002988286,0.015220821,1,0
0.002533975,0.014674478,0.999999877,6.75E-07
0.002606208,0.048760421,1,0
0.002192658,0.028307994,0.999999989,0
0.002100787,0.299703065,0.99998548,0.997077409
0.002235957,0.040075308,1,0
0.002430872,0.033537798,1,0
0.002761204,0.011960188,1,0
0.002999988,0.012777343,0.999999956,3.80E-07
0.002992398,0.011413095,0.999417756,0.002140005
0.00299282,0.019881314,0.999587957,0.008162298
0.002780977,0.013967755,1,6.84E-08
0.002960542,0.015977087,0.999999996,4.40E-08
0.002481609,0.01652683,1,0
0.002999966,0.011924948,0.999999891,1.13E-06
0.002998832,0.010805807,0.99985212,0.002182576
0.002996101,0.012309363,0.99999438,0.000336
0.002215973,0.039592995,1,0
0.002707817,0.03210225,0.999999994,0
0.002254279,0.01993893,0.999999997,3.54E-09
0.002922907,0.022902018,1,0
0.002168365,0.031325851,1,0
0.00281777,0.015299484,1,9.60E-09
0.00224431,0.027142258,1,0
0.002873377,0.017914908,0.999999973,1.44E-07
0.002413711,0.024626204,0.999999774,2.87E-06
