Date,DOCtotal_conc_gm3,DOCR_conc_gm3,DOCL_conc_gm3,NPPin_gm2y,FlowIn_gm2y,FlowOut_gm2y,respOut_gm2y,leachIn_gm2y,DOC_flowOut_gm2y,DOC_respOut_gm2y,DOCload_g,DOCalloch_g,DOCautoch_g,DOCout_g
2002-10-03,4.60206475628557,4.58602550170959,0.0160392545759868,5.39366318779827,165.765003346842,127.44015323309,20.2684220558227,0.229589485382428,120711548.556553,48704079.5005486,698702.50174415,676684.534210398,22017.9675337518,602974.732001316
2002-10-04,4.61121344056089,4.59518932400825,0.0160241165526436,5.38491400051487,168.197956526866,130.511197341993,20.2425227290147,0.229110909828203,121244320.293648,48786713.3604561,708598.567358348,686616.315685014,21982.2516733347,615405.597002195
2002-10-05,4.62012203842472,4.60411328454478,0.0160087538799377,5.37617652182007,173.814363554689,133.586480253645,20.2157694890778,0.228633354876854,121789645.925369,48869238.0085074,731490.149901365,709543.566291744,21946.5836096217,627850.279771665
2002-10-06,4.63001917975841,4.61402599288632,0.0159931868720923,5.36745073674844,174.826584430312,136.701837286456,20.1921773204535,0.228156818998307,122347689.041963,48951666.3488018,735586.609312108,713675.646030587,21910.963281521,640471.456888479
2002-10-07,4.63910933046018,4.62313189737357,0.0159774330866109,5.35873663035243,180.876459153734,139.804970085739,20.1658944696605,0.22768130066463,122918399.741765,49033987.3974588,760247.785529559,738372.394901545,21875.390628014,653031.748459028
2002-10-08,4.64934456383182,4.63338305612527,0.015961507706552,5.35003418770238,187.143067724956,142.954420134835,20.1432725179183,0.227206798350025,123501967.100671,49116216.0989703,785793.758492772,763953.892904617,21839.8655881549,665796.06041809
2002-10-09,4.66078931111551,4.64484388724591,0.0159454238695964,5.34134339388647,196.222290143979,146.154307007395,20.1244964671809,0.226733310530826,124098597.011469,49198368.1530418,822821.408140873,801017.020039803,21804.3881010708,678781.964868819
2002-10-10,4.67450926304895,4.6585800700976,0.0159291929513444,5.33266423401073,0.26403267114094,0,20.1129773607518,0.228248259769177,124098597.011469,49280473.1839117,22846.7901059616,1077.832,21768.9581059616,82105.0308699181
2002-10-11,4.66898905790093,4.6528783960157,0.016110661885228,5.32399669319899,0.26403267114094,0,20.1018973658195,0.227805802812924,124098597.011469,49362532.9841174,22811.4075421,1077.832,21733.5755421,82059.800205674
2002-10-12,4.66346961386462,4.64719840673156,0.0162712071330521,5.31534075659289,0.26403267114094,0,20.0841614872139,0.227364029449903,124098597.011469,49444520.3830652,22776.0723488312,1077.832,21698.2403488312,81987.3989478047
2002-10-13,4.65795350719921,4.64154000299309,0.0164135042061171,5.30669640935183,0.26403267114094,0,20.0606682241527,0.226922938733981,124098597.011469,49526411.8780076,22740.7844655732,1077.832,21662.9524655732,81891.4949424318
2002-10-14,4.65244296702114,4.63590308610065,0.0165398809204872,5.29806363665294,0.26403267114094,0,20.0321972746299,0.226482529720266,124098597.011469,49608187.1490739,22705.5438318161,1077.832,21627.7118318161,81775.2710662974
2002-10-15,4.64693992120312,4.63028755790345,0.0166523632996693,5.28944242369109,0.26403267114094,0,19.9994254614517,0.226042801465105,124098597.011469,49689828.6393138,22670.3503871226,1077.832,21592.5183871226,81641.4902398985
2002-10-16,4.64144603612017,4.62469332079595,0.0167527153242147,5.28083275567888,0.26403267114094,0,19.9629404917703,0.225603753026084,124098597.011469,49771321.1909104,22635.2040711275,1077.832,21557.3720711275,81492.5515965417
2002-10-17,4.63596275107956,4.61912027771428,0.0168424733652746,5.27223461784654,0.26403267114094,0,19.9232528490656,0.225165383462026,124098597.011469,49852651.7299381,22600.1048235379,1077.832,21522.2728235379,81330.5390276926
2002-10-18,4.63049130815636,4.61356833213272,0.0169229760236425,5.26364799544198,0.26403267114094,0,19.8808060747005,0.224727691832987,124098597.011469,49933808.9930923,22565.052584133,1077.832,21487.220584133,81157.2631542567
2002-10-19,4.62503277805665,4.60803738806017,0.0169953899964737,5.25507287373077,0.26403267114094,0,19.8359856602803,0.224290677200259,124098597.011469,50014783.2907192,22530.0472927639,1077.832,21452.2152927639,80974.2976268978
2002-10-20,4.61958808254509,4.60252735003669,0.0170607325084003,5.24650923799605,2.85991267114094,0,19.7891267412327,0.223854338626364,124098597.011469,50095566.3012519,33091.9688893537,11674.712,21417.2568893537,80783.0105327035
2002-10-21,4.61516093648204,4.59804104571185,0.0171198907701937,5.2379570735386,2.85991267114094,0,19.7436663465535,0.223418675175057,124098597.011469,50176163.7337351,33057.0573138973,11674.712,21382.3453138973,80597.4324831912
2002-10-22,4.6107478816562,4.59357424279142,0.0171736388647828,5.22941636567674,0.26403267114094,0,19.696692762998,0.222983685911318,124098597.011469,50256569.4110416,22425.3125064612,1077.832,21347.4805064612,80405.6773064848
2002-10-23,4.60534658479551,4.58812393238963,0.0172226524058793,5.22088709974635,0.26403267114094,0,19.6452968841265,0.222549369901358,124098597.011469,50336765.2805138,22390.4944071837,1077.832,21312.6624071837,80195.8694721875
2002-10-24,4.59996168172373,4.58269416045628,0.0172675212674551,5.21236926110084,0.44945267114094,0,19.5928200702397,0.222115726212612,124098597.011469,50416746.9295676,23112.6429562747,1834.752,21277.8909562747,79981.6490538553
2002-10-25,4.59466523206391,4.57735647142212,0.0173087606417967,5.20386283511112,0.44945267114094,0,19.5396518434954,0.221682753913741,124098597.011469,50496511.5357233,23077.9180940153,1834.752,21243.1660940153,79764.6061556389
2002-10-26,4.58938587028598,4.57203904963705,0.0173468206489288,5.19536780716559,0.26403267114094,0,19.4857138625134,0.221250452074627,124098597.011469,50576055.9566963,22286.3197607582,1077.832,21208.4877607582,79544.4209729999
2002-10-27,4.58405226112118,4.56667016643111,0.0173820946900656,5.18688416267013,0.26403267114094,0,19.4309115033634,0.220818819766373,124098597.011469,50655376.6639292,22251.6878969274,1077.832,21173.8558969274,79320.707232908
2002-10-28,4.57873638050743,4.56132145379568,0.0174149267117505,5.178411887048,0.26403267114094,0,19.3755778019595,0.220387856061305,124098597.011469,50734471.488381,22217.1024430179,1077.832,21139.2704430179,79094.8244518348
2002-10-29,4.5734384383804,4.5559928208555,0.0174456175249019,5.16995096573996,0.26403267114094,0,19.3198088700872,0.219957560032963,124098597.011469,50813338.6533575,22182.563339596,1077.832,21104.731339596,78867.1649765202
2002-10-30,4.56815860753682,4.55068417723321,0.0174744303036092,5.1615013842041,0.26403267114094,0,19.2636884385004,0.219527930756107,124098597.011469,50891976.7239695,22148.0705272989,1077.832,21070.2385272989,78638.0706119604
2002-10-31,4.56289702841794,4.54539543304616,0.0175015953717871,5.15306312791594,0.26403267114094,0,19.2072894577195,0.21909896730671,124098597.011469,50970384.5631257,22113.6239468349,1077.832,21035.7919468349,78407.83915617
2002-11-01,4.55765381327448,4.54012649890315,0.0175273143713348,5.14463618236831,0.26403267114094,0,19.1506754887876,0.218670668761961,124098597.011469,51048561.2932032,22079.223538983,1077.832,21001.391538983,78176.7300775165
2002-11-02,4.55242904979428,4.53487728590133,0.0175517638929509,5.13622053307139,0.26403267114094,0,19.0939019119559,0.218243034200259,124098597.011469,51126506.262652,22044.8692445928,1077.832,20967.0372445928,77944.9694488063
2002-11-03,4.54722280426298,4.52964770562303,0.0175750986399477,5.12781616555269,0.26403267114094,0,19.0370169774892,0.217816062701214,124098597.011469,51204219.0168889,22010.561004585,1077.832,20932.729004585,77712.7542368736
2002-11-04,4.54203512431868,4.52443767013262,0.017597454186061,5.11942306535697,0.26403267114094,0,18.9800627195218,0.217389753345647,124098597.011469,51281699.272922,21976.2987599504,1077.832,20898.4667599504,77480.2560331164
2002-11-05,4.53686604135362,4.51924709197346,0.0176189493801682,5.1110412180463,0.26403267114094,0,18.9230757510799,0.216964105215585,124098597.011469,51358946.8972209,21942.0824517506,1077.832,20864.2504517506,77247.624298929
2002-11-06,4.53171557260858,4.51407588416476,0.0176396884438245,5.10267060919996,0.26403267114094,0,18.8660879559539,0.21653911739426,124098597.011469,51435961.886411,21907.9120211176,1077.832,20830.0800211176,77014.9891900582
