lakeid,sampledate,depth,rep,sta,event,dic,tic,doc,toc,totpf,totpuf,totpuf_sloh,drp_sloh
"ME",2005-09-26,22.00,1,1,,,,,,,,,
"ME",2005-09-26,23.00,1,1,,,,,,,,,
"ME",2005-09-26,24.00,1,1,,,,,,,,,
"ME",2005-09-26,24.30,1,1,,,,,,,,,
"ME",2005-09-26,20.00,2,1,,57.63,58.14,6.59,6.55,,,,
"ME",2005-11-02,0.00,1,1,,,45.47,,6.14,,,0.158,0.140
"ME",2005-11-02,1.00,1,1,,,,,,,,,
"ME",2005-11-02,2.00,1,1,,,,,,,,,
"ME",2005-11-02,3.00,1,1,,,,,,,,,
"ME",2005-11-02,4.00,1,1,,,45.56,,6.14,,,0.162,0.141
"ME",2005-11-02,5.00,1,1,,,,,,,,,
"ME",2005-11-02,6.00,1,1,,,,,,,,,
"ME",2005-11-02,7.00,1,1,,,,,,,,,
"ME",2005-11-02,8.00,1,1,,,45.25,,6.19,,,,
"ME",2005-11-02,9.00,1,1,,,,,,,,,
"ME",2005-11-02,10.00,1,1,,,,,,,,,
"ME",2005-11-02,11.00,1,1,,,,,,,,,
"ME",2005-11-02,12.00,1,1,,,,,,,,,
"ME",2005-11-02,13.00,1,1,,,,,,,,,
"ME",2005-11-02,14.00,1,1,,,,,,,,,
"ME",2005-11-02,15.00,1,1,,,,,,,,,
"ME",2005-11-02,16.00,1,1,,,,,,,,,
"ME",2005-11-02,17.00,1,1,,,,,,,,,
"ME",2005-11-02,18.00,1,1,,,,,,,,,
"ME",2005-11-02,19.00,1,1,,,,,,,,,
"ME",2005-11-02,20.00,1,1,,,45.76,,6.39,,,0.155,0.140
"ME",2005-11-02,21.00,1,1,,,,,,,,,
"ME",2005-11-02,22.00,1,1,,,,,,,,,
"ME",2005-11-02,23.00,1,1,,,,,,,,,
"ME",2005-11-02,24.00,1,1,,,,,,,,,
"ME",2005-11-02,24.50,1,1,,,,,,,,,
"ME",2005-11-02,4.00,2,1,,,46.80,,6.66,,,,
"ME",2005-11-30,0.00,1,1,,,,,,,,0.154,0.133
"ME",2005-11-30,1.00,1,1,,,,,,,,,
"ME",2005-11-30,2.00,1,1,,,,,,,,,
"ME",2005-11-30,3.00,1,1,,,,,,,,,
"ME",2005-11-30,4.00,1,1,,,,,,,,0.156,0.133
"ME",2005-11-30,5.00,1,1,,,,,,,,,
"ME",2005-11-30,6.00,1,1,,,,,,,,,
"ME",2005-11-30,7.00,1,1,,,,,,,,,
"ME",2005-11-30,8.00,1,1,,,,,,,,,
"ME",2005-11-30,9.00,1,1,,,,,,,,,
"ME",2005-11-30,10.00,1,1,,,,,,,,,
"ME",2005-11-30,11.00,1,1,,,,,,,,,
"ME",2005-11-30,12.00,1,1,,,,,,,,,
"ME",2005-11-30,13.00,1,1,,,,,,,,,
"ME",2005-11-30,14.00,1,1,,,,,,,,,
"ME",2005-11-30,15.00,1,1,,,,,,,,,
"ME",2005-11-30,16.00,1,1,,,,,,,,,
"ME",2005-11-30,17.00,1,1,,,,,,,,,
"ME",2005-11-30,18.00,1,1,,,,,,,,,
"ME",2005-11-30,19.00,1,1,,,,,,,,,
"ME",2005-11-30,20.00,1,1,,,,,,,,0.160,0.132
"ME",2005-11-30,21.00,1,1,,,,,,,,,
"ME",2005-11-30,22.00,1,1,,,,,,,,,
"ME",2005-11-30,23.00,1,1,,,,,,,,,
"ME",2005-11-30,24.00,1,1,,,,,,,,,
"ME",2005-11-30,24.30,1,1,,,,,,,,,
"ME",2005-11-30,4.00,2,1,,,,,,,,,
"ME",2006-03-06,0.00,1,1,,48.21,47.41,,,,,0.150,0.135
"ME",2006-03-06,1.00,1,1,,,,,,,,,
"ME",2006-03-06,2.00,1,1,,,,,,,,,
"ME",2006-03-06,3.00,1,1,,,,,,,,,
"ME",2006-03-06,4.00,1,1,,47.86,47.52,7.41,9.55,,,0.148,0.132
"ME",2006-03-06,5.00,1,1,,,,,,,,,
"ME",2006-03-06,6.00,1,1,,,,,,,,,
"ME",2006-03-06,7.00,1,1,,,,,,,,,
"ME",2006-03-06,8.00,1,1,,47.74,48.20,7.06,6.67,,,0.148,0.131
"ME",2006-03-06,9.00,1,1,,,,,,,,,
"ME",2006-03-06,10.00,1,1,,,,,,,,,
"ME",2006-03-06,11.00,1,1,,,,,,,,,
"ME",2006-03-06,12.00,1,1,,,,,,,,0.146,0.133
"ME",2006-03-06,13.00,1,1,,,,,,,,,
"ME",2006-03-06,14.00,1,1,,,,,,,,,
"ME",2006-03-06,15.00,1,1,,,,,,,,,
"ME",2006-03-06,16.00,1,1,,,,,,,,0.145,0.129
"ME",2006-03-06,17.00,1,1,,,,,,,,,
"ME",2006-03-06,17.50,1,1,,48.09,48.05,6.73,6.45,,,0.147,0.135
"ME",2006-03-06,18.00,1,1,,,,,,,,,
"ME",2006-03-06,19.00,1,1,,,,,,,,,
"ME",2006-03-06,19.20,1,1,,,,,,,,,
"ME",2006-03-06,8.00,2,1,,48.02,48.00,6.46,6.35,,,,
"ME",2006-04-04,0.00,1,1,,,,,,,,0.144,0.124
"ME",2006-04-04,1.00,1,1,,,,,,,,,
"ME",2006-04-04,2.00,1,1,,,,,,,,,
"ME",2006-04-04,3.00,1,1,,,,,,,,,
"ME",2006-04-04,4.00,1,1,,,,,,,,0.143,0.123
"ME",2006-04-04,5.00,1,1,,,,,,,,,
"ME",2006-04-04,6.00,1,1,,,,,,,,,
"ME",2006-04-04,7.00,1,1,,,,,,,,,
"ME",2006-04-04,8.00,1,1,,,,,,,,,
"ME",2006-04-04,9.00,1,1,,,,,,,,,
"ME",2006-04-04,10.00,1,1,,,,,,,,,
"ME",2006-04-04,11.00,1,1,,,,,,,,,
"ME",2006-04-04,12.00,1,1,,,,,,,,,
"ME",2006-04-04,13.00,1,1,,,,,,,,,
"ME",2006-04-04,14.00,1,1,,,,,,,,,
"ME",2006-04-04,15.00,1,1,,,,,,,,,
"ME",2006-04-04,16.00,1,1,,,,,,,,,
"ME",2006-04-04,17.00,1,1,,,,,,,,,
"ME",2006-04-04,18.00,1,1,,,,,,,,,
"ME",2006-04-04,19.00,1,1,,,,,,,,,
"ME",2006-04-04,20.00,1,1,,,,,,,,,
"ME",2006-04-04,21.00,1,1,,,,,,,,,
"ME",2006-04-04,22.00,1,1,,,,,,,,,
"ME",2006-04-04,23.00,1,1,,,,,,,,,
"ME",2006-04-04,24.00,1,1,,,,,,,,,
"ME",2006-04-04,24.40,1,1,,,,,,,,,
"ME",2006-04-17,0.00,1,1,,39.85,41.12,4.64,4.66,,,0.135,0.112
"ME",2006-04-17,1.00,1,1,,,,,,,,,
"ME",2006-04-17,2.00,1,1,,,,,,,,,
"ME",2006-04-17,3.00,1,1,,,,,,,,,
"ME",2006-04-17,4.00,1,1,,42.11,42.06,4.61,4.60,,,0.136,0.114
"ME",2006-04-17,5.00,1,1,,,,,,,,,
"ME",2006-04-17,6.00,1,1,,,,,,,,,
"ME",2006-04-17,7.00,1,1,,,,,,,,,
"ME",2006-04-17,8.00,1,1,,40.69,41.05,4.63,4.71,,,0.138,0.113
"ME",2006-04-17,9.00,1,1,,,,,,,,,
"ME",2006-04-17,10.00,1,1,,,,,,,,,
"ME",2006-04-17,11.00,1,1,,,,,,,,,
"ME",2006-04-17,12.00,1,1,,41.52,40.73,4.85,4.77,,,0.136,0.117
"ME",2006-04-17,13.00,1,1,,,,,,,,,
"ME",2006-04-17,14.00,1,1,,,,,,,,,
"ME",2006-04-17,15.00,1,1,,,,,,,,,
"ME",2006-04-17,16.00,1,1,,41.27,40.67,4.70,4.68,,,0.137,0.112
"ME",2006-04-17,17.00,1,1,,,,,,,,,
"ME",2006-04-17,18.00,1,1,,,,,,,,,
"ME",2006-04-17,19.00,1,1,,,,,,,,,
"ME",2006-04-17,20.00,1,1,,43.33,40.35,4.94,4.76,,,0.138,0.117
"ME",2006-04-17,21.00,1,1,,,,,,,,,
"ME",2006-04-17,22.00,1,1,,,,,,,,,
"ME",2006-04-17,23.00,1,1,,,,,,,,,
"ME",2006-04-17,24.00,1,1,,,,,,,,,
"ME",2006-04-17,24.50,1,1,,,,,,,,,
"ME",2006-04-17,8.00,2,1,,42.52,41.43,4.68,4.82,,,,
"ME",2006-05-02,0.00,1,1,,,,,,,,0.115,0.088
"ME",2006-05-02,1.00,1,1,,,,,,,,,
"ME",2006-05-02,2.00,1,1,,,,,,,,,
"ME",2006-05-02,3.00,1,1,,,,,,,,,
"ME",2006-05-02,4.00,1,1,,,,,,,,0.114,0.097
"ME",2006-05-02,5.00,1,1,,,,,,,,,
"ME",2006-05-02,6.00,1,1,,,,,,,,,
"ME",2006-05-02,7.00,1,1,,,,,,,,,
"ME",2006-05-02,8.00,1,1,,,,,,,,,
"ME",2006-05-02,9.00,1,1,,,,,,,,,
"ME",2006-05-02,10.00,1,1,,,,,,,,,
"ME",2006-05-02,11.00,1,1,,,,,,,,,
"ME",2006-05-02,12.00,1,1,,,,,,,,,
"ME",2006-05-02,13.00,1,1,,,,,,,,,
"ME",2006-05-02,14.00,1,1,,,,,,,,,
"ME",2006-05-02,15.00,1,1,,,,,,,,,
"ME",2006-05-02,16.00,1,1,,,,,,,,,
"ME",2006-05-02,17.00,1,1,,,,,,,,,
"ME",2006-05-02,18.00,1,1,,,,,,,,,
"ME",2006-05-02,19.00,1,1,,,,,,,,,
"ME",2006-05-02,20.00,1,1,,,,,,,,,
"ME",2006-05-02,21.00,1,1,,,,,,,,,
"ME",2006-05-02,22.00,1,1,,,,,,,,,
"ME",2006-05-02,23.00,1,1,,,,,,,,,
"ME",2006-05-02,24.00,1,1,,,,,,,,,
"ME",2006-05-02,24.50,1,1,,,,,,,,,
"ME",2006-05-15,0.00,1,1,,45.93,45.01,4.94,4.75,,,0.129,0.105
"ME",2006-05-15,1.00,1,1,,,,,,,,,
"ME",2006-05-15,2.00,1,1,,,,,,,,,
"ME",2006-05-15,3.00,1,1,,,,,,,,,
"ME",2006-05-15,4.00,1,1,,45.83,45.18,4.76,4.83,,,0.120,0.105
"ME",2006-05-15,5.00,1,1,,,,,,,,,
"ME",2006-05-15,6.00,1,1,,,,,,,,,
"ME",2006-05-15,7.00,1,1,,,,,,,,,
"ME",2006-05-15,8.00,1,1,,44.77,45.49,4.87,4.90,,,,
"ME",2006-05-15,9.00,1,1,,,,,,,,,
"ME",2006-05-15,10.00,1,1,,,,,,,,,
"ME",2006-05-15,11.00,1,1,,,,,,,,,
"ME",2006-05-15,12.00,1,1,,45.38,45.65,4.80,4.95,,,,
"ME",2006-05-15,13.00,1,1,,,,,,,,,
"ME",2006-05-15,14.00,1,1,,,,,,,,,
"ME",2006-05-15,15.00,1,1,,,,,,,,,
"ME",2006-05-15,16.00,1,1,,45.08,45.80,4.79,4.94,,,,
"ME",2006-05-15,17.00,1,1,,,,,,,,,
"ME",2006-05-15,18.00,1,1,,,,,,,,,
"ME",2006-05-15,19.00,1,1,,,,,,,,,
"ME",2006-05-15,20.00,1,1,,45.90,45.63,4.85,4.81,,,0.136,0.110
"ME",2006-05-15,21.00,1,1,,,,,,,,,
"ME",2006-05-15,22.00,1,1,,,,,,,,,
"ME",2006-05-15,23.00,1,1,,,,,,,,,
"ME",2006-05-15,24.00,1,1,,,,,,,,,
"ME",2006-05-15,24.60,1,1,,,,,,,,,
"ME",2006-05-15,4.00,2,1,,44.91,45.49,4.87,5.05,,,,
"ME",2006-05-30,0.00,1,1,,,,,,,,0.091,0.085
"ME",2006-05-30,1.00,1,1,,,,,,,,,
"ME",2006-05-30,2.00,1,1,,,,,,,,,
"ME",2006-05-30,3.00,1,1,,,,,,,,,
"ME",2006-05-30,4.00,1,1,,,,,,,,0.096,0.087
"ME",2006-05-30,5.00,1,1,,,,,,,,,
"ME",2006-05-30,6.00,1,1,,,,,,,,,
"ME",2006-05-30,7.00,1,1,,,,,,,,,
"ME",2006-05-30,8.00,1,1,,,,,,,,,
"ME",2006-05-30,9.00,1,1,,,,,,,,,
"ME",2006-05-30,10.00,1,1,,,,,,,,,
"ME",2006-05-30,11.00,1,1,,,,,,,,,
"ME",2006-05-30,12.00,1,1,,,,,,,,,
"ME",2006-05-30,13.00,1,1,,,,,,,,,
"ME",2006-05-30,14.00,1,1,,,,,,,,,
"ME",2006-05-30,15.00,1,1,,,,,,,,,
"ME",2006-05-30,16.00,1,1,,,,,,,,,
"ME",2006-05-30,17.00,1,1,,,,,,,,,
"ME",2006-05-30,18.00,1,1,,,,,,,,,
"ME",2006-05-30,19.00,1,1,,,,,,,,,
"ME",2006-05-30,20.00,1,1,,,,,,,,,
"ME",2006-05-30,21.00,1,1,,,,,,,,,
"ME",2006-05-30,22.00,1,1,,,,,,,,,
"ME",2006-05-30,23.00,1,1,,,,,,,,,
"ME",2006-05-30,24.00,1,1,,,,,,,,,
"ME",2006-05-30,24.70,1,1,,,,,,,,,
"ME",2006-06-12,0.00,1,1,,36.54,39.91,8.93,5.60,,,0.078,0.049
"ME",2006-06-12,1.00,1,1,,,,,,,,,
"ME",2006-06-12,2.00,1,1,,,,,,,,,
"ME",2006-06-12,3.00,1,1,,,,,,,,,
"ME",2006-06-12,4.00,1,1,,41.15,41.42,5.39,5.24,,,0.081,0.053
"ME",2006-06-12,5.00,1,1,,,,,,,,,
"ME",2006-06-12,6.00,1,1,,,,,,,,,
"ME",2006-06-12,6.50,1,1,,,,,,,,,
"ME",2006-06-12,7.00,1,1,,,,,,,,,
"ME",2006-06-12,7.50,1,1,,,,,,,,,
"ME",2006-06-12,8.00,1,1,,41.91,44.15,5.27,4.99,,,0.124,0.102
"ME",2006-06-12,9.00,1,1,,,,,,,,,
"ME",2006-06-12,10.00,1,1,,42.84,41.64,5.27,5.19,,,0.137,0.119
"ME",2006-06-12,11.00,1,1,,,,,,,,,
"ME",2006-06-12,12.00,1,1,,46.11,51.58,5.33,5.08,,,0.144,0.128
"ME",2006-06-12,13.00,1,1,,,,,,,,,
"ME",2006-06-12,14.00,1,1,,50.82,41.95,5.09,5.19,,,0.152,0.136
"ME",2006-06-12,15.00,1,1,,,,,,,,,
"ME",2006-06-12,16.00,1,1,,43.90,48.72,5.16,5.22,,,0.204,0.180
"ME",2006-06-12,17.00,1,1,,,,,,,,,
"ME",2006-06-12,18.00,1,1,,49.12,52.04,4.99,5.09,,,0.222,0.194
"ME",2006-06-12,19.00,1,1,,,,,,,,,
"ME",2006-06-12,20.00,1,1,,45.32,49.43,5.02,4.88,,,0.240,0.209
"ME",2006-06-12,21.00,1,1,,,,,,,,,
"ME",2006-06-12,22.00,1,1,,50.12,54.05,5.24,4.97,,,0.249,0.220
"ME",2006-06-12,23.00,1,1,,,,,,,,,
"ME",2006-06-12,24.00,1,1,,,,,,,,,
"ME",2006-06-12,24.80,1,1,,,,,,,,,
"ME",2006-06-12,8.00,2,1,,52.59,42.82,6.98,6.26,,,,
"ME",2006-06-26,0.00,1,1,,,,,,,,0.058,0.016
"ME",2006-06-26,1.00,1,1,,,,,,,,,
"ME",2006-06-26,2.00,1,1,,,,,,,,,
"ME",2006-06-26,3.00,1,1,,,,,,,,,
"ME",2006-06-26,4.00,1,1,,,,,,,,0.058,0.018
"ME",2006-06-26,5.00,1,1,,,,,,,,,
"ME",2006-06-26,6.00,1,1,,,,,,,,,
"ME",2006-06-26,7.00,1,1,,,,,,,,,
"ME",2006-06-26,7.50,1,1,,,,,,,,,
"ME",2006-06-26,8.00,1,1,,,,,,,,,
"ME",2006-06-26,8.50,1,1,,,,,,,,,
"ME",2006-06-26,9.00,1,1,,,,,,,,,
"ME",2006-06-26,9.50,1,1,,,,,,,,,
"ME",2006-06-26,10.00,1,1,,,,,,,,,
"ME",2006-06-26,10.50,1,1,,,,,,,,,
"ME",2006-06-26,11.00,1,1,,,,,,,,,
"ME",2006-06-26,12.00,1,1,,,,,,,,,
"ME",2006-06-26,13.00,1,1,,,,,,,,,
"ME",2006-06-26,14.00,1,1,,,,,,,,,
"ME",2006-06-26,15.00,1,1,,,,,,,,,
"ME",2006-06-26,16.00,1,1,,,,,,,,,
"ME",2006-06-26,17.00,1,1,,,,,,,,,
"ME",2006-06-26,18.00,1,1,,,,,,,,,
"ME",2006-06-26,19.00,1,1,,,,,,,,,
"ME",2006-06-26,20.00,1,1,,,,,,,,,
"ME",2006-06-26,21.00,1,1,,,,,,,,,
"ME",2006-06-26,22.00,1,1,,,,,,,,,
"ME",2006-06-26,23.00,1,1,,,,,,,,,
"ME",2006-06-26,24.00,1,1,,,,,,,,,
"ME",2006-06-26,24.70,1,1,,,,,,,,,
"ME",2006-07-10,0.00,1,1,,37.80,38.35,6.29,6.18,,,0.042,0.003
"ME",2006-07-10,1.00,1,1,,,,,,,,,
"ME",2006-07-10,2.00,1,1,,,,,,,,,
"ME",2006-07-10,3.00,1,1,,,,,,,,,
"ME",2006-07-10,4.00,1,1,,46.49,42.95,6.13,6.13,,,0.040,0.005
"ME",2006-07-10,5.00,1,1,,,,,,,,,
"ME",2006-07-10,6.00,1,1,,,,,,,,,
"ME",2006-07-10,6.50,1,1,,,,,,,,,
"ME",2006-07-10,7.00,1,1,,,,,,,,,
"ME",2006-07-10,7.50,1,1,,,,,,,,,
"ME",2006-07-10,8.00,1,1,,42.73,47.98,5.60,5.41,,,0.144,0.086
"ME",2006-07-10,8.50,1,1,,,,,,,,,
"ME",2006-07-10,9.00,1,1,,,,,,,,,
"ME",2006-07-10,9.50,1,1,,,,,,,,,
"ME",2006-07-10,10.00,1,1,,43.78,43.05,5.27,5.44,,,0.159,0.135
"ME",2006-07-10,10.50,1,1,,,,,,,,,
"ME",2006-07-10,11.00,1,1,,,,,,,,,
"ME",2006-07-10,11.50,1,1,,,,,,,,,
"ME",2006-07-10,12.00,1,1,,44.63,44.54,5.58,5.53,,,0.224,0.196
"ME",2006-07-10,13.00,1,1,,,,,,,,,
"ME",2006-07-10,14.00,1,1,,44.72,50.41,5.13,5.39,,,0.235,0.205
"ME",2006-07-10,15.00,1,1,,,,,,,,,
"ME",2006-07-10,16.00,1,1,,44.06,44.09,5.26,5.09,,,0.235,0.212
"ME",2006-07-10,17.00,1,1,,,,,,,,,
"ME",2006-07-10,18.00,1,1,,46.82,45.31,5.16,5.20,,,0.282,0.257
"ME",2006-07-10,19.00,1,1,,,,,,,,,
"ME",2006-07-10,20.00,1,1,,47.28,56.03,5.26,5.30,,,0.325,0.293
"ME",2006-07-10,21.00,1,1,,,,,,,,,
"ME",2006-07-10,22.00,1,1,,,,,,,,0.396,0.376
"ME",2006-07-10,23.00,1,1,,,,,,,,,
"ME",2006-07-10,24.00,1,1,,,,,,,,,
"ME",2006-07-10,24.70,1,1,,,,,,,,,
"ME",2006-07-10,4.00,2,1,,38.89,38.89,6.68,6.08,,,,
"ME",2006-07-24,0.00,1,1,,,,,,,,0.036,0.000
"ME",2006-07-24,1.00,1,1,,,,,,,,,
"ME",2006-07-24,2.00,1,1,,,,,,,,,
"ME",2006-07-24,3.00,1,1,,,,,,,,,
"ME",2006-07-24,4.00,1,1,,,,,,,,0.065,0.000
"ME",2006-07-24,5.00,1,1,,,,,,,,,
"ME",2006-07-24,6.00,1,1,,,,,,,,,
"ME",2006-07-24,7.00,1,1,,,,,,,,,
"ME",2006-07-24,8.00,1,1,,,,,,,,,
"ME",2006-07-24,9.00,1,1,,,,,,,,,
"ME",2006-07-24,9.50,1,1,,,,,,,,,
"ME",2006-07-24,10.00,1,1,,,,,,,,,
"ME",2006-07-24,10.50,1,1,,,,,,,,,
"ME",2006-07-24,11.00,1,1,,,,,,,,,
"ME",2006-07-24,11.50,1,1,,,,,,,,,
"ME",2006-07-24,12.00,1,1,,,,,,,,,
"ME",2006-07-24,12.50,1,1,,,,,,,,,
"ME",2006-07-24,13.00,1,1,,,,,,,,,
"ME",2006-07-24,14.00,1,1,,,,,,,,,
"ME",2006-07-24,15.00,1,1,,,,,,,,,
"ME",2006-07-24,16.00,1,1,,,,,,,,,
"ME",2006-07-24,17.00,1,1,,,,,,,,,
"ME",2006-07-24,18.00,1,1,,,,,,,,,
"ME",2006-07-24,19.00,1,1,,,,,,,,,
"ME",2006-07-24,20.00,1,1,,,,,,,,,
"ME",2006-07-24,21.00,1,1,,,,,,,,,
"ME",2006-07-24,22.00,1,1,,,,,,,,,
"ME",2006-07-24,23.00,1,1,,,,,,,,,
"ME",2006-07-24,24.00,1,1,,,,,,,,,
"ME",2006-07-24,24.80,1,1,,,,,,,,,
"ME",2006-08-07,0.00,1,1,,34.61,37.15,5.60,5.65,,,0.027,0.000
"ME",2006-08-07,1.00,1,1,,,,,,,,,
"ME",2006-08-07,2.00,1,1,,,,,,,,,
"ME",2006-08-07,3.00,1,1,,,,,,,,,
"ME",2006-08-07,4.00,1,1,,45.51,35.65,5.98,5.67,,,0.031,0.000
"ME",2006-08-07,5.00,1,1,,,,,,,,,
"ME",2006-08-07,6.00,1,1,,44.78,42.28,5.79,5.57,,,,
"ME",2006-08-07,7.00,1,1,,,,,,,,,
"ME",2006-08-07,8.00,1,1,,41.68,47.13,5.28,5.40,,,0.029,0.010
"ME",2006-08-07,8.50,1,1,,,,,,,,,
"ME",2006-08-07,9.00,1,1,,,,,,,,,
"ME",2006-08-07,9.50,1,1,,,,,,,,,
"ME",2006-08-07,10.00,1,1,,44.81,44.35,5.30,5.41,,,0.148,0.116
"ME",2006-08-07,10.50,1,1,,,,,,,,,
"ME",2006-08-07,11.00,1,1,,,,,,,,,
"ME",2006-08-07,11.50,1,1,,,,,,,,,
"ME",2006-08-07,12.00,1,1,,,47.87,,4.98,,,0.275,0.243
"ME",2006-08-07,12.50,1,1,,,,,,,,,
"ME",2006-08-07,13.00,1,1,,,,,,,,,
"ME",2006-08-07,14.00,1,1,,46.62,46.07,4.81,5.17,,,0.306,0.272
"ME",2006-08-07,15.00,1,1,,,,,,,,,
"ME",2006-08-07,16.00,1,1,,48.33,47.74,5.16,4.88,,,0.396,0.366
"ME",2006-08-07,17.00,1,1,,,,,,,,,
"ME",2006-08-07,18.00,1,1,,49.21,48.53,5.15,5.13,,,0.471,0.416
"ME",2006-08-07,19.00,1,1,,,,,,,,,
"ME",2006-08-07,20.00,1,1,,51.49,51.42,5.26,5.03,,,0.535,0.478
"ME",2006-08-07,21.00,1,1,,,,,,,,,
"ME",2006-08-07,22.00,1,1,,,,,,,,0.535,0.487
"ME",2006-08-07,23.00,1,1,,,,,,,,,
"ME",2006-08-07,24.00,1,1,,,,,,,,,
"ME",2006-08-07,24.30,1,1,,,,,,,,,
"ME",2006-08-07,8.00,2,1,,41.88,40.41,5.33,5.88,,,,
"ME",2006-08-21,0.00,1,1,,,,,,,,0.018,0.000
"ME",2006-08-21,1.00,1,1,,,,,,,,,
"ME",2006-08-21,2.00,1,1,,,,,,,,,
"ME",2006-08-21,3.00,1,1,,,,,,,,,
"ME",2006-08-21,4.00,1,1,,,,,,,,0.020,0.002
"ME",2006-08-21,5.00,1,1,,,,,,,,,
"ME",2006-08-21,6.00,1,1,,,,,,,,,
"ME",2006-08-21,7.00,1,1,,,,,,,,,
"ME",2006-08-21,8.00,1,1,,,,,,,,,
"ME",2006-08-21,9.00,1,1,,,,,,,,,
"ME",2006-08-21,9.50,1,1,,,,,,,,,
"ME",2006-08-21,10.00,1,1,,,,,,,,,
"ME",2006-08-21,10.50,1,1,,,,,,,,,
"ME",2006-08-21,11.00,1,1,,,,,,,,,
"ME",2006-08-21,11.50,1,1,,,,,,,,,
"ME",2006-08-21,12.00,1,1,,,,,,,,,
"ME",2006-08-21,12.50,1,1,,,,,,,,,
"ME",2006-08-21,13.00,1,1,,,,,,,,,
"ME",2006-08-21,14.00,1,1,,,,,,,,,
"ME",2006-08-21,15.00,1,1,,,,,,,,,
"ME",2006-08-21,16.00,1,1,,,,,,,,,
"ME",2006-08-21,17.00,1,1,,,,,,,,,
"ME",2006-08-21,18.00,1,1,,,,,,,,,
"ME",2006-08-21,19.00,1,1,,,,,,,,,
"ME",2006-08-21,20.00,1,1,,,,,,,,,
"ME",2006-08-21,21.00,1,1,,,,,,,,,
"ME",2006-08-21,22.00,1,1,,,,,,,,,
"ME",2006-08-21,23.00,1,1,,,,,,,,,
"ME",2006-08-21,24.00,1,1,,,,,,,,,
"ME",2006-08-21,24.20,1,1,,,,,,,,,
"ME",2006-09-06,0.00,1,1,,36.07,36.06,5.12,5.18,,,0.026,0.004
"ME",2006-09-06,1.00,1,1,,,,,,,,,
"ME",2006-09-06,2.00,1,1,,,,,,,,,
"ME",2006-09-06,3.00,1,1,,,,,,,,,
"ME",2006-09-06,4.00,1,1,,37.09,37.30,5.23,6.00,,,0.031,0.004
"ME",2006-09-06,5.00,1,1,,,,,,,,,
"ME",2006-09-06,6.00,1,1,,,,,,,,,
"ME",2006-09-06,7.00,1,1,,,,,,,,,
"ME",2006-09-06,8.00,1,1,,36.53,37.49,6.14,5.53,,,0.026,0.005
"ME",2006-09-06,9.00,1,1,,,,,,,,,
"ME",2006-09-06,9.50,1,1,,,,,,,,,
"ME",2006-09-06,10.00,1,1,,38.17,36.31,5.00,5.04,,,0.024,0.003
"ME",2006-09-06,10.50,1,1,,,,,,,,,
"ME",2006-09-06,11.00,1,1,,,,,,,,,
"ME",2006-09-06,11.50,1,1,,,,,,,,,
"ME",2006-09-06,12.00,1,1,,43.29,47.81,4.38,4.84,,,0.295,0.288
"ME",2006-09-06,12.50,1,1,,,,,,,,,
"ME",2006-09-06,13.00,1,1,,,,,,,,,
"ME",2006-09-06,14.00,1,1,,49.03,49.72,5.06,4.70,,,0.370,0.386
"ME",2006-09-06,15.00,1,1,,,,,,,,,
"ME",2006-09-06,16.00,1,1,,51.70,51.88,4.72,5.01,,,0.460,0.454
"ME",2006-09-06,17.00,1,1,,,,,,,,,
"ME",2006-09-06,18.00,1,1,,50.78,53.97,4.77,5.02,,,0.556,0.534
"ME",2006-09-06,19.00,1,1,,,,,,,,,
"ME",2006-09-06,20.00,1,1,,52.17,53.22,4.84,4.73,,,0.669,0.667
"ME",2006-09-06,21.00,1,1,,,,,,,,,
"ME",2006-09-06,22.00,1,1,,52.86,54.51,4.88,5.02,,,0.709,0.734
"ME",2006-09-06,23.00,1,1,,,,,,,,,
"ME",2006-09-06,24.00,1,1,,,,,,,,,
"ME",2006-09-06,24.70,1,1,,,,,,,,,
"ME",2006-09-06,20.00,2,1,,54.02,55.30,4.81,4.71,,,,
"ME",2006-10-02,0.00,1,1,,39.55,39.43,5.17,5.51,,,0.089,0.053
"ME",2006-10-02,1.00,1,1,,,,,,,,,
"ME",2006-10-02,2.00,1,1,,,,,,,,,
"ME",2006-10-02,3.00,1,1,,,,,,,,,
"ME",2006-10-02,4.00,1,1,,39.05,40.04,5.10,5.37,,,0.090,0.053
"ME",2006-10-02,5.00,1,1,,,,,,,,,
"ME",2006-10-02,6.00,1,1,,,,,,,,,
"ME",2006-10-02,7.00,1,1,,,,,,,,,
"ME",2006-10-02,8.00,1,1,,39.44,40.27,5.16,5.26,,,,
"ME",2006-10-02,9.00,1,1,,,,,,,,,
"ME",2006-10-02,10.00,1,1,,,,,,,,,
"ME",2006-10-02,11.00,1,1,,,,,,,,,
"ME",2006-10-02,12.00,1,1,,,,,,,,,
"ME",2006-10-02,12.50,1,1,,,,,,,,,
"ME",2006-10-02,13.00,1,1,,,,,,,,,
"ME",2006-10-02,13.50,1,1,,,,,,,,,
"ME",2006-10-02,14.00,1,1,,,,,,,,,
"ME",2006-10-02,14.50,1,1,,,,,,,,,
"ME",2006-10-02,15.00,1,1,,,,,,,,,
"ME",2006-10-02,15.50,1,1,,,,,,,,,
"ME",2006-10-02,16.00,1,1,,,,,,,,,
"ME",2006-10-02,17.00,1,1,,,,,,,,,
"ME",2006-10-02,18.00,1,1,,,,,,,,,
