lakeid,sampledate,depth,rep,sta,event,wtemp,o2
"ME",2006-04-17,19.00,1,1,,6.10,13.4
"ME",2006-04-17,20.00,1,1,,6.10,13.4
"ME",2006-04-17,21.00,1,1,,6.10,13.4
"ME",2006-04-17,22.00,1,1,,6.10,13.4
"ME",2006-04-17,23.00,1,1,,6.10,13.4
"ME",2006-04-17,24.00,1,1,,6.10,13.3
"ME",2006-04-17,24.50,1,1,,6.10,13.3
"ME",2006-04-17,8.00,2,1,,,
"ME",2006-05-02,0.00,1,1,,11.60,11.8
"ME",2006-05-02,1.00,1,1,,11.00,11.8
"ME",2006-05-02,2.00,1,1,,10.50,11.9
"ME",2006-05-02,3.00,1,1,,10.30,11.9
"ME",2006-05-02,4.00,1,1,,10.20,11.8
"ME",2006-05-02,5.00,1,1,,10.20,11.8
"ME",2006-05-02,6.00,1,1,,10.10,11.9
"ME",2006-05-02,7.00,1,1,,10.10,11.8
"ME",2006-05-02,8.00,1,1,,10.10,11.7
"ME",2006-05-02,9.00,1,1,,10.00,11.7
"ME",2006-05-02,10.00,1,1,,9.90,11.9
"ME",2006-05-02,11.00,1,1,,9.70,11.9
"ME",2006-05-02,12.00,1,1,,9.60,11.9
"ME",2006-05-02,13.00,1,1,,9.60,11.9
"ME",2006-05-02,14.00,1,1,,9.60,11.9
"ME",2006-05-02,15.00,1,1,,9.60,11.9
"ME",2006-05-02,16.00,1,1,,9.60,11.9
"ME",2006-05-02,17.00,1,1,,9.60,11.9
"ME",2006-05-02,18.00,1,1,,9.50,11.9
"ME",2006-05-02,19.00,1,1,,9.50,11.9
"ME",2006-05-02,20.00,1,1,,9.40,11.9
"ME",2006-05-02,21.00,1,1,,9.40,11.8
"ME",2006-05-02,22.00,1,1,,9.40,11.8
"ME",2006-05-02,23.00,1,1,,9.40,11.7
"ME",2006-05-02,24.00,1,1,,9.40,9.4
"ME",2006-05-02,24.50,1,1,,9.40,5.0
"ME",2006-05-15,0.00,1,1,,11.10,10.5
"ME",2006-05-15,1.00,1,1,,11.10,10.5
"ME",2006-05-15,2.00,1,1,,11.10,10.5
"ME",2006-05-15,3.00,1,1,,11.10,10.5
"ME",2006-05-15,4.00,1,1,,11.10,10.5
"ME",2006-05-15,5.00,1,1,,11.10,10.4
"ME",2006-05-15,6.00,1,1,,11.10,10.4
"ME",2006-05-15,7.00,1,1,,11.10,10.4
"ME",2006-05-15,8.00,1,1,,11.00,10.4
"ME",2006-05-15,9.00,1,1,,11.00,10.4
"ME",2006-05-15,10.00,1,1,,11.00,10.4
"ME",2006-05-15,11.00,1,1,,11.00,10.4
"ME",2006-05-15,12.00,1,1,,11.00,10.4
"ME",2006-05-15,13.00,1,1,,11.00,10.3
"ME",2006-05-15,14.00,1,1,,11.00,10.4
"ME",2006-05-15,15.00,1,1,,10.90,10.3
"ME",2006-05-15,16.00,1,1,,10.90,10.3
"ME",2006-05-15,17.00,1,1,,10.90,10.3
"ME",2006-05-15,18.00,1,1,,10.60,10.2
"ME",2006-05-15,19.00,1,1,,10.40,10.0
"ME",2006-05-15,20.00,1,1,,10.30,10.0
"ME",2006-05-15,21.00,1,1,,10.20,9.9
"ME",2006-05-15,22.00,1,1,,10.20,10.0
"ME",2006-05-15,23.00,1,1,,10.10,9.9
"ME",2006-05-15,24.00,1,1,,9.90,7.1
"ME",2006-05-15,24.60,1,1,,9.90,7.0
"ME",2006-05-15,4.00,2,1,,,
"ME",2006-05-30,0.00,1,1,,18.40,10.4
"ME",2006-05-30,1.00,1,1,,18.30,10.5
"ME",2006-05-30,2.00,1,1,,18.00,10.5
"ME",2006-05-30,3.00,1,1,,17.60,10.6
"ME",2006-05-30,4.00,1,1,,17.10,10.6
"ME",2006-05-30,5.00,1,1,,16.70,10.5
"ME",2006-05-30,6.00,1,1,,16.10,10.5
"ME",2006-05-30,7.00,1,1,,14.60,10.3
"ME",2006-05-30,8.00,1,1,,12.90,9.5
"ME",2006-05-30,9.00,1,1,,12.60,9.4
"ME",2006-05-30,10.00,1,1,,12.40,9.3
"ME",2006-05-30,11.00,1,1,,12.00,9.2
"ME",2006-05-30,12.00,1,1,,11.70,9.0
"ME",2006-05-30,13.00,1,1,,11.30,8.9
"ME",2006-05-30,14.00,1,1,,11.20,8.5
"ME",2006-05-30,15.00,1,1,,11.10,8.0
"ME",2006-05-30,16.00,1,1,,10.90,7.7
"ME",2006-05-30,17.00,1,1,,10.90,7.6
"ME",2006-05-30,18.00,1,1,,10.70,7.0
"ME",2006-05-30,19.00,1,1,,10.60,6.8
"ME",2006-05-30,20.00,1,1,,10.50,6.7
"ME",2006-05-30,21.00,1,1,,10.50,6.6
"ME",2006-05-30,22.00,1,1,,10.50,6.3
"ME",2006-05-30,23.00,1,1,,10.50,6.2
"ME",2006-05-30,24.00,1,1,,10.50,6.2
"ME",2006-05-30,24.70,1,1,,10.60,6.2
"ME",2006-06-12,0.00,1,1,,20.20,10.1
"ME",2006-06-12,1.00,1,1,,19.60,10.0
"ME",2006-06-12,2.00,1,1,,19.50,10.0
"ME",2006-06-12,3.00,1,1,,19.40,9.8
"ME",2006-06-12,4.00,1,1,,19.20,9.6
"ME",2006-06-12,5.00,1,1,,19.10,9.7
"ME",2006-06-12,6.00,1,1,,18.80,9.6
"ME",2006-06-12,6.50,1,1,,18.70,9.7
"ME",2006-06-12,7.00,1,1,,18.30,9.8
"ME",2006-06-12,7.50,1,1,,16.50,9.1
"ME",2006-06-12,8.00,1,1,,14.60,8.8
"ME",2006-06-12,9.00,1,1,,13.60,8.2
"ME",2006-06-12,10.00,1,1,,12.60,7.6
"ME",2006-06-12,11.00,1,1,,12.10,7.1
"ME",2006-06-12,12.00,1,1,,11.80,6.9
"ME",2006-06-12,13.00,1,1,,11.60,6.6
"ME",2006-06-12,14.00,1,1,,11.30,6.3
"ME",2006-06-12,15.00,1,1,,11.10,5.9
"ME",2006-06-12,16.00,1,1,,11.00,5.5
"ME",2006-06-12,17.00,1,1,,10.80,4.4
"ME",2006-06-12,18.00,1,1,,10.70,4.3
"ME",2006-06-12,19.00,1,1,,10.60,3.8
"ME",2006-06-12,20.00,1,1,,10.50,3.5
"ME",2006-06-12,21.00,1,1,,10.50,3.4
"ME",2006-06-12,22.00,1,1,,10.50,3.2
"ME",2006-06-12,23.00,1,1,,10.50,3.1
"ME",2006-06-12,24.00,1,1,,10.40,2.8
"ME",2006-06-12,24.80,1,1,,10.50,2.3
"ME",2006-06-12,8.00,2,1,,,
"ME",2006-06-26,0.00,1,1,,21.40,9.7
"ME",2006-06-26,1.00,1,1,,21.30,9.5
"ME",2006-06-26,2.00,1,1,,21.30,9.6
"ME",2006-06-26,3.00,1,1,,21.20,9.4
"ME",2006-06-26,4.00,1,1,,21.20,9.4
"ME",2006-06-26,5.00,1,1,,21.20,9.4
"ME",2006-06-26,6.00,1,1,,21.20,9.4
"ME",2006-06-26,7.00,1,1,,21.10,9.2
"ME",2006-06-26,7.50,1,1,,21.00,9.2
"ME",2006-06-26,8.00,1,1,,19.10,8.5
"ME",2006-06-26,8.50,1,1,,16.20,6.6
"ME",2006-06-26,9.00,1,1,,15.10,6.2
"ME",2006-06-26,9.50,1,1,,14.30,6.0
"ME",2006-06-26,10.00,1,1,,13.40,5.7
"ME",2006-06-26,10.50,1,1,,12.90,5.7
"ME",2006-06-26,11.00,1,1,,12.80,5.6
"ME",2006-06-26,12.00,1,1,,12.60,5.1
"ME",2006-06-26,13.00,1,1,,12.10,4.6
"ME",2006-06-26,14.00,1,1,,11.90,4.4
"ME",2006-06-26,15.00,1,1,,11.70,4.0
"ME",2006-06-26,16.00,1,1,,11.50,3.8
"ME",2006-06-26,17.00,1,1,,11.20,2.8
"ME",2006-06-26,18.00,1,1,,11.00,2.0
"ME",2006-06-26,19.00,1,1,,10.90,1.6
"ME",2006-06-26,20.00,1,1,,10.90,1.2
"ME",2006-06-26,21.00,1,1,,10.80,0.8
"ME",2006-06-26,22.00,1,1,,10.70,0.5
"ME",2006-06-26,23.00,1,1,,10.70,0.4
"ME",2006-06-26,24.00,1,1,,10.70,0.4
"ME",2006-06-26,24.70,1,1,,10.70,0.4
"ME",2006-07-10,0.00,1,1,,24.40,9.7
"ME",2006-07-10,1.00,1,1,,24.30,9.4
"ME",2006-07-10,2.00,1,1,,24.10,9.5
"ME",2006-07-10,3.00,1,1,,24.00,9.3
"ME",2006-07-10,4.00,1,1,,23.90,9.4
"ME",2006-07-10,5.00,1,1,,23.80,9.2
"ME",2006-07-10,6.00,1,1,,23.80,9.1
"ME",2006-07-10,6.50,1,1,,23.70,9.0
"ME",2006-07-10,7.00,1,1,,22.70,8.3
"ME",2006-07-10,7.50,1,1,,22.30,8.0
"ME",2006-07-10,8.00,1,1,,20.70,6.6
"ME",2006-07-10,8.50,1,1,,18.80,5.1
"ME",2006-07-10,9.00,1,1,,17.60,4.5
"ME",2006-07-10,9.50,1,1,,16.80,4.0
"ME",2006-07-10,10.00,1,1,,16.60,3.8
"ME",2006-07-10,10.50,1,1,,16.30,3.7
"ME",2006-07-10,11.00,1,1,,14.60,2.7
"ME",2006-07-10,11.50,1,1,,13.10,2.0
"ME",2006-07-10,12.00,1,1,,12.60,1.5
"ME",2006-07-10,13.00,1,1,,12.20,1.4
"ME",2006-07-10,14.00,1,1,,11.90,1.1
"ME",2006-07-10,15.00,1,1,,11.70,0.8
"ME",2006-07-10,16.00,1,1,,11.60,0.6
"ME",2006-07-10,17.00,1,1,,11.40,0.2
"ME",2006-07-10,18.00,1,1,,11.30,0.2
"ME",2006-07-10,19.00,1,1,,11.20,0.1
"ME",2006-07-10,20.00,1,1,,11.00,0.2
"ME",2006-07-10,21.00,1,1,,10.90,0.1
"ME",2006-07-10,22.00,1,1,,10.90,0.1
"ME",2006-07-10,23.00,1,1,,10.80,0.1
"ME",2006-07-10,24.00,1,1,,10.60,0.1
"ME",2006-07-10,24.70,1,1,,10.60,0.1
"ME",2006-07-10,4.00,2,1,,,
"ME",2006-07-24,0.00,1,1,,24.30,8.5
"ME",2006-07-24,1.00,1,1,,24.20,8.5
"ME",2006-07-24,2.00,1,1,,24.30,8.5
"ME",2006-07-24,3.00,1,1,,24.20,8.5
"ME",2006-07-24,4.00,1,1,,24.20,8.5
"ME",2006-07-24,5.00,1,1,,24.20,8.4
"ME",2006-07-24,6.00,1,1,,24.20,8.5
"ME",2006-07-24,7.00,1,1,,24.20,8.4
"ME",2006-07-24,8.00,1,1,,24.10,8.3
"ME",2006-07-24,9.00,1,1,,24.10,8.4
"ME",2006-07-24,9.50,1,1,,22.40,5.8
"ME",2006-07-24,10.00,1,1,,19.80,2.3
"ME",2006-07-24,10.50,1,1,,17.60,1.5
"ME",2006-07-24,11.00,1,1,,16.40,1.1
"ME",2006-07-24,11.50,1,1,,15.50,0.5
"ME",2006-07-24,12.00,1,1,,14.30,0.5
"ME",2006-07-24,12.50,1,1,,13.60,0.2
"ME",2006-07-24,13.00,1,1,,13.30,0.1
"ME",2006-07-24,14.00,1,1,,12.60,0.1
"ME",2006-07-24,15.00,1,1,,12.20,0.1
"ME",2006-07-24,16.00,1,1,,11.90,0.1
"ME",2006-07-24,17.00,1,1,,11.60,0.1
"ME",2006-07-24,18.00,1,1,,11.50,0.1
"ME",2006-07-24,19.00,1,1,,11.30,0.1
"ME",2006-07-24,20.00,1,1,,11.20,0.1
"ME",2006-07-24,21.00,1,1,,11.00,0.1
"ME",2006-07-24,22.00,1,1,,10.90,0.1
"ME",2006-07-24,23.00,1,1,,10.80,0.1
"ME",2006-07-24,24.00,1,1,,10.80,0.1
"ME",2006-07-24,24.80,1,1,,10.80,0.1
"ME",2006-08-07,0.00,1,1,,26.00,8.2
"ME",2006-08-07,1.00,1,1,,26.00,8.0
"ME",2006-08-07,2.00,1,1,,25.90,8.0
"ME",2006-08-07,3.00,1,1,,25.80,8.0
"ME",2006-08-07,4.00,1,1,,25.80,7.9
"ME",2006-08-07,5.00,1,1,,25.70,7.7
"ME",2006-08-07,6.00,1,1,,25.70,7.5
"ME",2006-08-07,7.00,1,1,,25.60,7.5
"ME",2006-08-07,8.00,1,1,,25.40,7.0
"ME",2006-08-07,8.50,1,1,,23.00,2.5
"ME",2006-08-07,9.00,1,1,,21.60,1.5
"ME",2006-08-07,9.50,1,1,,21.30,1.2
"ME",2006-08-07,10.00,1,1,,18.30,0.1
"ME",2006-08-07,10.50,1,1,,16.90,0.1
"ME",2006-08-07,11.00,1,1,,15.90,0.1
"ME",2006-08-07,11.50,1,1,,15.40,0.1
"ME",2006-08-07,12.00,1,1,,14.40,0.1
"ME",2006-08-07,12.50,1,1,,13.50,0.1
"ME",2006-08-07,13.00,1,1,,13.30,0.1
"ME",2006-08-07,14.00,1,1,,12.80,0.1
"ME",2006-08-07,15.00,1,1,,12.00,0.1
"ME",2006-08-07,16.00,1,1,,11.60,0.1
"ME",2006-08-07,17.00,1,1,,11.40,0.1
"ME",2006-08-07,18.00,1,1,,11.20,0.1
"ME",2006-08-07,19.00,1,1,,11.10,0.1
"ME",2006-08-07,20.00,1,1,,11.10,0.1
"ME",2006-08-07,21.00,1,1,,10.90,0.1
"ME",2006-08-07,22.00,1,1,,10.90,0.1
"ME",2006-08-07,23.00,1,1,,10.90,0.1
"ME",2006-08-07,24.00,1,1,,10.90,0.1
"ME",2006-08-07,24.30,1,1,,10.90,0.1
"ME",2006-08-07,8.00,2,1,,,
"ME",2006-08-21,0.00,1,1,,23.80,7.4
"ME",2006-08-21,1.00,1,1,,23.80,7.4
"ME",2006-08-21,2.00,1,1,,23.80,7.3
"ME",2006-08-21,3.00,1,1,,23.70,7.3
"ME",2006-08-21,4.00,1,1,,23.60,7.2
"ME",2006-08-21,5.00,1,1,,23.60,7.2
"ME",2006-08-21,6.00,1,1,,23.50,7.1
"ME",2006-08-21,7.00,1,1,,23.50,7.0
"ME",2006-08-21,8.00,1,1,,23.50,6.9
"ME",2006-08-21,9.00,1,1,,23.40,6.8
"ME",2006-08-21,9.50,1,1,,23.40,6.7
"ME",2006-08-21,10.00,1,1,,22.40,2.8
"ME",2006-08-21,10.50,1,1,,21.30,0.9
"ME",2006-08-21,11.00,1,1,,18.80,0.1
"ME",2006-08-21,11.50,1,1,,15.70,0.1
"ME",2006-08-21,12.00,1,1,,14.70,0.1
"ME",2006-08-21,12.50,1,1,,13.80,0.1
"ME",2006-08-21,13.00,1,1,,13.20,0.1
"ME",2006-08-21,14.00,1,1,,12.70,0.1
"ME",2006-08-21,15.00,1,1,,12.20,0.1
"ME",2006-08-21,16.00,1,1,,11.90,0.1
"ME",2006-08-21,17.00,1,1,,11.60,0.1
"ME",2006-08-21,18.00,1,1,,11.30,0.1
"ME",2006-08-21,19.00,1,1,,11.20,0.1
"ME",2006-08-21,20.00,1,1,,11.10,0.1
"ME",2006-08-21,21.00,1,1,,11.00,0.1
"ME",2006-08-21,22.00,1,1,,11.00,0.1
"ME",2006-08-21,23.00,1,1,,10.80,0.1
"ME",2006-08-21,24.00,1,1,,10.70,0.1
"ME",2006-08-21,24.20,1,1,,10.70,0.1
"ME",2006-09-06,0.00,1,1,,24.20,8.9
"ME",2006-09-06,1.00,1,1,,22.90,8.9
"ME",2006-09-06,2.00,1,1,,22.40,9.1
"ME",2006-09-06,3.00,1,1,,22.30,8.8
"ME",2006-09-06,4.00,1,1,,22.20,8.8
"ME",2006-09-06,5.00,1,1,,22.10,8.7
"ME",2006-09-06,6.00,1,1,,22.10,8.4
"ME",2006-09-06,7.00,1,1,,22.10,8.4
"ME",2006-09-06,8.00,1,1,,22.10,8.4
"ME",2006-09-06,9.00,1,1,,22.00,8.5
"ME",2006-09-06,9.50,1,1,,22.00,8.4
"ME",2006-09-06,10.00,1,1,,21.80,7.7
"ME",2006-09-06,10.50,1,1,,18.50,0.1
"ME",2006-09-06,11.00,1,1,,16.40,0.1
"ME",2006-09-06,11.50,1,1,,15.60,0.1
"ME",2006-09-06,12.00,1,1,,14.80,0.1
"ME",2006-09-06,12.50,1,1,,14.10,0.1
"ME",2006-09-06,13.00,1,1,,13.50,0.1
"ME",2006-09-06,14.00,1,1,,12.60,0.1
"ME",2006-09-06,15.00,1,1,,11.90,0.1
"ME",2006-09-06,16.00,1,1,,11.70,0.1
"ME",2006-09-06,17.00,1,1,,11.50,0.1
"ME",2006-09-06,18.00,1,1,,11.30,0.1
"ME",2006-09-06,19.00,1,1,,11.10,0.1
"ME",2006-09-06,20.00,1,1,,11.00,0.1
"ME",2006-09-06,21.00,1,1,,11.00,0.1
"ME",2006-09-06,22.00,1,1,,10.90,0.1
"ME",2006-09-06,23.00,1,1,,10.90,0.1
"ME",2006-09-06,24.00,1,1,,10.90,0.1
"ME",2006-09-06,24.70,1,1,,11.00,0.1
"ME",2006-09-06,20.00,2,1,,,
"ME",2006-10-02,0.00,1,1,,16.10,8.5
"ME",2006-10-02,1.00,1,1,,16.10,8.4
"ME",2006-10-02,2.00,1,1,,16.10,8.4
"ME",2006-10-02,3.00,1,1,,16.10,8.3
"ME",2006-10-02,4.00,1,1,,16.00,8.2
"ME",2006-10-02,5.00,1,1,,16.00,8.1
"ME",2006-10-02,6.00,1,1,,16.00,8.1
"ME",2006-10-02,7.00,1,1,,16.00,8.0
"ME",2006-10-02,8.00,1,1,,16.00,7.9
"ME",2006-10-02,9.00,1,1,,15.90,7.8
"ME",2006-10-02,10.00,1,1,,15.90,7.7
"ME",2006-10-02,11.00,1,1,,15.90,7.7
"ME",2006-10-02,12.00,1,1,,15.80,7.5
"ME",2006-10-02,12.50,1,1,,15.80,7.4
"ME",2006-10-02,13.00,1,1,,15.80,7.4
"ME",2006-10-02,13.50,1,1,,15.80,7.4
"ME",2006-10-02,14.00,1,1,,15.40,6.9
"ME",2006-10-02,14.50,1,1,,15.00,4.4
"ME",2006-10-02,15.00,1,1,,14.60,2.5
"ME",2006-10-02,15.50,1,1,,14.30,0.7
"ME",2006-10-02,16.00,1,1,,12.80,0.4
"ME",2006-10-02,17.00,1,1,,11.90,0.4
"ME",2006-10-02,18.00,1,1,,11.50,0.4
"ME",2006-10-02,19.00,1,1,,11.50,0.4
"ME",2006-10-02,20.00,1,1,,11.50,0.4
"ME",2006-10-02,21.00,1,1,,11.50,0.4
"ME",2006-10-02,22.00,1,1,,11.40,0.4
"ME",2006-10-02,23.00,1,1,,11.30,0.4
"ME",2006-10-02,24.00,1,1,,11.30,0.4
"ME",2006-10-02,24.50,1,1,,11.30,0.4
"ME",2006-10-02,20.00,2,1,,,
"ME",2006-10-30,0.00,1,1,,9.90,9.9
"ME",2006-10-30,1.00,1,1,,9.80,9.8
"ME",2006-10-30,2.00,1,1,,9.80,9.8
"ME",2006-10-30,3.00,1,1,,9.80,9.8
"ME",2006-10-30,4.00,1,1,,9.70,9.8
"ME",2006-10-30,5.00,1,1,,9.70,9.8
"ME",2006-10-30,6.00,1,1,,9.70,9.8
"ME",2006-10-30,7.00,1,1,,9.70,9.8
"ME",2006-10-30,8.00,1,1,,9.70,9.8
"ME",2006-10-30,9.00,1,1,,9.70,9.8
"ME",2006-10-30,10.00,1,1,,9.70,9.8
"ME",2006-10-30,11.00,1,1,,9.70,9.8
"ME",2006-10-30,12.00,1,1,,9.70,9.8
"ME",2006-10-30,13.00,1,1,,9.60,9.8
"ME",2006-10-30,14.00,1,1,,9.60,9.7
"ME",2006-10-30,15.00,1,1,,9.60,9.7
"ME",2006-10-30,16.00,1,1,,9.60,9.7
"ME",2006-10-30,17.00,1,1,,9.60,9.7
"ME",2006-10-30,18.00,1,1,,9.60,9.7
"ME",2006-10-30,19.00,1,1,,9.50,9.7
"ME",2006-10-30,20.00,1,1,,9.50,9.7
"ME",2006-10-30,21.00,1,1,,9.50,9.7
"ME",2006-10-30,22.00,1,1,,9.50,9.7
"ME",2006-10-30,23.00,1,1,,9.60,9.3
"ME",2006-10-30,24.00,1,1,,9.60,9.3
"ME",2006-10-30,24.30,1,1,,9.60,9.3
"ME",2006-10-30,4.00,2,1,,,
"ME",2006-11-27,0.00,1,1,,7.00,11.3
"ME",2006-11-27,1.00,1,1,,6.70,11.1
"ME",2006-11-27,2.00,1,1,,6.70,11.1
"ME",2006-11-27,3.00,1,1,,6.50,11.1
"ME",2006-11-27,4.00,1,1,,6.50,11.1
"ME",2006-11-27,5.00,1,1,,6.50,11.1
"ME",2006-11-27,6.00,1,1,,6.40,11.1
"ME",2006-11-27,7.00,1,1,,6.40,11.1
"ME",2006-11-27,8.00,1,1,,6.40,11.1
"ME",2006-11-27,9.00,1,1,,6.40,11.1
"ME",2006-11-27,10.00,1,1,,6.30,11.1
"ME",2006-11-27,11.00,1,1,,6.40,11.1
"ME",2006-11-27,12.00,1,1,,6.30,11.1
"ME",2006-11-27,13.00,1,1,,6.30,11.1
"ME",2006-11-27,14.00,1,1,,6.30,11.1
"ME",2006-11-27,15.00,1,1,,6.30,11.1
"ME",2006-11-27,16.00,1,1,,6.30,11.1
"ME",2006-11-27,17.00,1,1,,6.30,11.1
"ME",2006-11-27,18.00,1,1,,6.30,11.1
"ME",2006-11-27,19.00,1,1,,6.30,11.1
"ME",2006-11-27,20.00,1,1,,6.20,11.1
"ME",2006-11-27,21.00,1,1,,6.30,9.6
"ME",2006-11-27,22.00,1,1,,6.30,9.4
"ME",2006-11-27,23.00,1,1,,6.30,8.0
"ME",2006-11-27,8.00,2,1,,,
"ME",2007-01-03,0.00,1,1,,2.20,14.0
"ME",2007-01-03,1.00,1,1,,2.20,14.0
"ME",2007-01-03,2.00,1,1,,2.20,14.0
"ME",2007-01-03,3.00,1,1,,2.10,14.0
"ME",2007-01-03,4.00,1,1,,2.10,14.0
"ME",2007-01-03,5.00,1,1,,2.10,14.0
"ME",2007-01-03,6.00,1,1,,2.10,14.0
"ME",2007-01-03,7.00,1,1,,2.10,14.0
"ME",2007-01-03,8.00,1,1,,2.10,14.0
"ME",2007-01-03,9.00,1,1,,2.10,14.0
"ME",2007-01-03,10.00,1,1,,2.10,14.0
"ME",2007-01-03,11.00,1,1,,2.10,14.0
"ME",2007-01-03,12.00,1,1,,2.10,14.0
"ME",2007-01-03,13.00,1,1,,2.10,14.0
"ME",2007-01-03,14.00,1,1,,2.10,14.0
"ME",2007-01-03,15.00,1,1,,2.10,14.0
"ME",2007-01-03,16.00,1,1,,2.10,14.0
"ME",2007-01-03,17.00,1,1,,2.10,14.0
"ME",2007-01-03,18.00,1,1,,2.10,14.0
"ME",2007-01-03,19.00,1,1,,2.10,14.0
"ME",2007-01-03,20.00,1,1,,2.10,14.0
"ME",2007-01-03,21.00,1,1,,2.10,14.0
"ME",2007-01-03,22.00,1,1,,2.10,14.0
"ME",2007-01-03,23.00,1,1,,2.10,14.0
"ME",2007-01-03,24.00,1,1,,2.10,14.0
"ME",2007-01-03,24.70,1,1,,2.10,12.0
"ME",2007-01-03,0.00,2,1,,,
"ME",2007-02-19,0.00,1,1,,0.30,14.3
"ME",2007-02-19,1.00,1,1,,0.60,14.3
"ME",2007-02-19,2.00,1,1,,0.60,14.3
"ME",2007-02-19,3.00,1,1,,0.70,14.3
"ME",2007-02-19,4.00,1,1,,0.70,14.3
"ME",2007-02-19,5.00,1,1,,0.70,14.3
"ME",2007-02-19,6.00,1,1,,0.70,14.4
"ME",2007-02-19,7.00,1,1,,0.70,14.4
"ME",2007-02-19,8.00,1,1,,0.70,14.4
"ME",2007-02-19,9.00,1,1,,0.70,14.5
"ME",2007-02-19,10.00,1,1,,0.70,14.5
"ME",2007-02-19,11.00,1,1,,0.70,14.4
"ME",2007-02-19,12.00,1,1,,0.70,14.3
"ME",2007-02-19,13.00,1,1,,0.80,14.3
"ME",2007-02-19,14.00,1,1,,0.90,14.0
"ME",2007-02-19,15.00,1,1,,1.00,13.0
"ME",2007-02-19,16.00,1,1,,1.10,12.4
"ME",2007-02-19,17.00,1,1,,1.20,12.0
"ME",2007-02-19,18.00,1,1,,1.30,11.5
"ME",2007-02-19,19.00,1,1,,1.40,10.6
"ME",2007-02-19,20.00,1,1,,1.50,10.5
"ME",2007-02-19,21.00,1,1,,1.60,8.8
"ME",2007-02-19,22.00,1,1,,1.70,11.1
"ME",2007-02-19,23.00,1,1,,1.80,10.3
"ME",2007-02-19,24.00,1,1,,2.10,0.1
"ME",2007-02-19,24.50,1,1,,2.20,0.1
"ME",2007-02-19,8.00,2,1,,,
"ME",2007-04-02,0.00,1,1,,3.80,13.3
"ME",2007-04-02,1.00,1,1,,3.80,13.4
"ME",2007-04-02,2.00,1,1,,3.80,13.4
"ME",2007-04-02,3.00,1,1,,3.70,13.7
"ME",2007-04-02,4.00,1,1,,3.70,13.7
"ME",2007-04-02,5.00,1,1,,3.70,13.7
"ME",2007-04-02,6.00,1,1,,3.70,13.7
"ME",2007-04-02,7.00,1,1,,3.70,13.7
"ME",2007-04-02,8.00,1,1,,3.70,13.7
"ME",2007-04-02,9.00,1,1,,3.70,13.7
"ME",2007-04-02,10.00,1,1,,3.70,13.7
"ME",2007-04-02,11.00,1,1,,3.70,13.7
"ME",2007-04-02,12.00,1,1,,3.70,13.7
"ME",2007-04-02,13.00,1,1,,3.70,13.7
"ME",2007-04-02,14.00,1,1,,3.70,13.7
"ME",2007-04-02,15.00,1,1,,3.70,13.7
"ME",2007-04-02,16.00,1,1,,3.70,13.7
"ME",2007-04-02,17.00,1,1,,3.70,13.7
"ME",2007-04-02,18.00,1,1,,3.70,13.7
"ME",2007-04-02,19.00,1,1,,3.70,13.7
"ME",2007-04-02,20.00,1,1,,3.70,13.7
"ME",2007-04-02,21.00,1,1,,3.70,13.7
"ME",2007-04-02,22.00,1,1,,3.70,13.7
"ME",2007-04-02,23.00,1,1,,3.70,13.7
"ME",2007-04-02,24.00,1,1,,3.70,13.7
"ME",2007-04-02,24.60,1,1,,4.50,0.2
"ME",2007-04-16,0.00,1,1,,4.20,13.8
"ME",2007-04-16,1.00,1,1,,4.20,14.0
"ME",2007-04-16,2.00,1,1,,4.20,14.3
"ME",2007-04-16,3.00,1,1,,4.10,14.3
"ME",2007-04-16,4.00,1,1,,4.00,14.2
"ME",2007-04-16,5.00,1,1,,4.00,14.2
"ME",2007-04-16,6.00,1,1,,4.00,14.1
"ME",2007-04-16,7.00,1,1,,4.00,14.1
"ME",2007-04-16,8.00,1,1,,4.00,14.3
"ME",2007-04-16,9.00,1,1,,4.00,14.2
"ME",2007-04-16,10.00,1,1,,4.00,14.2
"ME",2007-04-16,11.00,1,1,,4.00,14.2
"ME",2007-04-16,12.00,1,1,,4.00,14.2
"ME",2007-04-16,13.00,1,1,,4.00,14.2
"ME",2007-04-16,14.00,1,1,,4.00,14.2
"ME",2007-04-16,15.00,1,1,,4.00,14.2
"ME",2007-04-16,16.00,1,1,,4.00,14.2
"ME",2007-04-16,17.00,1,1,,4.00,14.2
"ME",2007-04-16,18.00,1,1,,4.00,14.2
"ME",2007-04-16,19.00,1,1,,4.00,14.2
"ME",2007-04-16,20.00,1,1,,4.00,14.2
"ME",2007-04-16,21.00,1,1,,4.00,14.2
"ME",2007-04-16,22.00,1,1,,4.00,14.2
"ME",2007-04-16,23.00,1,1,,4.00,14.1
"ME",2007-04-16,24.00,1,1,,4.00,14.1
"ME",2007-04-16,24.60,1,1,,4.10,14.0
"ME",2007-04-16,8.00,2,1,,,
"ME",2007-04-30,0.00,1,1,,8.90,13.5
"ME",2007-04-30,1.00,1,1,,8.90,13.6
"ME",2007-04-30,2.00,1,1,,8.80,13.7
"ME",2007-04-30,3.00,1,1,,8.80,13.9
"ME",2007-04-30,4.00,1,1,,8.70,14.0
"ME",2007-04-30,5.00,1,1,,8.70,14.0
"ME",2007-04-30,6.00,1,1,,8.50,14.2
"ME",2007-04-30,7.00,1,1,,8.10,14.5
"ME",2007-04-30,8.00,1,1,,7.90,14.5
