"","Date","Yahara (Inflow cfs)","Six Mile (Inflow cfs)","Dorn (Inflow cfs)","Pheasant (Inflow cfs)","Yahara (Outflow cfs)","SumInflow_ft3","Inflow_m3s","Outflow_m3s","Out.vs.In"
"1439",2011-09-08,53,NA,NA,3,48,56,1.5857434096,1.3592086368,0.857142857142857
"1440",2011-09-09,53,NA,NA,2.5,52,55.5,1.5715849863,1.4724760232,0.936936936936937
"1441",2011-09-10,53,NA,NA,2.3,53,55.3,1.56592161698,1.5007928698,0.958408679927667
"1442",2011-09-11,52,NA,NA,2,54,54,1.5291097164,1.5291097164,1
"1443",2011-09-12,24,NA,NA,1.9,52,25.9,0.73340632694,1.4724760232,2.00772200772201
"1444",2011-09-13,76,NA,NA,1.8,50,77.8,2.20305066548,1.41584233,0.6426735218509
"1445",2011-09-14,55,NA,NA,1.9,49,56.9,1.61122857154,1.3875254834,0.86115992970123
"1446",2011-09-15,53,NA,NA,2.2,49,55.2,1.56308993232,1.3875254834,0.88768115942029
"1447",2011-09-16,55,NA,NA,2.2,50,57.2,1.61972362552,1.41584233,0.874125874125874
"1448",2011-09-17,55,NA,NA,2.1,51,57.1,1.61689194086,1.4441591766,0.893169877408056
"1449",2011-09-18,52,NA,NA,2.1,53,54.1,1.53194140106,1.5007928698,0.979667282809612
"1450",2011-09-19,62,NA,NA,3.2,51,65.2,1.84625839832,1.4441591766,0.782208588957055
"1451",2011-09-20,25,NA,NA,2.4,51,27.4,0.77588159684,1.4441591766,1.86131386861314
"1452",2011-09-21,71,NA,NA,2,51,73,2.0671298018,1.4441591766,0.698630136986301
"1453",2011-09-22,69,NA,NA,1.9,51,70.9,2.00766442394,1.4441591766,0.719322990126939
"1454",2011-09-23,54,NA,NA,2.2,51,56.2,1.59140677892,1.4441591766,0.907473309608541
"1455",2011-09-24,59,NA,NA,2.3,51,61.3,1.73582269658,1.4441591766,0.831973898858075
"1456",2011-09-25,60,NA,NA,2.3,52,62.3,1.76413954318,1.4724760232,0.834670947030498
"1457",2011-09-26,111,NA,NA,30,64,141,3.9926753706,1.8122781824,0.453900709219858
"1458",2011-09-27,99,NA,NA,19,51,118,3.3413878988,1.4441591766,0.432203389830508
"1459",2011-09-28,71,NA,NA,9.9,51,80.9,2.29083288994,1.4441591766,0.630407911001236
"1460",2011-09-29,64,NA,NA,8,52,72,2.0388129552,1.4724760232,0.722222222222222
"1461",2011-09-30,66,NA,NA,8.3,49,74.3,2.10394170238,1.3875254834,0.659488559892329
"1462",2011-10-01,53,NA,NA,5.8,50,58.8,1.66503058008,1.41584233,0.850340136054422
"1463",2011-10-02,57,NA,NA,4.5,51,61.5,1.7414860659,1.4441591766,0.829268292682927
"1464",2011-10-03,55,NA,NA,3.7,51,58.7,1.66219889542,1.4441591766,0.868824531516184
"1465",2011-10-04,56,NA,NA,3,51,59,1.6706939494,1.4441591766,0.864406779661017
"1466",2011-10-05,54,NA,NA,2.6,52,56.6,1.60273351756,1.4724760232,0.918727915194346
"1467",2011-10-06,53,NA,NA,2.5,52,55.5,1.5715849863,1.4724760232,0.936936936936937
"1468",2011-10-07,35,NA,NA,2.4,52,37.4,1.05905006284,1.4724760232,1.3903743315508
"1469",2011-10-08,66,NA,NA,2.2,57,68.2,1.93120893812,1.6140602562,0.835777126099707
"1470",2011-10-09,56,NA,NA,2,58,58,1.6423771028,1.6423771028,1
"1471",2011-10-10,52,NA,NA,2.1,52,54.1,1.53194140106,1.4724760232,0.961182994454713
"1472",2011-10-11,55,NA,NA,2.3,53,57.3,1.62255531018,1.5007928698,0.924956369982548
"1473",2011-10-12,53,NA,NA,11,55,64,1.8122781824,1.557426563,0.859375
"1474",2011-10-13,68,NA,NA,24,66,92,2.6051498872,1.8689118756,0.717391304347826
"1475",2011-10-14,71,NA,NA,14,60,85,2.406931961,1.699010796,0.705882352941176
"1476",2011-10-15,69,NA,NA,8.8,59,77.8,2.20305066548,1.6706939494,0.758354755784062
"1477",2011-10-16,60,NA,NA,6.1,57,66.1,1.87174356026,1.6140602562,0.862329803328291
"1478",2011-10-17,67,NA,NA,4.3,56,71.3,2.01899116258,1.5857434096,0.785413744740533
"1479",2011-10-18,67,NA,NA,3.3,54,70.3,1.99067431598,1.5291097164,0.768136557610242
"1480",2011-10-19,76,NA,NA,2.9,55,78.9,2.23419919674,1.557426563,0.697084917617237
"1481",2011-10-20,38,NA,NA,2.7,56,40.7,1.15249565662,1.5857434096,1.37592137592138
"1482",2011-10-21,54,NA,NA,2.4,53,56.4,1.59707014824,1.5007928698,0.939716312056738
"1483",2011-10-22,53,NA,NA,2.2,54,55.2,1.56308993232,1.5291097164,0.978260869565217
"1484",2011-10-23,53,NA,NA,2.1,75,55.1,1.56025824766,2.123763495,1.36116152450091
"1485",2011-10-24,66,NA,NA,3.6,118,69.6,1.97085252336,3.3413878988,1.69540229885057
"1486",2011-10-25,85,NA,NA,3,124,88,2.4918825008,3.5112889784,1.40909090909091
"1487",2011-10-26,38,NA,NA,2.7,130,40.7,1.15249565662,3.681190058,3.19410319410319
"1488",2011-10-27,62,NA,NA,2.5,139,64.5,1.8264366057,3.9360416774,2.15503875968992
"1489",2011-10-28,57,NA,NA,2.5,141,59.5,1.6848523727,3.9926753706,2.36974789915966
"1490",2011-10-29,58,NA,NA,2.5,161,60.5,1.7131692193,4.5590123026,2.66115702479339
"1491",2011-10-30,57,NA,NA,2.5,189,59.5,1.6848523727,5.3518840074,3.17647058823529
"1492",2011-10-31,59,NA,NA,2.7,186,61.7,1.74714943522,5.2669334676,3.01458670988655
"1493",2011-11-01,56,NA,NA,2.5,186,58.5,1.6565355261,5.2669334676,3.17948717948718
"1494",2011-11-02,91,NA,NA,7.1,193,98.1,2.77788265146,5.4651513938,1.96738022426096
"1495",2011-11-03,91,NA,NA,12,185,103,2.9166351998,5.238616621,1.79611650485437
"1496",2011-11-04,76,NA,NA,7.8,185,83.8,2.37295174508,5.238616621,2.20763723150358
"1497",2011-11-05,61,NA,NA,5.2,186,66.2,1.87457524492,5.2669334676,2.80966767371601
"1498",2011-11-06,70,NA,NA,3.8,186,73.8,2.08978327908,5.2669334676,2.52032520325203
"1499",2011-11-07,77,NA,NA,3,185,80,2.265347728,5.238616621,2.3125
"1500",2011-11-08,111,NA,NA,16,191,127,3.5962395182,5.4085177006,1.50393700787402
"1501",2011-11-09,149,NA,NA,66,210,215,6.088122019,5.946537786,0.976744186046512
"1502",2011-11-10,225,NA,NA,35,193,260,7.362380116,5.4651513938,0.742307692307692
"1503",2011-11-11,143,NA,NA,18,202,161,4.5590123026,5.7200030132,1.25465838509317
"1504",2011-11-12,77,NA,NA,13,200,90,2.548516194,5.66336932,2.22222222222222
"1505",2011-11-13,112,NA,NA,9.4,199,121.4,3.43766517724,5.6350524734,1.63920922570016
"1506",2011-11-14,100,NA,NA,6.6,199,106.6,3.01857584756,5.6350524734,1.86679174484053
"1507",2011-11-15,77,NA,NA,4.7,250,81.7,2.31348636722,7.07921165,3.05997552019584
"1508",2011-11-16,78,NA,NA,3.6,295,81.6,2.31065468256,8.353469747,3.61519607843137
"1509",2011-11-17,85,NA,NA,3.1,292,88.1,2.49471418546,8.2685192072,3.31441543700341
"1510",2011-11-18,45,NA,NA,2.8,292,47.8,1.35354526748,8.2685192072,6.10878661087866
"1511",2011-11-19,114,NA,NA,2.7,292,116.7,3.30457599822,8.2685192072,2.50214224507284
"1512",2011-11-20,81,NA,NA,2.6,289,83.6,2.36728837576,8.1835686674,3.45693779904306
"1513",2011-11-21,76,NA,NA,2.5,289,78.5,2.2228724581,8.1835686674,3.68152866242038
"1514",2011-11-22,73,NA,NA,2.5,285,75.5,2.1379219183,8.070301281,3.77483443708609
"1515",2011-11-23,57,NA,NA,2.4,300,59.4,1.68202068804,8.49505398,5.05050505050505
"1516",2011-11-24,60,NA,NA,2.3,305,62.3,1.76413954318,8.636638213,4.89566613162119
"1517",2011-11-25,103,NA,NA,2.6,307,105.6,2.99025900096,8.6932719062,2.90719696969697
"1518",2011-11-26,77,NA,NA,3,308,80,2.265347728,8.7215887528,3.85
"1519",2011-11-27,93,NA,NA,3.2,303,96.2,2.72408064292,8.5800045198,3.14968814968815
"1520",2011-11-28,73,NA,NA,2.5,308,75.5,2.1379219183,8.7215887528,4.0794701986755
"1521",2011-11-29,78,NA,NA,2.4,303,80.4,2.27667446664,8.5800045198,3.76865671641791
"1522",2011-11-30,60,NA,NA,2.4,295,62.4,1.76697122784,8.353469747,4.7275641025641
"1523",2011-12-01,89,NA,NA,2.4,301,91.4,2.58815977924,8.5233708266,3.29321663019694
"1524",2011-12-02,44,NA,NA,2.3,297,46.3,1.31106999758,8.4101034402,6.414686825054
"1525",2011-12-03,89,NA,NA,6.2,305,95.2,2.69576379632,8.636638213,3.20378151260504
"1526",2011-12-04,155,NA,NA,22,303,177,5.0120818482,8.5800045198,1.71186440677966
"1527",2011-12-05,137,NA,NA,14,298,151,4.2758438366,8.4384202868,1.97350993377483
"1528",2011-12-06,73,NA,NA,9.5,295,82.5,2.3361398445,8.353469747,3.57575757575758
"1529",2011-12-07,98,NA,NA,6.9,295,104.9,2.97043720834,8.353469747,2.81220209723546
"1530",2011-12-08,82,NA,NA,4.7,306,86.7,2.45507060022,8.6649550596,3.52941176470588
"1531",2011-12-09,78,NA,NA,3.5,313,81.5,2.3078229979,8.8631729858,3.84049079754601
"1532",2011-12-10,60,NA,NA,2.7,306,62.7,1.77546628182,8.6649550596,4.88038277511962
"1533",2011-12-11,76,NA,NA,2.5,313,78.5,2.2228724581,8.8631729858,3.98726114649682
"1534",2011-12-12,80,NA,NA,2.5,313,82.5,2.3361398445,8.8631729858,3.79393939393939
"1535",2011-12-13,79,NA,NA,2.5,309,81.5,2.3078229979,8.7499055994,3.79141104294478
"1536",2011-12-14,91,NA,NA,10,317,101,2.8600015066,8.9764403722,3.13861386138614
"1537",2011-12-15,109,NA,NA,9.9,310,118.9,3.36687306074,8.778222446,2.60723296888141
"1538",2011-12-16,104,NA,NA,6.3,310,110.3,3.12334817998,8.778222446,2.8105167724388
"1539",2011-12-17,77,NA,NA,4.3,310,81.3,2.30215962858,8.778222446,3.8130381303813
"1540",2011-12-18,67,NA,NA,3.5,310,70.5,1.9963376853,8.778222446,4.39716312056738
"1541",2011-12-19,95,NA,NA,3.2,310,98.2,2.78071433612,8.778222446,3.15682281059063
"1542",2011-12-20,73,NA,NA,3,295,76,2.1520803416,8.353469747,3.88157894736842
"1543",2011-12-21,77,NA,NA,2.9,291,79.9,2.26251604334,8.2402023606,3.64205256570713
"1544",2011-12-22,85,NA,NA,3,293,88,2.4918825008,8.2968360538,3.32954545454545
"1545",2011-12-23,62,NA,NA,2.7,291,64.7,1.83209997502,8.2402023606,4.49768160741886
"1546",2011-12-24,70,NA,NA,2.5,290,72.5,2.0529713785,8.211885514,4
"1547",2011-12-25,83,NA,NA,2.5,289,85.5,2.4210903843,8.1835686674,3.38011695906433
"1548",2011-12-26,41,NA,NA,2.4,288,43.4,1.22895114244,8.1552518208,6.63594470046083
"1549",2011-12-27,107,NA,NA,2.5,287,109.5,3.1006947027,8.1269349742,2.62100456621005
"1550",2011-12-28,60,NA,NA,2.4,289,62.4,1.76697122784,8.1835686674,4.63141025641026
"1551",2011-12-29,79,NA,NA,2.3,286,81.3,2.30215962858,8.0986181276,3.51783517835178
"1552",2011-12-30,74,NA,NA,3.5,202,77.5,2.1945556115,5.7200030132,2.60645161290323
"1553",2011-12-31,58,NA,NA,3.3,161,61.3,1.73582269658,4.5590123026,2.62642740619902
"1554",2012-01-01,60,NA,NA,3.4,165,63.4,1.79528807444,4.672279689,2.60252365930599
"1555",2012-01-02,75,NA,NA,3,131,78,2.2087140348,3.7095069046,1.67948717948718
"1556",2012-01-03,55,NA,NA,2.4,110,57.4,1.62538699484,3.114853126,1.91637630662021
"1557",2012-01-04,71,NA,NA,2.3,164,73.3,2.07562485578,4.6439628424,2.23738062755798
"1558",2012-01-05,71,NA,NA,2.3,166,73.3,2.07562485578,4.7005965356,2.26466575716235
"1559",2012-01-06,75,NA,NA,2.4,161,77.4,2.19172392684,4.5590123026,2.08010335917313
"1560",2012-01-07,69,NA,NA,2.3,159,71.3,2.01899116258,4.5023786094,2.23001402524544
"1561",2012-01-08,62,NA,NA,2.2,160,64.2,1.81794155172,4.530695456,2.49221183800623
"1562",2012-01-09,60,NA,NA,2.2,159,62.2,1.76130785852,4.5023786094,2.55627009646302
"1563",2012-01-10,75,NA,NA,2.2,160,77.2,2.18606055752,4.530695456,2.07253886010363
"1564",2012-01-11,73,NA,NA,2.3,160,75.3,2.13225854898,4.530695456,2.12483399734396
"1565",2012-01-12,64,NA,NA,2.3,158,66.3,1.87740692958,4.4740617628,2.38310708898944
"1566",2012-01-13,64,NA,NA,2.2,140,66.2,1.87457524492,3.964358524,2.11480362537764
"1567",2012-01-14,66,NA,NA,2.2,161,68.2,1.93120893812,4.5590123026,2.36070381231672
"1568",2012-01-15,61,NA,NA,2.4,161,63.4,1.79528807444,4.5590123026,2.53943217665615
"1569",2012-01-16,65,NA,NA,2.3,161,67.3,1.90572377618,4.5590123026,2.39227340267459
"1570",2012-01-17,64,NA,NA,2.4,161,66.4,1.88023861424,4.5590123026,2.42469879518072
"1571",2012-01-18,53,NA,NA,2.2,161,55.2,1.56308993232,4.5590123026,2.91666666666667
"1572",2012-01-19,58,NA,NA,2.1,159,60.1,1.70184248066,4.5023786094,2.64559068219634
"1573",2012-01-20,49,NA,NA,2,161,51,1.4441591766,4.5590123026,3.15686274509804
"1574",2012-01-21,61,NA,NA,1.9,160,62.9,1.78112965114,4.530695456,2.54372019077901
"1575",2012-01-22,65,NA,NA,1.9,160,66.9,1.89439703754,4.530695456,2.39162929745889
"1576",2012-01-23,68,NA,NA,2.5,162,70.5,1.9963376853,4.5873291492,2.29787234042553
"1577",2012-01-24,72,NA,NA,2.6,159,74.6,2.11243675636,4.5023786094,2.1313672922252
"1578",2012-01-25,68,NA,NA,2.2,159,70.2,1.98784263132,4.5023786094,2.26495726495726
"1579",2012-01-26,65,NA,NA,2.2,160,67.2,1.90289209152,4.530695456,2.38095238095238
"1580",2012-01-27,66,NA,NA,2.3,160,68.3,1.93404062278,4.530695456,2.34260614934114
"1581",2012-01-28,65,NA,NA,2.3,162,67.3,1.90572377618,4.5873291492,2.40713224368499
"1582",2012-01-29,63,NA,NA,2.2,160,65.2,1.84625839832,4.530695456,2.45398773006135
"1583",2012-01-30,61,NA,NA,2.1,161,63.1,1.78679302046,4.5590123026,2.55150554675119
"1584",2012-01-31,67,NA,NA,4.6,164,71.6,2.02748621656,4.6439628424,2.29050279329609
"1585",2012-02-01,88,NA,NA,17,160,105,2.973268893,4.530695456,1.52380952380952
"1586",2012-02-02,87,NA,NA,9,134,96,2.7184172736,3.7944574444,1.39583333333333
"1587",2012-02-03,79,NA,NA,5.2,113,84.2,2.38427848372,3.1998036658,1.34204275534442
"1588",2012-02-04,68,NA,NA,3.8,112,71.8,2.03314958588,3.1714868192,1.55988857938719
"1589",2012-02-05,65,NA,NA,3.5,113,68.5,1.9397039921,3.1998036658,1.64963503649635
"1590",2012-02-06,70,NA,NA,3.1,113,73.1,2.06996148646,3.1998036658,1.54582763337893
"1591",2012-02-07,72,NA,NA,2.8,113,74.8,2.11810012568,3.1998036658,1.51069518716578
"1592",2012-02-08,57,NA,NA,2.6,115,59.6,1.68768405736,3.256437359,1.92953020134228
"1593",2012-02-09,50,NA,NA,2.4,114,52.4,1.48380276184,3.2281205124,2.17557251908397
"1594",2012-02-10,67,NA,NA,2.4,114,69.4,1.96518915404,3.2281205124,1.64265129682997
"1595",2012-02-11,50,NA,NA,2.2,114,52.2,1.47813939252,3.2281205124,2.18390804597701
"1596",2012-02-12,59,NA,NA,2,113,61,1.7273276426,3.1998036658,1.85245901639344
"1597",2012-02-13,55,NA,NA,2,113,57,1.6140602562,3.1998036658,1.98245614035088
"1598",2012-02-14,60,NA,NA,2.1,115,62.1,1.75847617386,3.256437359,1.85185185185185
"1599",2012-02-15,64,NA,NA,2.2,113,66.2,1.87457524492,3.1998036658,1.70694864048338
"1600",2012-02-16,63,NA,NA,2.3,111,65.3,1.84909008298,3.1431699726,1.69984686064319
"1601",2012-02-17,66,NA,NA,2.2,113,68.2,1.93120893812,3.1998036658,1.65689149560117
"1602",2012-02-18,66,NA,NA,2.2,112,68.2,1.93120893812,3.1714868192,1.64222873900293
"1603",2012-02-19,60,NA,NA,2.1,111,62.1,1.75847617386,3.1431699726,1.78743961352657
"1604",2012-02-20,60,NA,NA,2.1,108,62.1,1.75847617386,3.0582194328,1.73913043478261
"1605",2012-02-21,46,NA,NA,2.2,113,48.2,1.36487200612,3.1998036658,2.34439834024896
"1606",2012-02-22,79,NA,NA,2.2,111,81.2,2.29932794392,3.1431699726,1.36699507389163
"1607",2012-02-23,74,NA,NA,2.1,111,76.1,2.15491202626,3.1431699726,1.45860709592641
"1608",2012-02-24,50,NA,NA,2.3,114,52.3,1.48097107718,3.2281205124,2.17973231357553
"1609",2012-02-25,68,NA,NA,2.3,111,70.3,1.99067431598,3.1431699726,1.57894736842105
"1610",2012-02-26,46,NA,NA,2.2,110,48.2,1.36487200612,3.114853126,2.28215767634855
"1611",2012-02-27,80,NA,NA,2.3,111,82.3,2.33047647518,3.1431699726,1.34872417982989
"1612",2012-02-28,71,NA,NA,2.3,110,73.3,2.07562485578,3.114853126,1.50068212824011
"1613",2012-02-29,74,NA,NA,17,119,91,2.5768330406,3.3697047454,1.30769230769231
"1614",2012-03-01,139,NA,NA,15,87,154,4.3607943764,2.4635656542,0.564935064935065
"1615",2012-03-02,79,NA,NA,9.1,55,88.1,2.49471418546,1.557426563,0.624290578887628
"1616",2012-03-03,75,NA,NA,6.9,59,81.9,2.31914973654,1.6706939494,0.72039072039072
"1617",2012-03-04,77,NA,NA,4.9,54,81.9,2.31914973654,1.5291097164,0.659340659340659
"1618",2012-03-05,58,NA,NA,3.8,53,61.8,1.74998111988,1.5007928698,0.857605177993528
"1619",2012-03-06,61,NA,NA,4.3,57,65.3,1.84909008298,1.6140602562,0.872894333843798
"1620",2012-03-07,98,NA,NA,12,60,110,3.114853126,1.699010796,0.545454545454546
"1621",2012-03-08,175,NA,NA,25,59,200,5.66336932,1.6706939494,0.295
"1622",2012-03-09,152,NA,NA,14,56,166,4.7005965356,1.5857434096,0.337349397590361
"1623",2012-03-10,56,NA,NA,9.1,59,65.1,1.84342671366,1.6706939494,0.906298003072197
"1624",2012-03-11,114,NA,NA,6.6,57,120.6,3.41501169996,1.6140602562,0.472636815920398
"1625",2012-03-12,87,NA,NA,8.2,60,95.2,2.69576379632,1.699010796,0.630252100840336
"1626",2012-03-13,112,NA,NA,6.9,58,118.9,3.36687306074,1.6423771028,0.48780487804878
"1627",2012-03-14,75,NA,NA,4.7,58,79.7,2.25685267402,1.6423771028,0.727728983688833
"1628",2012-03-15,99,NA,NA,3.7,57,102.7,2.90814014582,1.6140602562,0.555014605647517
"1629",2012-03-16,70,NA,NA,3.5,49,73.5,2.0812882251,1.3875254834,0.666666666666667
"1630",2012-03-17,74,NA,NA,3.2,38,77.2,2.18606055752,1.0760401708,0.492227979274611
"1631",2012-03-18,70,NA,NA,3.1,38,73.1,2.06996148646,1.0760401708,0.51983584131327
"1632",2012-03-19,76,NA,NA,3.3,41,79.3,2.24552593538,1.1609907106,0.517023959646911
"1633",2012-03-20,56,NA,NA,3.1,37,59.1,1.67352563406,1.0477233242,0.626057529610829
"1634",2012-03-21,79,NA,NA,2.6,39,81.6,2.31065468256,1.1043570174,0.477941176470588
"1635",2012-03-22,79,NA,NA,2.3,42,81.3,2.30215962858,1.1893075572,0.516605166051661
"1636",2012-03-23,76,NA,NA,8.4,48,84.4,2.38994185304,1.3592086368,0.568720379146919
"1637",2012-03-24,72,NA,NA,6.3,42,78.3,2.21720908878,1.1893075572,0.53639846743295
"1638",2012-03-25,76,NA,NA,4,40,80,2.265347728,1.132673864,0.5
"1639",2012-03-26,53,NA,NA,3,40,56,1.5857434096,1.132673864,0.714285714285714
"1640",2012-03-27,18,NA,NA,2.8,41,20.8,0.58899040928,1.1609907106,1.97115384615385
"1641",2012-03-28,93,NA,NA,2.5,40,95.5,2.7042588503,1.132673864,0.418848167539267
"1642",2012-03-29,68,NA,NA,2.2,36,70.2,1.98784263132,1.0194064776,0.512820512820513
"1643",2012-03-30,80,NA,NA,12,45,92,2.6051498872,1.274258097,0.489130434782609
"1644",2012-03-31,80,NA,NA,8.8,38,88.8,2.51453597808,1.0760401708,0.427927927927928
"1645",2012-04-01,81,NA,NA,5.6,38,86.6,2.45223891556,1.0760401708,0.438799076212471
"1646",2012-04-02,62,NA,NA,3.9,37,65.9,1.86608019094,1.0477233242,0.561456752655539
"1647",2012-04-03,61,NA,NA,3,37,64,1.8122781824,1.0477233242,0.578125
"1648",2012-04-04,61,NA,NA,2.6,38,63.6,1.80095144376,1.0760401708,0.59748427672956
"1649",2012-04-05,56,NA,NA,2.4,35,58.4,1.65370384144,0.991089631,0.599315068493151
"1650",2012-04-06,49,NA,NA,2.2,56,51.2,1.44982254592,1.5857434096,1.09375
"1651",2012-04-07,40,NA,NA,2.2,76,42.2,1.19497092652,2.1520803416,1.80094786729858
"1652",2012-04-08,71,NA,NA,2.1,76,73.1,2.06996148646,2.1520803416,1.03967168262654
"1653",2012-04-09,55,NA,NA,2.2,74,57.2,1.61972362552,2.0954466484,1.29370629370629
"1654",2012-04-10,62,NA,NA,2.2,71,64.2,1.81794155172,2.0104961086,1.10591900311526
"1655",2012-04-11,51,NA,NA,2.1,69,53.1,1.50362455446,1.9538624154,1.29943502824859
"1656",2012-04-12,59,NA,NA,1.8,68,60.8,1.72166427328,1.9255455688,1.11842105263158
"1657",2012-04-13,16,NA,NA,1.9,71,17.9,0.50687155414,2.0104961086,3.96648044692737
"1658",2012-04-14,87,NA,NA,1.9,69,88.9,2.51736766274,1.9538624154,0.77615298087739
"1659",2012-04-15,-3.2,NA,NA,11,78,7.8,0.22087140348,2.2087140348,10
"1660",2012-04-16,131,NA,NA,6.4,75,137.4,3.89073472284,2.123763495,0.545851528384279
"1661",2012-04-17,73,NA,NA,3.8,70,76.8,2.17473381888,1.982179262,0.911458333333333
"1662",2012-04-18,54,NA,NA,3,71,57,1.6140602562,2.0104961086,1.24561403508772
"1663",2012-04-19,96,NA,NA,8.8,76,104.8,2.96760552368,2.1520803416,0.725190839694656
"1664",2012-04-20,89,NA,NA,18,71,107,3.0299025862,2.0104961086,0.663551401869159
"1665",2012-04-21,91,NA,NA,11,67,102,2.8883183532,1.8972287222,0.656862745098039
"1666",2012-04-22,67,NA,NA,7.1,66,74.1,2.09827833306,1.8689118756,0.890688259109312
"1667",2012-04-23,64,NA,NA,5.3,67,69.3,1.96235746938,1.8972287222,0.966810966810967
"1668",2012-04-24,63,NA,NA,3.5,70,66.5,1.8830702989,1.982179262,1.05263157894737
"1669",2012-04-25,68,NA,NA,3.7,72,71.7,2.03031790122,2.0388129552,1.00418410041841
"1670",2012-04-26,60,NA,NA,3.5,70,63.5,1.7981197591,1.982179262,1.10236220472441
"1671",2012-04-27,65,NA,NA,2.8,75,67.8,1.91988219948,2.123763495,1.10619469026549
"1672",2012-04-28,60,NA,NA,3.1,78,63.1,1.78679302046,2.2087140348,1.23613312202853
"1673",2012-04-29,62,NA,NA,3.8,84,65.8,1.86324850628,2.3786151144,1.27659574468085
"1674",2012-04-30,85,NA,NA,11,79,96,2.7184172736,2.2370308814,0.822916666666667
"1675",2012-05-01,76,NA,NA,7.4,97,83.4,2.36162500644,2.7467341202,1.16306954436451
"1676",2012-05-02,88,NA,NA,18,131,106,3.0015857396,3.7095069046,1.23584905660377
"1677",2012-05-03,85,NA,NA,12,158,97,2.7467341202,4.4740617628,1.62886597938144
"1678",2012-05-04,77,NA,NA,7.5,157,84.5,2.3927735377,4.4457449162,1.85798816568047
"1679",2012-05-05,60,NA,NA,5.5,156,65.5,1.8547534523,4.4174280696,2.38167938931298
"1680",2012-05-06,89,NA,NA,11,167,100,2.83168466,4.7289133822,1.67
"1681",2012-05-07,110,NA,NA,14,152,124,3.5112889784,4.3041606832,1.2258064516129
"1682",2012-05-08,82,NA,NA,9.5,153,91.5,2.5909914639,4.3324775298,1.67213114754098
"1683",2012-05-09,79,NA,NA,6.8,154,85.8,2.42958543828,4.3607943764,1.79487179487179
"1684",2012-05-10,62,NA,NA,4.6,153,66.6,1.88590198356,4.3324775298,2.2972972972973
"1685",2012-05-11,57,NA,NA,3.4,154,60.4,1.71033753464,4.3607943764,2.54966887417219
"1686",2012-05-12,66,NA,NA,3,155,69,1.9538624154,4.389111223,2.2463768115942
"1687",2012-05-13,60,NA,NA,2.7,164,62.7,1.77546628182,4.6439628424,2.61562998405104
"1688",2012-05-14,60,NA,NA,2.6,201,62.6,1.77263459716,5.6916861666,3.21086261980831
"1689",2012-05-15,63,NA,NA,2.5,201,65.5,1.8547534523,5.6916861666,3.06870229007634
"1690",2012-05-16,53,NA,NA,2.4,202,55.4,1.56875330164,5.7200030132,3.64620938628159
"1691",2012-05-17,55,NA,NA,2.2,207,57.2,1.61972362552,5.8615872462,3.61888111888112
"1692",2012-05-18,61,NA,NA,2,203,63,1.7839613358,5.7483198598,3.22222222222222
"1693",2012-05-19,54,NA,NA,1.9,178,55.9,1.58291172494,5.0403986948,3.18425760286225
"1694",2012-05-20,35,NA,NA,1.9,123,36.9,1.04489163954,3.4829721318,3.33333333333333
"1695",2012-05-21,62,NA,NA,1.8,106,63.8,1.80661481308,3.0015857396,1.66144200626959
"1696",2012-05-22,47,NA,NA,1.7,98,48.7,1.37903042942,2.7750509668,2.01232032854209
"1697",2012-05-23,39,NA,NA,1.8,96,40.8,1.15532734128,2.7184172736,2.35294117647059
"1698",2012-05-24,-6.6,NA,NA,1.8,89,-4.8,-0.13592086368,2.5201993474,-18.5416666666667
"1699",2012-05-25,99,NA,NA,1.8,81,100.8,2.85433813728,2.2936645746,0.803571428571429
"1700",2012-05-26,57,NA,NA,6.2,85,63.2,1.78962470512,2.406931961,1.34493670886076
"1701",2012-05-27,40,NA,NA,4.6,75,44.6,1.26293135836,2.123763495,1.68161434977578
"1702",2012-05-28,55,NA,NA,5.6,68,60.6,1.71600090396,1.9255455688,1.12211221122112
"1703",2012-05-29,54,NA,NA,6.8,56,60.8,1.72166427328,1.5857434096,0.921052631578947
"1704",2012-05-30,55,NA,NA,4,55,59,1.6706939494,1.557426563,0.932203389830508
"1705",2012-05-31,54,NA,NA,7.5,58,61.5,1.7414860659,1.6423771028,0.943089430894309
"1706",2012-06-01,42,NA,NA,4.9,54,46.9,1.32806010554,1.5291097164,1.15138592750533
"1707",2012-06-02,50,NA,NA,3.7,57,53.7,1.52061466242,1.6140602562,1.06145251396648
"1708",2012-06-03,47,NA,NA,2.9,60,49.9,1.41301064534,1.699010796,1.20240480961924
"1709",2012-06-04,50,NA,NA,2.5,58,52.5,1.4866344465,1.6423771028,1.1047619047619
"1710",2012-06-05,44,NA,NA,2.2,46,46.2,1.30823831292,1.3025749436,0.995670995670996
"1711",2012-06-06,45,NA,NA,2,37,47,1.3308917902,1.0477233242,0.787234042553192
"1712",2012-06-07,45,NA,NA,1.7,39,46.7,1.32239673622,1.1043570174,0.835117773019272
"1713",2012-06-08,32,NA,NA,1.7,43,33.7,0.95427773042,1.2176244038,1.27596439169139
"1714",2012-06-09,47,NA,NA,1.5,46,48.5,1.3733670601,1.3025749436,0.948453608247423
"1715",2012-06-10,25,NA,NA,1.5,39,26.5,0.7503964349,1.1043570174,1.47169811320755
"1716",2012-06-11,57,NA,NA,1.9,25,58.9,1.66786226474,0.707921165,0.424448217317487
