lakeid,year4,daynum,sampledate,depth,rep,sta,ph,dic,tic,doc,toc,totpf,totpuf
"ME",2000,130,2000-05-09,8.00,1,1,8.44,48.61,48.62,6.35,6.17,,
"ME",2000,130,2000-05-09,9.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,10.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,11.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,12.00,1,1,8.40,48.89,48.95,6.19,6.21,,
"ME",2000,130,2000-05-09,13.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,14.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,15.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,16.00,1,1,8.37,48.92,48.86,6.38,6.28,,
"ME",2000,130,2000-05-09,17.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,18.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,19.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,20.00,1,1,8.34,49.01,49.63,6.59,6.54,,
"ME",2000,130,2000-05-09,21.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,22.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,23.00,1,1,,,,,,,
"ME",2000,130,2000-05-09,24.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,0.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,1.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,2.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,3.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,4.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,5.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,6.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,7.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,8.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,9.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,9.50,1,1,,,,,,,
"ME",2000,143,2000-05-22,10.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,10.50,1,1,,,,,,,
"ME",2000,143,2000-05-22,11.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,11.50,1,1,,,,,,,
"ME",2000,143,2000-05-22,12.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,13.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,14.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,15.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,16.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,17.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,18.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,19.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,20.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,21.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,22.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,23.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,24.00,1,1,,,,,,,
"ME",2000,143,2000-05-22,24.50,1,1,,,,,,,
"ME",2000,158,2000-06-06,0.00,1,1,8.41,45.08,45.97,5.92,5.97,,
"ME",2000,158,2000-06-06,1.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,2.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,3.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,4.00,1,1,8.45,45.83,46.14,5.96,5.83,,
"ME",2000,158,2000-06-06,5.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,6.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,7.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,8.00,1,1,8.37,45.99,46.24,6.00,5.84,,
"ME",2000,158,2000-06-06,9.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,10.00,1,1,8.41,46.14,46.06,6.16,5.76,,
"ME",2000,158,2000-06-06,11.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,12.00,1,1,8.39,45.46,46.19,5.78,5.75,,
"ME",2000,158,2000-06-06,13.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,14.00,1,1,8.36,46.26,46.35,5.81,5.71,,
"ME",2000,158,2000-06-06,14.50,1,1,,,,,,,
"ME",2000,158,2000-06-06,15.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,15.50,1,1,,,,,,,
"ME",2000,158,2000-06-06,16.00,1,1,8.18,47.94,48.34,5.88,5.74,,
"ME",2000,158,2000-06-06,16.50,1,1,,,,,,,
"ME",2000,158,2000-06-06,17.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,17.50,1,1,,,,,,,
"ME",2000,158,2000-06-06,18.00,1,1,8.16,48.80,48.78,5.99,5.72,,
"ME",2000,158,2000-06-06,18.00,2,1,8.09,48.75,48.74,5.84,5.81,,
"ME",2000,158,2000-06-06,18.50,1,1,,,,,,,
"ME",2000,158,2000-06-06,19.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,19.50,1,1,,,,,,,
"ME",2000,158,2000-06-06,20.00,1,1,8.02,49.32,49.71,5.94,6.25,,
"ME",2000,158,2000-06-06,21.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,22.00,1,1,7.93,49.94,49.96,6.02,5.86,,
"ME",2000,158,2000-06-06,23.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,24.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,25.00,1,1,,,,,,,
"ME",2000,158,2000-06-06,25.20,1,1,,,,,,,
"ME",2000,171,2000-06-19,0.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,1.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,2.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,3.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,4.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,5.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,6.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,7.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,8.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,9.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,10.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,11.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,12.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,12.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,13.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,13.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,14.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,14.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,15.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,15.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,16.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,16.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,17.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,17.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,18.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,18.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,19.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,19.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,20.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,20.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,21.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,21.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,22.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,22.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,23.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,23.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,24.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,24.50,1,1,,,,,,,
"ME",2000,171,2000-06-19,25.00,1,1,,,,,,,
"ME",2000,171,2000-06-19,25.10,1,1,,,,,,,
"ME",2000,185,2000-07-03,0.00,1,1,8.39,43.48,43.26,6.22,6.04,,
"ME",2000,185,2000-07-03,1.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,2.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,3.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,4.00,1,1,8.55,43.34,43.40,6.26,6.12,,
"ME",2000,185,2000-07-03,4.00,2,1,8.35,42.84,43.34,6.12,6.00,,
"ME",2000,185,2000-07-03,5.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,6.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,7.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,8.00,1,1,8.48,43.52,43.74,6.20,6.16,,
"ME",2000,185,2000-07-03,9.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,10.00,1,1,8.28,44.78,44.86,5.62,5.60,,
"ME",2000,185,2000-07-03,11.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,12.00,1,1,8.25,44.90,44.84,5.92,5.62,,
"ME",2000,185,2000-07-03,12.50,1,1,,,,,,,
"ME",2000,185,2000-07-03,13.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,13.50,1,1,,,,,,,
"ME",2000,185,2000-07-03,14.00,1,1,7.80,47.86,47.56,5.70,5.34,,
"ME",2000,185,2000-07-03,14.50,1,1,,,,,,,
"ME",2000,185,2000-07-03,15.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,15.50,1,1,,,,,,,
"ME",2000,185,2000-07-03,16.00,1,1,7.69,48.28,48.58,5.60,5.54,,
"ME",2000,185,2000-07-03,17.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,18.00,1,1,7.64,49.06,49.16,5.72,5.66,,
"ME",2000,185,2000-07-03,19.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,20.00,1,1,7.60,50.04,50.04,5.72,5.68,,
"ME",2000,185,2000-07-03,21.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,22.00,1,1,7.57,50.30,50.68,5.72,5.74,,
"ME",2000,185,2000-07-03,23.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,24.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,25.00,1,1,,,,,,,
"ME",2000,185,2000-07-03,25.20,1,1,,,,,,,
"ME",2000,199,2000-07-17,0.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,1.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,2.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,3.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,4.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,5.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,6.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,7.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,8.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,8.50,1,1,,,,,,,
"ME",2000,199,2000-07-17,9.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,9.50,1,1,,,,,,,
"ME",2000,199,2000-07-17,10.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,11.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,12.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,13.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,14.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,15.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,16.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,17.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,18.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,19.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,20.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,21.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,22.00,1,1,,,,,,,
"ME",2000,199,2000-07-17,23.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,0.00,1,1,9.12,38.95,39.18,6.84,6.29,,
"ME",2000,213,2000-07-31,1.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,2.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,3.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,4.00,1,1,8.99,38.69,39.60,6.74,7.13,,
"ME",2000,213,2000-07-31,5.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,6.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,7.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,8.00,1,1,8.96,38.71,39.62,6.43,6.81,,
"ME",2000,213,2000-07-31,8.00,2,1,8.89,38.69,39.51,6.28,6.65,,
"ME",2000,213,2000-07-31,9.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,9.50,1,1,,,,,,,
"ME",2000,213,2000-07-31,10.00,1,1,8.85,39.96,40.30,6.32,7.03,,
"ME",2000,213,2000-07-31,10.50,1,1,,,,,,,
"ME",2000,213,2000-07-31,11.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,11.50,1,1,,,,,,,
"ME",2000,213,2000-07-31,12.00,1,1,7.80,47.49,47.48,6.29,5.67,,
"ME",2000,213,2000-07-31,12.50,1,1,,,,,,,
"ME",2000,213,2000-07-31,13.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,13.50,1,1,,,,,,,
"ME",2000,213,2000-07-31,14.00,1,1,7.77,48.90,48.67,5.80,5.56,,
"ME",2000,213,2000-07-31,14.50,1,1,,,,,,,
"ME",2000,213,2000-07-31,15.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,15.50,1,1,,,,,,,
"ME",2000,213,2000-07-31,16.00,1,1,7.74,50.12,50.02,5.94,5.98,,
"ME",2000,213,2000-07-31,17.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,18.00,1,1,7.69,51.00,51.45,6.03,5.94,,
"ME",2000,213,2000-07-31,19.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,20.00,1,1,7.66,52.70,53.10,5.88,5.91,,
"ME",2000,213,2000-07-31,21.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,22.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,23.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,24.00,1,1,,,,,,,
"ME",2000,213,2000-07-31,24.20,1,1,,,,,,,
"ME",2000,229,2000-08-16,0.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,1.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,2.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,3.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,4.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,5.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,6.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,7.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,8.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,8.50,1,1,,,,,,,
"ME",2000,229,2000-08-16,9.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,9.50,1,1,,,,,,,
"ME",2000,229,2000-08-16,10.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,10.50,1,1,,,,,,,
"ME",2000,229,2000-08-16,11.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,11.50,1,1,,,,,,,
"ME",2000,229,2000-08-16,12.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,12.50,1,1,,,,,,,
"ME",2000,229,2000-08-16,13.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,13.50,1,1,,,,,,,
"ME",2000,229,2000-08-16,14.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,15.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,16.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,17.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,18.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,19.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,20.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,21.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,22.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,23.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,24.00,1,1,,,,,,,
"ME",2000,229,2000-08-16,24.50,1,1,,,,,,,
"ME",2000,241,2000-08-28,0.00,1,1,8.88,40.37,40.13,5.86,5.38,,
"ME",2000,241,2000-08-28,1.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,2.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,3.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,4.00,1,1,8.89,39.87,40.84,5.67,5.51,,
"ME",2000,241,2000-08-28,4.00,2,1,8.88,39.40,40.72,5.72,5.48,,
"ME",2000,241,2000-08-28,5.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,6.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,7.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,8.00,1,1,8.89,40.33,40.61,5.66,5.65,,
"ME",2000,241,2000-08-28,8.50,1,1,,,,,,,
"ME",2000,241,2000-08-28,9.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,9.50,1,1,,,,,,,
"ME",2000,241,2000-08-28,10.00,1,1,8.68,41.61,42.14,5.67,5.49,,
"ME",2000,241,2000-08-28,10.50,1,1,,,,,,,
"ME",2000,241,2000-08-28,11.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,11.50,1,1,,,,,,,
"ME",2000,241,2000-08-28,12.00,1,1,7.85,46.82,46.74,5.41,5.38,,
"ME",2000,241,2000-08-28,13.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,14.00,1,1,7.69,49.65,49.39,5.37,5.12,,
"ME",2000,241,2000-08-28,15.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,16.00,1,1,7.65,50.71,50.39,5.29,5.35,,
"ME",2000,241,2000-08-28,17.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,18.00,1,1,7.63,52.25,51.23,5.59,5.16,,
"ME",2000,241,2000-08-28,19.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,20.00,1,1,7.58,54.11,53.71,5.71,5.61,,
"ME",2000,241,2000-08-28,21.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,22.00,1,1,7.56,54.18,52.97,5.92,5.49,,
"ME",2000,241,2000-08-28,23.00,1,1,,,,,,,
"ME",2000,241,2000-08-28,23.20,1,1,,,,,,,
"ME",2000,269,2000-09-25,0.00,1,1,8.57,42.82,43.44,5.68,5.54,,
"ME",2000,269,2000-09-25,1.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,2.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,3.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,4.00,1,1,8.57,,42.50,,5.54,,
"ME",2000,269,2000-09-25,4.00,2,1,8.50,42.94,43.72,5.52,5.52,,
"ME",2000,269,2000-09-25,5.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,6.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,7.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,8.00,1,1,8.56,43.11,42.58,5.56,5.38,,
"ME",2000,269,2000-09-25,9.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,10.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,11.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,12.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,13.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,14.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,15.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,15.50,1,1,,,,,,,
"ME",2000,269,2000-09-25,16.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,16.50,1,1,,,,,,,
"ME",2000,269,2000-09-25,17.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,17.50,1,1,,,,,,,
"ME",2000,269,2000-09-25,18.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,19.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,20.00,1,1,7.61,53.66,53.58,5.62,5.50,,
"ME",2000,269,2000-09-25,21.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,22.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,23.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,24.00,1,1,,,,,,,
"ME",2000,269,2000-09-25,24.20,1,1,,,,,,,
"ME",2000,298,2000-10-24,0.00,1,1,8.34,45.80,45.06,5.48,5.42,,
"ME",2000,298,2000-10-24,0.50,1,1,,,,,,,
"ME",2000,298,2000-10-24,1.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,2.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,3.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,4.00,1,1,8.23,45.44,45.40,5.46,5.34,,
"ME",2000,298,2000-10-24,4.00,2,1,8.18,45.76,45.42,5.48,5.48,,
"ME",2000,298,2000-10-24,5.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,6.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,7.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,8.00,1,1,8.22,46.22,44.98,5.58,5.30,,
"ME",2000,298,2000-10-24,9.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,10.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,11.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,12.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,13.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,14.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,15.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,16.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,16.50,1,1,,,,,,,
"ME",2000,298,2000-10-24,17.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,18.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,19.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,19.50,1,1,,,,,,,
"ME",2000,298,2000-10-24,20.00,1,1,7.79,48.08,47.40,5.70,5.28,,
"ME",2000,298,2000-10-24,21.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,22.00,1,1,,,,,,,
"ME",2000,298,2000-10-24,22.30,1,1,,,,,,,
"ME",2000,333,2000-11-28,0.00,1,1,8.30,46.11,45.79,5.96,5.78,,
"ME",2000,333,2000-11-28,0.00,2,1,8.29,45.71,45.67,5.52,5.50,,
"ME",2000,333,2000-11-28,1.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,2.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,3.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,4.00,1,1,8.29,45.29,45.95,5.66,5.76,,
"ME",2000,333,2000-11-28,5.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,6.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,7.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,8.00,1,1,8.27,46.05,45.31,5.52,5.36,,
"ME",2000,333,2000-11-28,9.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,10.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,11.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,12.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,13.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,14.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,15.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,16.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,17.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,18.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,19.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,20.00,1,1,8.29,45.69,46.39,5.64,6.04,,
"ME",2000,333,2000-11-28,21.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,22.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,23.00,1,1,,,,,,,
"ME",2000,333,2000-11-28,23.90,1,1,,,,,,,
"ME",2001,17,2001-01-17,0.00,1,1,,48.82,48.12,5.65,5.43,,
"ME",2001,17,2001-01-17,0.00,2,1,,48.51,48.01,5.80,5.78,,
"ME",2001,17,2001-01-17,1.00,1,1,8.11,,,,,,
"ME",2001,17,2001-01-17,1.00,2,1,8.11,,,,,,
"ME",2001,17,2001-01-17,2.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,3.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,4.00,1,1,8.09,47.64,47.31,5.68,5.55,,
"ME",2001,17,2001-01-17,5.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,6.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,7.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,8.00,1,1,8.09,46.87,46.48,5.53,5.52,,
"ME",2001,17,2001-01-17,9.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,10.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,11.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,12.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,13.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,14.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,15.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,16.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,17.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,18.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,19.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,20.00,1,1,7.72,51.64,50.87,5.49,5.40,,
"ME",2001,17,2001-01-17,21.00,1,1,,,,,,,
"ME",2001,17,2001-01-17,21.90,1,1,,,,,,,
"ME",2001,66,2001-03-07,0.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,1.00,1,1,8.29,46.53,46.65,5.94,5.51,,
"ME",2001,66,2001-03-07,1.00,2,1,8.35,45.95,46.51,5.72,5.69,,
"ME",2001,66,2001-03-07,2.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,3.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,4.00,1,1,8.34,46.33,46.65,5.90,5.86,,
"ME",2001,66,2001-03-07,5.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,6.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,7.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,8.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,9.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,10.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,11.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,11.50,1,1,,,,,,,
"ME",2001,66,2001-03-07,12.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,13.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,14.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,15.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,16.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,17.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,18.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,19.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,20.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,21.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,22.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,23.00,1,1,,,,,,,
"ME",2001,66,2001-03-07,23.90,1,1,,,,,,,
"ME",2001,100,2001-04-10,0.00,1,1,,,,,,,
"ME",2001,100,2001-04-10,1.00,1,1,,,,,,,
"ME",2001,100,2001-04-10,2.00,1,1,,,,,,,
"ME",2001,100,2001-04-10,3.00,1,1,,,,,,,
"ME",2001,100,2001-04-10,4.00,1,1,,,,,,,
"ME",2001,100,2001-04-10,5.00,1,1,,,,,,,
