lakeid,year4,daynum,sampledate,depth,rep,sta,event,wtemp,o2,o2sat,deck,light,frlight,flagdepth,flagwtemp,flago2,flago2sat,flagdeck,flaglight,flagfrlight
"MO",1995,129,1995-05-09,0.00,1,1,,11.30,10.8,104.6,,,,,,,,,,
"MO",1995,129,1995-05-09,1.00,1,1,,11.30,10.8,104.6,,,,,,,,,,
"MO",1995,129,1995-05-09,2.00,1,1,,11.30,10.8,104.6,,,,,,,,,,
"MO",1995,129,1995-05-09,3.00,1,1,,11.30,10.7,103.7,,,,,,,,,,
"MO",1995,129,1995-05-09,4.00,1,1,,11.20,10.7,103.4,,,,,,,,,,
"MO",1995,129,1995-05-09,5.00,1,1,,11.00,10.6,102.0,,,,,,,,,,
"MO",1995,129,1995-05-09,6.00,1,1,,10.50,10.6,100.8,,,,,,,,,,
"MO",1995,129,1995-05-09,7.00,1,1,,10.40,10.6,100.6,,,,,,,,,,
"MO",1995,129,1995-05-09,8.00,1,1,,10.20,10.5,99.2,,,,,,,,,,
"MO",1995,129,1995-05-09,9.00,1,1,,9.80,10.4,97.3,,,,,,,,,,
"MO",1995,129,1995-05-09,10.00,1,1,,9.50,10.4,96.6,,,,,,,,,,
"MO",1995,129,1995-05-09,11.00,1,1,,9.40,10.4,96.4,,,,,,,,,,
"MO",1995,129,1995-05-09,12.00,1,1,,9.40,10.3,95.5,,,,,,,,,,
"MO",1995,129,1995-05-09,13.00,1,1,,9.20,10.3,95.0,,,,,,,,,,
"MO",1995,129,1995-05-09,14.00,1,1,,9.00,10.2,93.6,,,,,,,,,,
"MO",1995,129,1995-05-09,15.00,1,1,,9.00,10.2,93.6,,,,,,,,,,
"MO",1995,129,1995-05-09,16.00,1,1,,8.90,10.1,92.5,,,,,,,,,,
"MO",1995,129,1995-05-09,17.00,1,1,,8.90,10.0,91.6,,,,,,,,,,
"MO",1995,129,1995-05-09,18.00,1,1,,8.80,9.7,88.6,,,,,,,,,,
"MO",1995,143,1995-05-23,0.00,1,1,,15.30,9.6,101.7,,,,,,,,,,
"MO",1995,143,1995-05-23,1.00,1,1,,,9.5,,,,,,,,,,,
"MO",1995,143,1995-05-23,2.00,1,1,,15.40,9.3,98.7,,,,,,,,,,
"MO",1995,143,1995-05-23,3.00,1,1,,15.40,9.7,102.9,,,,,,,,,,
"MO",1995,143,1995-05-23,4.00,1,1,,15.30,9.6,101.7,,,,,,,,,,
"MO",1995,143,1995-05-23,5.00,1,1,,15.00,9.4,98.9,,,,,,,,,,
"MO",1995,143,1995-05-23,6.00,1,1,,14.90,9.3,97.6,,,,,,,,,,
"MO",1995,143,1995-05-23,7.00,1,1,,14.90,9.2,96.6,,,,,,,,,,
"MO",1995,143,1995-05-23,8.00,1,1,,14.90,9.2,96.6,,,,,,,,,,
"MO",1995,143,1995-05-23,9.00,1,1,,14.60,8.9,92.8,,,,,,,,,,
"MO",1995,143,1995-05-23,10.00,1,1,,13.40,8.5,86.4,,,,,,,,,,
"MO",1995,143,1995-05-23,11.00,1,1,,12.00,7.9,77.8,,,,,,,,,,
"MO",1995,143,1995-05-23,12.00,1,1,,11.80,7.6,74.5,,,,,,,,,,
"MO",1995,143,1995-05-23,13.00,1,1,,11.50,6.6,64.2,,,,,,,,,,
"MO",1995,143,1995-05-23,14.00,1,1,,10.80,5.6,53.6,,,,,,,,,,
"MO",1995,143,1995-05-23,15.00,1,1,,10.30,4.2,39.8,,,,,,,,,,
"MO",1995,143,1995-05-23,16.00,1,1,,10.30,3.7,35.0,,,,,,,,,,
"MO",1995,143,1995-05-23,17.00,1,1,,10.20,3.3,31.2,,,,,,,,,,
"MO",1995,157,1995-06-06,0.00,1,1,,22.40,13.1,160.2,,,,,,,,,,
"MO",1995,157,1995-06-06,1.00,1,1,,22.30,13.4,163.6,,,,,,,,,,
"MO",1995,157,1995-06-06,2.00,1,1,,22.20,13.3,162.0,,,,,,,,,,
"MO",1995,157,1995-06-06,3.00,1,1,,20.80,13.5,160.1,,,,,,,,,,
"MO",1995,157,1995-06-06,4.00,1,1,,17.70,12.4,138.1,,,,,,,,,,
"MO",1995,157,1995-06-06,5.00,1,1,,16.30,11.0,119.0,,,,,,,,,,
"MO",1995,157,1995-06-06,6.00,1,1,,15.80,10.3,110.2,,,,,,,,,,
"MO",1995,157,1995-06-06,7.00,1,1,,15.60,9.8,104.4,,,,,,,,,,
"MO",1995,157,1995-06-06,8.00,1,1,,15.30,9.1,96.4,,,,,,,,,,
"MO",1995,157,1995-06-06,9.00,1,1,,14.60,7.1,74.1,,,,,,,,,,
"MO",1995,157,1995-06-06,10.00,1,1,,13.90,6.6,67.8,,,,,,,,,,
"MO",1995,157,1995-06-06,11.00,1,1,,13.00,3.9,39.3,,,,,,,,,,
"MO",1995,157,1995-06-06,12.00,1,1,,12.40,2.6,25.8,,,,,,,,,,
"MO",1995,157,1995-06-06,13.00,1,1,,11.90,2.1,20.6,,,,,,,,,,
"MO",1995,157,1995-06-06,14.00,1,1,,11.30,1.9,18.4,,,,,,,,,,
"MO",1995,157,1995-06-06,15.00,1,1,,10.80,0.6,5.7,,,,,,,,,,
"MO",1995,157,1995-06-06,16.00,1,1,,10.50,0.5,4.8,,,,,,,,,,
"MO",1995,157,1995-06-06,17.00,1,1,,10.40,0.5,4.7,,,,,,,,,,
"MO",1995,157,1995-06-06,18.00,1,1,,10.40,0.5,4.7,,,,,,,,,,
"MO",1995,172,1995-06-21,0.00,1,1,,27.60,12.1,163.0,,,,,,,,,,
"MO",1995,172,1995-06-21,1.00,1,1,,27.40,12.2,163.7,,,,,,,,,,
"MO",1995,172,1995-06-21,2.00,1,1,,26.90,12.4,164.9,,,,,,,,,,
"MO",1995,172,1995-06-21,3.00,1,1,,25.10,13.8,177.6,,,,,,,,,,
"MO",1995,172,1995-06-21,4.00,1,1,,21.50,11.7,140.6,,,,,,,,,,
"MO",1995,172,1995-06-21,5.00,1,1,,20.30,8.8,103.3,,,,,,,,,,
"MO",1995,172,1995-06-21,6.00,1,1,,19.10,7.2,82.5,,,,,,,,,,
"MO",1995,172,1995-06-21,7.00,1,1,,17.70,4.8,53.5,,,,,,,,,,
"MO",1995,172,1995-06-21,8.00,1,1,,16.60,2.8,30.5,,,,,,,,,,
"MO",1995,172,1995-06-21,9.00,1,1,,15.30,3.7,39.2,,,,,,,,,,
"MO",1995,172,1995-06-21,10.00,1,1,,14.30,1.5,15.5,,,,,,,,,,
"MO",1995,172,1995-06-21,11.00,1,1,,13.40,0.6,6.1,,,,,,,,,,
"MO",1995,172,1995-06-21,12.00,1,1,,12.60,0.5,5.0,,,,,,,,,,
"MO",1995,172,1995-06-21,13.00,1,1,,12.20,0.5,4.9,,,,,,,,,,
"MO",1995,172,1995-06-21,14.00,1,1,,11.70,0.5,4.9,,,,,,,,,,
"MO",1995,172,1995-06-21,15.00,1,1,,11.50,0.5,4.9,,,,,,,,,,
"MO",1995,172,1995-06-21,16.00,1,1,,11.50,0.5,4.9,,,,,,,,,,
"MO",1995,172,1995-06-21,17.00,1,1,,11.40,0.5,4.9,,,,,,,,,,
"MO",1995,172,1995-06-21,18.00,1,1,,11.30,0.5,4.8,,,,,,,,,,
"MO",1995,172,1995-06-21,19.00,1,1,,11.30,0.4,3.9,,,,,,,,,,
"MO",1995,172,1995-06-21,20.00,1,1,,11.30,0.4,3.9,,,,,,,,,,
"MO",1995,188,1995-07-07,0.00,1,1,,20.90,8.1,96.2,,,,,,,,,,
"MO",1995,188,1995-07-07,1.00,1,1,,21.10,8.0,95.4,,,,,,,,,,
"MO",1995,188,1995-07-07,2.00,1,1,,21.20,8.1,96.8,,,,,,,,,,
"MO",1995,188,1995-07-07,3.00,1,1,,21.20,7.9,94.4,,,,,,,,,,
"MO",1995,188,1995-07-07,4.00,1,1,,21.20,8.0,95.6,,,,,,,,,,
"MO",1995,188,1995-07-07,5.00,1,1,,21.20,8.0,95.6,,,,,,,,,,
"MO",1995,188,1995-07-07,6.00,1,1,,21.20,7.9,94.4,,,,,,,,,,
"MO",1995,188,1995-07-07,7.00,1,1,,21.20,7.9,94.4,,,,,,,,,,
"MO",1995,188,1995-07-07,8.00,1,1,,20.80,7.1,84.2,,,,,,,,,,
"MO",1995,188,1995-07-07,9.00,1,1,,17.20,0.7,7.7,,,,,,,,,,
"MO",1995,188,1995-07-07,10.00,1,1,,16.00,0.6,6.4,,,,,,,,,,
"MO",1995,188,1995-07-07,11.00,1,1,,14.60,0.7,7.3,,,,,,,,,,
"MO",1995,188,1995-07-07,12.00,1,1,,13.20,0.7,7.1,,,,,,,,,,
"MO",1995,188,1995-07-07,13.00,1,1,,12.60,0.7,7.0,,,,,,,,,,
"MO",1995,188,1995-07-07,14.00,1,1,,12.00,0.7,6.9,,,,,,,,,,
"MO",1995,188,1995-07-07,15.00,1,1,,11.80,0.6,5.9,,,,,,,,,,
"MO",1995,188,1995-07-07,16.00,1,1,,11.70,0.6,5.9,,,,,,,,,,
"MO",1995,188,1995-07-07,17.00,1,1,,11.70,0.6,5.9,,,,,,,,,,
"MO",1995,199,1995-07-18,0.00,1,1,,25.80,8.9,116.0,,,,,,,,,,
"MO",1995,199,1995-07-18,1.00,1,1,,25.80,8.9,116.0,,,,,,,,,,
"MO",1995,199,1995-07-18,2.00,1,1,,25.70,8.9,115.8,,,,,,,,,,
"MO",1995,199,1995-07-18,3.00,1,1,,25.60,8.9,115.6,,,,,,,,,,
"MO",1995,199,1995-07-18,4.00,1,1,,25.40,8.8,113.9,,,,,,,,,,
"MO",1995,199,1995-07-18,5.00,1,1,,25.20,8.5,109.6,,,,,,,,,,
"MO",1995,199,1995-07-18,6.00,1,1,,22.10,4.4,53.5,,,,,,,,,,
"MO",1995,199,1995-07-18,7.00,1,1,,20.40,2.4,28.2,,,,,,,,,,
"MO",1995,199,1995-07-18,8.00,1,1,,19.10,0.6,6.9,,,,,,,,,,
"MO",1995,199,1995-07-18,9.00,1,1,,17.10,0.4,4.4,,,,,,,,,,
"MO",1995,199,1995-07-18,10.00,1,1,,14.80,0.4,4.2,,,,,,,,,,
"MO",1995,199,1995-07-18,11.00,1,1,,13.40,0.4,4.1,,,,,,,,,,
"MO",1995,199,1995-07-18,12.00,1,1,,12.90,0.4,4.0,,,,,,,,,,
"MO",1995,199,1995-07-18,13.00,1,1,,12.60,0.4,4.0,,,,,,,,,,
"MO",1995,199,1995-07-18,14.00,1,1,,12.50,0.4,4.0,,,,,,,,,,
"MO",1995,199,1995-07-18,15.00,1,1,,12.30,0.3,3.0,,,,,,,,,,
"MO",1995,199,1995-07-18,16.00,1,1,,12.20,0.3,3.0,,,,,,,,,,
"MO",1995,199,1995-07-18,17.00,1,1,,12.10,0.3,3.0,,,,,,,,,,
"MO",1995,199,1995-07-18,18.00,1,1,,12.20,0.3,3.0,,,,,,,,,,
"MO",1995,199,1995-07-18,19.00,1,1,,12.20,0.3,3.0,,,,,,,,,,
"MO",1995,214,1995-08-02,0.00,1,1,,26.00,7.0,91.6,,,,,,,,,,
"MO",1995,214,1995-08-02,1.00,1,1,,26.10,7.0,91.8,,,,,,,,,,
"MO",1995,214,1995-08-02,2.00,1,1,,26.20,7.0,91.9,,,,,,,,,,
"MO",1995,214,1995-08-02,3.00,1,1,,26.20,7.0,91.9,,,,,,,,,,
"MO",1995,214,1995-08-02,4.00,1,1,,26.20,7.0,91.9,,,,,,,,,,
"MO",1995,214,1995-08-02,5.00,1,1,,26.20,7.0,91.9,,,,,,,,,,
"MO",1995,214,1995-08-02,5.50,1,1,,26.00,6.8,89.0,,,,,,,,,,
"MO",1995,214,1995-08-02,6.00,1,1,,25.10,2.3,29.6,,,,,,,,,,
"MO",1995,214,1995-08-02,6.50,1,1,,23.50,0.5,6.2,,,,,,,,,,
"MO",1995,214,1995-08-02,7.00,1,1,,22.20,0.1,1.2,,,,,,,,,,
"MO",1995,214,1995-08-02,7.50,1,1,,21.30,0.1,1.2,,,,,,,,,,
"MO",1995,214,1995-08-02,8.00,1,1,,20.50,0.1,1.2,,,,,,,,,,
"MO",1995,214,1995-08-02,9.00,1,1,,17.50,0.1,1.1,,,,,,,,,,
"MO",1995,214,1995-08-02,9.50,1,1,,16.60,0.1,1.1,,,,,,,,,,
"MO",1995,214,1995-08-02,10.00,1,1,,15.50,0.1,1.1,,,,,,,,,,
"MO",1995,214,1995-08-02,11.00,1,1,,14.80,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,12.00,1,1,,13.60,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,13.00,1,1,,12.90,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,14.00,1,1,,12.50,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,15.00,1,1,,12.30,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,16.00,1,1,,12.30,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,17.00,1,1,,12.20,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,18.00,1,1,,12.20,0.1,1.0,,,,,,,,,,
"MO",1995,214,1995-08-02,19.00,1,1,,12.20,0.0,0.0,,,,,,,,,,
"MO",1995,214,1995-08-02,20.00,1,1,,12.30,0.0,0.0,,,,,,,,,,
"MO",1995,226,1995-08-14,0.00,1,1,,27.80,7.9,106.8,,,,,,,,,,
"MO",1995,226,1995-08-14,1.00,1,1,,27.90,7.7,104.3,,,,,,,,,,
"MO",1995,226,1995-08-14,2.00,1,1,,27.90,7.6,102.9,,,,,,,,,,
"MO",1995,226,1995-08-14,3.00,1,1,,27.90,7.5,101.6,,,,,,,,,,
"MO",1995,226,1995-08-14,4.00,1,1,,27.60,7.4,99.7,,,,,,,,,,
"MO",1995,226,1995-08-14,5.00,1,1,,26.60,6.1,80.7,,,,,,,,,,
"MO",1995,226,1995-08-14,5.50,1,1,,26.30,5.5,72.4,,,,,,,,,,
"MO",1995,226,1995-08-14,6.00,1,1,,25.30,2.6,33.6,,,,,,,,,,
"MO",1995,226,1995-08-14,6.50,1,1,,24.70,1.6,20.4,,,,,,,,,,
"MO",1995,226,1995-08-14,7.00,1,1,,24.50,1.0,12.7,,,,,,,,,,
"MO",1995,226,1995-08-14,7.50,1,1,,20.80,0.1,1.2,,,,,,,,,,
"MO",1995,226,1995-08-14,8.00,1,1,,18.90,0.1,1.1,,,,,,,,,,
"MO",1995,226,1995-08-14,8.50,1,1,,17.00,0.1,1.1,,,,,,,,,,
"MO",1995,226,1995-08-14,9.00,1,1,,16.10,0.1,1.1,,,,,,,,,,
"MO",1995,226,1995-08-14,9.50,1,1,,15.30,0.1,1.1,,,,,,,,,,
"MO",1995,226,1995-08-14,10.00,1,1,,14.80,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,10.50,1,1,,14.10,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,11.00,1,1,,13.70,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,11.50,1,1,,13.50,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,12.00,1,1,,13.40,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,13.00,1,1,,13.30,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,14.00,1,1,,13.00,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,15.00,1,1,,12.60,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,16.00,1,1,,12.50,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,17.00,1,1,,12.40,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,18.00,1,1,,12.40,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,19.00,1,1,,12.40,0.1,1.0,,,,,,,,,,
"MO",1995,226,1995-08-14,20.00,1,1,,12.40,0.1,1.0,,,,,,,,,,
"MO",1995,242,1995-08-30,0.00,1,1,,26.00,9.0,117.8,,,,,,,,,,
"MO",1995,242,1995-08-30,1.00,1,1,,26.00,9.1,119.1,,,,,,,,,,
"MO",1995,242,1995-08-30,2.00,1,1,,25.90,9.1,118.9,,,,,,,,,,
"MO",1995,242,1995-08-30,3.00,1,1,,25.90,9.0,117.5,,,,,,,,,,
"MO",1995,242,1995-08-30,4.00,1,1,,25.70,8.7,113.2,,,,,,,,,,
"MO",1995,242,1995-08-30,5.00,1,1,,25.60,8.6,111.7,,,,,,,,,,
"MO",1995,242,1995-08-30,6.00,1,1,,25.60,8.3,107.8,,,,,,,,,,
"MO",1995,242,1995-08-30,7.00,1,1,,25.50,7.7,99.8,,,,,,,,,,
"MO",1995,242,1995-08-30,7.50,1,1,,23.40,1.0,12.5,,,,,,,,,,
"MO",1995,242,1995-08-30,8.00,1,1,,22.70,0.6,7.4,,,,,,,,,,
"MO",1995,242,1995-08-30,8.50,1,1,,19.00,0.5,5.7,,,,,,,,,,
"MO",1995,242,1995-08-30,9.00,1,1,,17.90,0.4,4.5,,,,,,,,,,
"MO",1995,242,1995-08-30,9.50,1,1,,15.90,0.4,4.3,,,,,,,,,,
"MO",1995,242,1995-08-30,10.00,1,1,,15.50,0.4,4.3,,,,,,,,,,
"MO",1995,242,1995-08-30,11.00,1,1,,14.50,0.4,4.2,,,,,,,,,,
"MO",1995,242,1995-08-30,12.00,1,1,,13.90,0.4,4.1,,,,,,,,,,
"MO",1995,242,1995-08-30,13.00,1,1,,13.40,0.4,4.1,,,,,,,,,,
"MO",1995,242,1995-08-30,14.00,1,1,,13.00,0.4,4.0,,,,,,,,,,
"MO",1995,242,1995-08-30,15.00,1,1,,12.70,0.4,4.0,,,,,,,,,,
"MO",1995,242,1995-08-30,16.00,1,1,,12.60,0.4,4.0,,,,,,,,,,
"MO",1995,242,1995-08-30,17.00,1,1,,12.50,0.4,4.0,,,,,,,,,,
"MO",1995,242,1995-08-30,18.00,1,1,,12.50,0.4,4.0,,,,,,,,,,
"MO",1995,242,1995-08-30,19.00,1,1,,12.40,0.4,4.0,,,,,,,,,,
"MO",1995,242,1995-08-30,19.50,1,1,,12.40,0.4,4.0,,,,,,,,,,
"MO",1995,254,1995-09-11,0.00,1,1,,21.40,9.0,108.0,,,,,,,,,,
"MO",1995,254,1995-09-11,1.00,1,1,,21.40,9.0,108.0,,,,,,,,,,
"MO",1995,254,1995-09-11,2.00,1,1,,21.40,8.8,105.6,,,,,,,,,,
"MO",1995,254,1995-09-11,3.00,1,1,,21.10,8.2,97.8,,,,,,,,,,
"MO",1995,254,1995-09-11,4.00,1,1,,21.00,7.7,91.7,,,,,,,,,,
"MO",1995,254,1995-09-11,5.00,1,1,,21.00,7.6,90.5,,,,,,,,,,
"MO",1995,254,1995-09-11,6.00,1,1,,21.00,7.3,86.9,,,,,,,,,,
"MO",1995,254,1995-09-11,7.00,1,1,,21.00,7.2,85.7,,,,,,,,,,
"MO",1995,254,1995-09-11,8.00,1,1,,20.90,7.2,85.5,,,,,,,,,,
"MO",1995,254,1995-09-11,9.00,1,1,,20.80,7.8,92.5,,,,,,,,,,
"MO",1995,254,1995-09-11,9.50,1,1,,20.70,8.4,99.4,,,,,,,,,,
"MO",1995,254,1995-09-11,10.00,1,1,,17.70,0.3,3.3,,,,,,,,,,
"MO",1995,254,1995-09-11,10.50,1,1,,17.00,0.3,3.3,,,,,,,,,,
"MO",1995,254,1995-09-11,11.00,1,1,,15.50,0.2,2.1,,,,,,,,,,
"MO",1995,254,1995-09-11,11.50,1,1,,14.70,0.2,2.1,,,,,,,,,,
"MO",1995,254,1995-09-11,12.00,1,1,,14.10,0.2,2.1,,,,,,,,,,
"MO",1995,254,1995-09-11,12.50,1,1,,13.80,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,13.00,1,1,,13.50,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,13.50,1,1,,13.20,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,14.00,1,1,,13.00,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,14.50,1,1,,12.80,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,15.00,1,1,,12.70,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,15.50,1,1,,12.60,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,16.00,1,1,,12.50,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,17.00,1,1,,12.40,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,18.00,1,1,,12.40,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,19.00,1,1,,12.40,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,20.00,1,1,,12.40,0.2,2.0,,,,,,,,,,
"MO",1995,254,1995-09-11,21.00,1,1,,12.30,0.3,3.0,,,,,,,,,,
"MO",1995,268,1995-09-25,0.00,1,1,,16.40,8.1,87.8,,,,,,,,,,
"MO",1995,268,1995-09-25,1.00,1,1,,16.40,8.0,86.7,,,,,,,,,,
"MO",1995,268,1995-09-25,2.00,1,1,,16.40,7.9,85.6,,,,,,,,,,
"MO",1995,268,1995-09-25,3.00,1,1,,16.40,7.9,85.6,,,,,,,,,,
"MO",1995,268,1995-09-25,4.00,1,1,,16.40,7.8,84.6,,,,,,,,,,
"MO",1995,268,1995-09-25,5.00,1,1,,16.40,7.8,84.6,,,,,,,,,,
"MO",1995,268,1995-09-25,6.00,1,1,,16.40,7.3,79.1,,,,,,,,,,
"MO",1995,268,1995-09-25,7.00,1,1,,16.20,7.3,78.8,,,,,,,,,,
"MO",1995,268,1995-09-25,8.00,1,1,,16.20,7.0,75.6,,,,,,,,,,
"MO",1995,268,1995-09-25,9.00,1,1,,16.20,6.9,74.5,,,,,,,,,,
"MO",1995,268,1995-09-25,10.00,1,1,,16.20,6.9,74.5,,,,,,,,,,
"MO",1995,268,1995-09-25,11.00,1,1,,16.10,7.0,75.4,,,,,,,,,,
"MO",1995,268,1995-09-25,11.50,1,1,,16.10,6.7,72.2,,,,,,,,,,
"MO",1995,268,1995-09-25,12.00,1,1,,15.20,0.5,5.3,,,,,,,,,,
"MO",1995,268,1995-09-25,12.50,1,1,,14.90,0.4,4.2,,,,,,,,,,
"MO",1995,268,1995-09-25,13.00,1,1,,14.50,0.3,3.1,,,,,,,,,,
"MO",1995,268,1995-09-25,13.50,1,1,,13.70,0.2,2.0,,,,,,,,,,
"MO",1995,268,1995-09-25,14.00,1,1,,13.30,0.2,2.0,,,,,,,,,,
"MO",1995,268,1995-09-25,14.50,1,1,,13.00,0.2,2.0,,,,,,,,,,
"MO",1995,268,1995-09-25,15.00,1,1,,12.70,0.2,2.0,,,,,,,,,,
"MO",1995,268,1995-09-25,15.50,1,1,,12.60,0.2,2.0,,,,,,,,,,
"MO",1995,268,1995-09-25,16.00,1,1,,12.50,0.2,2.0,,,,,,,,,,
"MO",1995,268,1995-09-25,17.00,1,1,,12.40,0.1,1.0,,,,,,,,,,
"MO",1995,268,1995-09-25,18.00,1,1,,12.30,0.1,1.0,,,,,,,,,,
"MO",1995,268,1995-09-25,19.00,1,1,,12.30,0.1,1.0,,,,,,,,,,
"MO",1995,284,1995-10-11,0.00,1,1,,15.30,6.1,64.6,,,,,,,,,,
"MO",1995,284,1995-10-11,1.00,1,1,,15.30,6.1,64.6,,,,,,,,,,
"MO",1995,284,1995-10-11,2.00,1,1,,15.20,5.9,62.3,,,,,,,,,,
"MO",1995,284,1995-10-11,3.00,1,1,,15.20,5.8,61.3,,,,,,,,,,
"MO",1995,284,1995-10-11,4.00,1,1,,15.20,5.7,60.2,,,,,,,,,,
"MO",1995,284,1995-10-11,5.00,1,1,,15.20,5.7,60.2,,,,,,,,,,
"MO",1995,284,1995-10-11,6.00,1,1,,15.20,5.6,59.2,,,,,,,,,,
"MO",1995,284,1995-10-11,7.00,1,1,,15.10,5.5,58.0,,,,,,,,,,
"MO",1995,284,1995-10-11,8.00,1,1,,15.10,5.5,58.0,,,,,,,,,,
"MO",1995,284,1995-10-11,9.00,1,1,,15.10,5.5,58.0,,,,,,,,,,
"MO",1995,284,1995-10-11,10.00,1,1,,15.10,5.4,56.9,,,,,,,,,,
"MO",1995,284,1995-10-11,11.00,1,1,,15.10,5.4,56.9,,,,,,,,,,
"MO",1995,284,1995-10-11,12.00,1,1,,15.10,5.3,55.9,,,,,,,,,,
"MO",1995,284,1995-10-11,13.00,1,1,,15.00,4.4,46.3,,,,,,,,,,
"MO",1995,284,1995-10-11,14.00,1,1,,14.90,3.8,39.9,,,,,,,,,,
"MO",1995,284,1995-10-11,15.00,1,1,,14.80,2.7,28.3,,,,,,,,,,
"MO",1995,284,1995-10-11,15.50,1,1,,14.80,2.0,21.0,,,,,,,,,,
"MO",1995,284,1995-10-11,16.00,1,1,,14.60,1.1,11.5,,,,,,,,,,
"MO",1995,284,1995-10-11,16.50,1,1,,14.50,0.3,3.1,,,,,,,,,,
"MO",1995,284,1995-10-11,17.00,1,1,,14.50,0.2,2.1,,,,,,,,,,
"MO",1995,284,1995-10-11,17.50,1,1,,14.40,0.2,2.1,,,,,,,,,,
"MO",1995,298,1995-10-25,0.00,1,1,,11.80,8.5,83.3,,,,,,,,,,
"MO",1995,298,1995-10-25,1.00,1,1,,11.80,8.4,82.3,,,,,,,,,,
"MO",1995,298,1995-10-25,2.00,1,1,,11.80,8.4,82.3,,,,,,,,,,
"MO",1995,298,1995-10-25,3.00,1,1,,11.80,8.4,82.3,,,,,,,,,,
"MO",1995,298,1995-10-25,4.00,1,1,,11.80,8.4,82.3,,,,,,,,,,
"MO",1995,298,1995-10-25,5.00,1,1,,11.80,8.4,82.3,,,,,,,,,,
"MO",1995,298,1995-10-25,6.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,7.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,8.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,9.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,10.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,11.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,12.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,13.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,14.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,15.00,1,1,,11.80,8.3,81.3,,,,,,,,,,
"MO",1995,298,1995-10-25,16.00,1,1,,11.70,8.2,80.2,,,,,,,,,,
"MO",1995,298,1995-10-25,17.00,1,1,,11.70,8.2,80.2,,,,,,,,,,
"MO",1995,298,1995-10-25,18.00,1,1,,11.70,8.2,80.2,,,,,,,,,,
"MO",1995,298,1995-10-25,18.50,1,1,,11.70,8.0,78.2,,,,,,,,,,
"MO",1995,311,1995-11-07,0.00,1,1,,7.40,10.1,89.2,,,,,,,,,,
"MO",1995,311,1995-11-07,1.00,1,1,,7.50,10.0,88.5,,,,,,,,,,
"MO",1995,311,1995-11-07,2.00,1,1,,7.50,9.9,87.6,,,,,,,,,,
"MO",1995,311,1995-11-07,3.00,1,1,,7.50,9.9,87.6,,,,,,,,,,
"MO",1995,311,1995-11-07,4.00,1,1,,7.50,9.9,87.6,,,,,,,,,,
"MO",1995,311,1995-11-07,5.00,1,1,,7.50,9.9,87.6,,,,,,,,,,
"MO",1995,311,1995-11-07,6.00,1,1,,7.50,9.9,87.6,,,,,,,,,,
"MO",1995,311,1995-11-07,7.00,1,1,,7.50,9.8,86.8,,,,,,,,,,
"MO",1995,311,1995-11-07,8.00,1,1,,7.50,9.8,86.8,,,,,,,,,,
