Date,POCtotal_conc_gm3,POCR_conc_gm3,POCL_conc_gm3,NPPin_gm2y,FlowIn_gm2y,FlowOut_gm2y,sedOut_gm2y,leachOut_gm2y,POC_flowOut_gm2y,POC_sedOut_gm2y,POCload_g,POCalloch_g,POCautoch_g,POCout_g
2005-07-05,0.1,0.08,0.02,16.753733825321,0.99162407239819,0.121292307692308,69.6833141824693,6.05580693815988,4406.4,2531508.89331382,644666.974585634,36024.48,608642.494585634,2755915.29331382
2005-07-06,0.103400591469985,0.0784854691232394,0.0249151223467451,17.2917742794019,1.32074550829563,0.16722261808192,68.5323829825387,6.26174019233767,10481.3915500445,5021205.87509043,676169.896944846,47981.056,628188.840944846,2723253.27456062
2005-07-07,0.106901184755329,0.0770484479801528,0.0298527367751762,17.7698114620052,1.92222939366516,0.251698597648538,67.4490649860083,6.47372936338833,19625.2912892764,7471547.24965062,715387.566427914,69832.224,645555.342427914,2694667.88076115
2005-07-08,0.110556711445383,0.0757689812550322,0.034787730190351,18.1876088470585,1.56123283257919,0.207718551824424,66.50164793309,6.69510100231091,27171.4501856924,9887470.13072671,717451.070334234,56717.664,660733.406334234,2666693.80515235
2005-07-09,0.114068786848488,0.0743569657249972,0.0397118211234905,18.5449287054821,1.30758833182504,0.176336924610486,65.4394822194227,6.90778550824552,33577.5532551035,12264805.8409446,721217.468259431,47503.072,673714.396259431,2634693.14435401
2005-07-10,0.117451829002114,0.0728467762849757,0.0446050527171379,18.8415307323014,1.16525969230769,0.15922003780272,64.2916021824668,7.11265600970567,39361.8209297996,14600440.4846145,726822.030220045,42332.448,684489.582220045,2599812.93514924
2005-07-11,0.12072106604174,0.071273759466282,0.0494473065754584,19.0771710541146,1.21741274208145,0.169394051872434,63.0878756378833,7.31063469317629,45515.6979923434,16892345.2269661,737277.208596054,44227.104,693050.104596053,2563644.96470597
2005-07-12,0.123914927876596,0.0696981730099898,0.0542167548666064,19.2516015152714,1.07023945701357,0.150299275596782,61.8796167730319,7.50404879976672,50975.8853742977,19140355.4143919,738267.428198627,38880.48,699386.948198627,2526083.21613623
2005-07-13,0.126960072054602,0.0680605280020695,0.0588995440525327,19.3645691742454,1.02074743891403,0.144934401169735,60.6150406633952,7.68845685217538,56241.1734825462,21342425.110821,740573.419973958,37082.496,703490.923973958,2486647.14305747
2005-07-14,0.129868719700318,0.0663923858386123,0.0634763338617056,19.4158159649268,0.908550733031674,0.129722984666446,59.3207729338063,7.86459893811126,60953.8495830313,23497475.6563067,738359.184698435,33006.528,705352.656698435,2445474.40492686
2005-07-15,0.132607985475861,0.0646762584502851,0.0679317270255762,19.4050784946734,1.33142663046757,0.195534974855158,57.9812302597745,8.03048358500125,68057.3941490022,25603862.2679357,753331.665642109,48369.088,704962.577642109,2405227.72424193
2005-07-16,0.135313290061914,0.0630777422440576,0.0722355478178562,19.3320879644337,1.2823750346908,0.18986964932742,56.738378615456,8.19431160782178,74955.1244231983,27665097.6116096,748898.025666825,46587.104,702310.921666824,2365822.31208423
2005-07-17,0.137835682318725,0.0614520755674289,0.0763836067512961,19.1965702078875,1.18975862443439,0.177018437549456,55.4671419106287,8.34706281311736,81385.9860174608,29680150.4930751,740610.192648186,43222.464,697387.728648186,2324722.24416104
2005-07-18,0.140149426277358,0.0597879509534512,0.0803614753239072,18.9982458578175,0.902862238310709,0.133325861450461,54.1573020583355,8.48717868029554,86229.5501896063,31647618.507578,722982.721519615,32799.872,690182.849519615,2280640.31648515
2005-07-19,0.142187548469074,0.0580278747633892,0.0841596737056849,18.7368306601912,0.609799939668175,0.0879220887945239,52.7589352838344,8.61060342538963,89423.6512784156,33564285.581177,702839.237682561,22153.28,680685.957682561,2232673.7813198
2005-07-20,0.143937026336333,0.0561732696275731,0.0877637567087603,17.7891165160023,1.33434486877828,0.201970351199106,51.2728102397031,8.71654842745669,96760.9851329365,35426963.5641317,694731.775238877,48475.104,646256.671238877,2186676.77474915
2005-07-21,0.14546446629761,0.0545430253400711,0.0909214409575384,16.8580305504637,1.23732423529412,0.186815867341415,49.9661387158375,8.80904724260788,103547.775272518,37242171.7815892,657381.930025067,44950.464,612431.466025067,2142016.83345187
2005-07-22,0.146560513426303,0.0528830888302924,0.0936774245960105,15.9439904722041,0.93809602413273,0.139424806980751,48.6210699928255,8.8754217406728,108612.906616531,39008515.3106437,613305.388880619,34079.872,579225.516880619,2093841.78993631
2005-07-23,0.14719172519212,0.0511351117406918,0.0960566134514279,15.0474222008791,0.946904470588235,0.140025286445209,47.1880357098459,8.91364670658161,113699.85263917,40722798.470952,581054.168941527,34399.872,546654.296941527,2043191.90175368
