DOCR_RespParam,DOCL_RespParam,BurialFactor_R,BurialFactor_L
0.000300004873091604,0.299820901476186,0.547648549343774,0.999452163654783
0.000300460168853672,0.297565202438921,0.000222624866931783,0.879883424009766
0.000408679913051481,0.299997824921778,0.347804849289552,0.999999805144567
0.000300531051848951,0.299763959784555,0.146514543483109,0.99985401911997
0.000601314166479271,0.0431642416479702,0.909481219740216,0
3e-04,0.3,0.333740948746428,0.884895742253036
0.000300000116628063,0.0558058202873579,1,0.210840252838377
0.000692720013813976,0.0781144833843373,0.202208507637827,0.372448787028292
3e-04,0.117729910573725,0.565756377349202,1
0.000300000394929055,0.299997406248748,0.20394985538708,0.9999950304296
3e-04,0.3,0.415847035072384,1
0.000362714418799039,0.29936234887385,0.000166501283482395,0.999850647081973
0.00231417990949539,0.00300000035809453,0,0.784274069073193
0.000360135168926766,0.103814998002129,0.3076637444065,0.50512628154179
0.00046298413773663,0.0568508163801838,0.846920371905392,0.269874011687305
0.000674012345697792,0.168704309952674,3.18897448199453e-08,0.331894090982039
0.000300007514902428,0.29983121020612,0.486473328883582,0.999253321077895
0.000300001527486909,0.299994873706902,0.416371959819357,0.999988922160057
0.000878734876722718,0.024329578233123,0.00211728128522243,0.999907469745329
3e-04,0.0397017141002053,0.825255377141331,0.898848151345006
0.000592074705091601,0.114906044801784,0.323668052122397,0.517217315624466
0.000372167500089637,0.3,0.179105433917178,1
0.00204736111994157,0.0033637340039314,1,0.700199227905567
0.000300036460265467,0.0737068334390115,0.998731751290582,0.000110172475469255
0.000300000004007137,0.288315401823255,0.294984024320959,9.67571981275594e-08
0.000405454452527768,0.3,0.116442568778418,0
0.000300038499120844,0.299957710318902,0.759721110080629,0.999977904555921
0.000370127911979712,0.0659726486552268,0.758384102177527,0.218156620023684
3e-04,0.237518026909458,0.75043765947796,0
0.000428242173969527,0.115703691668262,0.333437517596645,0.650554708210573
0.000527990279822868,0.044106883647357,0.29331294379079,0.788313767600914
0.000300040001757748,0.299813052194208,0.250804221480604,0.000131394755299951
0.000300014147653138,0.299918601629894,0.291026255373285,0.999983639420563
0.00201848957231131,0.003,1,0.721538886652684
0.000523456092265952,0.299815547218398,8.57168063578924e-05,0.999861713106649
0.003,0.003,0,0.777906089656078
0.00291346442189491,0.003,0,0.767694994660225
0.000300006633092833,0.299975342833674,0.212543269481769,0.999987299221387
0.00281792194149745,0.00300000002379862,0.768816149111463,0.654023951132725
0.000300058835498657,0.299684314490352,0.299497111942449,0.99987241257542
0.000330875513145842,0.0257864663955277,0.671448559893698,1
3e-04,0.3,0.191082091984933,0.899468333731683
0.000458982531595954,0.299686597204944,0.00105745344913508,0.999927305697235
0.000367354189504431,0.215710228046718,0.355856874290938,0
0.000303564719450052,0.3,0.106489117435857,1
0.00294294538367581,0.003,0.668172548688161,0.625564870415848
0.000300009068457797,0.299998925583806,0.190241589063853,0.999998329634918
0.0018051870940229,0.003,0.219488582305627,0.868133015641291
0.000356512146734464,0.299781721528167,0.000263268694546642,0.998730560886076
0.003,0.00392909946873778,0.338587772264952,0.5409903588043
0.00226848374875415,0.003,1,0.674016861314089
3e-04,0.0229341807565491,0.939348503297188,0.927838918741526
0.00274851341660658,0.00379041061052332,0,0.73295384835472
3e-04,0.0353145871927924,0.71693077775594,0.802741610929542
0.000300000043538099,0.3,0.329567186552358,0.558186179354196
