datetime,wtr,DO_con,PhoticDepth,DO_sat,Flux,Flux_Modelled,Conc_Modelled
2005-07-05,24.4,9.05,5.95963200539636,8.35419450816624,0.163454335382655,0.0186439242569881,8.87011886420664
2005-07-19,27.3,10,3.52160073046148,7.92446288287092,0.82512249013531,0.040133289985576,8.89312662565638
2005-08-03,25.7,9.3,2.43803127493487,8.15660696486456,0.656574944565622,-0.0699384420343707,8.32352431254144
2005-08-15,26.4,8.2,4.60517018598809,8.05359783486858,0.0445071567186855,-0.0283221265387092,8.22417188594501
2005-08-30,24.3,9.4,4.60517018598809,8.36974477994477,0.313203909915406,-0.0218184514898298,8.45719447237835
2005-09-27,21.1,9.75,5.1469549137514,8.8961090082051,0.232263038737511,0.0159097929108981,8.94729773617291
2005-11-03,12.8,10.3,8.39766328033123,10.5826680592609,-0.0471244523333181,0.0194958729789773,10.4824018039894
2006-04-05,5.9,16.1,6.23052436927801,12.4775887734246,0.813956485301927,0.0706984096766754,12.9907018430835
2006-04-19,9.8,12.5,8.12677091644957,11.3398253051534,0.199863462312881,0.00852286985902374,12.0953033056607
2006-05-03,12.5,10,16.2535418328991,10.6543003874457,-0.0563582111420086,-0.00602501369532642,11.0946382225857
2006-05-16,12.4,9.1,10.0230174636211,10.6783700674409,-0.220464356411374,-0.00374409728722791,10.7551751185973
2006-05-31,21.5,10.6,13.0028334663193,8.82710410727569,0.190885644751446,0.00288467653816154,9.73095308940315
2006-06-13,23.1,13.45,7.58498618868627,8.56044588627985,0.902490207486302,0.0278991636271447,9.20617519745058
2006-06-27,22.8,10.45,6.23052436927801,8.60933712667975,0.413597294531882,0.0268430356714225,9.1674292260041
2006-07-12,24.3,9.75,5.41784727763305,8.36974477994477,0.356665149284447,0.00264498323036657,8.77169513968933
2006-07-25,25,8.65,3.79249309434313,8.26195960179554,0.143245233141378,0.0358502676453469,8.62149157500139
2006-08-08,26.5,8.3,5.41784727763305,8.039068497621,0.0674260614245667,0.00756741125354576,8.64892632622945
2006-08-21,24.8,8.95,4.60517018598809,8.29250317809735,0.199883069134872,0.0383978324316572,8.66414022391194
2006-09-07,23.4,10.1,5.1469549137514,8.51204875384841,0.431931458865623,0.00194650541875223,8.88532338280105
2006-10-04,16.8,8.8,4.06338545822479,9.70405728152697,-0.311484157028683,0.11117726893932,9.9595701992551
2006-10-30,9.3,10.4,3.52160073046148,11.475371752786,-0.427510262840947,0.0546068058774809,11.4678964109485
2006-12-11,1.2,13.2,12.7319411024377,14.1356665475828,-0.102885581709542,-0.00546975380975985,13.7015678346913
2007-01-05,2,13.2,14.0864029218459,13.8278146692537,-0.0623963791062751,-0.0056857895126151,13.8636633705741
2007-02-26,0.3,13.05,17.3371112884258,14.4959968938668,-0.116766606485652,-0.00527016393621789,13.9279268766646
2007-04-03,6.2,14.8,3.79249309434313,12.3831215174322,0.892191440148401,0.126919673395871,13.0242411786369
2007-04-17,7,15.2,5.6887396415147,12.1371672408459,0.753763774232766,0.0924535002116139,12.8249244970263
2007-05-02,11.9,10.95,14.0864029218459,10.8001839081801,0.0148897152602829,-0.00201477759814027,11.6504627159377
2007-05-21,16.4,9.1,14.8990800134909,9.78594709261048,-0.064455384411998,0.00879329895402156,10.2690938447098
2007-05-29,18.9,10.2,10.5648021913844,9.29365667488526,0.120104535056548,0.0276298787358137,10.0416877026466
2007-06-11,21.2,10.2,8.39766328033123,8.87876705821956,0.220266764306328,0.0122476711844881,9.66328095241787
2007-06-25,24.3,9.7,6.23052436927801,8.36974477994477,0.298908598650283,0.0174272445519681,9.17332712997486
2007-07-09,26.6,9.1,4.06338545822479,8.02458498002081,0.370523801753384,0.0428017053954934,8.7541865052147
2007-07-23,25.1,9,4.06338545822479,8.24676240372763,0.259520699087706,0.0300172333180949,8.87879211230373
2007-08-07,25.3,8,4.06338545822479,8.21651587089027,-0.074598440724548,0.00301874228374081,8.59122059200354
2007-08-20,23.1,7,5.41784727763305,8.56044588627985,-0.403227357443382,0.0597102971697269,8.80458544382336
2007-09-04,24.6,9.35,5.1469549137514,8.323247432318,0.279282336613105,0.0104747224196112,8.6499349185213
2007-10-04,19.2,7.85,2.97981600269818,9.2375759102902,-0.651921552420443,0.0864546372769541,9.41284740569226
2007-10-29,14.3,8.2,3.52160073046148,10.2370485902584,-0.809821511477252,0.0259197272997884,10.2240194744079
2007-11-26,6.3,11.25,4.06338545822479,12.3519068462365,-0.379651303227579,0.0071658794585528,12.1315157222905
2008-03-03,0.4,13.15,27.0892363881652,14.4552048929169,-0.0674543506468877,-0.00503413322671722,13.5851568829343
2008-04-17,5.7,15.2,5.6887396415147,12.5412608083298,0.654316263865293,0.091443584598024,13.1430103840054
2008-04-30,10.4,15.55,12.1901563746744,11.1808523769975,0.501782461536874,0.0338261632685864,12.1772938747883
2008-05-14,12.1,11.5,17.6080036523074,10.7511631583612,0.0595394911879735,0.00543180969799008,11.1411272621875
2008-05-28,16.4,10.7,16.2535418328991,9.78594709261048,0.078732013212967,0.011180767009082,10.4453768996907
2008-06-10,18.8,9.5,10.2939098275028,9.31248685176595,0.0255023030050531,0.00847317572246084,9.74678076277404
2008-06-24,22.5,12.5,5.95963200539636,8.65873037571136,0.902367372538203,0.0463451091494586,9.27379599110143
2008-07-08,24.2,10.7,5.41784727763305,8.38534657071954,0.598118521053691,0.0444736771504306,9.0788320385593
2008-07-21,26.4,13.4,4.60517018598809,8.05359783486858,1.62533907084652,0.128890240908015,9.03564822154923
