"date","fit","se.pred"
2001-04-01,9.20747350702723,4.6473993956714
2001-04-02,9.21337980068984,4.65038055066222
2001-04-03,9.20809920806871,4.64771521332104
2001-04-04,9.19496833363237,4.64108750835143
2001-04-05,9.18949053459982,4.63832263263454
2001-04-06,9.20788524643972,4.64760721788184
2001-04-07,9.20277374046982,4.64502722568992
2001-04-08,9.18540326954705,4.63625961794091
2001-04-09,9.18,4.63353236039209
2001-04-10,9.29643489449728,4.69230195206224
2001-04-11,9.40166958418818,4.74541832898148
2001-04-12,9.50816764689196,4.79917238343214
2001-04-13,9.62036639397824,4.85580381321642
2001-04-14,9.73087314446716,4.91158122110664
2001-04-15,9.8450174597746,4.96919466105563
2001-04-16,9.96153096042603,5.0280039285601
2001-04-17,10.08,5.0878002388619
2001-04-18,10.0592687021522,5.07733628031605
2001-04-19,10.0441689001969,5.069714774761
2001-04-20,10.0118063357408,5.05338002643064
2001-04-21,10.0051753151648,5.05003307126497
2001-04-22,9.98364527861262,5.03916595567835
2001-04-23,9.96226539468751,5.02837462844214
2001-04-24,9.94103362508051,5.01765806073599
2001-04-25,9.91994791830124,5.00701521708637
2001-04-26,9.89900621016079,4.99644505561027
2001-04-27,9.87820642425548,4.98594652825934
2001-04-28,9.85754647245211,4.97551858106489
2001-04-29,9.83260846384887,4.96293131855216
2001-04-30,9.81663766288261,4.95487018313838
2001-05-01,9.79638457458084,4.94464759707693
2001-05-02,9.77626286028675,4.93449132100632
2001-05-03,9.75627038053286,4.92440027504726
2001-05-04,9.73204155280116,4.91217096596783
2001-05-05,9.71231138858066,4.90221232169859
2001-05-06,9.69704682487793,4.89450765395525
2001-05-07,9.67754972012461,4.88466664460793
2001-05-08,9.65817103054287,4.87488540438146
2001-05-09,9.63459608140318,4.86298613534732
2001-05-10,9.61545768779211,4.85332618261063
2001-05-11,9.5964310850745,4.84372265544284
2001-05-12,9.57751407312264,4.83417444334688
2001-05-13,9.55870444750671,4.82468043365426
2001-05-14,9.54,4.81523951178001
2001-05-15,9.18,4.63353236039209
2001-05-16,17.535189722817,8.85074825994414
2001-05-17,33.48,16.898765079077
2001-05-18,31.8456302600018,16.0738298852723
2001-05-19,30.3048744592255,15.2961455865404
2001-05-20,28.8128797755898,14.5430730758477
2001-05-21,27.406837120812,13.8333841715989
2001-05-22,26.0812834884255,13.1643214645075
2001-05-23,24.8088113219964,12.5220512073346
2001-05-24,23.6090539233295,11.9164831538114
2001-05-25,22.4474333781069,11.3301643752946
2001-05-26,21.3525749569376,10.7775432506175
2001-05-27,20.311211673996,10.2519233736638
2001-05-28,19.3120505331844,9.74760469401274
2001-05-29,18.2989738931439,9.23626227623664
2001-05-30,17.4016729138021,8.7833567070872
2001-05-31,16.5500404823309,8.35350197610888
2001-06-01,15.7354572388197,7.94234752959008
2001-06-02,14.9728641438534,7.5574346991611
2001-06-03,14.2493422429,7.19224274474717
2001-06-04,13.5495004561173,6.83900314058465
2001-06-05,12.8846702244851,6.50343534184444
2001-06-06,12.2603711288044,6.18832531326055
2001-06-07,11.6605827562449,5.8855868782234
2001-06-08,11.0961800976159,5.60070910229215
2001-06-09,10.5575417815741,5.32883567441344
2001-06-10,10.0421131466009,5.06867714940025
2001-06-11,9.55326572498258,4.82193528149579
2001-06-12,9.09,4.58810557254511
2001-06-13,6.94734350551259,3.50661666138915
2001-06-14,5.31,2.68018048297189
2001-06-15,5.83524968951308,2.94529610755193
2001-06-16,6.41213873360412,3.23647628774273
2001-06-17,7.04399040776346,3.55539842055158
2001-06-18,7.74,3.90670375484039
2001-06-19,7.79922503887127,3.9365971245741
2001-06-20,7.85154518032997,3.96300530197598
2001-06-21,7.91279853812784,3.99392244963819
2001-06-22,7.97569341360878,4.02566814036191
2001-06-23,8.03669708479143,4.05645926068081
2001-06-24,8.09894923774891,4.08788054229656
2001-06-25,8.16046970915582,4.11893251343931
2001-06-26,8.2216370066644,4.14980622285149
2001-06-27,8.25860145665969,4.16846373649389
2001-06-28,8.31738772484572,4.19813564019614
2001-06-29,8.38486874771591,4.23219615252527
2001-06-30,8.4497838325314,4.26496152792507
2001-07-01,8.51341425780387,4.2970784815858
2001-07-02,8.58103566121199,4.33120984988064
2001-07-03,8.64203266792356,4.3619976063605
2001-07-04,8.70927431542794,4.39593729586787
2001-07-05,8.77744932688306,4.43034809344384
2001-07-06,8.84293829949168,4.46340313416616
2001-07-07,8.90703873905859,4.49575732382287
2001-07-08,8.97248185268623,4.52878921758741
2001-07-09,9.04117409702845,4.56346108437038
2001-07-10,9.10987553327456,4.5981375906941
2001-07-11,9.18,4.63353236039209
2001-07-12,6.22940058147775,3.14424065142946
2001-07-13,4.23,2.13505902880812
2001-07-14,5.88269920712862,2.96924587610929
2001-07-15,8.17894362922074,4.12825707841144
2001-07-16,11.43,5.76920205656662
2001-07-17,11.1776512308013,5.64183101210178
2001-07-18,10.9870918141954,5.54564765443065
2001-07-19,10.7996962575034,5.45106123001606
2001-07-20,10.6071834028036,5.35389188992423
2001-07-21,10.4080496525338,5.25338070518332
2001-07-22,10.2265822548803,5.16178647213499
2001-07-23,10.0541013553336,5.0747281028976
2001-07-24,9.89010781789385,4.99195366252483
2001-07-25,9.71391781813606,4.90302315430531
2001-07-26,9.54528366146119,4.81790639809393
2001-07-27,9.38195858294687,4.73546935707436
2001-07-28,9.21797385014636,4.65269936077355
2001-07-29,9.05820117520129,4.57205536734606
2001-07-30,8.90205069382736,4.49323964746186
2001-07-31,8.75258886706469,4.41779997306664
2001-08-01,8.59754191295395,4.33954124983654
2001-08-02,8.44778543859352,4.26395285439784
2001-08-03,8.30313580460246,4.19094209622611
2001-08-04,8.15413468876168,4.11573496202319
2001-08-05,8.01104478905956,4.04351146739192
2001-08-06,7.87038909604069,3.97251661932261
2001-08-07,7.73253062375219,3.90293364628307
2001-08-08,7.59899350383486,3.83553184165883
2001-08-09,7.43142117346085,3.75095103387078
2001-08-10,7.26998228087811,3.66946603027514
2001-08-11,7.09225782277456,3.57976101634748
2001-08-12,6.93040899748045,3.4980691024595
2001-08-13,6.84,3.45243587637058
2001-08-14,12.42,6.26889672288341
2001-08-15,8.73,4.40639842115718
2001-08-16,8.73,4.40639842115718
2001-08-17,8.82477869444583,4.45423721721279
2001-08-18,8.96341385625255,4.52421221814086
2001-08-19,9.1536831351628,4.6202491311059
2001-08-20,9.49720776790272,4.79364047123577
2001-08-21,9.76735085330374,4.92999305600067
2001-08-22,10.0442497191363,5.06975556748117
2001-08-23,10.3297106969373,5.21383973722739
2001-08-24,10.6197287824916,5.36022407105252
2001-08-25,10.8835146630985,5.49336790700094
2001-08-26,11.2348933679828,5.67072352789792
2001-08-27,11.6711496185622,5.89092041836447
2001-08-28,11.9808053779885,6.0472167126873
2001-08-29,12.0776785350454,6.09611267217275
2001-08-30,12.45287736917,6.28549131481956
2001-08-31,12.8327918088834,6.47725012207361
2001-09-01,13.278324241161,6.70212909185164
2001-09-02,13.6529342246428,6.89121051679598
2001-09-03,13.9436204717226,7.03793209986408
2001-09-04,14.2708953388644,7.20312149938961
2001-09-05,14.7090436231698,7.4242733789081
2001-09-06,15.2094730527026,7.6768611736611
2001-09-07,15.6518859360561,7.90016557580409
2001-09-08,16.0988695612199,8.12577702370847
2001-09-09,16.5282640469126,8.34251049264432
2001-09-10,17.1968790132575,8.67998860628279
2001-09-11,17.7899682358503,8.97934569838343
2001-09-12,18.3730173033553,9.27363510164928
2001-09-13,18.8457057980051,9.51222087902892
2001-09-14,18.8842950573305,9.53169850232387
2001-09-15,19.3503249304134,9.76692339315603
2001-09-16,19.8720026018936,10.0302360698986
2001-09-17,20.79,10.4935879926527
2001-09-18,10.53,5.31493417809681
2001-09-19,10.7245204189571,5.41311682036204
2001-09-20,10.5757513859486,5.3380268281323
2001-09-21,10.7841676931529,5.44322331003472
2001-09-22,10.8080619172732,5.45528373058896
2001-09-23,10.8095589234137,5.45603933259287
2001-09-24,10.9770782361849,5.54059338016542
2001-09-25,11.0148843587888,5.55967572139703
2001-09-26,11.0597425604696,5.58231754374091
2001-09-27,11.090451198545,5.59781748581782
2001-09-28,11.1345858769556,5.62009411551619
