"date","fit","se.pred"
2001-04-01,9.11490958307633,3.04217689922706
2001-04-02,9.12075650000362,3.0456174969614
2001-04-03,9.11552899386419,3.04112213791276
2001-04-04,9.1025301258096,3.0316910547967
2001-04-05,9.09710739580034,3.02759655107255
2001-04-06,9.11531718321917,3.038573240188
2001-04-07,9.11025706388096,3.03443023882624
2001-04-08,9.09306122055264,3.02316568509767
2001-04-09,9.08771227077431,3.01947206505067
2001-04-10,9.09897706829457,3.02522255973257
2001-04-11,9.09798829522878,3.0239333566385
2001-04-12,9.09706863821118,3.02270277387364
2001-04-13,9.10040048331474,3.02385381764355
2001-04-14,9.10091282775292,3.02340912411538
2001-04-15,9.10361505933963,3.02416572812374
2001-04-16,9.10726000013631,3.02542221285808
2001-04-17,9.11142762154793,3.02694753724204
2001-04-18,9.11653485892144,3.02897791743736
2001-04-19,9.12672332483728,3.0338992743774
2001-04-20,9.12117542688547,3.0298691235331
2001-04-21,9.13903965106736,3.03916377122522
2001-04-22,9.14328992279136,3.04064408396006
2001-04-23,9.14763750384204,3.0421585442703
2001-04-24,9.1520813604404,3.04370680865227
2001-04-25,9.15662043165413,3.04528852391876
2001-04-26,9.16125362957721,3.04690332722495
2001-04-27,9.1659798395155,3.04855084609665
2001-04-28,9.17079792017904,3.05023069846096
2001-04-29,9.17158777453259,3.04948764739454
2001-04-30,9.180704996734,3.05368582758138
2001-05-01,9.18579157888193,3.05546029250795
2001-05-02,9.19096520469672,3.05726546734679
2001-05-03,9.19622460301431,3.05910092257911
2001-05-04,9.19744473362601,3.05848593348641
2001-05-05,9.20287070683445,3.06037540757716
2001-05-06,9.21250434319115,3.06478453534121
2001-05-07,9.21809361738178,3.06673663051003
2001-05-08,9.22376193354748,3.06871671910687
2001-05-09,9.22537855015733,3.06821756674039
2001-05-10,9.23119946432237,3.07024677724428
2001-05-11,9.23709506277606,3.0723024664886
2001-05-12,9.24306385612242,3.07438412411768
2001-05-13,9.24910433207985,3.07649123098895
2001-05-14,9.25521495578683,3.07862325925187
2001-05-15,9.26139417011588,3.08077967243069
2001-05-16,9.2676403959929,3.08295992550996
2001-05-17,9.26977454754688,3.08264220321356
2001-05-18,9.27614852456448,3.08486284944861
2001-05-19,9.28676502997977,3.08963814783039
2001-05-20,9.28908117446077,3.08936996359913
2001-05-21,9.29563650093167,3.09165526992731
2001-05-22,9.30643388527813,3.09651050860949
2001-05-23,9.31310320574798,3.09884168315474
2001-05-24,9.32397641980704,3.10378264619694
2001-05-25,9.32660097636295,3.10356096685079
2001-05-26,9.33342588664793,3.10594783384283
2001-05-27,9.34029909027877,3.10835201051936
2001-05-28,9.34302396950479,3.10818884845816
2001-05-29,9.31365044685772,3.09025025272477
2001-05-30,9.31790591336724,3.09124936181409
2001-05-31,9.3231034428544,3.09272960644427
2001-06-01,9.32556025291568,3.09284037446943
2001-06-02,9.33543527521991,3.09665674593789
2001-06-03,9.34670699861713,3.10120634460468
2001-06-04,9.35020683205255,3.10179341210968
2001-06-05,9.35417228126921,3.10263229033836
2001-06-06,9.36418093125195,3.106509068085
2001-06-07,9.36958937100379,3.10806189309583
2001-06-08,9.38010980562929,3.11220524032881
2001-06-09,9.38925982048281,3.11566383644206
2001-06-10,9.39567057584435,3.11770709129581
2001-06-11,9.40348100932896,3.12047126617614
2001-06-12,9.41314611503918,3.12420372524796
2001-06-13,9.41730875506156,3.12506324354723
2001-06-14,9.42192575323311,3.12617164186318
2001-06-15,9.4311860649527,3.12967206178285
2001-06-16,9.43998906788945,3.13294359414403
2001-06-17,9.44602410162425,3.13477325377335
2001-06-18,9.45437809603752,3.13781091235964
2001-06-19,9.4622719636263,3.14061026901738
2001-06-20,9.46130575846915,3.13883194443115
2001-06-21,9.47061149133567,3.14233803849072
2001-06-22,9.48130969955949,3.14657831741835
2001-06-23,9.48919671250917,3.14937308845008
2001-06-24,9.49800723625024,3.15265569312665
2001-06-25,9.50541199163713,3.15520398460209
2001-06-26,9.51187326902735,3.15725752876917
2001-06-27,9.49000047926724,3.1453126117325
2001-06-28,9.49289422862407,3.14575579268644
2001-06-29,9.50517096015454,3.15054216390999
2001-06-30,9.51395803209053,3.15372737759821
2001-07-01,9.52075452779429,3.15597969164661
2001-07-02,9.53145665560404,3.16009082120449
2001-07-03,9.53426992299617,3.16045713163609
2001-07-04,9.54345165811061,3.16384839615696
2001-07-05,9.55308865359365,3.16747303210836
2001-07-06,9.55925486696724,3.16944027093983
2001-07-07,9.56340958151823,3.17045358902044
2001-07-08,9.56850245152433,3.17192598947135
2001-07-09,9.57653025058763,3.17479216172473
2001-07-10,9.58402118384347,3.17741110088761
2001-07-11,9.5924594450308,3.18049011993073
2001-07-12,9.59289792070492,3.17977827241961
2001-07-13,9.59975622787047,3.18211114119329
2001-07-14,9.6075670062818,3.18489781243062
2001-07-15,9.61282278726336,3.18649013061469
2001-07-16,9.66756038496042,3.21366079056751
2001-07-17,9.62718294257679,3.19150304606448
2001-07-18,9.6362804515951,3.19493266712619
2001-07-19,9.64531078165703,3.19835204717562
2001-07-20,9.64678878359627,3.19816606097241
2001-07-21,9.63895725307881,3.19377419383479
2001-07-22,9.64426692504461,3.19545693654245
2001-07-23,9.65517105299617,3.19967204560432
2001-07-24,9.67154254230496,3.206502149393
2001-07-25,9.67313285186859,3.20644270927186
2001-07-26,9.67920245224598,3.20849825184024
2001-07-27,9.68773506125101,3.21171946812744
2001-07-28,9.69264308341289,3.21324641704882
2001-07-29,9.69899461008281,3.21546276359056
2001-07-30,9.70628024782841,3.21813241028539
2001-07-31,9.71800905733133,3.2229604205784
2001-08-01,9.72060015653377,3.22339797812611
2001-08-02,9.72612081099873,3.22526331267396
2001-08-03,9.73457360545878,3.22856078447129
2001-08-04,9.73488173894027,3.22793177419565
2001-08-05,9.73912558901727,3.22921919237197
2001-08-06,9.74327626912377,3.23047470817745
2001-08-07,9.74784173415587,3.23193937083023
2001-08-08,9.7548568615581,3.23458221005119
2001-08-09,9.71437156004387,3.2161787350556
2001-08-10,9.67729977774099,3.20164028418971
2001-08-11,9.61354059177313,3.1796713862788
2001-08-12,9.56611773788839,3.16411743077428
2001-08-13,9.61415158812287,3.17986422425865
2001-08-14,9.71943254499912,3.21667987732022
2001-08-15,9.70943972965529,3.21265344723462
2001-08-16,9.71589326598376,3.21488856778517
2001-08-17,9.55406474988721,3.15990089463263
2001-08-18,9.44003646476832,3.1206576276396
2001-08-19,9.37803746339958,3.11732876207726
2001-08-20,9.46515855231624,3.12852420635595
2001-08-21,9.46944679419992,3.12990682082169
2001-08-22,9.47286148935141,3.13100250019461
2001-08-23,9.47693080652437,3.13231731554307
2001-08-24,9.47782842289513,3.13258320329761
2001-08-25,9.44888252050347,3.12439434773524
2001-08-26,9.48846812873674,3.13605643830135
2001-08-27,9.58863198475904,3.1711509071992
2001-08-28,9.57513471843147,3.16646311138656
2001-08-29,9.38984041839711,3.13595464759188
2001-08-30,9.41803548509164,3.12643341717461
2001-08-31,9.44120929659539,3.12596051091234
2001-09-01,9.50310683852903,3.1407643739564
2001-09-02,9.50526449381498,3.14146170180055
2001-09-03,9.44342699208722,3.12785850114193
2001-09-04,9.40201978102086,3.14075333172028
2001-09-05,9.42692910821677,3.13117302997789
2001-09-06,9.4823468825104,3.13467445720759
2001-09-07,9.49257879627891,3.13753540006261
2001-09-08,9.49792604833487,3.1391500995198
2001-09-09,9.4858556206839,3.13586447663949
2001-09-10,9.60096241211561,3.17487659742853
2001-09-11,9.66175836684682,3.19526846644403
2001-09-12,9.70682833032141,3.21001375490112
2001-09-13,9.68556896145384,3.20302912461133
2001-09-14,9.44124730540716,3.13376742725087
2001-09-15,9.41093392228605,3.14765825100877
2001-09-16,9.40160418386159,3.15594316291785
2001-09-17,9.56820965172415,3.16322017787515
2001-09-18,9.51952058761907,3.14610257421082
2001-09-19,9.66332984349667,3.19568777233063
2001-09-20,9.49778585443079,3.13945098717915
2001-09-21,9.65294852012956,3.19226514487157
2001-09-22,9.64236125989777,3.18876940619938
2001-09-23,9.6118230059424,3.17852035922256
2001-09-24,9.72851982908057,3.21683556688169
2001-09-25,9.72976090020594,3.2172120653707
2001-09-26,9.73709620686173,3.21962259692603
2001-09-27,9.73186050862014,3.21783661781973
2001-09-28,9.73829545084143,3.21995009099008
2001-09-29,9.58099389277966,3.16797728172034
2001-09-30,9.49156705290716,3.13753710777118
2001-10-01,9.61484871858433,3.17961485058705
2001-10-02,9.55785442525711,3.15995503217464
2001-10-03,9.40895939984357,3.13889552008612
2001-10-04,9.40424339030301,3.14013680481851
2001-10-05,9.66166718121523,3.19480599638504
2001-10-06,9.69760187214595,3.2062501179702
2001-10-07,9.57057211066075,3.16470586506764
2001-10-08,9.63722523267499,3.18688215505144
2001-10-09,9.61221634825884,3.1787694824545
2001-10-10,9.57661933543622,3.16692325678232
2001-10-11,9.62449207211128,3.18270848235071
2001-10-12,9.62184119456501,3.18182842343833
2001-10-13,9.68505382944451,3.2018116288105
2001-10-14,9.68026474357803,3.20021465697491
2001-10-15,9.67280493858538,3.19777236608362
2001-10-16,9.66778466430537,3.19610769257432
2001-10-17,9.64445825685343,3.1886984570272
2001-10-18,9.668296646674,3.19610742499193
2001-10-19,9.6775030007788,3.19895021149478
2001-10-20,9.79005436675461,3.23964313194981
2001-10-21,9.66721975957221,3.19550526698514
2001-10-22,9.81009794628505,3.24919547550413
2001-10-23,9.80574225674654,3.24754065564887
2001-10-24,9.76419358153442,3.22970642606517
2001-10-25,9.76924184534525,3.23200460439464
2001-10-26,9.78953985279276,3.24121261140197
2001-10-27,9.79087503228892,3.24224654597106
2001-10-28,9.67706736679761,3.19812157643752
2001-10-29,9.78009390794276,3.23811458774522
2001-10-30,9.75864075891633,3.22890873360497
2001-10-31,9.64912124239572,3.18877060063685
2001-11-01,9.71729595486004,3.21253012159179
2001-11-02,9.76952715285086,3.23512003322683
2001-11-03,9.76316394643876,3.23264973884055
2001-11-04,9.75971169036914,3.23156413509594
2001-11-05,9.74361750218535,3.22464497997272
2001-11-06,9.75403559487505,3.23002051847569
2001-11-07,9.74139026977937,3.22463338919197
2001-11-08,9.73612819928944,3.22274154634236
2001-11-09,9.71661380959721,3.21445514417702
2001-11-10,9.70864170659217,3.21141576377884
2001-11-11,9.70624727209427,3.21080467331777
2001-11-12,9.69762599166297,3.20750241291804
2001-11-13,9.70271795471266,3.21020246899667
2001-11-14,9.69400516915789,3.20683359747974
2001-11-15,9.68368389454092,3.20279548274545
2001-11-16,9.67532540328402,3.19964301179718
2001-11-17,9.66638300311314,3.19626568377813
2001-11-18,9.65892265053281,3.19353259623992
2001-11-19,9.653473452094,3.19164890577593
2001-11-20,9.64848604098187,3.1899634816667
2001-11-21,9.6424159153369,3.18782994066439
2001-11-22,9.59365119229407,3.16922289928727
2001-11-23,9.63167310435419,3.18416174994362
2001-11-24,9.62597473118548,3.18219767435896
2001-11-25,9.61766671197976,3.17915050439476
2001-11-26,9.61496030829063,3.17844285104856
2001-11-27,9.60811490385715,3.1760111249367
