"date","SW_DOC"
1991-07-24,7.86459689534301
1991-08-12,6.84827240861292
1991-08-16,8.1893340010015
1991-09-11,7.47911867801703
1991-10-21,5.3849774661993
1991-11-25,6.16710065097646
1994-09-09,4.76269404106159
1994-11-09,4.31742613920881
1995-03-17,3.70691036554832
1995-06-07,5.63920881321983
1995-07-28,6.76184276414622
1995-11-07,6.01046569854782
1996-03-07,6.70540811216825
1996-03-21,4.17456184276415
1996-03-29,4.35668502754131
1996-04-04,7.73319979969955
1996-04-18,5.80110165247872
1996-04-26,6.41932899349024
1996-05-02,6.34526790185278
1996-05-09,6.54176264396595
1996-05-19,7.66034051076615
1996-05-21,9.31977966950426
1996-05-29,5.85688532799199
1996-06-05,6.73430145217827
1996-06-14,7.87791687531297
1996-06-21,9.85468202303455
1996-06-27,12.7072108162243
1996-07-05,12.5155232849274
1996-07-10,10.1507260891337
1996-07-20,9.53084626940411
1996-07-24,10.6905858788182
1996-07-29,8.67160741111667
1996-08-07,9.20876314471708
1996-08-14,9.88197295943916
1996-08-20,8.22784176264397
1996-08-28,8.07961942914372
1996-09-05,6.8470205307962
1996-09-11,6.27961942914371
1996-09-18,5.10430645968953
1996-09-26,2.8891837756635
1996-10-03,3.27956935403105
1996-10-09,3.93054581872809
1996-10-16,3.20150225338007
1996-10-23,7.80751126690035
1997-05-31,5.56019028542814
1997-11-12,4.51326990485729
1998-02-24,4.30050075112669
1998-03-15,3.89113670505759
1998-06-01,7.49909864797196
1998-07-31,5.74101151727591
1998-09-22,5.45703555333
