datetime,Volumen,FlowIn,FlowOut,HypoTemp,EpiTemp,TP,Chla,SW_DOC,Secchi
2013-06-04,454000,0.2330608,0.2330608,4.85196875,13.7128125,NA,NA,NA,1.4
2013-06-05,454000,0.1854774,0.1854774,4.860333333,13.42041667,NA,NA,NA,1.4
2013-06-06,454000,0.1674685,0.1674685,4.839927083,13.83166667,NA,NA,NA,1.4
2013-06-07,454000,0.1480711,0.1480711,4.790208333,14.21739583,NA,NA,NA,1.4
2013-06-08,454000,0.1251903,0.1251903,4.830614583,14.365625,NA,NA,NA,1.4
2013-06-09,454000,0.1013733,0.1013733,4.832395833,14.59875,7,NA,NA,1.4
2013-06-10,454000,0.0805429,0.0805429,4.83590625,14.21145833,NA,NA,NA,1.4
2013-06-11,454000,0.065193,0.065193,4.770291667,15.59833333,NA,NA,NA,1.4
2013-06-12,454000,0.0538087,0.0538087,4.893583333,16.005,NA,NA,NA,1.4
2013-06-13,454000,0.0686415,0.0686415,4.886083333,14.86125,NA,NA,NA,1.4
2013-06-14,454000,0.1404659,0.1404659,4.811708333,14.925,NA,NA,NA,1.4
2013-06-15,454000,0.1663644,0.1663644,4.833916667,14.84833333,NA,NA,NA,1.4
2013-06-16,454000,0.1582273,0.1582273,4.854083333,15.255,4,NA,NA,1.4
2013-06-17,454000,0.1431435,0.1431435,4.754416667,15.79041667,NA,NA,NA,1.4
2013-06-18,454000,0.1191769,0.1191769,4.809875,16.43541667,NA,NA,NA,1.4
2013-06-19,454000,0.0947431,0.0947431,4.820166667,17.71,NA,NA,NA,1.4
2013-06-20,454000,0.0802914,0.0802914,4.786166667,17.96125,NA,NA,NA,1.4
2013-06-21,454000,0.0722806,0.0722806,4.875958333,18.44416667,NA,NA,NA,1.4
2013-06-22,454000,0.3990474,0.3990474,4.867916667,17.02833333,NA,NA,NA,1.4
2013-06-23,454000,0.6044127,0.6044127,4.921625,15.99208333,8,NA,NA,1.4
2013-06-24,454000,0.7800583,0.7800583,4.935666667,15.25041667,3,2.9,NA,1.4
2013-06-25,454000,0.561672,0.561672,4.878958333,15.19791667,NA,NA,NA,1.4
2013-06-26,454000,0.3715039,0.3715039,4.928416667,15.29833333,NA,NA,NA,1.4
2013-06-27,454000,0.5481021,0.5481021,4.912166667,13.90041667,NA,NA,NA,1.4
2013-06-28,454000,0.5031996,0.5031996,4.873291667,13.82791667,NA,NA,NA,1.4
2013-06-29,454000,0.3846592,0.3846592,4.924791667,13.4,NA,NA,NA,1.4
2013-06-30,454000,0.4653516,0.4653516,4.881875,13.17625,12,NA,11.52,1.4
2013-07-01,454000,0.3316062,0.3316062,4.862208333,13.86041667,NA,NA,NA,1.4
2013-07-02,454000,0.2350915,0.2350915,4.8965,13.99333333,NA,NA,NA,1.4
2013-07-03,454000,0.1807076,0.1807076,4.90175,14.33166667,NA,NA,NA,1.4
2013-07-04,454000,0.1698622,0.1698622,4.915708333,14.23666667,NA,NA,NA,1.4
2013-07-05,454000,0.1592868,0.1592868,4.816625,15.10166667,NA,NA,NA,1.4
2013-07-06,454000,0.1357929,0.1357929,4.845291667,15.89041667,NA,NA,NA,1.4
2013-07-07,454000,0.1092572,0.1092572,4.807291667,18.15916667,4,NA,NA,1.4
2013-07-08,454000,0.0843334,0.0843334,4.873666667,16.8675,NA,NA,NA,1.4
2013-07-09,454000,0.0724658,0.0724658,4.888625,17.7425,NA,NA,NA,1.4
2013-07-10,454000,0.0570958,0.0570958,4.874166667,16.62916667,NA,NA,NA,1.4
2013-07-11,454000,0.0471842,0.0471842,4.871708333,17.06875,NA,NA,NA,1.4
2013-07-12,454000,0.0388551,0.0388551,4.856333333,18.17375,NA,NA,NA,1.4
2013-07-13,454000,0.0319978,0.0319978,4.862333333,19.6925,NA,NA,NA,1.4
2013-07-14,454000,0.0266692,0.0266692,4.918708333,18.36333333,4,NA,NA,1.4
2013-07-15,454000,0.0222432,0.0222432,4.880333333,17.41458333,NA,NA,NA,1.4
2013-07-16,454000,0.0186084,0.0186084,4.986166667,16.59458333,NA,NA,NA,1.4
2013-07-17,454000,0.0161421,0.0161421,4.905916667,16.93458333,NA,NA,NA,1.4
2013-07-18,454000,0.0125518,0.0125518,4.924375,17.07875,NA,NA,NA,1.4
2013-07-19,454000,0.0098789,0.0098789,4.875958333,17.27,NA,NA,NA,1.4
2013-07-20,454000,0.0076135,0.0076135,4.805166667,17.89375,NA,NA,NA,1.4
2013-07-21,454000,0.0065314,0.0065314,4.802708333,18.31166667,3,NA,NA,1.4
2013-07-22,454000,0.0039573,0.0039573,4.862125,19.90083333,NA,NA,NA,1.4
2013-07-23,454000,0.0033127,0.0033127,4.875208333,20.63583333,NA,NA,NA,1.4
2013-07-24,454000,0.0023471,0.0023471,4.885125,20.72166667,NA,NA,NA,1.4
2013-07-25,454000,0.0017783,0.0017783,4.880083333,21.0475,NA,NA,NA,1.4
2013-07-26,454000,0.0016837,0.0016837,4.873041667,21.43041667,NA,NA,NA,1.4
2013-07-27,454000,0.0013376,0.0013376,4.909125,22.12208333,NA,NA,NA,1.4
2013-07-28,454000,0.0012756,0.0012756,4.960708333,21.55041667,NA,NA,NA,1.4
2013-07-29,454000,0.0014062,0.0014062,4.909208333,20.55541667,8,NA,12.42,1.4
2013-07-30,454000,0.0019701,0.0019701,4.987541667,20,NA,NA,NA,1.4
2013-07-31,454000,0.0046969,0.0046969,4.924958333,19.28666667,NA,NA,NA,1.4
2013-08-01,454000,0.004715,0.004715,4.928166667,18.65583333,NA,NA,NA,1.4
2013-08-02,454000,0.0035825,0.0035825,4.945625,19.48,NA,NA,NA,1.4
2013-08-03,454000,0.0074164,0.0074164,5.007333333,19.32625,NA,NA,NA,1.4
2013-08-04,454000,0.011907,0.011907,4.967041667,18.57291667,5,NA,NA,1.4
2013-08-05,454000,0.0142221,0.0142221,4.990875,18.28916667,NA,NA,NA,1.4
2013-08-06,454000,0.0310936,0.0310936,5.041875,17.59291667,NA,NA,NA,1.4
2013-08-07,454000,0.1018316,0.1018316,4.986416667,17.19291667,NA,NA,NA,1.4
2013-08-08,454000,0.1491101,0.1491101,5.075916667,17.35083333,NA,NA,NA,1.4
2013-08-09,454000,0.2077816,0.2077816,5.046083333,16.89458333,NA,NA,NA,1.4
2013-08-10,454000,0.1814972,0.1814972,5.084166667,16.95375,NA,NA,NA,1.4
2013-08-11,454000,0.1499239,0.1499239,5.170375,16.75833333,5,NA,NA,1.4
2013-08-12,454000,0.140013,0.140013,5.111208333,16.33041667,NA,NA,NA,1.4
2013-08-13,454000,0.1208503,0.1208503,5.112208333,15.74083333,NA,NA,NA,1.4
2013-08-14,454000,0.1068153,0.1068153,5.055291667,14.99625,NA,NA,NA,1.4
2013-08-15,454000,0.0933614,0.0933614,5.048083333,15.92125,NA,NA,NA,1.4
2013-08-16,454000,0.0907972,0.0907972,5.12975,15.88166667,NA,NA,NA,1.4
2013-08-17,454000,0.1498719,0.1498719,5.057291667,15.62958333,NA,NA,NA,1.4
2013-08-18,454000,0.1856798,0.1856798,5.168166667,15.2475,4,NA,NA,1.4
2013-08-19,454000,0.2485006,0.2485006,5.107125,14.70083333,NA,NA,NA,1.4
2013-08-20,454000,0.2074534,0.2074534,5.126625,14.68041667,NA,NA,NA,1.4
2013-08-21,454000,0.1534312,0.1534312,5.160833333,14.62416667,NA,NA,NA,1.4
2013-08-22,454000,0.1147335,0.1147335,5.158458333,14.45083333,NA,NA,NA,1.4
2013-08-23,454000,0.091084,0.091084,5.154458333,15.18083333,NA,NA,NA,1.4
2013-08-24,454000,0.0735944,0.0735944,5.149083333,15.965,NA,NA,NA,1.4
2013-08-25,454000,0.059388,0.059388,5.164458333,16.46375,4,NA,NA,1.4
2013-08-26,454000,0.0471009,0.0471009,5.228790064,16.19108974,4,1.6,13.23,1.4
