OBJECTID,BASINNAME,URBAN_DEVELOPED__HIGH_INTENSITY_URBAN,URBAN_DEVELOPED__LOW_INTENSITY_URBAN,URBAN_DEVELOPED__GOLF_COURSE,AGRICULTURE__CORN,AGRICULTURE__OTHER_ROW_CROPS,AGRICULTURE__FORAGE_CROPS,GRASSLAND,FOREST__MIXED_OTHER_CONIFEROUS,FOREST__OAK,FOREST__MIXED_OTHER_BROAD_LEAVED_DECIDUOUS,OPEN_WATER,WETLAND__EMERGENT_WET_MEADOW,WETLAND__LOWLAND_SHRUB__BROAD_LEAVED_DECIDUOUS,WETLAND__LOWLAND_SHRUB__BROAD_LEAVED_EVERGREEN,WETLAND__LOWLAND_SHRUB__NEEDLE_LEAVED,FORESTED_WETLAND__BROAD_LEAVED_DECIDUOUS,FORESTED_WETLAND__CONIFEROUS,BARREN,SHRUBLAND
1,Lake Mendota,22746600.000000007000000,24120900.000000007000000,3569400.000000000900000,174335400.000000030000000,73278000.000000015000000,130409100.000000030000000,56640600.000000015000000,688500.000000000120000,2441700.000000000500000,23508000.000000007000000,43591500.000000007000000,25796700.000000007000000,3171600.000000000900000,18000.000000000004000,90000.000000000029000,3436200.000000000900000,9900.000000000001800,16038000.000000004000000,158400.000000000030000
