"","Date","DOC_conc_gm3","NPPin_gm2y","FlowIn_gm2y","FlowOut_gm2y","respOut_gm2y","leachIn_gm2y","DOC_out_g","DOC_FlowOut_cum_g","DOC_RespOut_cum_g","DOC_in_g","DOC_in_alloch_g","DOC_in_autoch_g"
"1",2006-06-26,4.48,23.2838925179753,9.86886358845671,11.5451162156326,26.1519590601014,4.62638644918444,4115694.38284384,1260473.647104,2855220.73573984,3619554.3310721,1077463.6,2542090.7310721
"2",2006-06-27,4.48001773895907,22.5056902451588,0.0138635884567127,10.9428056549636,24.5595848725208,5.04751188900087,3876082.91101439,2455188.1823103,5536589.11154793,2458641.6993687,1513.6,2457128.0993687
"3",2006-06-28,4.47830250723513,22.3563646441567,0.0138635884567127,11.7414502691969,24.625874673863,5.44115580890355,3970514.7917286,3737097.20485138,8225194.88073544,2442338.61662916,1513.6,2440825.01662916
"4",2006-06-29,4.47645312846068,23.0166373340698,0.0138635884567127,12.2381656355456,26.9102039125224,5.82142610954146,4274143.90819318,5073236.65848561,11163199.3352944,2514425.92263748,1513.6,2512912.32263748
"5",2006-06-30,4.47422753779092,22.8311926405304,0.0138635884567127,12.1318181381533,26.9237483367327,6.20634775925167,4264011.84664167,6397765.29630865,14102682.544113,2494179.42664421,1513.6,2492665.82664421
"6",2006-07-01,4.47206512386451,21.8461699119226,0.232863588456713,12.6270272883163,24.7358342999869,6.57736779500509,4079205.5734079,7776359.91943031,16803293.4943993,2410546.5342195,25423.6,2385122.9342195
"7",2006-07-02,4.47018321010989,21.9580461724414,0.0138635884567127,12.1208519886889,25.5790047704413,6.91718431174153,4115998.05986668,9099691.29408579,19595960.1796105,2398850.96978572,1513.6,2397337.36978572
"8",2006-07-03,4.4682787512448,21.9457877061044,0.0138635884567127,12.1156880696866,26.1150048707845,7.25060387780371,4173953.73610349,10422458.881968,22447146.3278317,2397512.61394044,1513.6,2395999.01394044
"9",2006-07-04,4.4663289708131,22.2266934582164,0.0138635884567127,10.6091118491462,27.5420916053088,7.5748413975798,4165275.22646584,11580741.3674159,25454139.0688497,2428181.36523267,1513.6,2426667.76523267
"10",2006-07-05,4.46452717472413,22.4000784829467,0.0138635884567127,8.50387467353145,28.7301862583804,7.89686051158695,4065143.36475805,12509178.0954713,28590845.7055523,2447111.2097135,1513.6,2445597.6097135
"11",2006-07-06,4.46303070260167,22.7047982530576,0.0138635884567127,10.4012531950489,30.4107195119165,8.21456556331429,4455772.91060977,13644766.9716979,31911029.7399355,2480379.92982012,1513.6,2478866.32982012
"12",2006-07-07,4.46089539777778,21.8953166557958,0.0138635884567127,8.59692119217539,28.6009639261937,8.52920264875307,4061193.75881372,14583362.3402135,35033628.1302337,2392002.28146154,1513.6,2390488.68146154
"13",2006-07-08,4.45943432177394,21.6626168869152,0.0138635884567127,8.69403690328981,28.6257234150874,8.81861819735524,4074499.85941735,15532560.6158192,38158929.7140453,2366596.56696869,1513.6,2365082.96696869
"14",2006-07-09,4.4579591614689,21.4239174037683,0.0138635884567127,8.29156734881078,28.6504107454524,9.09479707536468,4033254.32070243,16437818.0373264,41286926.6132405,2340535.81517854,1513.6,2339022.21517854
"15",2006-07-10,4.45657376055242,21.0806889918504,0.0138635884567127,11.2850112670229,28.3585617658994,9.3580783695949,4328209.27496425,17669893.9249726,44383060.0005586,2303062.79541161,1513.6,2301549.19541161
"16",2006-07-11,4.45458712537095,20.673314847454,39.7258635884567,16.7702367570875,26.5223764657681,9.60499847800367,4726604.48474192,19500836.2120135,47278722.1982596,6594266.46759189,4337193.6,2257072.86759189
"17",2006-07-12,4.46036086779054,21.3681582615979,0.0138635884567127,12.5939799250194,28.1889166299623,9.83748444805618,4452598.4320987,20875822.7873889,50356334.0549829,2334448.13897171,1513.6,2332934.53897171
"18",2006-07-13,4.45829372740745,22.0807159364106,0.0138635884567127,11.3892724951928,29.9075251487124,10.0833168746685,4508705.16742363,22119281.7159736,53621580.2938218,2412243.81935881,1513.6,2410730.21935881
"19",2006-07-14,4.45632266395555,22.8113787439358,0.0138635884567127,9.18727911602221,31.7315902793346,10.3412838355714,4467443.68604101,23122331.2304215,57085974.4654149,2492016.18341327,1513.6,2490502.58341327
"20",2006-07-15,4.45464698395939,23.0274212268547,0.0138635884567127,10.1820662795064,31.8787325862408,10.6121058552623,4592117.35561651,24233989.6995677,60566433.3518853,2515603.2873703,1513.6,2514089.6873703
"21",2006-07-16,4.45282971074032,23.2625517976261,0.0138635884567127,10.0781290496716,32.0995612893902,10.8830890801591,4604879.34249757,25334300.5012921,64071001.8926584,2541274.39215178,1513.6,2539760.79215178
"22",2006-07-17,4.45109656847888,23.2618587576286,0.0138635884567127,7.08186787476039,31.5629322441879,11.1551708022001,4219165.16367148,26107485.254194,67516982.303428,2541198.72737397,1513.6,2539685.12737397
"23",2006-07-18,4.45018572650385,23.8228149857643,0.0138635884567127,6.4820734483431,32.8778435517561,11.4248549289214,4297240.2532985,26815185.6019104,71106522.2090101,2602442.85255536,1513.6,2600929.25255536
"24",2006-07-19,4.44929985509168,23.3119066106226,2.78786358845671,8.27546149870761,30.7376986718633,11.7029021610268,4259382.0076637,27718684.6175912,74462405.200993,2849522.85598167,304373.6,2545149.25598167
"25",2006-07-20,4.44903820643268,23.4747451514557,19.6508635884567,9.47135675155323,30.7903449915401,11.9648365167397,4395695.38208841,28752749.1834799,77824036.0171926,4708371.25557674,2145443.6,2562927.65557674
"26",2006-07-21,4.45224346039848,23.4330086250594,0.0138635884567127,7.78208485501956,30.2445503022988,12.2256678130524,4151675.09868257,29602382.2834047,81126078.0159505,2559884.54166744,1513.6,2558370.94166744
"27",2006-07-22,4.45173461939338,23.3866425929596,0.743863588456713,8.47950786311023,29.683649907253,12.4826682381765,4166580.37575062,30528158.6898292,84366881.9852766,2634522.38720395,81213.6,2553308.78720395
"28",2006-07-23,4.45139958829129,23.3357810827634,0.0138635884567127,9.27688097422539,29.1342888925578,12.7343581888622,4193657.86079811,31540990.7633165,87547707.7725873,2549269.42506335,1513.6,2547755.82506335
"29",2006-07-24,4.45089656783845,23.2805543590482,0.378863588456713,7.08154966595754,28.5940156272327,12.9806211028652,3894989.79981816,32314140.7747916,90669547.5609304,2583089.87728238,41363.6,2541726.27728238
"30",2006-07-25,4.45110504021052,22.9910439298933,3.00686358845671,7.38111577700732,28.9368772934445,13.223292008654,3965128.83248631,33119996.8397608,93828820.3284476,2838401.68385274,328283.6,2510118.08385274
"31",2006-07-26,4.45173257240837,22.6986126382069,0.378863588456713,7.78119187292507,29.286606907937,13.450543005149,4046991.18196535,33969532.445613,97026275.9045607,2519554.59625355,41363.6,2478190.99625355
"32",2006-07-27,4.45161589829241,22.4032218981121,15.5628635884567,12.7688007187935,29.6356083653638,13.6626116004,4629632.06028401,35363605.6199799,100261834.790478,4145064.40175278,1699123.6,2445940.80175278
"33",2006-07-28,4.45360974124179,22.10483133781,0.0138635884567127,6.68666268787765,30.0029868568235,13.8567509722347,4005705.57357901,36093642.6285057,103537503.355531,2414876.69263487,1513.6,2413363.09263487
"34",2006-07-29,4.45345536510956,21.8033986625011,0.0138635884567127,6.58663343087594,30.3602685537155,14.0406800442997,4033791.90160539,36812758.634589,106852179.251053,2381966.85123471,1513.6,2380453.25123471
"35",2006-07-30,4.4532199849265,21.4988795042253,0.232863588456713,5.98753209546826,30.7212459778067,14.2106359086627,4007793.98964386,37466465.905834,110206265.969452,2372630.0335435,25423.6,2347206.4335435
"36",2006-07-31,4.45305432667889,21.1912272570966,0.0138635884567127,6.08709785069496,31.0870019957019,14.3672477952828,4058596.92843538,38131043.5752866,113600285.228435,2315131.15121999,1513.6,2313617.55121999
"37",2006-08-01,4.45270810371997,20.8803928961932,3.00686358845671,6.18640531243719,31.4558369421737,14.5103092519357,4109707.81875684,38806463.4429595,117034573.179519,2607964.85181726,328283.6,2279681.25181726
"38",2006-08-02,4.45287136796308,20.5663247781145,0.232863588456713,6.98490726037999,31.8326899990044,14.6400953144665,4238030.82407252,39569062.2219352,120510005.224615,2270815.49700784,25423.6,2245391.89700784
"39",2006-08-03,4.45214114068625,20.2489684209262,0.0138635884567127,6.48492167516581,32.2075941782326,14.7563803019024,4224374.67604912,40277073.5335938,124026368.589006,2212257.13855866,1513.6,2210743.53855866
"40",2006-08-04,4.4513471509099,19.9282662608717,0.0138635884567127,6.18451446185861,32.5864460735268,14.8603620858866,4232939.1159866,40952286.9618268,127584094.27676,2177243.49176914,1513.6,2175729.89176914
"41",2006-08-05,4.45048936078714,19.6041573828259,0.0138635884567127,5.78439864019797,32.9692806499464,14.9521567072988,4231052.38277329,41583816.5119964,131183617.109363,2141857.90604277,1513.6,2140344.30604277
"42",2006-08-06,4.44958509097364,19.2765772209923,16.8768635884567,6.5809093189403,33.3562631991701,15.0320927010529,4360263.90368958,42302307.5705163,134825389.954533,3947163.33220971,1842583.6,2104579.73220971
"43",2006-08-07,4.4520164401737,18.9454572257798,0.0138635884567127,6.18544434420452,33.7730907044538,15.0995471845823,4362596.22380558,42977622.5215205,138512671.227334,2069942.28615706,1513.6,2068428.68615706
"44",2006-08-08,4.45074121876394,19.1985642615792,0.0138635884567127,5.88446264045774,34.166662837453,15.1556539398612,4372705.06930067,43620076.8673349,142242921.950821,2097576.02691488,1513.6,2096062.42691488
"45",2006-08-09,4.44951282080142,19.1271019257059,0.743863588456713,5.98254766526783,33.2366502959936,15.2171352891116,4281876.81851033,44273239.9480498,145871635.688616,2169473.90613529,81213.6,2088260.30613529
"46",2006-08-10,4.44861987828497,19.1528731650031,0.0138635884567127,5.18383412594453,32.7728195917633,15.2772800623258,4144034.65931687,44839201.0163207,149449709.279662,2092587.56061746,1513.6,2091073.96061746
"47",2006-08-11,4.44786061683103,18.8070261990518,0.0138635884567127,5.58163779698365,30.8818555110487,15.3385524726003,3981014.26938381,45448593.5264845,152821331.038882,2054828.65214305,1513.6,2053315.05214305
"48",2006-08-12,4.44736259292549,18.9244892412083,0.0138635884567127,6.77694414442931,30.8902821454757,15.392752217577,4112435.52781566,46188487.2912941,156193872.801888,2067653.04181412,1513.6,2066139.44181412
